Date,Tm,Home_Away,Opp,W/L,R,RA,D/N,Streak
"Sunday, Apr 4",CLE,@,DET,W,9.0,3.0,D,1
"Monday, Apr 5",CLE,Home,KCR,L,0.0,3.0,D,-1
"Wednesday, Apr 7",CLE,Home,KCR,W,4.0,2.0,D,1
"Friday, Apr 9",CLE,Home,DET,W,4.0,1.0,N,2
"Saturday, Apr 10",CLE,Home,DET,W,11.0,3.0,N,3
"Sunday, Apr 11",CLE,Home,DET,W,5.0,2.0,D,4
"Friday, Apr 16",CLE,@,CIN,L,3.0,10.0,N,-1
"Saturday, Apr 17",CLE,@,CIN,L-wo,2.0,3.0,D,-2
"Sunday, Apr 18",CLE,@,CIN,W,6.0,3.0,D,1
"Monday, Apr 26",CLE,Home,MIN,W-wo,5.0,3.0,N,2
"Tuesday, Apr 27",CLE,Home,MIN,W,7.0,4.0,N,3
"Wednesday, Apr 28",CLE,Home,MIN,L,2.0,10.0,D,-1
"Monday, May 3",CLE,@,KCR,W,8.0,6.0,N,2
"Tuesday, May 4",CLE,@,KCR,W,7.0,3.0,N,3
"Wednesday, May 5",CLE,@,KCR,W,5.0,4.0,N,4
"Thursday, May 6",CLE,@,KCR,W,4.0,0.0,D,5
"Friday, May 7",CLE,Home,CIN,L,0.0,3.0,N,-1
"Saturday, May 8",CLE,Home,CIN,W,9.0,2.0,N,1
"Tuesday, May 11",CLE,Home,CHC,W,3.0,2.0,N,2
"Wednesday, May 12",CLE,Home,CHC,W-wo,2.0,1.0,D,3
"Thursday, May 13",CLE,@,SEA,W,4.0,2.0,N,4
"Friday, May 14",CLE,@,SEA,L,3.0,7.0,N,-1
"Saturday, May 15",CLE,@,SEA,L,3.0,7.0,N,-2
"Sunday, May 16",CLE,@,SEA,L,2.0,3.0,D,-3
"Monday, May 17",CLE,@,LAA,L,4.0,7.0,N,-4
"Tuesday, May 18",CLE,@,LAA,W,6.0,5.0,N,1
"Wednesday, May 19",CLE,@,LAA,W,3.0,2.0,N,2
"Friday, May 21",CLE,Home,MIN,L,0.0,10.0,N,-1
"Saturday, May 22",CLE,Home,MIN,W-wo,5.0,3.0,D,1
"Sunday, May 23",CLE,Home,MIN,L,5.0,8.0,D,-1
"Monday, May 24",CLE,@,DET,W,6.0,5.0,N,1
"Tuesday, May 25",CLE,@,DET,W,4.0,1.0,N,2
"Wednesday, May 26",CLE,@,DET,L,0.0,1.0,N,-1
"Thursday, May 27",CLE,@,DET,W,5.0,2.0,D,1
"Tuesday, Jun 8",CLE,@,STL,W,10.0,1.0,N,1
"Wednesday, Jun 9",CLE,@,STL,L,2.0,8.0,N,-1
"Friday, Jun 11",CLE,Home,SEA,W,7.0,0.0,N,1
"Saturday, Jun 12",CLE,Home,SEA,W-wo,5.0,4.0,D,2
"Sunday, Jun 13",CLE,Home,SEA,L,2.0,6.0,D,-1
"Friday, Jun 18",CLE,@,PIT,L,10.0,11.0,N,-1
"Saturday, Jun 19",CLE,@,PIT,L,3.0,6.0,D,-2
"Sunday, Jun 20",CLE,@,PIT,W,2.0,1.0,D,1
"Monday, Jun 21",CLE,@,CHC,W,4.0,0.0,N,2
"Tuesday, Jun 22",CLE,@,CHC,L,1.0,7.0,N,-1
"Thursday, Jun 24",CLE,@,MIN,W,4.0,1.0,N,1
"Friday, Jun 25",CLE,@,MIN,L,7.0,8.0,N,-1
"Sunday, Jun 27",CLE,@,MIN,L,2.0,8.0,D,-2
"Monday, Jun 28",CLE,Home,DET,W,13.0,5.0,N,1
"Wednesday, Jun 30 (1)",CLE,Home,DET,L,4.0,9.0,D,-1
"Wednesday, Jun 30 (2)",CLE,Home,DET,L,1.0,7.0,N,-2
"Thursday, Jul 1",CLE,Home,HOU,L,2.0,7.0,N,-3
"Friday, Jul 2",CLE,Home,HOU,L,3.0,6.0,N,-4
"Saturday, Jul 3",CLE,Home,HOU,L,2.0,3.0,N,-5
"Sunday, Jul 4",CLE,Home,HOU,L,3.0,4.0,D,-6
"Thursday, Jul 8",CLE,Home,KCR,W-wo,7.0,4.0,N,1
"Friday, Jul 9",CLE,Home,KCR,W-wo,2.0,1.0,N,2
"Saturday, Jul 10",CLE,Home,KCR,W,14.0,6.0,N,3
"Friday, Jul 16",CLE,@,OAK,L-wo,4.0,5.0,N,-1
"Saturday, Jul 17",CLE,@,OAK,W,3.0,2.0,D,1
"Sunday, Jul 18",CLE,@,OAK,W,4.0,2.0,D,2
"Monday, Jul 19",CLE,@,HOU,L,3.0,4.0,N,-1
"Tuesday, Jul 20",CLE,@,HOU,L,3.0,9.0,N,-2
"Wednesday, Jul 21",CLE,@,HOU,W,5.0,4.0,N,1
"Tuesday, Jul 27",CLE,Home,STL,L,2.0,4.0,N,-1
"Wednesday, Jul 28",CLE,Home,STL,W,7.0,2.0,D,1
"Friday, Aug 6",CLE,Home,DET,W,6.0,1.0,N,1
"Saturday, Aug 7",CLE,Home,DET,L,1.0,2.0,N,-1
"Sunday, Aug 8",CLE,Home,DET,W,7.0,5.0,D,1
"Monday, Aug 9",CLE,Home,CIN,W,9.0,3.0,N,2
"Tuesday, Aug 10",CLE,Home,OAK,L,3.0,4.0,N,-1
"Wednesday, Aug 11",CLE,Home,OAK,L,3.0,6.0,N,-2
"Thursday, Aug 12",CLE,Home,OAK,L,0.0,17.0,D,-3
"Friday, Aug 13",CLE,@,DET,W,7.0,4.0,N,1
"Saturday, Aug 14",CLE,@,DET,L,4.0,6.0,N,-1
"Sunday, Aug 15",CLE,@,DET,W,11.0,0.0,D,1
"Monday, Aug 16",CLE,@,MIN,L-wo,4.0,5.0,N,-1
"Tuesday, Aug 17",CLE,@,MIN,W,3.0,1.0,N,1
"Wednesday, Aug 18",CLE,@,MIN,L-wo,7.0,8.0,D,-1
"Friday, Aug 20",CLE,Home,LAA,W,9.0,1.0,N,1
"Saturday, Aug 21",CLE,Home,LAA,W,5.0,1.0,D,2
"Sunday, Aug 22",CLE,Home,LAA,W,3.0,0.0,N,3
"Tuesday, Aug 24",CLE,Home,TEX,L,3.0,7.0,N,-1
"Wednesday, Aug 25",CLE,Home,TEX,W,7.0,2.0,N,1
"Thursday, Aug 26",CLE,Home,TEX,W,10.0,6.0,N,2
"Tuesday, Aug 31",CLE,@,KCR,W,7.0,2.0,N,2
"Wednesday, Sep 1",CLE,@,KCR,W,5.0,3.0,N,3
"Thursday, Sep 2",CLE,@,KCR,W,4.0,2.0,N,4
"Monday, Sep 6",CLE,Home,MIN,L,2.0,5.0,N,-1
"Tuesday, Sep 7",CLE,Home,MIN,L,0.0,3.0,N,-2
"Wednesday, Sep 8",CLE,Home,MIN,L,0.0,3.0,N,-3
"Thursday, Sep 9",CLE,Home,MIN,W,4.0,1.0,N,1
"Friday, Sep 10",CLE,Home,MIL,L,3.0,10.0,N,-1
"Saturday, Sep 11",CLE,Home,MIL,L,0.0,3.0,N,-2
"Sunday, Sep 12",CLE,Home,MIL,L,1.0,11.0,D,-3
"Tuesday, Sep 14 (1)",CLE,@,MIN,W,3.0,1.0,D,1
"Tuesday, Sep 14 (2)",CLE,@,MIN,L,3.0,6.0,N,-1
"Wednesday, Sep 15",CLE,@,MIN,W,12.0,3.0,N,1
"Monday, Sep 20 (1)",CLE,Home,KCR,L,2.0,7.0,D,-1
"Monday, Sep 20 (2)",CLE,Home,KCR,L,2.0,4.0,N,-2
"Tuesday, Sep 21",CLE,Home,KCR,W,4.0,1.0,N,1
"Monday, Sep 27",CLE,Home,KCR,W,8.0,3.0,D,1
"Tuesday, Sep 28",CLE,@,KCR,L,4.0,6.0,N,-1
"Wednesday, Sep 29",CLE,@,KCR,L,5.0,10.0,N,-2
"Thursday, Sep 30",CLE,@,KCR,W,6.0,1.0,N,1
"Friday, Oct 1",CLE,@,TEX,W,9.0,6.0,N,2
"Saturday, Oct 2",CLE,@,TEX,L,2.0,7.0,N,-1
"Sunday, Oct 3",CLE,@,TEX,W,6.0,0.0,D,1
"Monday, Apr 5",DET,Home,MIN,L,6.0,15.0,D,-2
"Tuesday, Apr 6",DET,Home,MIN,W-wo,4.0,3.0,D,1
"Wednesday, Apr 7",DET,Home,MIN,L,2.0,3.0,D,-1
"Monday, Apr 12",DET,@,HOU,W,6.0,2.0,N,1
"Tuesday, Apr 13",DET,@,HOU,W,8.0,2.0,N,2
"Wednesday, Apr 14",DET,@,HOU,W,6.0,4.0,N,3
"Thursday, Apr 15",DET,@,OAK,L,4.0,8.0,N,-1
"Friday, Apr 16",DET,@,OAK,L,0.0,3.0,N,-2
"Saturday, Apr 17",DET,@,OAK,L,0.0,7.0,D,-3
"Sunday, Apr 18",DET,@,OAK,L-wo,2.0,3.0,D,-4
"Wednesday, Apr 21 (1)",DET,Home,PIT,L,2.0,3.0,D,-5
"Wednesday, Apr 21 (2)",DET,Home,PIT,W,5.0,2.0,N,1
"Thursday, Apr 22",DET,Home,PIT,L,2.0,4.0,D,-1
"Friday, Apr 23",DET,Home,KCR,L,2.0,6.0,N,-2
"Saturday, Apr 24",DET,Home,KCR,L,1.0,2.0,D,-3
"Sunday, Apr 25",DET,Home,KCR,L,0.0,4.0,D,-4
"Monday, Apr 26",DET,Home,KCR,L,2.0,3.0,D,-5
"Friday, May 7",DET,Home,MIN,L,3.0,7.0,N,-2
"Saturday, May 8",DET,Home,MIN,W,7.0,3.0,D,1
"Tuesday, May 11",DET,Home,KCR,W-wo,8.0,7.0,N,2
"Wednesday, May 12",DET,Home,KCR,W,4.0,2.0,N,3
"Thursday, May 13",DET,Home,KCR,W,4.0,3.0,D,4
"Friday, May 14",DET,Home,CHC,L,2.0,4.0,N,-1
"Saturday, May 15",DET,Home,CHC,W-wo,9.0,8.0,D,1
"Sunday, May 16",DET,Home,CHC,L,1.0,5.0,D,-1
"Monday, May 17",DET,@,SEA,W,4.0,1.0,N,1
"Tuesday, May 18",DET,@,SEA,W,5.0,0.0,N,2
"Wednesday, May 19",DET,@,SEA,W,6.0,2.0,N,3
"Friday, May 21",DET,@,KCR,W,7.0,5.0,N,4
"Saturday, May 22",DET,@,KCR,L,5.0,7.0,D,-1
"Sunday, May 23",DET,@,KCR,L-wo,2.0,3.0,D,-2
"Monday, May 31",DET,@,MIL,L-wo,2.0,3.0,D,-1
"Tuesday, Jun 1",DET,@,MIL,W,10.0,7.0,N,1
"Tuesday, Jun 8",DET,Home,SEA,W,5.0,3.0,N,1
"Wednesday, Jun 9",DET,Home,SEA,L,6.0,9.0,N,-1
"Thursday, Jun 10",DET,Home,SEA,W,8.0,3.0,D,1
"Monday, Jun 14",DET,@,KCR,W,10.0,3.0,N,1
"Tuesday, Jun 15",DET,@,KCR,W,4.0,3.0,N,2
"Wednesday, Jun 16",DET,@,KCR,W,6.0,5.0,D,3
"Thursday, Jun 17",DET,@,LAA,L,5.0,7.0,N,-1
"Friday, Jun 18",DET,@,LAA,L,3.0,11.0,N,-2
"Saturday, Jun 19",DET,@,LAA,L,3.0,8.0,N,-3
"Sunday, Jun 20",DET,@,LAA,W,5.0,3.0,D,1
"Tuesday, Jun 22",DET,Home,STL,W,8.0,2.0,N,2
"Wednesday, Jun 23",DET,Home,STL,W,6.0,2.0,D,3
"Thursday, Jun 24",DET,Home,HOU,L,3.0,12.0,N,-1
"Saturday, Jun 26 (1)",DET,Home,HOU,W,3.0,1.0,D,1
"Saturday, Jun 26 (2)",DET,Home,HOU,L,2.0,3.0,N,-1
"Sunday, Jun 27",DET,Home,HOU,W-wo,2.0,1.0,D,1
"Monday, Jul 5",DET,@,TEX,W,7.0,3.0,N,3
"Tuesday, Jul 6",DET,@,TEX,L,5.0,10.0,N,-1
"Wednesday, Jul 7",DET,@,TEX,W,5.0,3.0,D,1
"Thursday, Jul 8",DET,@,MIN,L,3.0,5.0,N,-1
"Friday, Jul 9",DET,@,MIN,L,2.0,4.0,N,-2
"Saturday, Jul 10",DET,@,MIN,L,4.0,9.0,D,-3
"Sunday, Jul 11",DET,@,MIN,L-wo,9.0,12.0,D,-4
"Saturday, Jul 17 (1)",DET,Home,MIN,W,1.0,0.0,D,1
"Saturday, Jul 17 (2)",DET,Home,MIN,W-wo,5.0,4.0,N,2
"Sunday, Jul 18",DET,Home,MIN,W,7.0,0.0,D,3
"Monday, Jul 19",DET,Home,TEX,W,14.0,0.0,N,4
"Tuesday, Jul 20",DET,Home,TEX,W,4.0,1.0,N,5
"Wednesday, Jul 21",DET,Home,TEX,W,4.0,2.0,N,6
"Thursday, Jul 22",DET,Home,TEX,W,7.0,5.0,D,7
"Friday, Jul 23",DET,@,KCR,L,3.0,5.0,N,-1
"Saturday, Jul 24",DET,@,KCR,L,8.0,9.0,N,-2
"Sunday, Jul 25",DET,@,KCR,L,1.0,6.0,D,-3
"Monday, Jul 26",DET,@,MIN,L-wo,5.0,6.0,N,-4
"Tuesday, Jul 27",DET,@,MIN,W,6.0,5.0,N,1
"Wednesday, Jul 28",DET,@,MIN,W,17.0,14.0,D,2
"Tuesday, Aug 17",DET,Home,LAA,L,2.0,8.0,N,-2
"Wednesday, Aug 18",DET,Home,LAA,L,1.0,3.0,N,-3
"Thursday, Aug 19",DET,Home,LAA,L,10.0,13.0,D,-4
"Tuesday, Aug 24",DET,@,STL,W,4.0,3.0,N,2
"Wednesday, Aug 25",DET,@,STL,L-wo,2.0,3.0,D,-1
"Monday, Aug 30",DET,Home,MIN,L,2.0,3.0,D,-3
"Tuesday, Aug 31",DET,Home,OAK,L,3.0,9.0,N,-4
"Wednesday, Sep 1",DET,Home,OAK,W,8.0,6.0,N,1
"Thursday, Sep 2",DET,Home,OAK,L,6.0,8.0,D,-1
"Friday, Sep 3",DET,@,CIN,W,15.0,5.0,N,1
"Saturday, Sep 4",DET,@,CIN,L,4.0,7.0,N,-1
"Sunday, Sep 5",DET,@,CIN,W,4.0,1.0,D,1
"Monday, Sep 6",DET,@,PIT,L,3.0,6.0,D,-1
"Tuesday, Sep 7",DET,@,PIT,L,2.0,3.0,N,-2
"Wednesday, Sep 8",DET,@,PIT,W,5.0,1.0,N,1
"Tuesday, Sep 14",DET,Home,MIL,W-wo,1.0,0.0,N,2
"Wednesday, Sep 15",DET,Home,MIL,W,4.0,1.0,D,3
"Friday, Sep 24",DET,Home,KCR,L,1.0,3.0,N,-1
"Saturday, Sep 25",DET,Home,KCR,W,5.0,1.0,N,1
"Sunday, Sep 26",DET,Home,KCR,L,1.0,2.0,D,-1
"Tuesday, Sep 28",DET,@,MIN,L,2.0,3.0,N,-3
"Wednesday, Sep 29",DET,@,MIN,L,2.0,5.0,N,-4
"Thursday, Sep 30",DET,@,MIN,W,10.0,7.0,N,1
"Thursday, Apr 1",KCR,Home,TEX,W,14.0,10.0,D,1
"Saturday, Apr 3",KCR,Home,TEX,W,11.0,4.0,D,2
"Sunday, Apr 4",KCR,Home,TEX,L,3.0,7.0,D,-1
"Monday, Apr 12",KCR,Home,LAA,L,3.0,10.0,N,-1
"Tuesday, Apr 13",KCR,Home,LAA,W,3.0,2.0,N,1
"Wednesday, Apr 14",KCR,Home,LAA,W,6.0,1.0,D,2
"Tuesday, Apr 27",KCR,@,PIT,L,1.0,2.0,N,-1
"Wednesday, Apr 28",KCR,@,PIT,W,9.0,6.0,N,1
"Friday, Apr 30",KCR,@,MIN,L,1.0,9.0,N,-1
"Saturday, May 1",KCR,@,MIN,W,11.0,3.0,D,1
"Sunday, May 2",KCR,@,MIN,L,4.0,13.0,D,-1
"Tuesday, May 18",KCR,Home,MIL,W,2.0,0.0,N,1
"Wednesday, May 19",KCR,Home,MIL,W,6.0,4.0,N,2
"Friday, May 28",KCR,@,MIN,W,8.0,3.0,N,1
"Saturday, May 29",KCR,@,MIN,L,5.0,6.0,D,-1
"Sunday, May 30",KCR,@,MIN,W,6.0,3.0,D,1
"Monday, May 31",KCR,Home,PIT,W,7.0,3.0,N,2
"Tuesday, Jun 1",KCR,Home,PIT,W,10.0,5.0,N,3
"Thursday, Jun 3",KCR,Home,MIN,W,6.0,5.0,N,4
"Friday, Jun 4",KCR,Home,MIN,W,14.0,5.0,N,5
"Saturday, Jun 5",KCR,Home,MIN,L,4.0,5.0,D,-1
"Sunday, Jun 6",KCR,Home,MIN,L,1.0,2.0,D,-2
"Monday, Jun 7",KCR,@,LAA,L,3.0,8.0,N,-3
"Tuesday, Jun 8",KCR,@,LAA,L,1.0,8.0,N,-4
"Wednesday, Jun 9",KCR,@,LAA,L,1.0,6.0,N,-5
"Thursday, Jun 10",KCR,@,OAK,W,6.0,1.0,N,1
"Friday, Jun 11",KCR,@,OAK,L-wo,3.0,4.0,N,-1
"Saturday, Jun 12",KCR,@,OAK,L,2.0,11.0,D,-2
"Sunday, Jun 13",KCR,@,OAK,L,3.0,6.0,D,-3
"Friday, Jun 25",KCR,@,TEX,L,4.0,9.0,N,-3
"Saturday, Jun 26",KCR,@,TEX,L,0.0,8.0,D,-4
"Sunday, Jun 27",KCR,@,TEX,L,1.0,4.0,D,-5
"Friday, Jul 2",KCR,Home,MIN,W,7.0,4.0,N,1
"Saturday, Jul 3",KCR,Home,MIN,W,6.0,3.0,D,2
"Sunday, Jul 4",KCR,Home,MIN,L,2.0,6.0,D,-1
"Monday, Jul 5",KCR,Home,CIN,L,2.0,6.0,N,-2
"Tuesday, Jul 6",KCR,Home,CIN,W-wo,7.0,6.0,N,1
"Wednesday, Jul 7",KCR,Home,CIN,L,2.0,5.0,D,-1
"Tuesday, Jul 20",KCR,@,MIL,W,5.0,2.0,D,1
"Wednesday, Jul 21",KCR,@,MIL,W,6.0,3.0,D,2
"Friday, Aug 6",KCR,@,STL,L,2.0,4.0,N,-1
"Saturday, Aug 7",KCR,@,STL,L,2.0,5.0,N,-2
"Sunday, Aug 8",KCR,@,STL,W,6.0,5.0,D,1
"Friday, Aug 13",KCR,Home,STL,L,0.0,6.0,N,-2
"Saturday, Aug 14",KCR,Home,STL,L,4.0,9.0,N,-3
"Sunday, Aug 15",KCR,Home,STL,L,2.0,7.0,D,-4
"Monday, Aug 16",KCR,Home,HOU,W,7.0,6.0,N,1
"Tuesday, Aug 17",KCR,Home,HOU,W,3.0,1.0,N,2
"Wednesday, Aug 18",KCR,Home,HOU,W,3.0,2.0,N,3
"Thursday, Aug 19",KCR,Home,HOU,L,3.0,6.0,D,-1
"Friday, Aug 20",KCR,@,CHC,W,6.0,2.0,D,1
"Saturday, Aug 21",KCR,@,CHC,W,4.0,2.0,D,2
"Sunday, Aug 22",KCR,@,CHC,W,9.0,1.0,D,3
"Monday, Aug 23",KCR,@,HOU,W,7.0,1.0,N,4
"Tuesday, Aug 24",KCR,@,HOU,L,0.0,4.0,N,-1
"Wednesday, Aug 25",KCR,@,HOU,L-wo,5.0,6.0,D,-2
"Thursday, Aug 26",KCR,@,SEA,W,6.0,4.0,N,1
"Friday, Aug 27",KCR,@,SEA,W,8.0,7.0,N,2
"Saturday, Aug 28",KCR,@,SEA,W,4.0,2.0,D,3
"Sunday, Aug 29",KCR,@,SEA,L,3.0,4.0,D,-1
"Friday, Sep 10",KCR,@,MIN,W,6.0,4.0,N,2
"Saturday, Sep 11",KCR,@,MIN,L,2.0,9.0,N,-1
"Sunday, Sep 12",KCR,@,MIN,W,5.0,3.0,D,1
"Tuesday, Sep 14",KCR,Home,OAK,W,10.0,7.0,N,2
"Wednesday, Sep 15",KCR,Home,OAK,L,10.0,12.0,N,-1
"Thursday, Sep 16",KCR,Home,OAK,L,2.0,7.0,D,-2
"Friday, Sep 17",KCR,Home,SEA,L,2.0,6.0,N,-3
"Saturday, Sep 18",KCR,Home,SEA,W,8.0,1.0,N,1
"Sunday, Sep 19",KCR,Home,SEA,L,1.0,7.0,D,-1
"Friday, Oct 1",KCR,Home,MIN,W,11.0,6.0,N,1
"Saturday, Oct 2",KCR,Home,MIN,L,0.0,4.0,N,-1
"Sunday, Oct 3",KCR,Home,MIN,L,3.0,7.0,D,-2
"Thursday, Apr 1",MIN,@,MIL,L-wo,5.0,6.0,D,-1
"Saturday, Apr 3",MIN,@,MIL,W,2.0,0.0,N,1
"Sunday, Apr 4",MIN,@,MIL,W,8.0,2.0,D,2
"Thursday, Apr 8",MIN,Home,SEA,W,10.0,2.0,D,2
"Saturday, Apr 10",MIN,Home,SEA,L,3.0,4.0,D,-1
"Sunday, Apr 11",MIN,Home,SEA,L,6.0,8.0,D,-2
"Friday, Apr 16",MIN,@,LAA,L,3.0,10.0,N,-1
"Tuesday, Apr 20 (1)",MIN,@,OAK,L,0.0,7.0,D,-2
"Tuesday, Apr 20 (2)",MIN,@,OAK,L,0.0,1.0,N,-3
"Wednesday, Apr 21",MIN,@,OAK,L-wo,12.0,13.0,D,-4
"Friday, Apr 23",MIN,Home,PIT,W,2.0,0.0,N,1
"Saturday, Apr 24",MIN,Home,PIT,L,2.0,6.0,D,-1
"Sunday, Apr 25",MIN,Home,PIT,L,2.0,6.0,D,-2
"Monday, May 3",MIN,Home,TEX,W,6.0,5.0,N,2
"Tuesday, May 4",MIN,Home,TEX,L,3.0,6.0,N,-1
"Wednesday, May 5",MIN,Home,TEX,L,1.0,3.0,N,-2
"Thursday, May 6",MIN,Home,TEX,L,3.0,4.0,D,-3
"Friday, May 14",MIN,Home,OAK,L,1.0,6.0,N,-5
"Saturday, May 15",MIN,Home,OAK,W,5.0,4.0,D,1
"Sunday, May 16",MIN,Home,OAK,L,6.0,7.0,D,-1
"Thursday, May 20 (1)",MIN,@,LAA,L,1.0,7.0,D,-2
"Thursday, May 20 (2)",MIN,@,LAA,W,6.0,3.0,D,1
"Friday, Jun 11",MIN,Home,HOU,L,4.0,6.0,N,-1
"Saturday, Jun 12",MIN,Home,HOU,W,5.0,2.0,N,1
"Sunday, Jun 13",MIN,Home,HOU,L,3.0,14.0,D,-1
"Monday, Jun 14",MIN,@,SEA,L,3.0,4.0,N,-2
"Tuesday, Jun 15",MIN,@,SEA,L,0.0,10.0,N,-3
"Wednesday, Jun 16",MIN,@,SEA,W,7.0,2.0,N,1
"Friday, Jun 18",MIN,@,TEX,W,7.0,5.0,N,2
"Saturday, Jun 19",MIN,@,TEX,W,3.0,2.0,D,3
"Sunday, Jun 20",MIN,@,TEX,W,4.0,2.0,D,4
"Monday, Jun 21",MIN,Home,CIN,W-wo,7.0,5.0,N,5
"Tuesday, Jun 22",MIN,Home,CIN,L,7.0,10.0,D,-1
"Thursday, Jul 22",MIN,Home,LAA,L,2.0,3.0,N,-1
"Friday, Jul 23",MIN,Home,LAA,W,5.0,4.0,N,1
"Saturday, Jul 24",MIN,Home,LAA,L,1.0,2.0,N,-1
"Sunday, Jul 25",MIN,Home,LAA,L,2.0,6.0,D,-2
"Friday, Jul 30",MIN,@,STL,L,1.0,5.0,N,-3
"Saturday, Jul 31",MIN,@,STL,W,8.0,1.0,N,1
"Sunday, Aug 1",MIN,@,STL,L,3.0,7.0,D,-1
"Tuesday, Aug 3",MIN,@,CIN,W,7.0,5.0,N,1
"Wednesday, Aug 4",MIN,@,CIN,L,5.0,6.0,D,-1
"Thursday, Aug 5",MIN,@,HOU,W,5.0,3.0,N,1
"Friday, Aug 6",MIN,@,HOU,W,5.0,4.0,N,2
"Saturday, Aug 7",MIN,@,HOU,L,0.0,4.0,N,-1
"Sunday, Aug 8",MIN,@,HOU,W,7.0,5.0,D,1
"Friday, Aug 27",MIN,Home,MIL,W,2.0,0.0,N,1
"Saturday, Aug 28",MIN,Home,MIL,W,6.0,4.0,N,2
"Sunday, Aug 29",MIN,Home,MIL,L,2.0,6.0,D,-1
"Tuesday, Aug 31",MIN,Home,CHC,L,1.0,3.0,N,-1
"Wednesday, Sep 1",MIN,Home,CHC,L,0.0,3.0,N,-2
"Tuesday, Sep 21",MIN,@,CHC,W,9.0,5.0,N,1
"Wednesday, Sep 22",MIN,@,CHC,W,5.0,4.0,N,2
"Thursday, Apr 1",HOU,@,OAK,W,8.0,1.0,N,1
"Friday, Apr 2",HOU,@,OAK,W,9.0,5.0,N,2
"Saturday, Apr 3",HOU,@,OAK,W,9.0,1.0,D,3
"Sunday, Apr 4",HOU,@,OAK,W,9.0,2.0,D,4
"Monday, Apr 5",HOU,@,LAA,L,6.0,7.0,N,-1
"Tuesday, Apr 6",HOU,@,LAA,W,4.0,2.0,D,1
"Thursday, Apr 8",HOU,Home,OAK,W,6.0,2.0,N,2
"Friday, Apr 9",HOU,Home,OAK,L,2.0,6.0,N,-1
"Saturday, Apr 10",HOU,Home,OAK,L,3.0,7.0,D,-2
"Friday, Apr 16",HOU,@,SEA,L-wo,5.0,6.0,N,-6
"Saturday, Apr 17",HOU,@,SEA,W,1.0,0.0,N,1
"Sunday, Apr 18",HOU,@,SEA,L,2.0,7.0,D,-1
"Tuesday, Apr 20",HOU,@,COL,L,2.0,6.0,N,-2
"Wednesday, Apr 21",HOU,@,COL,L,3.0,6.0,D,-3
"Thursday, Apr 22",HOU,Home,LAA,W,8.0,2.0,N,1
"Friday, Apr 23",HOU,Home,LAA,W-wo,5.0,4.0,N,2
"Saturday, Apr 24",HOU,Home,LAA,W,16.0,2.0,D,3
"Sunday, Apr 25",HOU,Home,LAA,L,2.0,4.0,D,-1
"Monday, Apr 26",HOU,Home,SEA,W,5.0,2.0,N,1
"Tuesday, Apr 27",HOU,Home,SEA,W,2.0,0.0,N,2
"Wednesday, Apr 28",HOU,Home,SEA,W,7.0,5.0,N,3
"Thursday, Apr 29",HOU,Home,SEA,L,0.0,1.0,D,-1
"Monday, May 10",HOU,Home,LAA,L,4.0,5.0,N,-1
"Tuesday, May 11",HOU,Home,LAA,W,5.0,1.0,N,1
"Wednesday, May 12",HOU,Home,LAA,W,9.0,1.0,N,2
"Thursday, May 13",HOU,Home,TEX,W-wo,4.0,3.0,N,3
"Friday, May 14",HOU,Home,TEX,W,10.0,4.0,N,4
"Saturday, May 15",HOU,Home,TEX,W,6.0,5.0,N,5
"Sunday, May 16",HOU,Home,TEX,W,6.0,2.0,D,6
"Tuesday, May 18",HOU,@,OAK,L-wo,5.0,6.0,N,-1
"Wednesday, May 19",HOU,@,OAK,W,8.0,1.0,N,1
"Thursday, May 20",HOU,@,OAK,W,8.0,4.0,D,2
"Friday, May 21",HOU,@,TEX,L-wo,5.0,7.0,N,-1
"Saturday, May 22",HOU,@,TEX,L,4.0,8.0,D,-2
"Sunday, May 23",HOU,@,TEX,L-wo,2.0,3.0,D,-3
"Tuesday, May 25",HOU,Home,LAD,L,2.0,9.0,N,-4
"Wednesday, May 26",HOU,Home,LAD,W,5.0,2.0,N,1
"Friday, May 28",HOU,Home,SDP,L,3.0,10.0,N,-1
"Saturday, May 29",HOU,Home,SDP,L,8.0,11.0,D,-2
"Sunday, May 30",HOU,Home,SDP,W,7.0,4.0,D,1
"Tuesday, Jun 15",HOU,Home,TEX,W-wo,6.0,3.0,N,2
"Wednesday, Jun 16",HOU,Home,TEX,W,8.0,4.0,N,3
"Tuesday, Jul 6",HOU,Home,OAK,W,9.0,6.0,N,5
"Wednesday, Jul 7",HOU,Home,OAK,W,4.0,3.0,N,6
"Thursday, Jul 8",HOU,Home,OAK,L,1.0,2.0,D,-1
"Friday, Jul 23",HOU,Home,TEX,W,7.0,3.0,N,1
"Saturday, Jul 24",HOU,Home,TEX,W,4.0,1.0,N,2
"Sunday, Jul 25",HOU,Home,TEX,W,3.0,1.0,D,3
"Monday, Jul 26",HOU,@,SEA,L,8.0,11.0,N,-1
"Tuesday, Jul 27",HOU,@,SEA,W,8.0,6.0,N,1
"Wednesday, Jul 28",HOU,@,SEA,W,11.0,4.0,D,2
"Friday, Jul 30",HOU,@,SFG,W,9.0,6.0,N,3
"Saturday, Jul 31",HOU,@,SFG,L,6.0,8.0,D,-1
"Sunday, Aug 1",HOU,@,SFG,L,3.0,5.0,D,-2
"Tuesday, Aug 3",HOU,@,LAD,W,3.0,0.0,N,1
