date,home_team,away_team,win,home_runs_scored,away_runs_scored,day,game_id
2020-09-18,OAK,SFG,1,6.0,0.0,0,2020-09-18_OAK_SFG
2020-09-19,OAK,SFG,1,6.0,0.0,1,2020-09-19_OAK_SFG
2020-09-20,OAK,SFG,0,2.0,14.0,1,2020-09-20_OAK_SFG
2020-09-25,OAK,SEA,1,3.0,1.0,0,2020-09-25_OAK_SEA
2020-09-26,OAK,SEA,0,1.0,5.0,1,2020-09-26_OAK_SEA
2020-09-26,OAK,SEA,0,3.0,12.0,1,2020-09-26_OAK_SEA
2020-09-27,OAK,SEA,1,6.0,2.0,1,2020-09-27_OAK_SEA
2020-07-31,SEA,OAK,1,5.0,3.0,0,2020-07-31_OAK_SEA
2020-08-01,SEA,OAK,0,2.0,3.0,0,2020-08-01_OAK_SEA
2020-08-02,SEA,OAK,0,2.0,3.0,1,2020-08-02_OAK_SEA
2020-08-03,SEA,OAK,0,1.0,11.0,0,2020-08-03_OAK_SEA
2020-08-04,SEA,LAA,0,3.0,5.0,0,2020-08-04_LAA_SEA
2020-08-05,SEA,LAA,1,7.0,6.0,0,2020-08-05_LAA_SEA
2020-08-06,SEA,LAA,0,1.0,6.0,1,2020-08-06_LAA_SEA
2020-08-07,SEA,COL,0,4.0,8.0,0,2020-08-07_COL_SEA
2020-08-08,SEA,COL,0,0.0,5.0,0,2020-08-08_COL_SEA
2020-08-09,SEA,COL,1,5.0,3.0,1,2020-08-09_COL_SEA
2020-08-19,SEA,LAD,1,6.0,4.0,0,2020-08-19_LAD_SEA
2020-08-20,SEA,LAD,0,1.0,6.0,1,2020-08-20_LAD_SEA
2020-08-21,SEA,TEX,1,7.0,4.0,0,2020-08-21_SEA_TEX
2020-08-22,SEA,TEX,1,10.0,1.0,0,2020-08-22_SEA_TEX
2020-08-23,SEA,TEX,1,4.0,1.0,1,2020-08-23_SEA_TEX
2020-09-04,SEA,TEX,1,6.0,3.0,0,2020-09-04_SEA_TEX
2020-09-05,SEA,TEX,1,5.0,3.0,0,2020-09-05_SEA_TEX
2020-09-06,SEA,TEX,1,4.0,3.0,1,2020-09-06_SEA_TEX
2020-09-07,SEA,TEX,1,8.0,4.0,1,2020-09-07_SEA_TEX
2020-09-14,SEA,OAK,1,6.0,5.0,1,2020-09-14_OAK_SEA
2020-09-14,SEA,OAK,0,0.0,9.0,0,2020-09-14_OAK_SEA
2020-09-21,SEA,HOU,1,6.0,1.0,0,2020-09-21_HOU_SEA
2020-09-22,SEA,HOU,0,1.0,6.0,0,2020-09-22_HOU_SEA
2020-09-23,SEA,HOU,1,3.0,2.0,1,2020-09-23_HOU_SEA
2020-07-24,TEX,COL,1,1.0,0.0,0,2020-07-24_COL_TEX
2020-07-25,TEX,COL,0,2.0,3.0,1,2020-07-25_COL_TEX
2020-07-26,TEX,COL,0,2.0,5.0,1,2020-07-26_COL_TEX
2020-07-28,TEX,ARI,0,1.0,4.0,0,2020-07-28_ARI_TEX
2020-07-29,TEX,ARI,1,7.0,4.0,1,2020-07-29_ARI_TEX
2020-08-07,TEX,LAA,1,4.0,3.0,0,2020-08-07_LAA_TEX
2020-08-08,TEX,LAA,1,2.0,0.0,0,2020-08-08_LAA_TEX
2020-08-09,TEX,LAA,1,7.0,3.0,1,2020-08-09_LAA_TEX
2020-08-10,TEX,SEA,0,2.0,10.0,0,2020-08-10_SEA_TEX
2020-08-11,TEX,SEA,1,4.0,2.0,0,2020-08-11_SEA_TEX
2020-08-12,TEX,SEA,1,7.0,4.0,0,2020-08-12_SEA_TEX
2020-08-17,TEX,SDP,0,4.0,14.0,0,2020-08-17_SDP_TEX
2020-08-18,TEX,SDP,0,4.0,6.0,1,2020-08-18_SDP_TEX
2020-08-24,TEX,OAK,1,3.0,2.0,0,2020-08-24_OAK_TEX
2020-08-25,TEX,OAK,0,3.0,10.0,0,2020-08-25_OAK_TEX
2020-08-26,TEX,OAK,0,1.0,3.0,0,2020-08-26_OAK_TEX
2020-08-28,TEX,LAD,1,6.0,2.0,0,2020-08-28_LAD_TEX
2020-08-29,TEX,LAD,0,4.0,7.0,0,2020-08-29_LAD_TEX
2020-08-30,TEX,LAD,0,2.0,7.0,1,2020-08-30_LAD_TEX
2020-09-08,TEX,LAA,1,7.0,1.0,0,2020-09-08_LAA_TEX
2020-09-09,TEX,LAA,1,7.0,3.0,0,2020-09-09_LAA_TEX
2020-09-10,TEX,LAA,0,2.0,6.0,1,2020-09-10_LAA_TEX
2020-09-11,TEX,OAK,0,6.0,10.0,0,2020-09-11_OAK_TEX
2020-09-12,TEX,OAK,1,5.0,2.0,1,2020-09-12_OAK_TEX
2020-09-12,TEX,OAK,0,1.0,10.0,0,2020-09-12_OAK_TEX
2020-09-13,TEX,OAK,1,6.0,3.0,1,2020-09-13_OAK_TEX
2020-09-24,TEX,HOU,0,4.0,12.0,0,2020-09-24_HOU_TEX
2020-09-25,TEX,HOU,1,5.0,4.0,0,2020-09-25_HOU_TEX
2020-09-26,TEX,HOU,1,6.0,1.0,0,2020-09-26_HOU_TEX
2020-09-27,TEX,HOU,1,8.0,4.0,1,2020-09-27_HOU_TEX
2020-07-30,ARI,LAD,0,3.0,6.0,0,2020-07-30_ARI_LAD
2020-07-31,ARI,LAD,1,5.0,3.0,0,2020-07-31_ARI_LAD
2020-08-01,ARI,LAD,0,2.0,11.0,0,2020-08-01_ARI_LAD
2020-08-02,ARI,LAD,0,0.0,3.0,1,2020-08-02_ARI_LAD
2020-08-04,ARI,HOU,0,2.0,8.0,0,2020-08-04_ARI_HOU
2020-08-05,ARI,HOU,1,14.0,7.0,0,2020-08-05_ARI_HOU
2020-08-06,ARI,HOU,1,5.0,4.0,1,2020-08-06_ARI_HOU
2020-08-14,ARI,SDP,1,5.0,1.0,0,2020-08-14_ARI_SDP
2020-08-15,ARI,SDP,1,7.0,6.0,0,2020-08-15_ARI_SDP
2020-08-16,ARI,SDP,1,5.0,4.0,1,2020-08-16_ARI_SDP
2020-08-17,ARI,OAK,1,4.0,3.0,0,2020-08-17_ARI_OAK
2020-08-18,ARI,OAK,1,10.0,1.0,1,2020-08-18_ARI_OAK
2020-08-24,ARI,COL,0,2.0,3.0,0,2020-08-24_ARI_COL
2020-08-25,ARI,COL,0,4.0,5.0,0,2020-08-25_ARI_COL
2020-08-26,ARI,COL,0,7.0,8.0,0,2020-08-26_ARI_COL
2020-08-28,ARI,SFG,1,7.0,4.0,0,2020-08-28_ARI_SFG
2020-08-29,ARI,SFG,0,2.0,5.0,0,2020-08-29_ARI_SFG
2020-08-30,ARI,SFG,0,1.0,4.0,1,2020-08-30_ARI_SFG
2020-09-08,ARI,LAD,0,9.0,10.0,0,2020-09-08_ARI_LAD
2020-09-09,ARI,LAD,0,4.0,6.0,0,2020-09-09_ARI_LAD
2020-09-10,ARI,LAD,1,5.0,2.0,0,2020-09-10_ARI_LAD
2020-09-11,ARI,SEA,1,4.0,3.0,0,2020-09-11_ARI_SEA
2020-09-12,ARI,SEA,0,3.0,7.0,0,2020-09-12_ARI_SEA
2020-09-13,ARI,SEA,0,3.0,7.0,1,2020-09-13_ARI_SEA
2020-09-22,ARI,TEX,1,7.0,0.0,0,2020-09-22_ARI_TEX
2020-09-23,ARI,TEX,1,7.0,3.0,1,2020-09-23_ARI_TEX
2020-09-25,ARI,COL,1,4.0,0.0,1,2020-09-25_ARI_COL
2020-09-25,ARI,COL,1,11.0,5.0,0,2020-09-25_ARI_COL
2020-09-26,ARI,COL,0,3.0,10.0,0,2020-09-26_ARI_COL
2020-09-27,ARI,COL,1,11.0,3.0,1,2020-09-27_ARI_COL
2020-07-29,ATL,TBR,1,7.0,4.0,0,2020-07-29_ATL_TBR
2020-07-30,ATL,TBR,1,2.0,1.0,0,2020-07-30_ATL_TBR
2020-07-31,ATL,NYM,1,11.0,10.0,0,2020-07-31_ATL_NYM
2020-08-01,ATL,NYM,1,7.0,1.0,0,2020-08-01_ATL_NYM
2020-08-02,ATL,NYM,1,4.0,0.0,1,2020-08-02_ATL_NYM
2020-08-03,ATL,NYM,0,2.0,7.0,0,2020-08-03_ATL_NYM
2020-08-04,ATL,TOR,1,10.0,1.0,0,2020-08-04_ATL_TOR
2020-08-05,ATL,TOR,0,1.0,2.0,0,2020-08-05_ATL_TOR
2020-08-06,ATL,TOR,1,4.0,3.0,0,2020-08-06_ATL_TOR
2020-08-17,ATL,WSN,1,7.0,6.0,0,2020-08-17_ATL_WSN
2020-08-18,ATL,WSN,0,5.0,8.0,0,2020-08-18_ATL_WSN
2020-08-21,ATL,PHI,1,11.0,2.0,0,2020-08-21_ATL_PHI
2020-08-22,ATL,PHI,1,6.0,5.0,0,2020-08-22_ATL_PHI
2020-08-23,ATL,PHI,0,4.0,5.0,0,2020-08-23_ATL_PHI
2020-08-26,ATL,NYY,1,5.0,1.0,1,2020-08-26_ATL_NYY
2020-08-26,ATL,NYY,1,2.0,1.0,0,2020-08-26_ATL_NYY
2020-09-04,ATL,WSN,1,7.0,1.0,1,2020-09-04_ATL_WSN
2020-09-04,ATL,WSN,0,9.0,10.0,0,2020-09-04_ATL_WSN
2020-09-05,ATL,WSN,0,4.0,10.0,0,2020-09-05_ATL_WSN
2020-09-06,ATL,WSN,1,10.0,3.0,1,2020-09-06_ATL_WSN
2020-09-07,ATL,MIA,0,4.0,5.0,1,2020-09-07_ATL_MIA
2020-09-08,ATL,MIA,0,0.0,8.0,0,2020-09-08_ATL_MIA
2020-09-09,ATL,MIA,1,29.0,9.0,0,2020-09-09_ATL_MIA
2020-09-21,ATL,MIA,1,5.0,4.0,0,2020-09-21_ATL_MIA
2020-09-22,ATL,MIA,1,11.0,1.0,0,2020-09-22_ATL_MIA
2020-09-23,ATL,MIA,1,9.0,4.0,0,2020-09-23_ATL_MIA
2020-09-24,ATL,MIA,0,2.0,4.0,0,2020-09-24_ATL_MIA
2020-09-25,ATL,BOS,1,8.0,7.0,0,2020-09-25_ATL_BOS
2020-09-26,ATL,BOS,0,2.0,8.0,0,2020-09-26_ATL_BOS
2020-09-27,ATL,BOS,0,1.0,9.0,1,2020-09-27_ATL_BOS
2020-08-14,MIA,ATL,1,8.0,2.0,0,2020-08-14_ATL_MIA
2020-08-15,MIA,ATL,0,1.0,2.0,0,2020-08-15_ATL_MIA
2020-08-16,MIA,ATL,0,0.0,4.0,1,2020-08-16_ATL_MIA
2020-08-17,MIA,NYM,0,4.0,11.0,0,2020-08-17_MIA_NYM
2020-08-18,MIA,NYM,0,3.0,8.0,0,2020-08-18_MIA_NYM
2020-08-19,MIA,NYM,0,3.0,5.0,0,2020-08-19_MIA_NYM
2020-08-28,MIA,TBR,0,0.0,2.0,0,2020-08-28_MIA_TBR
2020-08-29,MIA,TBR,0,0.0,4.0,0,2020-08-29_MIA_TBR
2020-08-30,MIA,TBR,0,7.0,12.0,1,2020-08-30_MIA_TBR
2020-09-01,MIA,TOR,1,3.0,2.0,0,2020-09-01_MIA_TOR
2020-09-02,MIA,TOR,0,1.0,2.0,0,2020-09-02_MIA_TOR
2020-09-10,MIA,PHI,1,7.0,6.0,0,2020-09-10_MIA_PHI
2020-09-11,MIA,PHI,0,0.0,11.0,0,2020-09-11_MIA_PHI
2020-09-11,MIA,PHI,1,5.0,3.0,0,2020-09-11_MIA_PHI
2020-09-12,MIA,PHI,0,6.0,12.0,0,2020-09-12_MIA_PHI
2020-09-13,MIA,PHI,1,2.0,1.0,1,2020-09-13_MIA_PHI
2020-09-13,MIA,PHI,1,8.0,1.0,1,2020-09-13_MIA_PHI
2020-09-14,MIA,PHI,1,6.0,2.0,1,2020-09-14_MIA_PHI
2020-09-15,MIA,BOS,0,0.0,2.0,0,2020-09-15_BOS_MIA
2020-09-16,MIA,BOS,1,8.0,4.0,0,2020-09-16_BOS_MIA
2020-09-17,MIA,BOS,0,3.0,5.0,1,2020-09-17_BOS_MIA
2020-09-18,MIA,WSN,0,0.0,5.0,0,2020-09-18_MIA_WSN
2020-09-18,MIA,WSN,1,14.0,3.0,0,2020-09-18_MIA_WSN
2020-09-19,MIA,WSN,1,7.0,3.0,0,2020-09-19_MIA_WSN
2020-09-20,MIA,WSN,1,2.0,1.0,1,2020-09-20_MIA_WSN
2020-09-20,MIA,WSN,0,0.0,15.0,1,2020-09-20_MIA_WSN
2020-07-24,NYM,ATL,1,1.0,0.0,1,2020-07-24_ATL_NYM
2020-07-25,NYM,ATL,0,3.0,5.0,1,2020-07-25_ATL_NYM
2020-07-26,NYM,ATL,0,1.0,14.0,0,2020-07-26_ATL_NYM
2020-07-29,NYM,BOS,0,5.0,6.0,0,2020-07-29_BOS_NYM
2020-07-30,NYM,BOS,0,2.0,4.0,0,2020-07-30_BOS_NYM
2020-08-07,NYM,MIA,0,3.0,4.0,0,2020-08-07_MIA_NYM
2020-08-08,NYM,MIA,1,8.0,4.0,0,2020-08-08_MIA_NYM
2020-08-09,NYM,MIA,1,4.0,2.0,1,2020-08-09_MIA_NYM
2020-08-10,NYM,WSN,0,4.0,16.0,0,2020-08-10_NYM_WSN
2020-08-11,NYM,WSN,0,1.0,2.0,0,2020-08-11_NYM_WSN
2020-08-12,NYM,WSN,1,11.0,6.0,0,2020-08-12_NYM_WSN
2020-08-13,NYM,WSN,1,8.0,2.0,1,2020-08-13_NYM_WSN
2020-08-25,NYM,MIA,0,0.0,4.0,0,2020-08-25_MIA_NYM
2020-08-25,NYM,MIA,0,0.0,3.0,0,2020-08-25_MIA_NYM
2020-08-26,NYM,MIA,1,5.0,4.0,0,2020-08-26_MIA_NYM
2020-08-31,NYM,MIA,0,3.0,5.0,1,2020-08-31_MIA_NYM
2020-09-03,NYM,NYY,1,9.0,7.0,1,2020-09-03_NYM_NYY
2020-09-04,NYM,PHI,0,3.0,5.0,0,2020-09-04_NYM_PHI
2020-09-05,NYM,PHI,1,5.0,1.0,0,2020-09-05_NYM_PHI
2020-09-06,NYM,PHI,1,14.0,1.0,1,2020-09-06_NYM_PHI
2020-09-07,NYM,PHI,0,8.0,9.0,1,2020-09-07_NYM_PHI
2020-09-08,NYM,BAL,0,2.0,11.0,0,2020-09-08_BAL_NYM
2020-09-09,NYM,BAL,1,7.0,6.0,0,2020-09-09_BAL_NYM
2020-09-18,NYM,ATL,0,2.0,15.0,0,2020-09-18_ATL_NYM
2020-09-19,NYM,ATL,1,7.0,2.0,0,2020-09-19_ATL_NYM
2020-09-20,NYM,ATL,0,0.0,7.0,1,2020-09-20_ATL_NYM
2020-09-21,NYM,TBR,0,1.0,2.0,0,2020-09-21_NYM_TBR
2020-09-22,NYM,TBR,1,5.0,2.0,0,2020-09-22_NYM_TBR
2020-09-23,NYM,TBR,0,5.0,8.0,0,2020-09-23_NYM_TBR
2020-07-24,PHI,MIA,0,2.0,5.0,0,2020-07-24_MIA_PHI
2020-07-25,PHI,MIA,1,7.0,1.0,1,2020-07-25_MIA_PHI
2020-07-26,PHI,MIA,0,6.0,11.0,1,2020-07-26_MIA_PHI
2020-08-05,PHI,NYY,1,11.0,7.0,1,2020-08-05_NYY_PHI
2020-08-05,PHI,NYY,0,1.0,3.0,1,2020-08-05_NYY_PHI
2020-08-06,PHI,NYY,1,5.0,4.0,0,2020-08-06_NYY_PHI
2020-08-08,PHI,ATL,1,5.0,0.0,0,2020-08-08_ATL_PHI
2020-08-09,PHI,ATL,0,2.0,5.0,1,2020-08-09_ATL_PHI
2020-08-09,PHI,ATL,0,0.0,8.0,1,2020-08-09_ATL_PHI
2020-08-10,PHI,ATL,1,13.0,8.0,0,2020-08-10_ATL_PHI
2020-08-11,PHI,BAL,0,9.0,10.0,0,2020-08-11_BAL_PHI
2020-08-12,PHI,BAL,0,4.0,5.0,0,2020-08-12_BAL_PHI
2020-08-13,PHI,BAL,0,4.0,11.0,1,2020-08-13_BAL_PHI
2020-08-14,PHI,NYM,1,6.0,5.0,0,2020-08-14_NYM_PHI
2020-08-15,PHI,NYM,1,6.0,2.0,0,2020-08-15_NYM_PHI
2020-08-16,PHI,NYM,1,6.0,2.0,1,2020-08-16_NYM_PHI
2020-08-28,PHI,ATL,1,7.0,4.0,0,2020-08-28_ATL_PHI
2020-08-29,PHI,ATL,1,4.0,1.0,1,2020-08-29_ATL_PHI
2020-08-30,PHI,ATL,0,10.0,12.0,0,2020-08-30_ATL_PHI
2020-08-31,PHI,WSN,1,8.0,6.0,0,2020-08-31_PHI_WSN
2020-09-01,PHI,WSN,1,6.0,0.0,0,2020-09-01_PHI_WSN
2020-09-02,PHI,WSN,1,3.0,0.0,0,2020-09-02_PHI_WSN
2020-09-03,PHI,WSN,1,6.0,5.0,1,2020-09-03_PHI_WSN
2020-09-08,PHI,BOS,1,6.0,5.0,1,2020-09-08_BOS_PHI
2020-09-08,PHI,BOS,0,2.0,5.0,0,2020-09-08_BOS_PHI
2020-09-15,PHI,NYM,1,4.0,1.0,0,2020-09-15_NYM_PHI
2020-09-16,PHI,NYM,0,4.0,5.0,0,2020-09-16_NYM_PHI
2020-09-17,PHI,NYM,0,6.0,10.0,0,2020-09-17_NYM_PHI
2020-09-18,PHI,TOR,1,7.0,0.0,1,2020-09-18_PHI_TOR
2020-09-18,PHI,TOR,1,8.0,7.0,0,2020-09-18_PHI_TOR
2020-09-19,PHI,TOR,1,3.0,1.0,0,2020-09-19_PHI_TOR
2020-09-20,PHI,TOR,0,3.0,6.0,1,2020-09-20_PHI_TOR
2020-07-24,CHC,MIL,1,3.0,0.0,0,2020-07-24_CHC_MIL
2020-07-25,CHC,MIL,0,3.0,8.0,1,2020-07-25_CHC_MIL
2020-07-26,CHC,MIL,1,9.0,1.0,1,2020-07-26_CHC_MIL
2020-07-31,CHC,PIT,1,6.0,3.0,0,2020-07-31_CHC_PIT
2020-08-01,CHC,PIT,1,4.0,3.0,0,2020-08-01_CHC_PIT
2020-08-02,CHC,PIT,1,2.0,1.0,1,2020-08-02_CHC_PIT
2020-08-03,CHC,KCR,1,2.0,0.0,0,2020-08-03_CHC_KCR
2020-08-04,CHC,KCR,1,5.0,4.0,0,2020-08-04_CHC_KCR
2020-08-13,CHC,MIL,1,4.0,2.0,0,2020-08-13_CHC_MIL
2020-08-14,CHC,MIL,0,3.0,4.0,0,2020-08-14_CHC_MIL
2020-08-15,CHC,MIL,0,5.0,6.0,1,2020-08-15_CHC_MIL
2020-08-16,CHC,MIL,0,5.0,6.0,1,2020-08-16_CHC_MIL
2020-08-17,CHC,STL,0,1.0,3.0,1,2020-08-17_CHC_STL
2020-08-17,CHC,STL,1,5.0,4.0,0,2020-08-17_CHC_STL
2020-08-18,CHC,STL,1,6.0,3.0,0,2020-08-18_CHC_STL
2020-08-19,CHC,STL,0,3.0,9.0,1,2020-08-19_CHC_STL
2020-08-19,CHC,STL,1,4.0,2.0,0,2020-08-19_CHC_STL
2020-08-21,CHC,CHW,0,1.0,10.0,0,2020-08-21_CHC_CHW
2020-08-22,CHC,CHW,0,4.0,7.0,0,2020-08-22_CHC_CHW
2020-08-23,CHC,CHW,1,2.0,1.0,1,2020-08-23_CHC_CHW
2020-09-04,CHC,STL,1,4.0,1.0,0,2020-09-04_CHC_STL
2020-09-05,CHC,STL,0,2.0,4.0,1,2020-09-05_CHC_STL
2020-09-05,CHC,STL,0,1.0,5.0,0,2020-09-05_CHC_STL
2020-09-06,CHC,STL,0,3.0,7.0,0,2020-09-06_CHC_STL
2020-09-07,CHC,STL,1,5.0,1.0,1,2020-09-07_CHC_STL
2020-09-08,CHC,CIN,1,3.0,0.0,0,2020-09-08_CHC_CIN
2020-09-09,CHC,CIN,0,0.0,3.0,0,2020-09-09_CHC_CIN
2020-09-10,CHC,CIN,1,8.0,5.0,0,2020-09-10_CHC_CIN
2020-09-15,CHC,CLE,1,6.0,5.0,0,2020-09-15_CHC_CLE
2020-09-16,CHC,CLE,1,3.0,2.0,0,2020-09-16_CHC_CLE
2020-09-18,CHC,MIN,1,1.0,0.0,0,2020-09-18_CHC_MIN
2020-09-19,CHC,MIN,0,1.0,8.0,0,2020-09-19_CHC_MIN
2020-09-20,CHC,MIN,0,0.0,4.0,0,2020-09-20_CHC_MIN
2020-07-24,CIN,DET,1,7.0,1.0,0,2020-07-24_CIN_DET
2020-07-25,CIN,DET,0,4.0,6.0,0,2020-07-25_CIN_DET
2020-07-26,CIN,DET,0,2.0,3.0,1,2020-07-26_CIN_DET
2020-07-27,CIN,CHC,0,7.0,8.0,0,2020-07-27_CHC_CIN
2020-07-28,CIN,CHC,0,5.0,8.0,0,2020-07-28_CHC_CIN
2020-07-29,CIN,CHC,1,12.0,7.0,0,2020-07-29_CHC_CIN
2020-08-03,CIN,CLE,1,3.0,2.0,0,2020-08-03_CIN_CLE
2020-08-04,CIN,CLE,0,2.0,4.0,0,2020-08-04_CIN_CLE
2020-08-11,CIN,KCR,1,6.0,5.0,0,2020-08-11_CIN_KCR
2020-08-12,CIN,KCR,0,4.0,5.0,0,2020-08-12_CIN_KCR
2020-08-13,CIN,PIT,0,6.0,9.0,0,2020-08-13_CIN_PIT
2020-08-14,CIN,PIT,1,8.0,1.0,0,2020-08-14_CIN_PIT
2020-08-28,CIN,CHC,1,6.0,5.0,0,2020-08-28_CHC_CIN
2020-08-29,CIN,CHC,0,0.0,3.0,1,2020-08-29_CHC_CIN
2020-08-29,CIN,CHC,1,6.0,5.0,0,2020-08-29_CHC_CIN
2020-08-30,CIN,CHC,0,1.0,10.0,1,2020-08-30_CHC_CIN
2020-08-31,CIN,STL,0,5.0,7.0,0,2020-08-31_CIN_STL
2020-09-01,CIN,STL,0,2.0,16.0,0,2020-09-01_CIN_STL
2020-09-02,CIN,STL,1,4.0,3.0,0,2020-09-02_CIN_STL
2020-09-14,CIN,PIT,1,3.0,1.0,1,2020-09-14_CIN_PIT
2020-09-14,CIN,PIT,1,9.0,4.0,0,2020-09-14_CIN_PIT
2020-09-15,CIN,PIT,1,4.0,1.0,0,2020-09-15_CIN_PIT
2020-09-16,CIN,PIT,1,1.0,0.0,0,2020-09-16_CIN_PIT
2020-09-18,CIN,CHW,1,7.0,1.0,0,2020-09-18_CHW_CIN
2020-09-19,CIN,CHW,0,0.0,5.0,0,2020-09-19_CHW_CIN
2020-09-20,CIN,CHW,1,7.0,3.0,1,2020-09-20_CHW_CIN
2020-09-21,CIN,MIL,1,6.0,3.0,0,2020-09-21_CIN_MIL
2020-09-22,CIN,MIL,0,2.0,3.0,0,2020-09-22_CIN_MIL
2020-09-23,CIN,MIL,1,6.0,1.0,0,2020-09-23_CIN_MIL
2020-07-31,COL,SDP,0,7.0,8.0,0,2020-07-31_COL_SDP
2020-08-01,COL,SDP,1,6.0,1.0,0,2020-08-01_COL_SDP
2020-08-02,COL,SDP,1,9.0,6.0,1,2020-08-02_COL_SDP
2020-08-03,COL,SFG,1,7.0,6.0,0,2020-08-03_COL_SFG
2020-08-04,COL,SFG,1,5.0,2.0,0,2020-08-04_COL_SFG
2020-08-05,COL,SFG,0,3.0,4.0,0,2020-08-05_COL_SFG
2020-08-06,COL,SFG,1,6.0,4.0,1,2020-08-06_COL_SFG
2020-08-10,COL,ARI,0,8.0,12.0,0,2020-08-10_ARI_COL
2020-08-11,COL,ARI,1,8.0,7.0,0,2020-08-11_ARI_COL
2020-08-12,COL,ARI,0,7.0,13.0,1,2020-08-12_ARI_COL
2020-08-14,COL,TEX,0,2.0,3.0,0,2020-08-14_COL_TEX
2020-08-15,COL,TEX,0,4.0,6.0,0,2020-08-15_COL_TEX
2020-08-16,COL,TEX,1,10.0,6.0,1,2020-08-16_COL_TEX
2020-08-19,COL,HOU,0,6.0,13.0,0,2020-08-19_COL_HOU
2020-08-20,COL,HOU,0,8.0,10.0,1,2020-08-20_COL_HOU
2020-08-28,COL,SDP,0,4.0,10.0,0,2020-08-28_COL_SDP
2020-08-29,COL,SDP,1,4.0,3.0,0,2020-08-29_COL_SDP
2020-08-30,COL,SDP,0,2.0,13.0,1,2020-08-30_COL_SDP
2020-08-31,COL,SDP,0,0.0,6.0,0,2020-08-31_COL_SDP
2020-09-01,COL,SFG,0,5.0,23.0,0,2020-09-01_COL_SFG
2020-09-02,COL,SFG,1,9.0,6.0,1,2020-09-02_COL_SFG
2020-09-11,COL,LAA,1,8.0,4.0,0,2020-09-11_COL_LAA
2020-09-12,COL,LAA,0,2.0,5.0,0,2020-09-12_COL_LAA
2020-09-13,COL,LAA,0,3.0,5.0,1,2020-09-13_COL_LAA
2020-09-15,COL,OAK,1,3.0,1.0,0,2020-09-15_COL_OAK
2020-09-16,COL,OAK,0,1.0,3.0,1,2020-09-16_COL_OAK
2020-09-17,COL,LAD,0,3.0,9.0,0,2020-09-17_COL_LAD
2020-09-18,COL,LAD,0,6.0,15.0,0,2020-09-18_COL_LAD
2020-09-19,COL,LAD,0,1.0,6.0,0,2020-09-19_COL_LAD
2020-09-20,COL,LAD,1,6.0,3.0,1,2020-09-20_COL_LAD
2020-07-23,LAD,SFG,1,8.0,1.0,0,2020-07-23_LAD_SFG
2020-07-24,LAD,SFG,1,9.0,1.0,0,2020-07-24_LAD_SFG
2020-07-25,LAD,SFG,0,4.0,5.0,1,2020-07-25_LAD_SFG
2020-07-26,LAD,SFG,0,1.0,3.0,0,2020-07-26_LAD_SFG
2020-08-07,LAD,SFG,1,7.0,2.0,0,2020-08-07_LAD_SFG
2020-08-08,LAD,SFG,0,4.0,5.0,0,2020-08-08_LAD_SFG
2020-08-09,LAD,SFG,1,6.0,2.0,1,2020-08-09_LAD_SFG
2020-08-10,LAD,SDP,0,1.0,2.0,0,2020-08-10_LAD_SDP
2020-08-11,LAD,SDP,0,2.0,6.0,0,2020-08-11_LAD_SDP
2020-08-12,LAD,SDP,1,6.0,0.0,0,2020-08-12_LAD_SDP
2020-08-13,LAD,SDP,1,11.0,2.0,0,2020-08-13_LAD_SDP
2020-08-17,LAD,SEA,1,11.0,9.0,0,2020-08-17_LAD_SEA
2020-08-18,LAD,SEA,1,2.0,1.0,1,2020-08-18_LAD_SEA
2020-08-21,LAD,COL,1,5.0,1.0,0,2020-08-21_COL_LAD
2020-08-22,LAD,COL,1,4.0,3.0,0,2020-08-22_COL_LAD
2020-08-23,LAD,COL,1,11.0,3.0,1,2020-08-23_COL_LAD
2020-09-01,LAD,ARI,1,6.0,3.0,0,2020-09-01_ARI_LAD
2020-09-02,LAD,ARI,1,3.0,2.0,0,2020-09-02_ARI_LAD
2020-09-03,LAD,ARI,1,5.0,1.0,0,2020-09-03_ARI_LAD
2020-09-04,LAD,COL,1,10.0,6.0,0,2020-09-04_COL_LAD
2020-09-05,LAD,COL,0,2.0,5.0,0,2020-09-05_COL_LAD
2020-09-06,LAD,COL,0,6.0,7.0,0,2020-09-06_COL_LAD
2020-09-12,LAD,HOU,0,5.0,7.0,0,2020-09-12_HOU_LAD
2020-09-13,LAD,HOU,1,8.0,1.0,0,2020-09-13_HOU_LAD
2020-09-22,LAD,OAK,1,7.0,2.0,0,2020-09-22_LAD_OAK
2020-09-23,LAD,OAK,0,4.0,6.0,0,2020-09-23_LAD_OAK
2020-09-24,LAD,OAK,1,5.0,1.0,0,2020-09-24_LAD_OAK
2020-09-25,LAD,LAA,1,9.0,5.0,0,2020-09-25_LAA_LAD
2020-09-26,LAD,LAA,1,7.0,6.0,0,2020-09-26_LAA_LAD
2020-09-27,LAD,LAA,1,5.0,0.0,1,2020-09-27_LAA_LAD
2020-08-03,MIL,CHW,0,4.0,6.0,0,2020-08-03_CHW_MIL
2020-08-04,MIL,CHW,0,2.0,3.0,0,2020-08-04_CHW_MIL
2020-08-07,MIL,CIN,0,3.0,8.0,0,2020-08-07_CIN_MIL
2020-08-08,MIL,CIN,0,1.0,4.0,0,2020-08-08_CIN_MIL
2020-08-09,MIL,CIN,1,9.0,3.0,1,2020-08-09_CIN_MIL
