date,matchup1,type1,bet_side1,matchup2,type2,bet_side2,matchup3,type3,bet_side3,matchup4,type4,bet_side4,matchup5,type5,bet_side5,result,final_odds,bet_amount,potential_profit,timestamp
2025-11-14 00:00:00+00:00,GSW @ SAS,h2h,away,BKN @ ORL,total,Over,LAL @ NOP,spread,home,CHA @ MIL,spread,away,POR @ HOU,spread,away,,+248,20,49.55,2025-11-14 02:22:17.9133062025-11-14 00:00:00+00:00
