game_id,date,matchup,bet_side,total_line,over_odds,under_odds,predicted_total,total_advantage,cover_prob,confidence,bet_size_fraction,bet_amount,potential_profit,book,type,result,reason,timestamp
22500226,2025-11-13 00:00:00+00:00,IND @ PHX,Under,232.5,-115.0,-110.0,23.736331939697266,208.7636680603028,0.9499999989504186,1.0,0.1,10,9.093809523809524,betmgm,total,,"Predicted: 23.7, Line: 232.5, Edge: 208.8pts, Probability: 95.0%, Confidence: 100.0%",2025-11-13 12:08:17.602584
22500225,2025-11-13 00:00:00+00:00,TOR @ CLE,Under,238.5,-110.0,-110.0,32.89136505126953,205.60863494873047,0.9499999985610774,1.0,0.1,10,9.09090909090909,betmgm,total,,"Predicted: 32.9, Line: 238.5, Edge: 205.6pts, Probability: 95.0%, Confidence: 100.0%",2025-11-13 12:24:35.673435
