commence_time,home_team,away_team,bookmakers_key,bookmakers_markets_key,bookmakers_markets_last_update,name,price
2025-12-27 15:10:00-08:00,NYI,NYR,betmgm,h2h,2025-12-27 17:36:57-08:00,NYI,-650
2025-12-27 15:10:00-08:00,NYI,NYR,betmgm,h2h,2025-12-27 17:36:57-08:00,NYR,450
2025-12-27 15:10:00-08:00,NYI,NYR,bovada,h2h,2025-12-27 17:37:22-08:00,NYI,-375
2025-12-27 15:10:00-08:00,NYI,NYR,bovada,h2h,2025-12-27 17:37:22-08:00,NYR,260
2025-12-27 15:10:00-08:00,NYI,NYR,draftkings,h2h,2025-12-27 17:37:09-08:00,NYI,-810
2025-12-27 15:10:00-08:00,NYI,NYR,draftkings,h2h,2025-12-27 17:37:09-08:00,NYR,500
2025-12-27 15:10:00-08:00,NYI,NYR,fanduel,h2h,2025-12-27 17:36:48-08:00,NYI,-670
2025-12-27 15:10:00-08:00,NYI,NYR,fanduel,h2h,2025-12-27 17:36:48-08:00,NYR,430
2025-12-27 15:10:00-08:00,NYI,NYR,mybookieag,h2h,2025-12-27 17:30:26-08:00,NYI,-625
2025-12-27 15:10:00-08:00,NYI,NYR,mybookieag,h2h,2025-12-27 17:30:26-08:00,NYR,380
2025-12-27 16:08:00-08:00,BUF,BOS,betmgm,h2h,2025-12-27 17:36:57-08:00,BOS,875
2025-12-27 16:08:00-08:00,BUF,BOS,betmgm,h2h,2025-12-27 17:36:57-08:00,BUF,-2000
2025-12-27 16:08:00-08:00,BUF,BOS,bovada,h2h,2025-12-27 17:37:22-08:00,BOS,-205
2025-12-27 16:08:00-08:00,BUF,BOS,bovada,h2h,2025-12-27 17:37:22-08:00,BUF,155
2025-12-27 16:08:00-08:00,BUF,BOS,draftkings,h2h,2025-12-27 17:37:09-08:00,BOS,850
2025-12-27 16:08:00-08:00,BUF,BOS,draftkings,h2h,2025-12-27 17:37:09-08:00,BUF,-1750
2025-12-27 16:08:00-08:00,BUF,BOS,fanduel,h2h,2025-12-27 17:36:48-08:00,BOS,1000
2025-12-27 16:08:00-08:00,BUF,BOS,fanduel,h2h,2025-12-27 17:36:48-08:00,BUF,-3000
2025-12-27 16:08:00-08:00,BUF,BOS,mybookieag,h2h,2025-12-27 17:36:45-08:00,BOS,700
2025-12-27 16:08:00-08:00,BUF,BOS,mybookieag,h2h,2025-12-27 17:36:45-08:00,BUF,-1429
2025-12-27 16:08:00-08:00,CAR,DET,betmgm,h2h,2025-12-27 17:36:57-08:00,CAR,-2000
2025-12-27 16:08:00-08:00,CAR,DET,betmgm,h2h,2025-12-27 17:36:57-08:00,DET,900
2025-12-27 16:08:00-08:00,CAR,DET,bovada,h2h,2025-12-27 17:37:22-08:00,CAR,130
2025-12-27 16:08:00-08:00,CAR,DET,bovada,h2h,2025-12-27 17:37:22-08:00,DET,-170
2025-12-27 16:08:00-08:00,CAR,DET,draftkings,h2h,2025-12-27 17:37:09-08:00,CAR,-1850
2025-12-27 16:08:00-08:00,CAR,DET,draftkings,h2h,2025-12-27 17:37:09-08:00,DET,900
