commence_time,home_team,away_team,bookmakers_key,name,price_1,price_2,price_3,price_4,price_5
2025-09-27 16:16:00-07:00,CLE,TEX,draftkings,CLE,-164,-149.0,-149.0,-149.0,
2025-09-27 16:16:00-07:00,CLE,TEX,draftkings,TEX,134,123.0,123.0,123.0,
2025-09-27 16:16:00-07:00,CLE,TEX,fanduel,CLE,-164,-148.0,-148.0,-152.0,
2025-09-27 16:16:00-07:00,CLE,TEX,fanduel,TEX,138,126.0,126.0,128.0,
2025-09-27 16:16:00-07:00,CLE,TEX,lowvig,CLE,-155,-138.0,-139.0,-142.0,
2025-09-27 16:16:00-07:00,CLE,TEX,lowvig,TEX,140,125.0,126.0,129.0,
2025-09-27 16:16:00-07:00,CLE,TEX,mybookieag,CLE,-161,-147.0,-147.0,-147.0,
2025-09-27 16:16:00-07:00,CLE,TEX,mybookieag,TEX,136,125.0,125.0,125.0,
2025-09-27 17:40:00-07:00,SDP,ARI,betmgm,ARI,120,120.0,125.0,125.0,
2025-09-27 17:40:00-07:00,SDP,ARI,betmgm,SDP,-145,-145.0,-150.0,-150.0,
2025-09-27 17:40:00-07:00,SDP,ARI,betonlineag,ARI,122,121.0,136.0,139.0,
2025-09-27 17:40:00-07:00,SDP,ARI,betonlineag,SDP,-135,-133.0,-150.0,-153.0,
2025-09-27 17:40:00-07:00,SDP,ARI,betrivers,ARI,125,123.0,133.0,128.0,
2025-09-27 17:40:00-07:00,SDP,ARI,betrivers,SDP,-152,-150.0,-162.0,-155.0,
2025-09-27 17:40:00-07:00,SDP,ARI,betus,ARI,122,121.0,134.0,132.0,
2025-09-27 17:40:00-07:00,SDP,ARI,betus,SDP,-135,-133.0,-150.0,-147.0,
2025-09-27 17:40:00-07:00,SDP,ARI,bovada,ARI,119,119.0,117.0,119.0,
2025-09-27 17:40:00-07:00,SDP,ARI,bovada,SDP,-142,-142.0,-140.0,-142.0,
2025-09-27 17:40:00-07:00,SDP,ARI,draftkings,ARI,118,118.0,127.0,134.0,
2025-09-27 17:40:00-07:00,SDP,ARI,draftkings,SDP,-144,-144.0,-155.0,-164.0,
2025-09-27 17:40:00-07:00,SDP,ARI,fanduel,ARI,120,120.0,130.0,130.0,
2025-09-27 17:40:00-07:00,SDP,ARI,fanduel,SDP,-142,-142.0,-154.0,-154.0,
2025-09-27 17:40:00-07:00,SDP,ARI,lowvig,ARI,122,121.0,136.0,139.0,
2025-09-27 17:40:00-07:00,SDP,ARI,lowvig,SDP,-135,-133.0,-150.0,-153.0,
2025-09-27 17:40:00-07:00,SDP,ARI,mybookieag,ARI,121,121.0,132.0,132.0,
2025-09-27 17:40:00-07:00,SDP,ARI,mybookieag,SDP,-143,-143.0,-156.0,-156.0,
2025-09-27 18:39:00-07:00,LAA,HOU,betmgm,HOU,-160,-150.0,-150.0,-150.0,
2025-09-27 18:39:00-07:00,LAA,HOU,betmgm,LAA,135,125.0,125.0,125.0,
2025-09-27 18:39:00-07:00,LAA,HOU,betonlineag,HOU,-138,-138.0,-138.0,,
2025-09-27 18:39:00-07:00,LAA,HOU,betonlineag,LAA,125,125.0,125.0,,
2025-09-27 18:39:00-07:00,LAA,HOU,betrivers,HOU,-167,-141.0,-150.0,-150.0,
2025-09-27 18:39:00-07:00,LAA,HOU,betrivers,LAA,135,116.0,123.0,123.0,
2025-09-27 18:39:00-07:00,LAA,HOU,betus,HOU,-138,-138.0,-138.0,,
2025-09-27 18:39:00-07:00,LAA,HOU,betus,LAA,125,125.0,125.0,,
2025-09-27 18:39:00-07:00,LAA,HOU,bovada,HOU,-162,-162.0,-144.0,-142.0,
2025-09-27 18:39:00-07:00,LAA,HOU,bovada,LAA,136,136.0,121.0,119.0,
2025-09-27 18:39:00-07:00,LAA,HOU,draftkings,HOU,-164,-144.0,-144.0,-144.0,
2025-09-27 18:39:00-07:00,LAA,HOU,draftkings,LAA,134,119.0,119.0,119.0,
2025-09-27 18:39:00-07:00,LAA,HOU,fanduel,HOU,-162,-148.0,-146.0,-144.0,
2025-09-27 18:39:00-07:00,LAA,HOU,fanduel,LAA,136,126.0,124.0,122.0,
2025-09-27 18:39:00-07:00,LAA,HOU,lowvig,HOU,-138,-138.0,-138.0,,
2025-09-27 18:39:00-07:00,LAA,HOU,lowvig,LAA,125,125.0,125.0,,
2025-09-27 18:39:00-07:00,LAA,HOU,mybookieag,HOU,-161,-143.0,-143.0,-143.0,
2025-09-27 18:39:00-07:00,LAA,HOU,mybookieag,LAA,136,121.0,121.0,121.0,
2025-09-27 18:41:00-07:00,SEA,LAD,betmgm,LAD,-102,100.0,100.0,110.0,
2025-09-27 18:41:00-07:00,SEA,LAD,betmgm,SEA,-118,-120.0,-120.0,-130.0,
2025-09-27 18:41:00-07:00,SEA,LAD,betonlineag,LAD,104,106.0,114.0,,
2025-09-27 18:41:00-07:00,SEA,LAD,betonlineag,SEA,-115,-117.0,-126.0,,
2025-09-27 18:41:00-07:00,SEA,LAD,betrivers,LAD,-103,106.0,100.0,102.0,
2025-09-27 18:41:00-07:00,SEA,LAD,betrivers,SEA,-122,-129.0,-121.0,-124.0,
2025-09-27 18:41:00-07:00,SEA,LAD,betus,LAD,105,108.0,115.0,,
2025-09-27 18:41:00-07:00,SEA,LAD,betus,SEA,-115,-118.0,-126.0,,
2025-09-27 18:41:00-07:00,SEA,LAD,bovada,LAD,101,101.0,-101.0,103.0,
2025-09-27 18:41:00-07:00,SEA,LAD,bovada,SEA,-121,-121.0,-119.0,-123.0,
2025-09-27 18:41:00-07:00,SEA,LAD,draftkings,LAD,-101,-101.0,101.0,108.0,
2025-09-27 18:41:00-07:00,SEA,LAD,draftkings,SEA,-121,-120.0,-122.0,-132.0,
2025-09-27 18:41:00-07:00,SEA,LAD,fanduel,LAD,102,100.0,100.0,110.0,
