commence_time,home_team,away_team,bookmakers_key,bookmakers_markets_key,bookmakers_markets_last_update,name,price
2025-09-28 12:05:00-07:00,OAK,KCR,betmgm,h2h,2025-09-28 05:59:32-07:00,KCR,-150
2025-09-28 12:05:00-07:00,OAK,KCR,betmgm,h2h,2025-09-28 05:59:32-07:00,OAK,125
2025-09-28 12:05:00-07:00,OAK,KCR,betonlineag,h2h,2025-09-28 05:59:32-07:00,KCR,-140
2025-09-28 12:05:00-07:00,OAK,KCR,betonlineag,h2h,2025-09-28 05:59:32-07:00,OAK,127
2025-09-28 12:05:00-07:00,OAK,KCR,betrivers,h2h,2025-09-28 05:59:03-07:00,KCR,-155
2025-09-28 12:05:00-07:00,OAK,KCR,betrivers,h2h,2025-09-28 05:59:03-07:00,OAK,125
2025-09-28 12:05:00-07:00,OAK,KCR,betus,h2h,2025-09-28 05:59:04-07:00,KCR,-140
2025-09-28 12:05:00-07:00,OAK,KCR,betus,h2h,2025-09-28 05:59:04-07:00,OAK,126
2025-09-28 12:05:00-07:00,OAK,KCR,bovada,h2h,2025-09-28 05:59:31-07:00,KCR,-143
2025-09-28 12:05:00-07:00,OAK,KCR,bovada,h2h,2025-09-28 05:59:31-07:00,OAK,120
2025-09-28 12:05:00-07:00,OAK,KCR,draftkings,h2h,2025-09-28 05:59:44-07:00,KCR,-150
2025-09-28 12:05:00-07:00,OAK,KCR,draftkings,h2h,2025-09-28 05:59:44-07:00,OAK,123
2025-09-28 12:05:00-07:00,OAK,KCR,fanduel,h2h,2025-09-28 05:59:44-07:00,KCR,-142
2025-09-28 12:05:00-07:00,OAK,KCR,fanduel,h2h,2025-09-28 05:59:44-07:00,OAK,120
2025-09-28 12:05:00-07:00,OAK,KCR,lowvig,h2h,2025-09-28 05:59:16-07:00,KCR,-140
2025-09-28 12:05:00-07:00,OAK,KCR,lowvig,h2h,2025-09-28 05:59:16-07:00,OAK,127
2025-09-28 12:05:00-07:00,OAK,KCR,mybookieag,h2h,2025-09-28 05:57:57-07:00,KCR,-147
2025-09-28 12:05:00-07:00,OAK,KCR,mybookieag,h2h,2025-09-28 05:57:57-07:00,OAK,124
2025-09-28 12:06:00-07:00,BOS,DET,fanduel,h2h,2025-09-28 05:59:44-07:00,BOS,108
2025-09-28 12:06:00-07:00,BOS,DET,fanduel,h2h,2025-09-28 05:59:44-07:00,DET,-126
2025-09-28 12:06:00-07:00,NYY,BAL,betmgm,h2h,2025-09-28 05:59:32-07:00,BAL,165
2025-09-28 12:06:00-07:00,NYY,BAL,betmgm,h2h,2025-09-28 05:59:32-07:00,NYY,-200
2025-09-28 12:06:00-07:00,NYY,BAL,betonlineag,h2h,2025-09-28 05:59:32-07:00,BAL,162
2025-09-28 12:06:00-07:00,NYY,BAL,betonlineag,h2h,2025-09-28 05:59:32-07:00,NYY,-180
2025-09-28 12:06:00-07:00,NYY,BAL,betrivers,h2h,2025-09-28 05:59:03-07:00,BAL,165
2025-09-28 12:06:00-07:00,NYY,BAL,betrivers,h2h,2025-09-28 05:59:03-07:00,NYY,-215
2025-09-28 12:06:00-07:00,NYY,BAL,betus,h2h,2025-09-28 05:59:04-07:00,BAL,164
2025-09-28 12:06:00-07:00,NYY,BAL,betus,h2h,2025-09-28 05:59:04-07:00,NYY,-187
2025-09-28 12:06:00-07:00,NYY,BAL,bovada,h2h,2025-09-28 05:59:31-07:00,BAL,159
2025-09-28 12:06:00-07:00,NYY,BAL,bovada,h2h,2025-09-28 05:59:31-07:00,NYY,-194
2025-09-28 12:06:00-07:00,NYY,BAL,draftkings,h2h,2025-09-28 05:59:44-07:00,BAL,158
2025-09-28 12:06:00-07:00,NYY,BAL,draftkings,h2h,2025-09-28 05:59:44-07:00,NYY,-194
2025-09-28 12:06:00-07:00,NYY,BAL,fanduel,h2h,2025-09-28 05:59:44-07:00,BAL,160
2025-09-28 12:06:00-07:00,NYY,BAL,fanduel,h2h,2025-09-28 05:59:44-07:00,NYY,-190
2025-09-28 12:06:00-07:00,NYY,BAL,lowvig,h2h,2025-09-28 05:59:16-07:00,BAL,162
2025-09-28 12:06:00-07:00,NYY,BAL,lowvig,h2h,2025-09-28 05:59:16-07:00,NYY,-180
2025-09-28 12:06:00-07:00,NYY,BAL,mybookieag,h2h,2025-09-28 05:57:57-07:00,BAL,162
2025-09-28 12:06:00-07:00,NYY,BAL,mybookieag,h2h,2025-09-28 05:57:57-07:00,NYY,-192
2025-09-28 12:06:00-07:00,PHI,MIN,betmgm,h2h,2025-09-28 05:59:32-07:00,MIN,170
2025-09-28 12:06:00-07:00,PHI,MIN,betmgm,h2h,2025-09-28 05:59:32-07:00,PHI,-200
2025-09-28 12:06:00-07:00,PHI,MIN,betonlineag,h2h,2025-09-28 05:59:32-07:00,MIN,184
2025-09-28 12:06:00-07:00,PHI,MIN,betonlineag,h2h,2025-09-28 05:59:32-07:00,PHI,-205
2025-09-28 12:06:00-07:00,PHI,MIN,betrivers,h2h,2025-09-28 05:59:03-07:00,MIN,170
2025-09-28 12:06:00-07:00,PHI,MIN,betrivers,h2h,2025-09-28 05:59:03-07:00,PHI,-210
2025-09-28 12:06:00-07:00,PHI,MIN,betus,h2h,2025-09-28 05:59:04-07:00,MIN,178
2025-09-28 12:06:00-07:00,PHI,MIN,betus,h2h,2025-09-28 05:59:04-07:00,PHI,-205
2025-09-28 12:06:00-07:00,PHI,MIN,bovada,h2h,2025-09-28 05:59:31-07:00,MIN,169
2025-09-28 12:06:00-07:00,PHI,MIN,bovada,h2h,2025-09-28 05:59:31-07:00,PHI,-208
2025-09-28 12:06:00-07:00,PHI,MIN,draftkings,h2h,2025-09-28 05:59:44-07:00,MIN,178
2025-09-28 12:06:00-07:00,PHI,MIN,draftkings,h2h,2025-09-28 05:59:44-07:00,PHI,-220
2025-09-28 12:06:00-07:00,PHI,MIN,fanduel,h2h,2025-09-28 05:59:44-07:00,MIN,168
2025-09-28 12:06:00-07:00,PHI,MIN,fanduel,h2h,2025-09-28 05:59:44-07:00,PHI,-200
2025-09-28 12:06:00-07:00,PHI,MIN,lowvig,h2h,2025-09-28 05:59:16-07:00,MIN,184
2025-09-28 12:06:00-07:00,PHI,MIN,lowvig,h2h,2025-09-28 05:59:16-07:00,PHI,-205
2025-09-28 12:06:00-07:00,PHI,MIN,mybookieag,h2h,2025-09-28 05:57:57-07:00,MIN,177
2025-09-28 12:06:00-07:00,PHI,MIN,mybookieag,h2h,2025-09-28 05:57:57-07:00,PHI,-213
2025-09-28 12:06:00-07:00,SFG,COL,betmgm,h2h,2025-09-28 05:59:32-07:00,COL,240
2025-09-28 12:06:00-07:00,SFG,COL,betmgm,h2h,2025-09-28 05:59:32-07:00,SFG,-295
2025-09-28 12:06:00-07:00,SFG,COL,betonlineag,h2h,2025-09-28 05:59:32-07:00,COL,252
2025-09-28 12:06:00-07:00,SFG,COL,betonlineag,h2h,2025-09-28 05:59:32-07:00,SFG,-285
2025-09-28 12:06:00-07:00,SFG,COL,betrivers,h2h,2025-09-28 05:59:03-07:00,COL,255
2025-09-28 12:06:00-07:00,SFG,COL,betrivers,h2h,2025-09-28 05:59:03-07:00,SFG,-335
2025-09-28 12:06:00-07:00,SFG,COL,betus,h2h,2025-09-28 05:59:04-07:00,COL,242
2025-09-28 12:06:00-07:00,SFG,COL,betus,h2h,2025-09-28 05:59:04-07:00,SFG,-285
2025-09-28 12:06:00-07:00,SFG,COL,bovada,h2h,2025-09-28 05:59:31-07:00,COL,240
2025-09-28 12:06:00-07:00,SFG,COL,bovada,h2h,2025-09-28 05:59:31-07:00,SFG,-300
2025-09-28 12:06:00-07:00,SFG,COL,draftkings,h2h,2025-09-28 05:59:44-07:00,COL,243
2025-09-28 12:06:00-07:00,SFG,COL,draftkings,h2h,2025-09-28 05:59:44-07:00,SFG,-309
2025-09-28 12:06:00-07:00,SFG,COL,fanduel,h2h,2025-09-28 05:59:44-07:00,COL,240
2025-09-28 12:06:00-07:00,SFG,COL,fanduel,h2h,2025-09-28 05:59:44-07:00,SFG,-295
2025-09-28 12:06:00-07:00,SFG,COL,lowvig,h2h,2025-09-28 05:59:16-07:00,COL,252
2025-09-28 12:06:00-07:00,SFG,COL,lowvig,h2h,2025-09-28 05:59:16-07:00,SFG,-285
2025-09-28 12:06:00-07:00,SFG,COL,mybookieag,h2h,2025-09-28 05:57:57-07:00,COL,247
2025-09-28 12:06:00-07:00,SFG,COL,mybookieag,h2h,2025-09-28 05:57:57-07:00,SFG,-303
2025-09-28 12:06:00-07:00,WSN,CHW,betmgm,h2h,2025-09-28 05:59:32-07:00,CHW,-105
2025-09-28 12:06:00-07:00,WSN,CHW,betmgm,h2h,2025-09-28 05:59:32-07:00,WSN,-115
2025-09-28 12:06:00-07:00,WSN,CHW,betonlineag,h2h,2025-09-28 05:59:32-07:00,CHW,102
2025-09-28 12:06:00-07:00,WSN,CHW,betonlineag,h2h,2025-09-28 05:59:32-07:00,WSN,-112
2025-09-28 12:06:00-07:00,WSN,CHW,betrivers,h2h,2025-09-28 05:59:03-07:00,CHW,102
2025-09-28 12:06:00-07:00,WSN,CHW,betrivers,h2h,2025-09-28 05:59:03-07:00,WSN,-124
2025-09-28 12:06:00-07:00,WSN,CHW,betus,h2h,2025-09-28 05:59:04-07:00,CHW,102
2025-09-28 12:06:00-07:00,WSN,CHW,betus,h2h,2025-09-28 05:59:04-07:00,WSN,-112
2025-09-28 12:06:00-07:00,WSN,CHW,bovada,h2h,2025-09-28 05:59:31-07:00,CHW,-105
2025-09-28 12:06:00-07:00,WSN,CHW,bovada,h2h,2025-09-28 05:59:31-07:00,WSN,-115
2025-09-28 12:06:00-07:00,WSN,CHW,draftkings,h2h,2025-09-28 05:59:44-07:00,CHW,-105
2025-09-28 12:06:00-07:00,WSN,CHW,draftkings,h2h,2025-09-28 05:59:44-07:00,WSN,-115
2025-09-28 12:06:00-07:00,WSN,CHW,fanduel,h2h,2025-09-28 05:59:44-07:00,CHW,-104
2025-09-28 12:06:00-07:00,WSN,CHW,fanduel,h2h,2025-09-28 05:59:44-07:00,WSN,-112
2025-09-28 12:06:00-07:00,WSN,CHW,lowvig,h2h,2025-09-28 05:59:16-07:00,CHW,102
2025-09-28 12:06:00-07:00,WSN,CHW,lowvig,h2h,2025-09-28 05:59:16-07:00,WSN,-112
2025-09-28 12:06:00-07:00,WSN,CHW,mybookieag,h2h,2025-09-28 05:57:57-07:00,CHW,100
2025-09-28 12:06:00-07:00,WSN,CHW,mybookieag,h2h,2025-09-28 05:57:57-07:00,WSN,-118
2025-09-28 12:07:00-07:00,LAA,HOU,betmgm,h2h,2025-09-28 05:59:32-07:00,HOU,-125
2025-09-28 12:07:00-07:00,LAA,HOU,betmgm,h2h,2025-09-28 05:59:32-07:00,LAA,105
