game_id,date,season,home_team,away_team,home_score,away_score,total_score,goal_diff,home_won,home_rest_days,away_rest_days,rest_days_diff,is_back_to_back_home,is_back_to_back_away,home_streak,away_streak,streak_diff,home_wins_l10,away_wins_l10,home_goals_l10,away_goals_l10,goals_diff_l10,home_goals_against_l10,away_goals_against_l10,goals_against_diff_l10,home_total_goals_l10,away_total_goals_l10,home_shots_l10,away_shots_l10,home_shots_against_l10,away_shots_against_l10,home_shooting_pct_l10,away_shooting_pct_l10,home_save_pct_l10,away_save_pct_l10,home_pp_goals_l10,away_pp_goals_l10,home_pp_goals_against_l10,away_pp_goals_against_l10,home_hits_l10,away_hits_l10,home_pim_l10,away_pim_l10,home_blocked_shots_l10,away_blocked_shots_l10,home_takeaways_l10,away_takeaways_l10,home_giveaways_l10,away_giveaways_l10,home_home_wins_l10,away_away_wins_l10,home_home_games_l10,away_home_games_l10,home_goals_std_l10,away_goals_std_l10,home_goals_against_std_l10,away_goals_against_std_l10,home_goals_trend_l10,away_goals_trend_l10,home_goals_against_trend_l10,away_goals_against_trend_l10,home_top3_avg_goals,away_top3_avg_goals,home_top6_avg_goals,away_top6_avg_goals,home_top3_avg_assists,away_top3_avg_assists,home_top6_avg_assists,away_top6_avg_assists,home_top3_avg_points,away_top3_avg_points,home_top6_avg_points,away_top6_avg_points,home_top6_total_plusminus,away_top6_total_plusminus
2021020160,2021-11-06,2021-2022,ANA,ARI,3,1,4,2,1,2.0,3.0,-1.0,0,0,2.0,-10.0,12.0,3.0,0.0,3.1,1.3,1.8,3.1,3.8,-0.6999999999999997,6.2,5.1,31.8,25.3,32.6,31.8,0.10091766109461206,0.05161464698535635,0.8998850349507928,0.8740875522327135,0.8,0.2,0.6,1.2,21.0,22.0,9.3,12.4,14.4,13.6,5.2,6.8,10.7,5.1,2.0,0.0,5.0,3.0,1.286683937707919,1.3374935098492586,1.5238839267549946,2.4404006956964164,0.8999999999999999,-0.9666666666666668,-1.1,-2.133333333333333,0.24242424242424243,0.10000000000000002,0.15151515151515152,0.05000000000000001,0.6666666666666666,0.16666666666666666,0.4602272727272727,0.13333333333333333,0.9090909090909092,0.26666666666666666,0.6117424242424243,0.18333333333333335,-0.011363636363636354,-3.7333333333333334
2021020162,2021-11-06,2021-2022,BUF,DET,3,4,7,-1,0,0.0,1.0,-1.0,1,0,-3.0,-4.0,1.0,5.0,4.0,2.9,2.4,0.5,2.5,2.9,-0.3999999999999999,5.4,5.3,30.0,28.6,32.1,32.6,0.09768940869341829,0.08133108223430799,0.9199629860901208,0.9078545588896094,0.7,0.5,0.3,0.9,16.0,18.6,7.8,9.5,10.7,15.8,6.8,7.2,5.8,10.2,4.0,2.0,5.0,4.0,1.728840330651992,1.9550504398153574,1.35400640077266,1.595131481867387,-0.5666666666666664,-0.7333333333333332,1.5,1.1,0.26666666666666666,0.06060606060606061,0.18333333333333335,0.12424242424242422,0.2333333333333333,0.1818181818181818,0.26666666666666666,0.18787878787878787,0.5,0.24242424242424243,0.45,0.31212121212121213,-0.5,-0.9727272727272727
2021020164,2021-11-06,2021-2022,MTL,VGK,2,5,7,-3,0,1.0,1.0,0.0,0,0,-1.0,1.0,-2.0,3.0,5.0,2.2,2.5,-0.2999999999999998,2.9,2.9,0.0,5.1,5.4,28.6,33.5,29.8,34.4,0.07919729455753202,0.07852851578703093,0.8995512658690575,0.917161222980971,0.5,0.0,1.0,0.4,25.3,21.8,9.4,7.1,13.4,18.3,4.9,9.4,8.6,9.3,2.0,3.0,6.0,5.0,1.7511900715418263,1.7159383568311668,2.0789954839350235,1.5951314818673865,0.1333333333333333,0.5,-0.2333333333333334,0.10000000000000009,0.1898148148148148,0.10000000000000002,0.15046296296296294,0.15,0.09722222222222221,0.24285714285714285,0.1597222222222222,0.25476190476190474,0.28703703703703703,0.3428571428571428,0.3101851851851852,0.4047619047619047,-1.3611111111111112,-0.5142857142857143
2021020165,2021-11-06,2021-2022,OTT,TBL,3,5,8,-2,0,1.0,1.0,0.0,0,0,-3.0,-1.0,-2.0,3.0,5.0,2.5,3.0,-0.5,3.4,2.5,0.8999999999999999,5.9,5.5,30.1,30.9,34.3,29.3,0.08493834316414958,0.09496274469258335,0.8963063551844798,0.9112945303021031,0.7,0.5,0.7,0.6,31.3,25.4,9.2,11.1,16.7,12.1,6.1,5.6,13.1,5.3,2.0,3.0,6.0,5.0,1.509230856356236,2.0548046676563256,1.8378731669453627,1.509230856356236,-0.5,0.0,1.266666666666667,-0.8333333333333333,0.16666666666666666,0.27037037037037037,0.15,0.23518518518518516,0.037037037037037035,0.13333333333333333,0.10185185185185186,0.3833333333333333,0.20370370370370372,0.40370370370370373,0.2518518518518519,0.6185185185185185,-3.0,-0.2
2021020159,2021-11-06,2021-2022,VAN,NSH,2,3,5,-1,0,2.0,1.0,1.0,0,0,1.0,-1.0,2.0,4.0,5.0,2.4,2.7,-0.30000000000000027,2.4,2.5,-0.10000000000000009,4.8,5.2,32.1,29.3,30.9,30.9,0.0787969894386114,0.09540568481831717,0.9223551097858499,0.9166048057738825,0.6,0.8,0.9,0.8,22.6,16.6,9.3,9.3,13.1,11.9,5.4,5.7,5.5,8.5,1.0,2.0,4.0,6.0,1.2649110640673518,1.1595018087284057,0.9660917830792958,1.509230856356236,-0.7333333333333332,-0.3666666666666667,-0.3999999999999999,0.16666666666666652,0.0,0.2333333333333333,0.1037037037037037,0.23333333333333336,0.3,0.5,0.31851851851851853,0.45,0.3,0.7333333333333334,0.4222222222222222,0.6833333333333332,0.21666666666666667,-0.9000000000000001
2021020172,2021-11-07,2021-2022,ARI,SEA,5,4,9,1,1,0.0,1.0,-1.0,1,0,-11.0,1.0,-12.0,0.0,4.0,1.2,2.7,-1.5000000000000002,3.3,2.8,0.5,4.5,5.5,24.4,29.3,32.3,25.5,0.049799764952688466,0.0908359781598687,0.8951793636471056,0.8879826588185532,0.1,0.3,1.1,0.4,22.4,25.8,14.4,14.3,14.5,12.4,6.9,7.5,5.9,6.1,0.0,1.0,3.0,5.0,1.3165611772087666,1.6363916944844767,1.9465068427541903,1.6193277068654826,-0.5333333333333333,-0.03333333333333366,-0.9666666666666663,0.20000000000000018,0.06060606060606061,0.21212121212121213,0.030303030303030304,0.15151515151515152,0.15824915824915822,0.1818181818181818,0.12457912457912457,0.2727272727272727,0.21885521885521886,0.39393939393939387,0.15488215488215487,0.42424242424242425,-3.0476190476190474,-1.1363636363636362
2021020171,2021-11-07,2021-2022,CGY,NYR,6,0,6,6,1,1.0,0.0,1.0,0,1,-2.0,-2.0,0.0,6.0,6.0,3.4,2.8,0.6000000000000001,2.1,2.3,-0.19999999999999973,5.5,5.1,35.6,27.0,29.1,33.1,0.10145160879510551,0.10772047311252705,0.923018535104742,0.9319499188349063,0.9,0.7,0.5,0.4,20.2,27.2,8.5,8.0,11.2,16.4,7.2,6.8,9.8,9.7,1.0,5.0,4.0,3.0,1.1737877907772671,1.1352924243950933,1.66332999331662,1.9465068427541912,-0.3999999999999999,0.5333333333333337,0.2333333333333334,1.0333333333333337,0.09999999999999999,0.24242424242424243,0.09999999999999999,0.2056277056277056,0.03333333333333333,0.06060606060606061,0.125,0.19264069264069264,0.13333333333333333,0.30303030303030304,0.225,0.39826839826839827,-0.25,0.01731601731601734
2021020174,2021-11-07,2021-2022,DET,VGK,5,2,7,3,1,0.0,0.0,0.0,1,1,1.0,2.0,-1.0,4.0,5.0,2.5,2.6,-0.10000000000000009,3.1,2.8,0.30000000000000027,5.6,5.4,29.8,32.3,31.7,35.1,0.07916658006980584,0.09297296023147537,0.9009185832798533,0.9215754844410731,0.4,0.2,1.0,0.5,18.4,21.0,7.3,7.5,15.1,18.6,6.9,9.5,10.1,9.8,1.0,4.0,3.0,4.0,2.0138409955990957,1.837873166945363,1.4491376746189444,1.6193277068654823,-0.8333333333333333,0.7333333333333334,0.2333333333333334,-0.46666666666666634,0.05555555555555555,0.12121212121212122,0.11363636363636365,0.18181818181818185,0.16666666666666666,0.24621212121212124,0.18686868686868685,0.25946969696969696,0.2222222222222222,0.36742424242424243,0.3005050505050505,0.44128787878787873,-0.9545454545454546,-0.022727272727272763
2021020177,2021-11-08,2021-2022,VAN,DAL,6,3,9,3,1,1.0,2.0,-1.0,0,0,-1.0,1.0,-2.0,4.0,4.0,2.4,2.1,0.2999999999999998,2.5,2.6,-0.10000000000000009,4.9,4.7,31.1,30.0,30.3,31.0,0.0806766886867317,0.0744522780761095,0.9175231770127406,0.909069486069486,0.5,0.6,1.0,0.7,21.5,27.2,9.5,9.0,12.5,16.8,5.6,4.5,4.9,10.1,1.0,3.0,5.0,3.0,1.2649110640673518,1.1005049346146119,0.97182531580755,0.8432740427115678,-0.3999999999999999,0.5666666666666664,-0.16666666666666652,0.7333333333333334,0.030303030303030304,0.10000000000000002,0.1313131313131313,0.19166666666666665,0.3181818181818182,0.3666666666666667,0.340909090909091,0.25,0.34848484848484845,0.4666666666666666,0.47222222222222227,0.44166666666666665,0.7878787878787881,-1.3
2021020175,2021-11-08,2021-2022,CHI,NSH,2,1,3,1,1,1.0,1.0,0.0,0,0,-2.0,1.0,-3.0,1.0,6.0,2.1,2.7,-0.6000000000000001,3.8,2.4,1.4,5.9,5.1,28.4,29.1,32.3,31.2,0.07452436298098142,0.09611997053260288,0.8799295027743304,0.9214619486310254,0.7,0.9,0.5,0.6,30.0,17.1,8.7,9.7,14.6,13.5,8.6,5.5,8.2,8.2,1.0,3.0,6.0,5.0,1.449137674618944,1.1595018087284057,1.8135294011647258,1.505545305418162,0.8999999999999999,-0.03333333333333366,-0.46666666666666634,0.2666666666666666,0.20833333333333334,0.2727272727272727,0.11805555555555557,0.2424242424242424,0.4166666666666667,0.4545454545454546,0.2222222222222222,0.43939393939393945,0.625,0.7272727272727272,0.34027777777777773,0.6818181818181818,-4.416666666666667,-0.5454545454545454
