game_id,date,season,home_team,away_team,home_score,away_score,total_score,goal_diff,home_won,home_rest_days,away_rest_days,rest_days_diff,is_back_to_back_home,is_back_to_back_away,home_streak,away_streak,streak_diff,home_wins_l10,away_wins_l10,home_goals_l10,away_goals_l10,goals_diff_l10,home_goals_against_l10,away_goals_against_l10,goals_against_diff_l10,home_total_goals_l10,away_total_goals_l10,home_shots_l10,away_shots_l10,home_shots_against_l10,away_shots_against_l10,home_shooting_pct_l10,away_shooting_pct_l10,home_save_pct_l10,away_save_pct_l10,home_pp_goals_l10,away_pp_goals_l10,home_pp_goals_against_l10,away_pp_goals_against_l10,home_hits_l10,away_hits_l10,home_pim_l10,away_pim_l10,home_blocked_shots_l10,away_blocked_shots_l10,home_takeaways_l10,away_takeaways_l10,home_giveaways_l10,away_giveaways_l10,home_home_wins_l10,away_away_wins_l10,home_home_games_l10,away_home_games_l10,home_goals_std_l10,away_goals_std_l10,home_goals_against_std_l10,away_goals_against_std_l10,home_goals_trend_l10,away_goals_trend_l10,home_goals_against_trend_l10,away_goals_against_trend_l10,home_top3_avg_goals,away_top3_avg_goals,home_top6_avg_goals,away_top6_avg_goals,home_top3_avg_assists,away_top3_avg_assists,home_top6_avg_assists,away_top6_avg_assists,home_top3_avg_points,away_top3_avg_points,home_top6_avg_points,away_top6_avg_points,home_top6_total_plusminus,away_top6_total_plusminus
2022020150,2022-11-01,2022-2023,WSH,VGK,2,3,5,-1,0,0.0,0.0,0.0,1,1,-1.0,4.0,-5.0,5.0,8.0,3.0,3.2,-0.20000000000000018,2.5,1.7,0.8,5.5,4.9,28.0,34.0,32.5,29.0,0.11042891017028947,0.10241822160821208,0.921515716006885,0.9423304311396878,0.7,0.6,0.6,0.5,31.2,22.3,8.4,4.9,15.0,20.6,7.0,7.1,8.2,6.4,3.0,3.0,4.0,6.0,1.8856180831641267,1.398411797560202,1.2692955176439846,1.1595018087284057,-1.3333333333333333,0.1333333333333333,-1.1666666666666667,-0.7,0.3,0.03333333333333333,0.21666666666666665,0.10000000000000002,0.3,0.3,0.3666666666666667,0.3833333333333333,0.6,0.3333333333333333,0.5833333333333334,0.4833333333333332,0.6,2.8
2022020161,2022-11-03,2022-2023,NYR,BOS,2,5,7,-3,0,1.0,0.0,1.0,0,1,3.0,6.0,-3.0,5.0,9.0,2.9,4.4,-1.5000000000000004,2.8,2.6,0.19999999999999973,5.7,7.0,36.2,35.7,28.4,31.7,0.08535410516712706,0.12403693727010859,0.8954921132507339,0.9177191013404442,0.8,0.9,0.5,0.2,29.9,26.3,6.9,9.9,14.6,14.9,5.2,5.8,10.0,7.6,2.0,3.0,5.0,6.0,2.5144029554194813,1.5055453054181622,1.3165611772087666,2.118699810942761,0.43333333333333357,0.5999999999999996,-1.133333333333333,-0.6000000000000001,0.24242424242424243,0.6333333333333333,0.24242424242424243,0.5166666666666666,0.2727272727272727,0.3666666666666667,0.3181818181818182,0.2833333333333333,0.5151515151515151,1.0,0.5606060606060607,0.7999999999999999,-0.39999999999999997,1.0
2022020174,2022-11-04,2022-2023,CAR,BUF,5,3,8,2,1,0.0,1.0,-1.0,1,0,3.0,3.0,0.0,7.0,7.0,3.1,4.3,-1.1999999999999997,2.6,2.8,-0.19999999999999973,5.7,7.1,38.1,33.1,26.0,31.7,0.08223164142092786,0.13131386327038497,0.9017516946355737,0.8997869619894244,0.7,0.9,0.9,0.7,20.8,10.9,8.7,7.2,9.8,11.9,11.1,8.1,6.2,6.1,2.0,3.0,3.0,6.0,1.1005049346146119,2.0575065816014617,1.505545305418162,1.2292725943057181,-0.10000000000000009,1.7000000000000002,0.06666666666666643,0.20000000000000018,0.10000000000000002,0.16666666666666666,0.09999999999999999,0.3541666666666667,0.39999999999999997,0.5333333333333333,0.23333333333333336,0.4166666666666667,0.5000000000000001,0.7000000000000001,0.3333333333333334,0.7708333333333334,-0.20000000000000004,2.675
2022020168,2022-11-04,2022-2023,CHI,LAK,2,1,3,1,1,1.0,1.0,0.0,0,0,-4.0,-1.0,-3.0,4.0,6.0,3.2,3.8,-0.5999999999999996,3.2,3.8,-0.5999999999999996,6.4,7.6,25.7,33.9,34.1,30.5,0.12376941254223198,0.11500890561996036,0.906888879674883,0.8722218084203378,0.9,1.0,1.1,1.0,28.4,19.1,13.0,9.2,16.7,15.2,9.5,5.9,10.4,7.4,3.0,4.0,6.0,3.0,1.751190071541826,1.6865480854231356,1.5491933384829668,1.7511900715418263,-0.8666666666666667,-0.1333333333333333,-0.20000000000000018,-1.1333333333333333,0.26666666666666666,0.08333333333333333,0.1708333333333333,0.2222222222222222,0.4000000000000001,0.3611111111111111,0.23333333333333336,0.40277777777777773,0.6666666666666666,0.4444444444444445,0.40416666666666673,0.625,0.09999999999999998,-0.6388888888888888
2022020170,2022-11-04,2022-2023,EDM,NJD,3,4,7,-1,0,1.0,1.0,0.0,0,0,5.0,4.0,1.0,7.0,7.0,4.1,3.6,0.49999999999999956,3.0,2.4,0.6000000000000001,7.1,6.0,33.4,39.1,33.6,21.7,0.12242040973737692,0.08816769551401349,0.9070923686026662,0.8903570598199755,1.3,0.6,1.2,0.4,26.3,17.6,9.5,10.0,12.2,13.5,10.6,6.4,12.6,7.2,4.0,3.0,7.0,6.0,2.2335820757001272,1.9550504398153572,1.3333333333333333,1.9550504398153574,1.2333333333333334,0.733333333333333,0.6666666666666665,-1.4,0.39999999999999997,0.03333333333333333,0.3,0.10000000000000002,0.5333333333333333,0.19999999999999998,0.4351851851851852,0.2166666666666667,0.9333333333333332,0.2333333333333333,0.735185185185185,0.31666666666666665,1.9222222222222225,0.7
2022020167,2022-11-04,2022-2023,MIN,SEA,0,4,4,-4,0,1.0,1.0,0.0,0,0,2.0,2.0,0.0,5.0,5.0,3.4,3.4,0.0,3.5,3.2,0.2999999999999998,6.9,6.6,34.2,30.1,31.7,27.3,0.09946830027475187,0.11799633530048122,0.8920616042490659,0.8806169892199304,1.0,0.8,0.8,0.9,20.1,20.1,13.2,10.4,14.2,12.8,6.7,8.1,7.4,7.7,2.0,3.0,5.0,6.0,1.2649110640673518,1.264911064067352,2.2236106773543893,1.7511900715418263,-0.7333333333333334,0.6000000000000001,-1.5,-0.20000000000000018,0.19999999999999998,0.21212121212121213,0.09999999999999999,0.18333333333333335,0.3666666666666667,0.48484848484848486,0.21666666666666667,0.3212121212121212,0.5666666666666667,0.6969696969696969,0.31666666666666665,0.5045454545454545,-1.55,-1.1636363636363636
2022020173,2022-11-04,2022-2023,SJS,FLA,3,4,7,-1,0,1.0,1.0,0.0,0,0,-2.0,-1.0,-1.0,3.0,5.0,2.6,3.0,-0.3999999999999999,3.1,2.8,0.30000000000000027,5.7,5.8,28.0,39.5,32.0,27.3,0.0895844745708922,0.0775575884541244,0.8994941401126535,0.893573162948163,0.5,0.4,0.2,1.1,21.4,17.6,7.2,11.0,13.8,10.8,8.8,6.0,8.1,7.2,1.0,2.0,6.0,4.0,1.2649110640673518,1.1547005383792515,1.5951314818673865,0.9189365834726815,1.4,0.0,0.8999999999999999,0.20000000000000018,0.1111111111111111,0.03333333333333333,0.2083333333333333,0.08333333333333333,0.1111111111111111,0.0,0.27777777777777773,0.09999999999999999,0.22222222222222224,0.03333333333333333,0.4861111111111111,0.18333333333333335,-2.111111111111111,-1.1095238095238094
2022020171,2022-11-04,2022-2023,VAN,ANA,8,5,13,3,1,1.0,1.0,0.0,0,0,-1.0,2.0,-3.0,2.0,3.0,3.0,2.5,0.5,3.7,4.2,-0.5,6.7,6.7,27.4,28.9,32.7,37.8,0.11652937773449883,0.08844812841306526,0.8825676028901835,0.8886122401807544,1.0,0.2,1.1,1.3,24.3,18.3,11.7,11.8,14.2,12.7,8.6,5.9,4.9,8.0,1.0,1.0,4.0,3.0,1.3333333333333333,1.8408935028645432,1.2516655570345725,1.6865480854231358,1.0,0.5,-0.7000000000000002,-0.20000000000000018,0.0,0.10000000000000002,0.2333333333333333,0.12222222222222222,0.3952380952380952,0.19999999999999998,0.3642857142857143,0.1685185185185185,0.3952380952380952,0.3,0.5976190476190476,0.29074074074074074,-1.5,-1.1222222222222222
2022020178,2022-11-05,2022-2023,WSH,ARI,2,3,5,-1,0,1.0,0.0,1.0,0,1,-3.0,-1.0,-2.0,5.0,3.0,2.9,2.8,0.10000000000000009,2.3,4.1,-1.7999999999999998,5.2,6.9,27.4,23.1,31.3,36.9,0.10948730275809382,0.1292489430647325,0.9253237077926298,0.8864602047450129,0.8,1.1,0.6,0.7,27.7,27.9,8.6,10.5,16.1,14.7,6.6,5.5,6.4,11.5,3.0,2.0,4.0,4.0,1.9692073983655907,1.3165611772087666,1.1595018087284057,1.9692073983655907,-1.2333333333333332,-0.46666666666666634,0.03333333333333366,-0.4333333333333331,0.3055555555555555,0.06666666666666667,0.20833333333333334,0.11666666666666668,0.27777777777777773,0.3666666666666667,0.3194444444444445,0.2833333333333334,0.5833333333333334,0.43333333333333335,0.5277777777777778,0.4000000000000001,0.3333333333333333,-2.4
2022020176,2022-11-05,2022-2023,WPG,CHI,4,0,4,4,1,0.0,0.0,0.0,1,1,1.0,1.0,0.0,6.0,5.0,2.9,3.2,-0.30000000000000027,2.5,2.8,-0.2999999999999998,5.4,6.0,30.3,25.9,32.1,33.9,0.10237178528378221,0.12253102244935273,0.9187903317807141,0.9181442909302941,0.5,0.7,0.5,0.7,29.4,27.6,6.7,12.2,14.5,17.5,7.2,10.0,8.5,11.4,3.0,1.0,4.0,7.0,1.66332999331662,1.751190071541826,1.35400640077266,1.5491933384829668,-0.5666666666666664,-1.2000000000000002,-0.5,-0.7999999999999998,0.19999999999999998,0.2727272727272727,0.2333333333333333,0.17003367003367,0.26666666666666666,0.3636363636363636,0.23333333333333336,0.21212121212121213,0.46666666666666673,0.6363636363636364,0.4666666666666666,0.38215488215488214,0.49999999999999994,0.07070707070707072
