commence_time,home_team,away_team,bookmakers_key,bookmakers_markets_key,bookmakers_markets_last_update,name,price
2025-11-13 16:10:00-08:00,CLE,TOR,betmgm,h2h,2025-11-13 12:22:55-08:00,CLE,-295
2025-11-13 16:10:00-08:00,CLE,TOR,betmgm,h2h,2025-11-13 12:22:55-08:00,TOR,230
2025-11-13 16:10:00-08:00,CLE,TOR,betonlineag,h2h,2025-11-13 12:23:25-08:00,CLE,-285
2025-11-13 16:10:00-08:00,CLE,TOR,betonlineag,h2h,2025-11-13 12:23:25-08:00,TOR,234
2025-11-13 16:10:00-08:00,CLE,TOR,betrivers,h2h,2025-11-13 12:23:08-08:00,CLE,-305
2025-11-13 16:10:00-08:00,CLE,TOR,betrivers,h2h,2025-11-13 12:23:08-08:00,TOR,235
2025-11-13 16:10:00-08:00,CLE,TOR,betus,h2h,2025-11-13 12:22:56-08:00,CLE,-285
2025-11-13 16:10:00-08:00,CLE,TOR,betus,h2h,2025-11-13 12:22:56-08:00,TOR,238
2025-11-13 16:10:00-08:00,CLE,TOR,bovada,h2h,2025-11-13 12:23:11-08:00,CLE,-285
2025-11-13 16:10:00-08:00,CLE,TOR,bovada,h2h,2025-11-13 12:23:11-08:00,TOR,235
2025-11-13 16:10:00-08:00,CLE,TOR,draftkings,h2h,2025-11-13 12:23:08-08:00,CLE,-285
2025-11-13 16:10:00-08:00,CLE,TOR,draftkings,h2h,2025-11-13 12:23:08-08:00,TOR,230
2025-11-13 16:10:00-08:00,CLE,TOR,fanduel,h2h,2025-11-13 12:23:33-08:00,CLE,-290
2025-11-13 16:10:00-08:00,CLE,TOR,fanduel,h2h,2025-11-13 12:23:33-08:00,TOR,235
2025-11-13 16:10:00-08:00,CLE,TOR,lowvig,h2h,2025-11-13 12:23:08-08:00,CLE,-282
2025-11-13 16:10:00-08:00,CLE,TOR,lowvig,h2h,2025-11-13 12:23:08-08:00,TOR,237
2025-11-13 16:10:00-08:00,CLE,TOR,mybookieag,h2h,2025-11-13 12:23:34-08:00,CLE,-306
2025-11-13 16:10:00-08:00,CLE,TOR,mybookieag,h2h,2025-11-13 12:23:34-08:00,TOR,236
2025-11-13 18:10:00-08:00,PHX,IND,betmgm,h2h,2025-11-13 12:22:55-08:00,IND,155
2025-11-13 18:10:00-08:00,PHX,IND,betmgm,h2h,2025-11-13 12:22:55-08:00,PHX,-190
2025-11-13 18:10:00-08:00,PHX,IND,betonlineag,h2h,2025-11-13 12:23:25-08:00,IND,157
2025-11-13 18:10:00-08:00,PHX,IND,betonlineag,h2h,2025-11-13 12:23:25-08:00,PHX,-180
2025-11-13 18:10:00-08:00,PHX,IND,betrivers,h2h,2025-11-13 12:23:08-08:00,IND,148
2025-11-13 18:10:00-08:00,PHX,IND,betrivers,h2h,2025-11-13 12:23:08-08:00,PHX,-186
2025-11-13 18:10:00-08:00,PHX,IND,betus,h2h,2025-11-13 12:22:56-08:00,IND,155
2025-11-13 18:10:00-08:00,PHX,IND,betus,h2h,2025-11-13 12:22:56-08:00,PHX,-180
2025-11-13 18:10:00-08:00,PHX,IND,bovada,h2h,2025-11-13 12:23:11-08:00,IND,155
2025-11-13 18:10:00-08:00,PHX,IND,bovada,h2h,2025-11-13 12:23:11-08:00,PHX,-180
2025-11-13 18:10:00-08:00,PHX,IND,draftkings,h2h,2025-11-13 12:23:08-08:00,IND,154
2025-11-13 18:10:00-08:00,PHX,IND,draftkings,h2h,2025-11-13 12:23:08-08:00,PHX,-185
2025-11-13 18:10:00-08:00,PHX,IND,fanduel,h2h,2025-11-13 12:23:33-08:00,IND,164
2025-11-13 18:10:00-08:00,PHX,IND,fanduel,h2h,2025-11-13 12:23:33-08:00,PHX,-196
2025-11-13 18:10:00-08:00,PHX,IND,lowvig,h2h,2025-11-13 12:23:08-08:00,IND,158
2025-11-13 18:10:00-08:00,PHX,IND,lowvig,h2h,2025-11-13 12:23:08-08:00,PHX,-180
2025-11-13 18:10:00-08:00,PHX,IND,mybookieag,h2h,2025-11-13 12:23:34-08:00,IND,154
2025-11-13 18:10:00-08:00,PHX,IND,mybookieag,h2h,2025-11-13 12:23:34-08:00,PHX,-192
2025-11-13 18:10:00-08:00,UTA,ATL,betmgm,h2h,2025-11-13 12:22:55-08:00,ATL,-135
2025-11-13 18:10:00-08:00,UTA,ATL,betmgm,h2h,2025-11-13 12:22:55-08:00,UTA,110
2025-11-13 18:10:00-08:00,UTA,ATL,betonlineag,h2h,2025-11-13 12:23:25-08:00,ATL,-128
2025-11-13 18:10:00-08:00,UTA,ATL,betonlineag,h2h,2025-11-13 12:23:25-08:00,UTA,108
2025-11-13 18:10:00-08:00,UTA,ATL,betrivers,h2h,2025-11-13 12:23:08-08:00,ATL,-134
2025-11-13 18:10:00-08:00,UTA,ATL,betrivers,h2h,2025-11-13 12:23:08-08:00,UTA,108
2025-11-13 18:10:00-08:00,UTA,ATL,bovada,h2h,2025-11-13 12:23:11-08:00,ATL,-135
2025-11-13 18:10:00-08:00,UTA,ATL,bovada,h2h,2025-11-13 12:23:11-08:00,UTA,115
2025-11-13 18:10:00-08:00,UTA,ATL,draftkings,h2h,2025-11-13 12:23:08-08:00,ATL,-130
2025-11-13 18:10:00-08:00,UTA,ATL,draftkings,h2h,2025-11-13 12:23:08-08:00,UTA,110
2025-11-13 18:10:00-08:00,UTA,ATL,fanduel,h2h,2025-11-13 12:23:33-08:00,ATL,-132
2025-11-13 18:10:00-08:00,UTA,ATL,fanduel,h2h,2025-11-13 12:23:33-08:00,UTA,112
2025-11-13 18:10:00-08:00,UTA,ATL,lowvig,h2h,2025-11-13 12:23:08-08:00,ATL,-126
2025-11-13 18:10:00-08:00,UTA,ATL,lowvig,h2h,2025-11-13 12:23:08-08:00,UTA,110
