commence_time,home_team,away_team,bookmakers_key,bookmakers_markets_key,bookmakers_markets_last_update,name,price,point
2025-11-23 15:10:00-08:00,ATL,CHA,betmgm,totals,2025-11-23 13:41:56-08:00,Over,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,betmgm,totals,2025-11-23 13:41:56-08:00,Under,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,betonlineag,totals,2025-11-23 13:42:23-08:00,Over,-110,228.0
2025-11-23 15:10:00-08:00,ATL,CHA,betonlineag,totals,2025-11-23 13:42:23-08:00,Under,-110,228.0
2025-11-23 15:10:00-08:00,ATL,CHA,betrivers,totals,2025-11-23 13:42:21-08:00,Over,-112,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,betrivers,totals,2025-11-23 13:42:21-08:00,Under,-113,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,betus,totals,2025-11-23 13:42:09-08:00,Over,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,betus,totals,2025-11-23 13:42:09-08:00,Under,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,bovada,totals,2025-11-23 13:42:25-08:00,Over,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,bovada,totals,2025-11-23 13:42:25-08:00,Under,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,draftkings,totals,2025-11-23 13:42:09-08:00,Over,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,draftkings,totals,2025-11-23 13:42:09-08:00,Under,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,fanduel,totals,2025-11-23 13:42:40-08:00,Over,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,fanduel,totals,2025-11-23 13:42:40-08:00,Under,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,lowvig,totals,2025-11-23 13:42:21-08:00,Over,-107,228.0
2025-11-23 15:10:00-08:00,ATL,CHA,lowvig,totals,2025-11-23 13:42:21-08:00,Under,-107,228.0
2025-11-23 15:10:00-08:00,ATL,CHA,mybookieag,totals,2025-11-23 13:42:22-08:00,Over,-110,228.5
2025-11-23 15:10:00-08:00,ATL,CHA,mybookieag,totals,2025-11-23 13:42:22-08:00,Under,-110,228.5
2025-11-23 15:10:00-08:00,BOS,ORL,betmgm,totals,2025-11-23 13:41:56-08:00,Over,-110,223.5
2025-11-23 15:10:00-08:00,BOS,ORL,betmgm,totals,2025-11-23 13:41:56-08:00,Under,-110,223.5
2025-11-23 15:10:00-08:00,BOS,ORL,betonlineag,totals,2025-11-23 13:42:23-08:00,Over,-110,224.0
2025-11-23 15:10:00-08:00,BOS,ORL,betonlineag,totals,2025-11-23 13:42:23-08:00,Under,-110,224.0
2025-11-23 15:10:00-08:00,BOS,ORL,betrivers,totals,2025-11-23 13:42:21-08:00,Over,-112,224.0
2025-11-23 15:10:00-08:00,BOS,ORL,betrivers,totals,2025-11-23 13:42:21-08:00,Under,-114,224.0
2025-11-23 15:10:00-08:00,BOS,ORL,betus,totals,2025-11-23 13:42:09-08:00,Over,-110,223.5
2025-11-23 15:10:00-08:00,BOS,ORL,betus,totals,2025-11-23 13:42:09-08:00,Under,-110,223.5
