commence_time,home_team,away_team,bookmakers_key,bookmakers_markets_key,bookmakers_markets_last_update,name,price,point
2026-01-03 14:11:00-08:00,MIA,MIN,betmgm,spreads,2026-01-03 15:54:09-08:00,MIA,-105,5.5
2026-01-03 14:11:00-08:00,MIA,MIN,betmgm,spreads,2026-01-03 15:54:09-08:00,MIN,-125,-5.5
2026-01-03 14:11:00-08:00,MIA,MIN,betrivers,spreads,2026-01-03 15:54:11-08:00,MIA,-117,6.0
2026-01-03 14:11:00-08:00,MIA,MIN,betrivers,spreads,2026-01-03 15:54:11-08:00,MIN,-117,-6.0
2026-01-03 14:11:00-08:00,MIA,MIN,bovada,spreads,2026-01-03 15:52:03-08:00,MIA,-105,2.5
2026-01-03 14:11:00-08:00,MIA,MIN,bovada,spreads,2026-01-03 15:52:03-08:00,MIN,-115,-2.5
2026-01-03 14:11:00-08:00,MIA,MIN,draftkings,spreads,2026-01-03 15:53:44-08:00,MIA,-120,6.5
2026-01-03 14:11:00-08:00,MIA,MIN,draftkings,spreads,2026-01-03 15:53:44-08:00,MIN,-110,-6.5
2026-01-03 14:11:00-08:00,MIA,MIN,fanduel,spreads,2026-01-03 15:54:10-08:00,MIA,-128,6.5
2026-01-03 14:11:00-08:00,MIA,MIN,fanduel,spreads,2026-01-03 15:54:10-08:00,MIN,-104,-6.5
2026-01-03 14:11:00-08:00,MIA,MIN,mybookieag,spreads,2026-01-03 15:52:41-08:00,MIA,-105,5.5
2026-01-03 14:11:00-08:00,MIA,MIN,mybookieag,spreads,2026-01-03 15:52:41-08:00,MIN,-125,-5.5
2026-01-03 16:40:00-08:00,NYK,PHI,betmgm,spreads,2026-01-03 15:54:09-08:00,NYK,-115,-3.5
2026-01-03 16:40:00-08:00,NYK,PHI,betmgm,spreads,2026-01-03 15:54:09-08:00,PHI,-105,3.5
2026-01-03 16:40:00-08:00,NYK,PHI,betonlineag,spreads,2026-01-03 15:53:32-08:00,NYK,-114,-3.5
2026-01-03 16:40:00-08:00,NYK,PHI,betonlineag,spreads,2026-01-03 15:53:32-08:00,PHI,-106,3.5
2026-01-03 16:40:00-08:00,NYK,PHI,betrivers,spreads,2026-01-03 15:54:11-08:00,NYK,-109,-4.0
2026-01-03 16:40:00-08:00,NYK,PHI,betrivers,spreads,2026-01-03 15:54:11-08:00,PHI,-117,4.0
2026-01-03 16:40:00-08:00,NYK,PHI,betus,spreads,2026-01-03 15:53:32-08:00,NYK,-115,-3.5
2026-01-03 16:40:00-08:00,NYK,PHI,betus,spreads,2026-01-03 15:53:32-08:00,PHI,-105,3.5
2026-01-03 16:40:00-08:00,NYK,PHI,bovada,spreads,2026-01-03 15:52:53-08:00,NYK,-110,-2.5
2026-01-03 16:40:00-08:00,NYK,PHI,bovada,spreads,2026-01-03 15:52:53-08:00,PHI,-110,2.5
2026-01-03 16:40:00-08:00,NYK,PHI,draftkings,spreads,2026-01-03 15:53:44-08:00,NYK,-115,-3.5
2026-01-03 16:40:00-08:00,NYK,PHI,draftkings,spreads,2026-01-03 15:53:44-08:00,PHI,-105,3.5
2026-01-03 16:40:00-08:00,NYK,PHI,fanduel,spreads,2026-01-03 15:54:10-08:00,NYK,-110,-4.0
2026-01-03 16:40:00-08:00,NYK,PHI,fanduel,spreads,2026-01-03 15:54:10-08:00,PHI,-110,4.0
2026-01-03 16:40:00-08:00,NYK,PHI,lowvig,spreads,2026-01-03 15:54:09-08:00,NYK,-110,-3.5
2026-01-03 16:40:00-08:00,NYK,PHI,lowvig,spreads,2026-01-03 15:54:09-08:00,PHI,-102,3.5
2026-01-03 16:40:00-08:00,NYK,PHI,mybookieag,spreads,2026-01-03 15:52:41-08:00,NYK,-110,-3.5
2026-01-03 16:40:00-08:00,NYK,PHI,mybookieag,spreads,2026-01-03 15:52:41-08:00,PHI,-110,3.5
2026-01-03 16:40:00-08:00,TOR,ATL,betmgm,spreads,2026-01-03 15:54:09-08:00,ATL,-105,4.5
2026-01-03 16:40:00-08:00,TOR,ATL,betmgm,spreads,2026-01-03 15:54:09-08:00,TOR,-115,-4.5
2026-01-03 16:40:00-08:00,TOR,ATL,betonlineag,spreads,2026-01-03 15:53:32-08:00,ATL,-114,5.0
2026-01-03 16:40:00-08:00,TOR,ATL,betonlineag,spreads,2026-01-03 15:53:32-08:00,TOR,-106,-5.0
2026-01-03 16:40:00-08:00,TOR,ATL,betrivers,spreads,2026-01-03 15:54:11-08:00,ATL,-112,4.5
2026-01-03 16:40:00-08:00,TOR,ATL,betrivers,spreads,2026-01-03 15:54:11-08:00,TOR,-114,-4.5
2026-01-03 16:40:00-08:00,TOR,ATL,betus,spreads,2026-01-03 15:53:32-08:00,ATL,-115,5.0
2026-01-03 16:40:00-08:00,TOR,ATL,betus,spreads,2026-01-03 15:53:32-08:00,TOR,-105,-5.0
2026-01-03 16:40:00-08:00,TOR,ATL,bovada,spreads,2026-01-03 15:52:53-08:00,ATL,-115,5.0
2026-01-03 16:40:00-08:00,TOR,ATL,bovada,spreads,2026-01-03 15:52:53-08:00,TOR,-105,-5.0
2026-01-03 16:40:00-08:00,TOR,ATL,draftkings,spreads,2026-01-03 15:53:44-08:00,ATL,-108,4.5
2026-01-03 16:40:00-08:00,TOR,ATL,draftkings,spreads,2026-01-03 15:53:44-08:00,TOR,-112,-4.5
2026-01-03 16:40:00-08:00,TOR,ATL,fanduel,spreads,2026-01-03 15:54:10-08:00,ATL,-108,4.5
2026-01-03 16:40:00-08:00,TOR,ATL,fanduel,spreads,2026-01-03 15:54:10-08:00,TOR,-112,-4.5
2026-01-03 16:40:00-08:00,TOR,ATL,lowvig,spreads,2026-01-03 15:54:09-08:00,ATL,-110,5.0
2026-01-03 16:40:00-08:00,TOR,ATL,lowvig,spreads,2026-01-03 15:54:09-08:00,TOR,-102,-5.0
2026-01-03 16:40:00-08:00,TOR,ATL,mybookieag,spreads,2026-01-03 15:52:41-08:00,ATL,-110,4.5
2026-01-03 16:40:00-08:00,TOR,ATL,mybookieag,spreads,2026-01-03 15:52:41-08:00,TOR,-110,-4.5
2026-01-03 17:10:00-08:00,CHI,CHA,betmgm,spreads,2026-01-03 15:54:09-08:00,CHA,-110,1.5
2026-01-03 17:10:00-08:00,CHI,CHA,betmgm,spreads,2026-01-03 15:54:09-08:00,CHI,-110,-1.5
2026-01-03 17:10:00-08:00,CHI,CHA,betonlineag,spreads,2026-01-03 15:53:32-08:00,CHA,-108,1.5
2026-01-03 17:10:00-08:00,CHI,CHA,betonlineag,spreads,2026-01-03 15:53:32-08:00,CHI,-112,-1.5
2026-01-03 17:10:00-08:00,CHI,CHA,betrivers,spreads,2026-01-03 15:54:11-08:00,CHA,-112,1.5
2026-01-03 17:10:00-08:00,CHI,CHA,betrivers,spreads,2026-01-03 15:54:11-08:00,CHI,-114,-1.5
2026-01-03 17:10:00-08:00,CHI,CHA,betus,spreads,2026-01-03 15:53:32-08:00,CHA,-110,1.0
2026-01-03 17:10:00-08:00,CHI,CHA,betus,spreads,2026-01-03 15:53:32-08:00,CHI,-110,-1.0
2026-01-03 17:10:00-08:00,CHI,CHA,bovada,spreads,2026-01-03 15:52:53-08:00,CHA,-110,1.5
2026-01-03 17:10:00-08:00,CHI,CHA,bovada,spreads,2026-01-03 15:52:53-08:00,CHI,-110,-1.5
2026-01-03 17:10:00-08:00,CHI,CHA,draftkings,spreads,2026-01-03 15:53:44-08:00,CHA,-110,1.5
2026-01-03 17:10:00-08:00,CHI,CHA,draftkings,spreads,2026-01-03 15:53:44-08:00,CHI,-110,-1.5
2026-01-03 17:10:00-08:00,CHI,CHA,fanduel,spreads,2026-01-03 15:54:10-08:00,CHA,-114,1.5
2026-01-03 17:10:00-08:00,CHI,CHA,fanduel,spreads,2026-01-03 15:54:10-08:00,CHI,-106,-1.5
2026-01-03 17:10:00-08:00,CHI,CHA,lowvig,spreads,2026-01-03 15:54:09-08:00,CHA,-104,1.5
2026-01-03 17:10:00-08:00,CHI,CHA,lowvig,spreads,2026-01-03 15:54:09-08:00,CHI,-108,-1.5
2026-01-03 17:10:00-08:00,CHI,CHA,mybookieag,spreads,2026-01-03 15:52:41-08:00,CHA,-110,1.0
2026-01-03 17:10:00-08:00,CHI,CHA,mybookieag,spreads,2026-01-03 15:52:41-08:00,CHI,-110,-1.0
2026-01-03 17:10:00-08:00,SAS,POR,betmgm,spreads,2026-01-03 15:54:09-08:00,POR,-115,8.5
2026-01-03 17:10:00-08:00,SAS,POR,betmgm,spreads,2026-01-03 15:54:09-08:00,SAS,-105,-8.5
2026-01-03 17:10:00-08:00,SAS,POR,betonlineag,spreads,2026-01-03 15:53:32-08:00,POR,-108,8.0
