commence_time,home_team,away_team,bookmakers_key,bookmakers_markets_key,bookmakers_markets_last_update,name,price,point
2025-11-11 16:30:00-08:00,BKN,TOR,ballybet,spreads,2025-11-11 03:21:14-08:00,BKN,-110,10.5
2025-11-11 16:30:00-08:00,BKN,TOR,ballybet,spreads,2025-11-11 03:21:14-08:00,TOR,-110,-10.5
2025-11-11 16:30:00-08:00,BKN,TOR,betanysports,spreads,2025-11-11 03:21:16-08:00,BKN,-105,10.0
2025-11-11 16:30:00-08:00,BKN,TOR,betanysports,spreads,2025-11-11 03:21:16-08:00,TOR,-115,-10.0
2025-11-11 16:30:00-08:00,BKN,TOR,betmgm,spreads,2025-11-11 03:21:14-08:00,BKN,-110,10.5
2025-11-11 16:30:00-08:00,BKN,TOR,betmgm,spreads,2025-11-11 03:21:14-08:00,TOR,-110,-10.5
2025-11-11 16:30:00-08:00,BKN,TOR,betonlineag,spreads,2025-11-11 03:21:04-08:00,BKN,-103,10.0
2025-11-11 16:30:00-08:00,BKN,TOR,betonlineag,spreads,2025-11-11 03:21:04-08:00,TOR,-117,-10.0
2025-11-11 16:30:00-08:00,BKN,TOR,betparx,spreads,2025-11-11 03:20:53-08:00,BKN,-110,10.5
2025-11-11 16:30:00-08:00,BKN,TOR,betparx,spreads,2025-11-11 03:20:53-08:00,TOR,-110,-10.5
2025-11-11 16:30:00-08:00,BKN,TOR,betrivers,spreads,2025-11-11 03:21:02-08:00,BKN,-113,10.5
2025-11-11 16:30:00-08:00,BKN,TOR,betrivers,spreads,2025-11-11 03:21:02-08:00,TOR,-113,-10.5
2025-11-11 16:30:00-08:00,BKN,TOR,betus,spreads,2025-11-11 03:21:16-08:00,BKN,-105,10.0
2025-11-11 16:30:00-08:00,BKN,TOR,betus,spreads,2025-11-11 03:21:16-08:00,TOR,-115,-10.0
2025-11-11 16:30:00-08:00,BKN,TOR,bovada,spreads,2025-11-11 03:20:44-08:00,BKN,-105,10.0
2025-11-11 16:30:00-08:00,BKN,TOR,bovada,spreads,2025-11-11 03:20:44-08:00,TOR,-115,-10.0
2025-11-11 16:30:00-08:00,BKN,TOR,draftkings,spreads,2025-11-11 03:21:03-08:00,BKN,-112,10.5
2025-11-11 16:30:00-08:00,BKN,TOR,draftkings,spreads,2025-11-11 03:21:03-08:00,TOR,-108,-10.5
2025-11-11 16:30:00-08:00,BKN,TOR,espnbet,spreads,2025-11-11 03:21:04-08:00,BKN,-115,10.5
2025-11-11 16:30:00-08:00,BKN,TOR,espnbet,spreads,2025-11-11 03:21:04-08:00,TOR,-105,-10.5
2025-11-11 16:30:00-08:00,BKN,TOR,fanduel,spreads,2025-11-11 03:21:03-08:00,BKN,-114,10.5
2025-11-11 16:30:00-08:00,BKN,TOR,fanduel,spreads,2025-11-11 03:21:03-08:00,TOR,-106,-10.5
2025-11-11 16:30:00-08:00,BKN,TOR,fliff,spreads,2025-11-11 03:20:50-08:00,BKN,-110,10.5
2025-11-11 16:30:00-08:00,BKN,TOR,fliff,spreads,2025-11-11 03:20:50-08:00,TOR,-110,-10.5
2025-11-11 16:30:00-08:00,BKN,TOR,hardrockbet,spreads,2025-11-11 03:21:04-08:00,BKN,-110,10.5
2025-11-11 16:30:00-08:00,BKN,TOR,hardrockbet,spreads,2025-11-11 03:21:04-08:00,TOR,-110,-10.5
2025-11-11 16:30:00-08:00,BKN,TOR,lowvig,spreads,2025-11-11 03:21:04-08:00,BKN,101,10.0
2025-11-11 16:30:00-08:00,BKN,TOR,lowvig,spreads,2025-11-11 03:21:04-08:00,TOR,-113,-10.0
2025-11-11 16:30:00-08:00,BKN,TOR,mybookieag,spreads,2025-11-11 03:20:28-08:00,BKN,-110,10.5
2025-11-11 16:30:00-08:00,BKN,TOR,mybookieag,spreads,2025-11-11 03:20:28-08:00,TOR,-110,-10.5
2025-11-11 16:30:00-08:00,NYK,MEM,ballybet,spreads,2025-11-11 03:21:14-08:00,MEM,-107,9.5
2025-11-11 16:30:00-08:00,NYK,MEM,ballybet,spreads,2025-11-11 03:21:14-08:00,NYK,-114,-9.5
2025-11-11 16:30:00-08:00,NYK,MEM,betanysports,spreads,2025-11-11 03:21:16-08:00,MEM,-110,9.5
2025-11-11 16:30:00-08:00,NYK,MEM,betanysports,spreads,2025-11-11 03:21:16-08:00,NYK,-110,-9.5
2025-11-11 16:30:00-08:00,NYK,MEM,betmgm,spreads,2025-11-11 03:21:14-08:00,MEM,-110,9.5
2025-11-11 16:30:00-08:00,NYK,MEM,betmgm,spreads,2025-11-11 03:21:14-08:00,NYK,-110,-9.5
2025-11-11 16:30:00-08:00,NYK,MEM,betonlineag,spreads,2025-11-11 03:21:04-08:00,MEM,100,9.0
2025-11-11 16:30:00-08:00,NYK,MEM,betonlineag,spreads,2025-11-11 03:21:04-08:00,NYK,-120,-9.0
2025-11-11 16:30:00-08:00,NYK,MEM,betparx,spreads,2025-11-11 03:20:53-08:00,MEM,-107,9.5
2025-11-11 16:30:00-08:00,NYK,MEM,betparx,spreads,2025-11-11 03:20:53-08:00,NYK,-114,-9.5
2025-11-11 16:30:00-08:00,NYK,MEM,betrivers,spreads,2025-11-11 03:21:02-08:00,MEM,-109,9.5
2025-11-11 16:30:00-08:00,NYK,MEM,betrivers,spreads,2025-11-11 03:21:02-08:00,NYK,-117,-9.5
2025-11-11 16:30:00-08:00,NYK,MEM,betus,spreads,2025-11-11 03:21:16-08:00,MEM,-110,9.5
2025-11-11 16:30:00-08:00,NYK,MEM,betus,spreads,2025-11-11 03:21:16-08:00,NYK,-108,-9.5
2025-11-11 16:30:00-08:00,NYK,MEM,bovada,spreads,2025-11-11 03:20:44-08:00,MEM,-110,9.5
