commence_time,home_team,away_team,bookmakers_key,bookmakers_markets_key,bookmakers_markets_last_update,name,price
2025-11-07 16:10:00-08:00,ORL,BOS,ballybet,h2h,2025-11-07 11:53:10-08:00,BOS,138
2025-11-07 16:10:00-08:00,ORL,BOS,ballybet,h2h,2025-11-07 11:53:10-08:00,ORL,-165
2025-11-07 16:10:00-08:00,ORL,BOS,betanysports,h2h,2025-11-07 11:53:04-08:00,BOS,130
2025-11-07 16:10:00-08:00,ORL,BOS,betanysports,h2h,2025-11-07 11:53:04-08:00,ORL,-150
2025-11-07 16:10:00-08:00,ORL,BOS,betmgm,h2h,2025-11-07 11:53:46-08:00,BOS,125
2025-11-07 16:10:00-08:00,ORL,BOS,betmgm,h2h,2025-11-07 11:53:46-08:00,ORL,-155
2025-11-07 16:10:00-08:00,ORL,BOS,betonlineag,h2h,2025-11-07 11:52:43-08:00,BOS,133
2025-11-07 16:10:00-08:00,ORL,BOS,betonlineag,h2h,2025-11-07 11:52:43-08:00,ORL,-153
2025-11-07 16:10:00-08:00,ORL,BOS,betparx,h2h,2025-11-07 11:52:55-08:00,BOS,135
2025-11-07 16:10:00-08:00,ORL,BOS,betparx,h2h,2025-11-07 11:52:55-08:00,ORL,-165
2025-11-07 16:10:00-08:00,ORL,BOS,betrivers,h2h,2025-11-07 11:52:54-08:00,BOS,135
2025-11-07 16:10:00-08:00,ORL,BOS,betrivers,h2h,2025-11-07 11:52:54-08:00,ORL,-167
2025-11-07 16:10:00-08:00,ORL,BOS,betus,h2h,2025-11-07 11:53:34-08:00,BOS,129
2025-11-07 16:10:00-08:00,ORL,BOS,betus,h2h,2025-11-07 11:53:34-08:00,ORL,-150
2025-11-07 16:10:00-08:00,ORL,BOS,bovada,h2h,2025-11-07 11:53:24-08:00,BOS,130
2025-11-07 16:10:00-08:00,ORL,BOS,bovada,h2h,2025-11-07 11:53:24-08:00,ORL,-150
2025-11-07 16:10:00-08:00,ORL,BOS,draftkings,h2h,2025-11-07 11:53:20-08:00,BOS,130
2025-11-07 16:10:00-08:00,ORL,BOS,draftkings,h2h,2025-11-07 11:53:20-08:00,ORL,-155
2025-11-07 16:10:00-08:00,ORL,BOS,espnbet,h2h,2025-11-07 11:53:23-08:00,BOS,135
2025-11-07 16:10:00-08:00,ORL,BOS,espnbet,h2h,2025-11-07 11:53:23-08:00,ORL,-155
2025-11-07 16:10:00-08:00,ORL,BOS,fanduel,h2h,2025-11-07 11:53:34-08:00,BOS,132
2025-11-07 16:10:00-08:00,ORL,BOS,fanduel,h2h,2025-11-07 11:53:34-08:00,ORL,-156
2025-11-07 16:10:00-08:00,ORL,BOS,fliff,h2h,2025-11-07 11:53:08-08:00,BOS,120
2025-11-07 16:10:00-08:00,ORL,BOS,fliff,h2h,2025-11-07 11:53:08-08:00,ORL,-150
2025-11-07 16:10:00-08:00,ORL,BOS,hardrockbet,h2h,2025-11-07 11:53:10-08:00,BOS,130
2025-11-07 16:10:00-08:00,ORL,BOS,hardrockbet,h2h,2025-11-07 11:53:10-08:00,ORL,-150
2025-11-07 16:10:00-08:00,ORL,BOS,lowvig,h2h,2025-11-07 11:53:46-08:00,BOS,134
2025-11-07 16:10:00-08:00,ORL,BOS,lowvig,h2h,2025-11-07 11:53:46-08:00,ORL,-152
2025-11-07 16:10:00-08:00,ORL,BOS,mybookieag,h2h,2025-11-07 11:51:39-08:00,BOS,124
2025-11-07 16:10:00-08:00,ORL,BOS,mybookieag,h2h,2025-11-07 11:51:39-08:00,ORL,-153
2025-11-07 16:10:00-08:00,WAS,CLE,ballybet,h2h,2025-11-07 11:53:10-08:00,CLE,-770
2025-11-07 16:10:00-08:00,WAS,CLE,ballybet,h2h,2025-11-07 11:53:10-08:00,WAS,540
2025-11-07 16:10:00-08:00,WAS,CLE,betanysports,h2h,2025-11-07 11:53:04-08:00,CLE,-850
2025-11-07 16:10:00-08:00,WAS,CLE,betanysports,h2h,2025-11-07 11:53:04-08:00,WAS,575
2025-11-07 16:10:00-08:00,WAS,CLE,betmgm,h2h,2025-11-07 11:53:46-08:00,CLE,-900
2025-11-07 16:10:00-08:00,WAS,CLE,betmgm,h2h,2025-11-07 11:53:46-08:00,WAS,600
2025-11-07 16:10:00-08:00,WAS,CLE,betonlineag,h2h,2025-11-07 11:52:43-08:00,CLE,-810
2025-11-07 16:10:00-08:00,WAS,CLE,betonlineag,h2h,2025-11-07 11:52:43-08:00,WAS,566
2025-11-07 16:10:00-08:00,WAS,CLE,betparx,h2h,2025-11-07 11:52:55-08:00,CLE,-770
2025-11-07 16:10:00-08:00,WAS,CLE,betparx,h2h,2025-11-07 11:52:55-08:00,WAS,500
2025-11-07 16:10:00-08:00,WAS,CLE,betrivers,h2h,2025-11-07 11:52:54-08:00,CLE,-770
2025-11-07 16:10:00-08:00,WAS,CLE,betrivers,h2h,2025-11-07 11:52:54-08:00,WAS,500
2025-11-07 16:10:00-08:00,WAS,CLE,betus,h2h,2025-11-07 11:53:34-08:00,CLE,-800
2025-11-07 16:10:00-08:00,WAS,CLE,betus,h2h,2025-11-07 11:53:34-08:00,WAS,550
2025-11-07 16:10:00-08:00,WAS,CLE,bovada,h2h,2025-11-07 11:53:24-08:00,CLE,-800
2025-11-07 16:10:00-08:00,WAS,CLE,bovada,h2h,2025-11-07 11:53:24-08:00,WAS,525
2025-11-07 16:10:00-08:00,WAS,CLE,draftkings,h2h,2025-11-07 11:53:20-08:00,CLE,-850
2025-11-07 16:10:00-08:00,WAS,CLE,draftkings,h2h,2025-11-07 11:53:20-08:00,WAS,575
2025-11-07 16:10:00-08:00,WAS,CLE,espnbet,h2h,2025-11-07 11:53:23-08:00,CLE,-700
2025-11-07 16:10:00-08:00,WAS,CLE,espnbet,h2h,2025-11-07 11:53:23-08:00,WAS,450
2025-11-07 16:10:00-08:00,WAS,CLE,fanduel,h2h,2025-11-07 11:53:34-08:00,CLE,-850
2025-11-07 16:10:00-08:00,WAS,CLE,fanduel,h2h,2025-11-07 11:53:34-08:00,WAS,590
2025-11-07 16:10:00-08:00,WAS,CLE,fliff,h2h,2025-11-07 11:53:08-08:00,CLE,-1040
2025-11-07 16:10:00-08:00,WAS,CLE,fliff,h2h,2025-11-07 11:53:08-08:00,WAS,655
2025-11-07 16:10:00-08:00,WAS,CLE,hardrockbet,h2h,2025-11-07 11:53:10-08:00,CLE,-850
2025-11-07 16:10:00-08:00,WAS,CLE,hardrockbet,h2h,2025-11-07 11:53:10-08:00,WAS,550
2025-11-07 16:10:00-08:00,WAS,CLE,lowvig,h2h,2025-11-07 11:53:46-08:00,CLE,-795
2025-11-07 16:10:00-08:00,WAS,CLE,lowvig,h2h,2025-11-07 11:53:46-08:00,WAS,581
