SEASON_YEAR,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,HOME_AWAY,PTS,PTS_AGAINST,GOALS,ASSISTS,POINTS,PIM,HITS,POWER_PLAY_GOALS,SHOTS,SHOOTING_PCT,BLOCKED_SHOTS,TAKEAWAYS,GIVEAWAYS,SAVES,SHOTS_AGAINST,GOALS_AGAINST,SAVE_PCT,EVEN_STRENGTH_GOALS_AGAINST,POWER_PLAY_GOALS_AGAINST,SHORT_HANDED_GOALS_AGAINST
2012-2013,2012020010,2013-01-20,CBJ,CBJ @ NSH,W,AWAY,3,2,2,4,6,14,21,1,28,0.07142857142857142,12,4,4,32,34,2,0.9411764705882353,1,1,0
2012-2013,2012020016,2013-01-20,CGY,CGY vs. SJS,L,HOME,1,4,1,2,3,12,17,1,32,0.03125,15,7,6,25,29,4,0.8620689655172413,2,2,0
2012-2013,2012020012,2013-01-20,COL,COL @ MIN,L,AWAY,2,4,2,4,6,19,26,0,27,0.07407407407407407,10,3,3,31,35,4,0.8857142857142857,2,2,0
2012-2013,2012020011,2013-01-20,DAL,DAL vs. PHX,W,HOME,4,3,4,7,11,12,22,2,26,0.15384615384615385,17,9,6,37,40,3,0.925,1,2,0
2012-2013,2012020009,2013-01-20,DET,DET @ STL,L,AWAY,0,6,0,0,0,30,12,0,14,0.0,13,2,0,30,36,6,0.8333333333333334,1,4,0
2012-2013,2012020008,2013-01-20,FLA,FLA vs. CAR,W,HOME,5,1,5,8,13,16,22,3,25,0.2,14,10,4,41,42,1,0.9761904761904762,1,0,0
2012-2013,2012020012,2013-01-20,MIN,MIN vs. COL,W,HOME,4,2,4,8,12,11,19,2,35,0.11428571428571428,18,3,7,25,27,2,0.9259259259259259,2,0,0
2012-2013,2012020005,2013-01-20,MTL,MTL vs. TOR,L,HOME,1,2,1,2,3,15,24,1,22,0.045454545454545456,10,9,6,24,26,2,0.9230769230769231,0,2,0
2012-2013,2012020006,2013-01-20,NJD,NJD @ NYI,W,AWAY,2,1,2,4,6,8,23,0,28,0.07142857142857142,9,6,6,18,19,1,0.9473684210526315,0,1,0
2012-2013,2012020010,2013-01-20,NSH,NSH vs. CBJ,L,HOME,2,3,2,3,5,18,21,1,34,0.058823529411764705,9,11,11,26,28,2,0.9285714285714286,1,1,0
2012-2013,2012020006,2013-01-20,NYI,NYI vs. NJD,L,HOME,1,2,1,2,3,4,19,1,19,0.05263157894736842,16,4,8,26,28,2,0.9285714285714286,2,0,0
2012-2013,2012020004,2013-01-20,NYR,NYR @ BOS,L,AWAY,1,3,1,2,3,22,34,0,21,0.047619047619047616,10,1,10,31,34,3,0.9117647058823529,3,0,0
2012-2013,2012020014,2013-01-20,PHI,PHI @ BUF,L,AWAY,2,5,2,4,6,23,12,1,29,0.06896551724137931,14,5,5,36,40,4,0.9,1,3,0
2012-2013,2012020011,2013-01-20,PHX,PHX @ DAL,L,AWAY,3,4,3,4,7,8,31,2,40,0.075,15,9,5,22,26,4,0.8461538461538461,2,2,0
2012-2013,2012020016,2013-01-20,SJS,SJS @ CGY,W,AWAY,4,1,4,8,12,6,22,2,29,0.13793103448275862,12,7,9,31,32,1,0.96875,0,1,0
2012-2013,2012020009,2013-01-20,STL,STL vs. DET,W,HOME,6,0,6,11,17,18,25,4,36,0.16666666666666666,12,5,7,14,14,0,1.0,0,0,0
2012-2013,2012020007,2013-01-20,TBL,TBL vs. WSH,W,HOME,6,3,6,10,16,10,27,3,34,0.17647058823529413,8,5,9,27,30,3,0.9,2,1,0
2012-2013,2012020005,2013-01-20,TOR,TOR @ MTL,W,AWAY,2,1,2,4,6,15,39,2,26,0.07692307692307693,14,7,4,21,22,1,0.9545454545454546,0,1,0
2012-2013,2012020013,2013-01-20,VAN,VAN vs. ANA,L,HOME,3,7,3,6,9,6,20,2,29,0.10344827586206896,7,2,3,19,26,7,0.7307692307692307,4,3,0
2012-2013,2012020007,2013-01-20,WSH,WSH @ TBL,L,AWAY,3,6,3,6,9,16,16,1,30,0.1,10,6,6,28,34,6,0.8235294117647058,3,3,0
2012-2013,2012020020,2013-01-21,BOS,BOS vs. WPG,W,HOME,2,1,1,1,2,8,48,0,27,0.037037037037037035,22,7,9,26,27,1,0.9629629629629629,1,0,0
2012-2013,2012020019,2013-01-21,CHI,CHI @ PHX,W,AWAY,6,4,6,10,16,11,14,1,31,0.1935483870967742,12,8,4,25,29,4,0.8620689655172413,4,0,0
2012-2013,2012020017,2013-01-21,DAL,DAL @ MIN,L,AWAY,0,1,0,0,0,8,20,0,24,0.0,11,8,4,31,32,1,0.96875,1,0,0
2012-2013,2012020018,2013-01-21,EDM,EDM @ VAN,W,AWAY,3,2,2,3,5,15,15,1,32,0.0625,18,8,2,27,29,2,0.9310344827586207,2,0,0
2012-2013,2012020017,2013-01-21,MIN,MIN vs. DAL,W,HOME,1,0,1,2,3,10,25,0,32,0.03125,26,7,3,24,24,0,1.0,0,0,0
2012-2013,2012020022,2013-01-21,NSH,NSH vs. STL,L,HOME,3,4,3,6,9,8,19,2,24,0.125,16,10,11,36,39,3,0.9230769230769231,2,1,0
2012-2013,2012020021,2013-01-21,NYI,NYI vs. TBL,W,HOME,4,3,4,6,10,18,14,1,44,0.09090909090909091,8,10,10,23,26,3,0.8846153846153846,3,0,0
2012-2013,2012020015,2013-01-21,NYR,NYR vs. PIT,L,HOME,3,6,3,5,8,17,30,1,34,0.08823529411764706,16,5,7,33,38,5,0.868421052631579,3,2,0
2012-2013,2012020019,2013-01-21,PHX,PHX vs. CHI,L,HOME,4,6,4,6,10,15,31,0,29,0.13793103448275862,17,7,4,25,31,6,0.8064516129032258,5,1,0
2012-2013,2012020015,2013-01-21,PIT,PIT @ NYR,W,AWAY,6,3,6,9,15,15,21,2,39,0.15384615384615385,16,7,5,31,34,3,0.9117647058823529,1,1,0
2012-2013,2012020022,2013-01-21,STL,STL @ NSH,W,AWAY,4,3,3,6,9,16,13,1,39,0.07692307692307693,7,1,1,21,24,3,0.875,1,2,0
2012-2013,2012020021,2013-01-21,TBL,TBL @ NYI,L,AWAY,3,4,3,6,9,28,15,0,26,0.11538461538461539,10,4,9,40,44,4,0.9090909090909091,3,1,0
2012-2013,2012020018,2013-01-21,VAN,VAN vs. EDM,L,HOME,2,3,2,2,4,13,25,0,29,0.06896551724137931,13,9,5,30,32,2,0.9375,1,1,0
2012-2013,2012020020,2013-01-21,WPG,WPG @ BOS,L,AWAY,1,2,1,2,3,4,32,0,27,0.037037037037037035,16,7,8,26,27,1,0.9629629629629629,1,0,0
2012-2013,2012020026,2013-01-22,ANA,ANA @ CGY,W,AWAY,5,4,5,10,15,6,17,0,24,0.20833333333333334,17,8,10,21,25,4,0.84,2,2,0
2012-2013,2012020023,2013-01-22,BUF,BUF @ TOR,W,AWAY,2,1,2,3,5,38,26,0,20,0.1,18,2,12,34,35,1,0.9714285714285714,0,1,0
2012-2013,2012020025,2013-01-22,CBJ,CBJ vs. DET,L,HOME,3,4,3,6,9,21,23,2,33,0.09090909090909091,15,4,4,39,42,3,0.9285714285714286,3,0,0
2012-2013,2012020026,2013-01-22,CGY,CGY vs. ANA,L,HOME,4,5,4,8,12,4,17,2,25,0.16,11,8,12,19,24,5,0.7916666666666666,5,0,0
2012-2013,2012020025,2013-01-22,DET,DET @ CBJ,W,AWAY,4,3,3,6,9,23,15,0,42,0.07142857142857142,7,5,2,30,33,3,0.9090909090909091,1,2,0
2012-2013,2012020024,2013-01-22,FLA,FLA @ OTT,L,AWAY,0,4,0,0,0,13,16,0,31,0.0,18,6,10,33,37,4,0.8918918918918919,3,1,0
2012-2013,2012020024,2013-01-22,OTT,OTT vs. FLA,W,HOME,4,0,4,6,10,11,21,1,37,0.10810810810810811,13,10,8,31,31,0,1.0,0,0,0
2012-2013,2012020023,2013-01-22,TOR,TOR vs. BUF,L,HOME,1,2,1,2,3,30,20,1,35,0.02857142857142857,8,4,15,18,20,2,0.9,2,0,0
2012-2013,2012020028,2013-01-23,CAR,CAR vs. TBL,L,HOME,1,4,1,2,3,16,20,1,36,0.027777777777777776,11,9,3,22,26,4,0.8461538461538461,3,1,0
2012-2013,2012020033,2013-01-23,CHI,CHI vs. STL,W,HOME,3,2,3,6,9,9,21,1,27,0.1111111111111111,19,11,9,32,34,2,0.9411764705882353,1,1,0
2012-2013,2012020034,2013-01-23,COL,COL vs. LAK,W,HOME,3,1,3,5,8,14,26,1,31,0.0967741935483871,24,15,8,28,29,1,0.9655172413793104,1,0,0
2012-2013,2012020031,2013-01-23,DAL,DAL @ DET,W,AWAY,2,1,2,4,6,10,24,0,32,0.0625,11,8,4,39,40,1,0.975,1,0,0
2012-2013,2012020031,2013-01-23,DET,DET vs. DAL,L,HOME,1,2,1,2,3,6,9,0,40,0.025,11,8,15,30,32,2,0.9375,2,0,0
2012-2013,2012020035,2013-01-23,EDM,EDM vs. SJS,L,HOME,3,6,3,6,9,12,10,2,29,0.10344827586206896,12,1,8,25,31,6,0.8064516129032258,3,3,0
2012-2013,2012020029,2013-01-23,FLA,FLA @ MTL,L,AWAY,1,4,1,2,3,14,19,1,28,0.03571428571428571,12,2,9,29,33,4,0.8787878787878788,2,2,0
2012-2013,2012020034,2013-01-23,LAK,LAK @ COL,L,AWAY,1,3,1,2,3,10,20,0,29,0.034482758620689655,8,7,3,28,31,3,0.9032258064516129,2,1,0
2012-2013,2012020032,2013-01-23,MIN,MIN vs. NSH,L,HOME,1,3,1,2,3,15,20,0,30,0.03333333333333333,8,0,12,23,26,3,0.8846153846153846,2,1,0
2012-2013,2012020029,2013-01-23,MTL,MTL vs. FLA,W,HOME,4,1,4,8,12,41,37,2,33,0.12121212121212122,10,9,12,27,28,1,0.9642857142857143,0,1,0
2012-2013,2012020030,2013-01-23,NJD,NJD vs. PHI,W,HOME,3,0,3,4,7,34,12,1,26,0.11538461538461539,16,2,4,24,24,0,1.0,0,0,0
2012-2013,2012020032,2013-01-23,NSH,NSH @ MIN,W,AWAY,3,1,3,3,6,15,16,1,26,0.11538461538461539,15,4,2,29,30,1,0.9666666666666667,1,0,0
2012-2013,2012020030,2013-01-23,PHI,PHI @ NJD,L,AWAY,0,3,0,0,0,34,18,0,24,0.0,8,1,2,23,26,3,0.8846153846153846,1,1,0
2012-2013,2012020035,2013-01-23,SJS,SJS @ EDM,W,AWAY,6,3,6,12,18,12,13,3,31,0.1935483870967742,10,6,1,26,29,3,0.896551724137931,1,2,0
2012-2013,2012020033,2013-01-23,STL,STL @ CHI,L,AWAY,2,3,2,4,6,11,34,1,34,0.058823529411764705,9,6,1,24,27,3,0.8888888888888888,2,1,0
2012-2013,2012020028,2013-01-23,TBL,TBL @ CAR,W,AWAY,4,1,4,7,11,14,14,1,26,0.15384615384615385,23,1,9,35,36,1,0.9722222222222222,0,1,0
2012-2013,2012020027,2013-01-23,WPG,WPG @ WSH,W,AWAY,4,2,4,8,12,18,17,2,39,0.10256410256410256,18,5,6,32,34,2,0.9411764705882353,1,1,0
2012-2013,2012020027,2013-01-23,WSH,WSH vs. WPG,L,HOME,2,4,2,4,6,28,26,1,34,0.058823529411764705,10,7,9,35,39,4,0.8974358974358975,2,2,0
2012-2013,2012020037,2013-01-24,BOS,BOS @ NYR,L,AWAY,3,4,3,5,8,17,20,1,29,0.10344827586206896,9,2,7,29,33,4,0.8787878787878788,4,0,0
2012-2013,2012020039,2013-01-24,CBJ,CBJ @ PHX,L,AWAY,1,5,1,2,3,10,46,0,26,0.038461538461538464,13,2,4,37,42,5,0.8809523809523809,4,1,0
2012-2013,2012020038,2013-01-24,CGY,CGY @ VAN,L,AWAY,2,3,2,2,4,8,15,1,36,0.05555555555555555,17,11,1,34,36,2,0.9444444444444444,1,1,0
2012-2013,2012020037,2013-01-24,NYR,NYR vs. BOS,W,HOME,4,3,4,5,9,17,28,0,33,0.12121212121212122,25,2,4,26,29,3,0.896551724137931,2,1,0
2012-2013,2012020039,2013-01-24,PHX,PHX vs. CBJ,W,HOME,5,1,5,10,15,6,23,1,42,0.11904761904761904,18,4,6,25,26,1,0.9615384615384616,1,0,0
2012-2013,2012020036,2013-01-24,PIT,PIT vs. TOR,L,HOME,2,5,2,3,5,29,21,1,30,0.06666666666666667,13,3,7,19,24,5,0.7916666666666666,4,1,0
2012-2013,2012020036,2013-01-24,TOR,TOR @ PIT,W,AWAY,5,2,5,8,13,15,16,1,24,0.20833333333333334,13,3,2,28,30,2,0.9333333333333333,1,1,0
2012-2013,2012020038,2013-01-24,VAN,VAN vs. CGY,W,HOME,3,2,2,2,4,10,30,1,36,0.05555555555555555,15,12,4,34,36,2,0.9444444444444444,1,1,0
2012-2013,2012020043,2013-01-25,BUF,BUF @ CAR,L,AWAY,3,6,3,6,9,8,26,0,33,0.09090909090909091,13,5,4,32,37,5,0.8648648648648649,4,0,0
2012-2013,2012020043,2013-01-25,CAR,CAR vs. BUF,W,HOME,6,3,6,7,13,12,27,0,38,0.15789473684210525,19,15,5,30,33,3,0.9090909090909091,3,0,0
2012-2013,2012020047,2013-01-25,CBJ,CBJ @ COL,L,AWAY,0,4,0,0,0,24,19,0,33,0.0,7,2,5,24,28,4,0.8571428571428571,4,0,0
2012-2013,2012020046,2013-01-25,CHI,CHI @ DAL,W,AWAY,3,2,3,6,9,4,13,3,41,0.07317073170731707,7,10,9,21,23,2,0.9130434782608695,1,0,0
2012-2013,2012020047,2013-01-25,COL,COL vs. CBJ,W,HOME,4,0,4,7,11,26,18,0,28,0.14285714285714285,26,8,12,33,33,0,1.0,0,0,0
2012-2013,2012020046,2013-01-25,DAL,DAL vs. CHI,L,HOME,2,3,2,3,5,14,19,0,23,0.08695652173913043,24,8,15,38,41,3,0.926829268292683,0,3,0
2012-2013,2012020048,2013-01-25,EDM,EDM vs. LAK,W,HOME,2,1,2,4,6,31,12,1,39,0.05128205128205128,19,7,12,30,31,1,0.967741935483871,1,0,0
2012-2013,2012020044,2013-01-25,FLA,FLA vs. OTT,L,HOME,1,3,1,2,3,6,17,1,26,0.038461538461538464,19,10,2,34,36,2,0.9444444444444444,1,1,0
2012-2013,2012020048,2013-01-25,LAK,LAK @ EDM,L,AWAY,1,2,1,1,2,21,18,0,31,0.03225806451612903,16,4,7,37,39,2,0.9487179487179487,1,1,0
2012-2013,2012020042,2013-01-25,MTL,MTL @ WSH,W,AWAY,4,1,4,8,12,13,21,2,22,0.18181818181818182,19,4,6,30,31,1,0.967741935483871,1,0,0
2012-2013,2012020045,2013-01-25,NSH,NSH @ STL,L,AWAY,0,3,0,0,0,13,19,0,13,0.0,13,3,4,21,24,3,0.875,2,1,0
2012-2013,2012020040,2013-01-25,NYI,NYI @ TOR,W,AWAY,7,4,7,9,16,10,24,1,34,0.20588235294117646,16,13,10,39,43,4,0.9069767441860465,4,0,0
2012-2013,2012020041,2013-01-25,NYR,NYR @ PHI,L,AWAY,1,2,1,1,2,28,25,1,19,0.05263157894736842,15,3,9,31,33,2,0.9393939393939394,1,1,0
2012-2013,2012020044,2013-01-25,OTT,OTT @ FLA,W,AWAY,3,1,3,4,7,10,15,1,37,0.08108108108108109,15,5,2,25,26,1,0.9615384615384616,0,1,0
2012-2013,2012020041,2013-01-25,PHI,PHI vs. NYR,W,HOME,2,1,2,4,6,20,21,1,33,0.06060606060606061,20,4,7,18,19,1,0.9473684210526315,0,1,0
2012-2013,2012020049,2013-01-25,PHX,PHX @ SJS,L,AWAY,3,5,3,6,9,14,17,2,35,0.08571428571428572,18,7,2,30,34,4,0.8823529411764706,3,1,0
2012-2013,2012020049,2013-01-25,SJS,SJS vs. PHX,W,HOME,5,3,5,10,15,12,25,2,35,0.14285714285714285,25,9,11,32,35,3,0.9142857142857143,1,2,0
2012-2013,2012020045,2013-01-25,STL,STL vs. NSH,W,HOME,3,0,3,4,7,13,22,1,24,0.125,13,4,4,13,13,0,1.0,0,0,0
2012-2013,2012020040,2013-01-25,TOR,TOR vs. NYI,L,HOME,4,7,4,7,11,4,27,0,43,0.09302325581395349,6,4,14,27,33,6,0.8181818181818182,5,1,0
2012-2013,2012020042,2013-01-25,WSH,WSH vs. MTL,L,HOME,1,4,1,2,3,17,16,0,31,0.03225806451612903,10,10,8,18,22,4,0.8181818181818182,2,2,0
2012-2013,2012020056,2013-01-26,ANA,ANA vs. VAN,L,HOME,0,5,0,0,0,31,29,0,30,0.0,10,5,9,29,34,5,0.8529411764705882,2,3,0
2012-2013,2012020050,2013-01-26,BOS,BOS vs. NYI,W,HOME,4,2,4,8,12,23,35,0,27,0.14814814814814814,15,9,8,24,26,2,0.9230769230769231,2,0,0
2012-2013,2012020051,2013-01-26,BUF,BUF vs. CAR,L,HOME,1,3,1,2,3,17,27,1,41,0.024390243902439025,4,9,10,39,41,2,0.9512195121951219,1,1,0
2012-2013,2012020051,2013-01-26,CAR,CAR @ BUF,W,AWAY,3,1,3,4,7,27,14,2,42,0.07142857142857142,7,8,8,40,41,1,0.975609756097561,0,1,0
2012-2013,2012020057,2013-01-26,COL,COL @ SJS,L,AWAY,0,4,0,0,0,51,34,0,24,0.0,24,10,9,39,43,4,0.9069767441860465,1,3,0
2012-2013,2012020054,2013-01-26,DET,DET vs. MIN,W,HOME,5,3,5,10,15,21,21,2,27,0.18518518518518517,24,6,12,23,26,3,0.8846153846153846,2,1,0
2012-2013,2012020054,2013-01-26,MIN,MIN @ DET,L,AWAY,3,5,3,6,9,15,5,1,26,0.11538461538461539,5,2,6,22,27,5,0.8148148148148148,3,2,0
2012-2013,2012020052,2013-01-26,NJD,NJD vs. WSH,W,HOME,3,2,3,6,9,10,18,1,35,0.08571428571428572,9,6,7,26,28,2,0.9285714285714286,1,1,0
2012-2013,2012020050,2013-01-26,NYI,NYI @ BOS,L,AWAY,2,4,2,2,4,13,27,0,26,0.07692307692307693,19,8,8,23,27,4,0.8518518518518519,4,0,0
2012-2013,2012020053,2013-01-26,OTT,OTT @ TBL,L,AWAY,4,6,4,8,12,29,22,1,36,0.1111111111111111,14,8,3,25,30,5,0.8333333333333334,4,1,0
2012-2013,2012020055,2013-01-26,PIT,PIT @ WPG,L,AWAY,2,4,2,3,5,4,27,0,35,0.05714285714285714,10,1,8,28,31,3,0.9032258064516129,2,1,0
2012-2013,2012020057,2013-01-26,SJS,SJS vs. COL,W,HOME,4,0,4,8,12,21,22,3,43,0.09302325581395349,23,3,11,24,24,0,1.0,0,0,0
2012-2013,2012020053,2013-01-26,TBL,TBL vs. OTT,W,HOME,6,4,6,11,17,37,19,1,31,0.1935483870967742,19,3,4,32,36,4,0.8888888888888888,3,1,0
2012-2013,2012020056,2013-01-26,VAN,VAN @ ANA,W,AWAY,5,0,5,7,12,16,29,3,34,0.14705882352941177,10,1,10,30,30,0,1.0,0,0,0
2012-2013,2012020055,2013-01-26,WPG,WPG vs. PIT,W,HOME,4,2,4,6,10,2,34,1,32,0.125,17,10,6,33,35,2,0.9428571428571428,2,0,0
2012-2013,2012020052,2013-01-26,WSH,WSH @ NJD,L,AWAY,2,3,2,2,4,12,10,1,28,0.07142857142857142,16,1,3,32,35,3,0.9142857142857143,2,1,0
2012-2013,2012020064,2013-01-27,ANA,ANA vs. NSH,W,HOME,3,2,2,4,6,6,28,0,22,0.09090909090909091,12,2,14,19,21,2,0.9047619047619048,2,0,0
2012-2013,2012020065,2013-01-27,BUF,BUF @ WSH,L,AWAY,2,3,2,4,6,6,20,0,24,0.08333333333333333,9,6,7,27,30,3,0.9,2,1,0
2012-2013,2012020059,2013-01-27,CBJ,CBJ vs. CHI,L,HOME,2,3,2,4,6,15,22,0,26,0.07692307692307693,11,2,1,21,24,3,0.875,3,0,0
2012-2013,2012020063,2013-01-27,CGY,CGY vs. EDM,W,HOME,4,3,4,8,12,10,14,1,35,0.11428571428571428,7,8,9,17,20,3,0.85,1,2,0
2012-2013,2012020059,2013-01-27,CHI,CHI @ CBJ,W,AWAY,3,2,3,5,8,17,12,0,24,0.125,13,2,1,24,26,2,0.9230769230769231,2,0,0
2012-2013,2012020061,2013-01-27,DAL,DAL vs. STL,L,HOME,3,4,3,6,9,6,17,1,23,0.13043478260869565,10,9,16,28,32,4,0.875,4,0,0
2012-2013,2012020063,2013-01-27,EDM,EDM @ CGY,L,AWAY,3,4,3,6,9,14,19,2,20,0.15,10,4,12,31,35,4,0.8857142857142857,3,1,0
2012-2013,2012020060,2013-01-27,FLA,FLA vs. PHI,L,HOME,1,7,1,1,2,16,31,0,31,0.03225806451612903,14,6,4,19,26,7,0.7307692307692307,5,2,0
2012-2013,2012020062,2013-01-27,LAK,LAK @ PHX,W,AWAY,4,2,4,6,10,20,33,0,31,0.12903225806451613,12,4,2,31,33,2,0.9393939393939394,1,1,0
2012-2013,2012020067,2013-01-27,MTL,MTL vs. NJD,W,HOME,4,3,4,6,10,8,26,1,32,0.125,7,6,10,22,25,3,0.88,2,1,0
2012-2013,2012020067,2013-01-27,NJD,NJD @ MTL,L,AWAY,3,4,3,6,9,10,16,1,25,0.12,14,1,9,28,32,4,0.875,3,1,0
2012-2013,2012020064,2013-01-27,NSH,NSH @ ANA,L,AWAY,2,3,2,2,4,8,20,0,21,0.09523809523809523,17,3,5,20,22,2,0.9090909090909091,2,0,0
2012-2013,2012020058,2013-01-27,NYR,NYR vs. TOR,W,HOME,5,2,5,10,15,16,32,0,42,0.11904761904761904,13,5,6,15,17,2,0.8823529411764706,1,1,0
2012-2013,2012020066,2013-01-27,OTT,OTT vs. PIT,L,HOME,1,2,1,2,3,10,35,0,32,0.03125,14,12,9,33,34,1,0.9705882352941176,1,0,0
2012-2013,2012020060,2013-01-27,PHI,PHI @ FLA,W,AWAY,7,1,7,11,18,10,38,2,26,0.2692307692307692,10,2,1,30,31,1,0.967741935483871,1,0,0
2012-2013,2012020068,2013-01-27,PHI,PHI @ TBL,L,AWAY,1,5,1,1,2,27,26,0,25,0.04,8,7,5,21,26,5,0.8076923076923077,3,2,0
2012-2013,2012020062,2013-01-27,PHX,PHX vs. LAK,L,HOME,2,4,2,3,5,18,35,1,33,0.06060606060606061,15,6,7,27,31,4,0.8709677419354839,4,0,0
2012-2013,2012020066,2013-01-27,PIT,PIT @ OTT,W,AWAY,2,1,1,1,2,4,33,0,34,0.029411764705882353,24,9,9,31,32,1,0.96875,1,0,0
2012-2013,2012020061,2013-01-27,STL,STL @ DAL,W,AWAY,4,3,4,6,10,8,21,0,32,0.125,14,5,7,20,23,3,0.8695652173913043,2,1,0
2012-2013,2012020068,2013-01-27,TBL,TBL vs. PHI,W,HOME,5,1,5,10,15,19,27,2,26,0.19230769230769232,26,6,7,24,25,1,0.96,1,0,0
2012-2013,2012020058,2013-01-27,TOR,TOR @ NYR,L,AWAY,2,5,2,4,6,16,29,1,17,0.11764705882352941,15,2,5,37,41,4,0.9024390243902439,4,0,0
2012-2013,2012020065,2013-01-27,WSH,WSH vs. BUF,W,HOME,3,2,3,6,9,4,18,1,30,0.1,18,9,10,22,24,2,0.9166666666666666,2,0,0
2012-2013,2012020069,2013-01-28,CHI,CHI vs. DET,W,HOME,2,1,2,4,6,10,14,1,27,0.07407407407407407,20,13,10,29,30,1,0.9666666666666667,1,0,0
2012-2013,2012020069,2013-01-28,DET,DET @ CHI,L,AWAY,1,2,1,2,3,6,19,0,30,0.03333333333333333,14,5,3,25,27,2,0.9259259259259259,1,1,0
2012-2013,2012020071,2013-01-28,MIN,MIN @ STL,L,AWAY,4,5,4,8,12,10,19,2,16,0.25,14,3,1,29,34,5,0.8529411764705882,5,0,0
2012-2013,2012020070,2013-01-28,NYI,NYI @ WPG,L,AWAY,4,5,4,6,10,14,26,1,25,0.16,16,5,5,30,35,5,0.8571428571428571,4,1,0
2012-2013,2012020072,2013-01-28,SJS,SJS vs. VAN,W,HOME,4,1,4,6,10,51,16,2,27,0.14814814814814814,21,8,12,23,24,1,0.9583333333333334,1,0,0
2012-2013,2012020071,2013-01-28,STL,STL vs. MIN,W,HOME,5,4,5,10,15,8,20,0,34,0.14705882352941177,11,5,8,12,16,4,0.75,2,2,0
2012-2013,2012020072,2013-01-28,VAN,VAN @ SJS,L,AWAY,1,4,1,1,2,33,30,0,24,0.041666666666666664,13,7,8,23,27,4,0.8518518518518519,2,2,0
2012-2013,2012020070,2013-01-28,WPG,WPG vs. NYI,W,HOME,5,4,5,8,13,10,30,1,35,0.14285714285714285,19,6,5,21,25,4,0.84,3,1,0
2012-2013,2012020073,2013-01-29,BOS,BOS @ CAR,W,AWAY,5,3,5,8,13,15,25,2,38,0.13157894736842105,10,8,4,29,32,3,0.90625,3,0,0
2012-2013,2012020073,2013-01-29,CAR,CAR vs. BOS,L,HOME,3,5,3,4,7,15,20,0,32,0.09375,11,8,9,33,37,4,0.8918918918918919,2,1,0
2012-2013,2012020074,2013-01-29,CBJ,CBJ vs. DAL,W,HOME,2,1,2,4,6,10,22,0,27,0.07407407407407407,10,2,4,24,25,1,0.96,0,1,0
2012-2013,2012020076,2013-01-29,COL,COL @ EDM,L,AWAY,1,4,1,2,3,12,26,0,38,0.02631578947368421,14,8,7,23,26,3,0.8846153846153846,0,3,0
2012-2013,2012020074,2013-01-29,DAL,DAL @ CBJ,L,AWAY,1,2,1,2,3,16,18,1,25,0.04,14,3,2,25,27,2,0.9259259259259259,2,0,0
2012-2013,2012020076,2013-01-29,EDM,EDM vs. COL,W,HOME,4,1,4,7,11,6,25,4,27,0.14814814814814814,13,10,20,37,38,1,0.9736842105263158,1,0,0
