SEASON_YEAR,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,HOME_AWAY,PTS,PTS_AGAINST,GOALS,ASSISTS,POINTS,PIM,HITS,POWER_PLAY_GOALS,SHOTS,SHOOTING_PCT,BLOCKED_SHOTS,TAKEAWAYS,GIVEAWAYS,SAVES,SHOTS_AGAINST,GOALS_AGAINST,SAVE_PCT,EVEN_STRENGTH_GOALS_AGAINST,POWER_PLAY_GOALS_AGAINST,SHORT_HANDED_GOALS_AGAINST
2025-2026,2025020756,2026-01-17,NYI,NYI @ CGY,L,AWAY,2,4,2,4,6,6,25,0,30,0.0666666666666666,16,4,9,15,19,4,0.7894736842105263,4,0,0
2025-2026,2025020755,2026-01-17,NYR,NYR @ PHI,W,AWAY,6,3,6,10,16,4,26,1,28,0.2142857142857142,21,3,17,25,28,3,0.8928571428571429,2,0,0
2025-2026,2025020755,2026-01-17,PHI,PHI vs. NYR,L,HOME,3,6,3,5,8,6,27,0,28,0.1071428571428571,13,3,14,22,28,6,0.7857142857142857,5,1,0
2025-2026,2025020757,2026-01-17,SEA,SEA @ UTA,L,AWAY,3,6,3,6,9,4,13,0,21,0.1428571428571428,18,5,13,25,30,5,0.8333333333333334,4,0,0
2025-2026,2025020749,2026-01-17,SJS,SJS @ DET,L,AWAY,2,4,2,4,6,4,16,0,22,0.0909090909090909,16,2,21,21,24,3,0.875,2,1,0
2025-2026,2025020751,2026-01-17,STL,STL vs. TBL,W,HOME,3,2,2,3,5,6,24,0,21,0.0952380952380952,10,8,11,34,36,2,0.9444444444444444,0,2,0
2025-2026,2025020751,2026-01-17,TBL,TBL @ STL,L,AWAY,2,3,2,4,6,4,12,2,36,0.0555555555555555,10,3,17,19,21,2,0.9047619047619048,2,0,0
2025-2026,2025020757,2026-01-17,UTA,UTA vs. SEA,W,HOME,6,3,6,10,16,6,25,0,31,0.1935483870967742,15,4,17,18,21,3,0.8571428571428571,3,0,0
2025-2026,2025020739,2026-01-16,BOS,BOS vs. SEA,W,HOME,4,2,4,5,9,13,25,1,24,0.1666666666666666,16,9,16,26,28,2,0.9285714285714286,0,2,0
2025-2026,2025020740,2026-01-16,BUF,BUF vs. MTL,W,HOME,5,3,5,8,13,10,21,2,27,0.1851851851851851,6,6,14,20,23,3,0.8695652173913043,1,2,0
2025-2026,2025020743,2026-01-16,CBJ,CBJ vs. VAN,W,HOME,4,1,4,5,9,4,19,2,36,0.1111111111111111,15,6,9,30,31,1,0.967741935483871,0,1,0
2025-2026,2025020745,2026-01-16,CGY,CGY @ CHI,W,AWAY,3,1,3,3,6,17,29,1,23,0.1304347826086956,12,4,18,22,23,1,0.9565217391304348,1,0,0
2025-2026,2025020745,2026-01-16,CHI,CHI vs. CGY,L,HOME,1,3,1,2,3,17,11,0,23,0.0434782608695652,19,7,17,20,22,2,0.9090909090909092,0,1,0
2025-2026,2025020746,2026-01-16,DAL,DAL @ UTA,L,AWAY,1,2,1,2,3,6,15,1,27,0.037037037037037,18,6,16,25,27,2,0.925925925925926,2,0,0
2025-2026,2025020747,2026-01-16,EDM,EDM vs. NYI,L,HOME,0,1,0,0,0,2,16,0,35,0.0,8,3,16,17,18,1,0.9444444444444444,0,1,0
2025-2026,2025020744,2026-01-16,MIN,MIN vs. WPG,L,HOME,2,6,2,4,6,8,11,0,34,0.0588235294117647,7,5,13,23,29,6,0.7931034482758621,4,2,0
2025-2026,2025020740,2026-01-16,MTL,MTL @ BUF,L,AWAY,3,5,3,5,8,12,26,2,23,0.1304347826086956,18,4,13,22,26,4,0.8461538461538461,2,2,0
2025-2026,2025020747,2026-01-16,NYI,NYI @ EDM,W,AWAY,1,0,1,2,3,4,15,1,18,0.0555555555555555,16,6,15,35,35,0,1.0,0,0,0
2025-2026,2025020741,2026-01-16,PHI,PHI @ PIT,L,AWAY,3,6,3,6,9,13,22,0,34,0.088235294117647,11,3,11,24,30,6,0.8,3,3,0
2025-2026,2025020741,2026-01-16,PIT,PIT vs. PHI,W,HOME,6,3,6,10,16,13,20,3,30,0.2,14,7,14,31,34,3,0.9117647058823528,3,0,0
2025-2026,2025020739,2026-01-16,SEA,SEA @ BOS,L,AWAY,2,4,2,4,6,9,22,2,26,0.0769230769230769,14,5,13,20,23,3,0.8695652173913043,2,0,0
2025-2026,2025020742,2026-01-16,SJS,SJS @ WSH,W,AWAY,3,2,3,5,8,4,16,0,26,0.1153846153846153,10,4,20,21,23,2,0.9130434782608696,1,1,0
2025-2026,2025020748,2026-01-16,TOR,TOR @ VGK,L,AWAY,5,6,5,10,15,6,17,1,28,0.1785714285714285,14,5,18,27,33,6,0.8181818181818182,4,2,0
2025-2026,2025020746,2026-01-16,UTA,UTA vs. DAL,W,HOME,2,1,2,3,5,4,18,0,27,0.074074074074074,15,5,20,26,27,1,0.9629629629629628,0,1,0
2025-2026,2025020743,2026-01-16,VAN,VAN @ CBJ,L,AWAY,1,4,1,2,3,4,11,1,31,0.032258064516129,18,6,17,32,36,4,0.8888888888888888,2,2,0
2025-2026,2025020748,2026-01-16,VGK,VGK vs. TOR,W,HOME,6,5,6,11,17,2,18,2,33,0.1818181818181818,15,4,13,23,28,5,0.8214285714285714,4,1,0
2025-2026,2025020744,2026-01-16,WPG,WPG @ MIN,W,AWAY,6,2,6,10,16,6,19,2,29,0.2068965517241379,12,2,7,32,34,2,0.9411764705882352,2,0,0
2025-2026,2025020742,2026-01-16,WSH,WSH vs. SJS,L,HOME,2,3,2,4,6,6,18,1,23,0.0869565217391304,14,3,12,23,26,3,0.8846153846153846,3,0,0
2025-2026,2025020736,2026-01-15,BUF,BUF vs. PHI,W,HOME,5,2,5,9,14,8,27,2,14,0.3571428571428571,9,5,17,20,22,2,0.9090909090909092,1,1,0
2025-2026,2025020738,2026-01-15,LAK,LAK vs. VGK,L,HOME,2,3,2,4,6,4,24,0,24,0.0833333333333333,13,5,20,24,27,3,0.8888888888888888,2,1,0
2025-2026,2025020735,2026-01-15,NJD,NJD vs. SEA,W,HOME,3,2,3,5,8,4,14,1,26,0.1153846153846153,12,9,14,15,17,2,0.8823529411764706,1,1,0
2025-2026,2025020737,2026-01-15,NYR,NYR vs. OTT,L,HOME,4,8,4,8,12,6,38,1,22,0.1818181818181818,20,6,24,22,29,7,0.7586206896551724,6,1,0
2025-2026,2025020737,2026-01-15,OTT,OTT @ NYR,W,AWAY,8,4,8,14,22,2,13,1,30,0.2666666666666666,16,3,11,18,22,4,0.8181818181818182,3,1,0
2025-2026,2025020736,2026-01-15,PHI,PHI @ BUF,L,AWAY,2,5,2,3,5,12,26,1,22,0.0909090909090909,8,2,5,9,13,4,0.6923076923076923,2,2,0
2025-2026,2025020735,2026-01-15,SEA,SEA @ NJD,L,AWAY,2,3,2,4,6,4,20,1,17,0.1176470588235294,17,3,17,23,26,3,0.8846153846153846,2,1,0
2025-2026,2025020738,2026-01-15,VGK,VGK @ LAK,W,AWAY,3,2,3,5,8,2,20,1,27,0.1111111111111111,20,3,15,22,24,2,0.9166666666666666,2,0,0
2025-2026,2025020734,2026-01-14,ANA,ANA vs. DAL,W,HOME,3,1,3,3,6,4,29,0,25,0.12,17,8,16,24,25,1,0.96,1,0,0
2025-2026,2025020729,2026-01-14,BOS,BOS vs. DET,W,HOME,3,0,3,6,9,4,18,0,41,0.073170731707317,10,3,18,24,24,0,1.0,0,0,0
2025-2026,2025020730,2026-01-14,CAR,CAR @ STL,L,AWAY,0,3,0,0,0,6,14,0,33,0.0,8,8,14,28,31,3,0.9032258064516128,1,1,0
2025-2026,2025020728,2026-01-14,CBJ,CBJ vs. CGY,W,HOME,5,3,5,8,13,9,21,1,43,0.1162790697674418,14,3,14,29,32,3,0.90625,0,3,0
2025-2026,2025020728,2026-01-14,CGY,CGY @ CBJ,L,AWAY,3,5,3,6,9,13,12,3,32,0.09375,9,5,16,38,42,4,0.9047619047619048,3,1,0
2025-2026,2025020734,2026-01-14,DAL,DAL @ ANA,L,AWAY,1,3,1,2,3,4,24,0,25,0.04,21,1,20,22,24,2,0.9166666666666666,2,0,0
2025-2026,2025020729,2026-01-14,DET,DET @ BOS,L,AWAY,0,3,0,0,0,4,14,0,24,0.0,16,5,17,38,40,2,0.95,2,0,0
2025-2026,2025020731,2026-01-14,EDM,EDM @ NSH,L,AWAY,3,4,3,6,9,11,18,2,31,0.0967741935483871,19,4,18,23,27,4,0.8518518518518519,4,0,0
2025-2026,2025020727,2026-01-14,MTL,MTL @ WSH,L,AWAY,2,3,2,2,4,25,21,0,25,0.08,20,2,10,39,42,3,0.9285714285714286,3,0,0
2025-2026,2025020731,2026-01-14,NSH,NSH vs. EDM,W,HOME,4,3,4,6,10,13,22,0,27,0.1481481481481481,11,7,20,28,31,3,0.9032258064516128,1,2,0
2025-2026,2025020732,2026-01-14,NYI,NYI @ WPG,L,AWAY,4,5,4,5,9,4,13,0,27,0.1481481481481481,12,6,20,17,22,5,0.7727272727272727,4,1,0
2025-2026,2025020725,2026-01-14,OTT,OTT vs. VAN,W,HOME,2,1,2,4,6,2,25,0,40,0.05,16,5,11,19,20,1,0.95,1,0,0
2025-2026,2025020726,2026-01-14,PIT,PIT vs. TBL,L,HOME,1,2,1,1,2,14,13,0,27,0.037037037037037,15,9,15,30,31,1,0.967741935483871,1,0,0
2025-2026,2025020730,2026-01-14,STL,STL vs. CAR,W,HOME,3,0,3,6,9,6,26,1,31,0.0967741935483871,19,5,19,33,33,0,1.0,0,0,0
2025-2026,2025020726,2026-01-14,TBL,TBL @ PIT,W,AWAY,2,1,1,2,3,33,15,0,31,0.032258064516129,8,4,18,26,27,1,0.9629629629629628,1,0,0
2025-2026,2025020733,2026-01-14,TOR,TOR @ UTA,L,AWAY,1,6,1,1,2,6,21,0,20,0.05,21,5,16,35,41,6,0.8536585365853658,6,0,0
2025-2026,2025020733,2026-01-14,UTA,UTA vs. TOR,W,HOME,6,1,6,11,17,8,21,0,41,0.1463414634146341,15,5,14,19,20,1,0.95,1,0,0
2025-2026,2025020725,2026-01-14,VAN,VAN @ OTT,L,AWAY,1,2,1,1,2,4,21,0,20,0.05,18,5,14,38,40,2,0.95,2,0,0
2025-2026,2025020732,2026-01-14,WPG,WPG vs. NYI,W,HOME,5,4,5,10,15,2,18,1,22,0.2272727272727272,9,5,16,23,27,4,0.8518518518518519,4,0,0
2025-2026,2025020727,2026-01-14,WSH,WSH vs. MTL,W,HOME,3,2,3,6,9,23,18,0,42,0.0714285714285714,15,5,16,23,25,2,0.92,1,0,0
2025-2026,2025020716,2026-01-13,BUF,BUF vs. FLA,L,HOME,3,4,3,5,8,7,22,0,23,0.1304347826086956,19,4,21,28,31,3,0.9032258064516128,2,1,0
2025-2026,2025020717,2026-01-13,CAR,CAR @ DET,L,AWAY,3,4,3,4,7,28,23,2,34,0.088235294117647,11,5,12,14,18,4,0.7777777777777778,3,1,0
2025-2026,2025020722,2026-01-13,CHI,CHI vs. EDM,L,HOME,1,4,1,1,2,2,20,0,30,0.0333333333333333,9,6,16,33,36,3,0.9166666666666666,3,0,0
2025-2026,2025020723,2026-01-13,COL,COL vs. TOR,L,HOME,3,4,3,5,8,6,14,1,34,0.088235294117647,12,3,21,28,31,4,0.9032258064516128,4,0,0
2025-2026,2025020724,2026-01-13,DAL,DAL @ LAK,W,AWAY,3,1,3,6,9,6,17,0,18,0.1666666666666666,13,7,15,24,25,1,0.96,0,1,0
2025-2026,2025020717,2026-01-13,DET,DET vs. CAR,W,HOME,4,3,4,7,11,10,19,1,18,0.2222222222222222,25,6,20,31,34,3,0.9117647058823528,0,2,0
2025-2026,2025020722,2026-01-13,EDM,EDM @ CHI,W,AWAY,4,1,4,5,9,4,13,0,37,0.1081081081081081,16,2,15,29,30,1,0.9666666666666668,1,0,0
2025-2026,2025020716,2026-01-13,FLA,FLA @ BUF,W,AWAY,4,3,4,8,12,9,18,1,32,0.125,14,6,11,20,23,3,0.8695652173913043,3,0,0
2025-2026,2025020724,2026-01-13,LAK,LAK vs. DAL,L,HOME,1,3,1,2,3,2,24,1,25,0.04,12,3,9,15,17,2,0.8823529411764706,2,0,0
2025-2026,2025020721,2026-01-13,MIN,MIN vs. NJD,L,HOME,2,5,2,4,6,4,16,1,23,0.0869565217391304,14,4,14,24,29,5,0.8275862068965517,5,0,0
2025-2026,2025020720,2026-01-13,MTL,MTL vs. VAN,W,HOME,6,3,6,11,17,4,26,1,41,0.1463414634146341,26,4,18,20,23,3,0.8695652173913043,3,0,0
2025-2026,2025020721,2026-01-13,NJD,NJD @ MIN,W,AWAY,5,2,5,8,13,4,18,0,29,0.1724137931034483,19,3,12,21,23,2,0.9130434782608696,1,1,0
2025-2026,2025020718,2026-01-13,NYR,NYR vs. SEA,L,HOME,2,4,2,2,4,4,31,0,22,0.0909090909090909,3,6,14,25,28,3,0.8928571428571429,3,0,0
2025-2026,2025020719,2026-01-13,PHI,PHI vs. TBL,L,HOME,1,5,1,0,1,46,32,0,21,0.0476190476190476,17,1,19,21,25,4,0.84,2,2,0
2025-2026,2025020718,2026-01-13,SEA,SEA @ NYR,W,AWAY,4,2,4,5,9,4,20,0,29,0.1379310344827586,19,8,17,20,22,2,0.9090909090909092,2,0,0
2025-2026,2025020719,2026-01-13,TBL,TBL @ PHI,W,AWAY,5,1,5,10,15,32,10,2,26,0.1923076923076923,11,6,9,20,21,1,0.9523809523809524,1,0,0
2025-2026,2025020723,2026-01-13,TOR,TOR @ COL,W,AWAY,4,3,4,4,8,8,13,0,31,0.1290322580645161,22,8,15,31,34,3,0.9117647058823528,2,1,0
2025-2026,2025020720,2026-01-13,VAN,VAN @ MTL,L,AWAY,3,6,3,5,8,2,12,0,23,0.1304347826086956,9,4,18,35,41,6,0.8536585365853658,5,1,0
2025-2026,2025020714,2026-01-12,CBJ,CBJ @ UTA,W,AWAY,3,2,3,6,9,4,18,2,36,0.0833333333333333,23,2,16,25,27,2,0.925925925925926,2,0,0
2025-2026,2025020713,2026-01-12,NSH,NSH vs. WSH,W,HOME,3,2,3,6,9,10,16,2,21,0.1428571428571428,11,2,16,30,32,2,0.9375,0,2,0
2025-2026,2025020715,2026-01-12,SJS,SJS vs. VGK,L,HOME,2,7,2,3,5,8,21,0,20,0.1,15,5,11,25,31,6,0.8064516129032258,4,2,0
2025-2026,2025020714,2026-01-12,UTA,UTA vs. CBJ,L,HOME,2,3,2,4,6,6,15,0,27,0.074074074074074,21,5,11,33,36,3,0.9166666666666666,1,2,0
2025-2026,2025020715,2026-01-12,VGK,VGK @ SJS,W,AWAY,7,2,7,12,19,10,19,2,32,0.21875,11,4,23,18,20,2,0.9,2,0,0
2025-2026,2025020713,2026-01-12,WSH,WSH @ NSH,L,AWAY,2,3,2,4,6,12,21,2,32,0.0625,5,5,13,18,21,3,0.8571428571428571,1,2,0
2025-2026,2025020701,2026-01-11,ANA,ANA @ BUF,L,AWAY,3,5,3,5,8,13,29,0,36,0.0833333333333333,7,4,19,27,31,4,0.8709677419354839,4,0,0
2025-2026,2025020712,2026-01-11,BOS,BOS vs. PIT,W,HOME,1,0,1,2,3,4,15,0,18,0.0555555555555555,18,6,16,27,27,0,1.0,0,0,0
2025-2026,2025020701,2026-01-11,BUF,BUF vs. ANA,W,HOME,5,3,5,9,14,13,10,0,32,0.15625,22,4,19,33,36,3,0.9166666666666666,3,0,0
2025-2026,2025020706,2026-01-11,CAR,CAR vs. SEA,W,HOME,3,2,3,5,8,2,16,0,36,0.0833333333333333,13,7,13,10,12,2,0.8333333333333334,2,0,0
2025-2026,2025020707,2026-01-11,CHI,CHI @ NSH,W,AWAY,3,0,3,5,8,8,18,1,21,0.1428571428571428,8,2,14,36,36,0,1.0,0,0,0
2025-2026,2025020703,2026-01-11,DET,DET @ MTL,W,AWAY,4,0,4,8,12,2,14,1,24,0.1666666666666666,16,1,7,27,27,0,1.0,0,0,0
2025-2026,2025020709,2026-01-11,EDM,EDM vs. LAK,L,HOME,3,4,3,4,7,4,20,1,26,0.1153846153846153,20,6,15,27,30,3,0.9,2,1,0
2025-2026,2025020704,2026-01-11,FLA,FLA @ OTT,W,AWAY,3,2,3,5,8,12,24,2,21,0.1428571428571428,6,6,12,17,19,2,0.8947368421052632,2,0,0
2025-2026,2025020709,2026-01-11,LAK,LAK @ EDM,W,AWAY,4,3,3,6,9,8,20,1,30,0.1,12,4,19,23,26,3,0.8846153846153846,2,1,0
2025-2026,2025020708,2026-01-11,MIN,MIN vs. NYI,L,HOME,3,4,3,6,9,6,18,1,36,0.0833333333333333,14,5,16,24,27,4,0.8888888888888888,3,0,0
2025-2026,2025020703,2026-01-11,MTL,MTL vs. DET,L,HOME,0,4,0,0,0,8,27,0,27,0.0,17,9,12,20,23,3,0.8695652173913043,2,1,0
2025-2026,2025020711,2026-01-11,NJD,NJD @ WPG,L,AWAY,3,4,3,6,9,4,17,0,27,0.1111111111111111,11,4,15,18,22,4,0.8181818181818182,4,0,0
2025-2026,2025020707,2026-01-11,NSH,NSH vs. CHI,L,HOME,0,3,0,0,0,8,20,0,36,0.0,8,7,12,18,20,2,0.9,1,1,0
2025-2026,2025020708,2026-01-11,NYI,NYI @ MIN,W,AWAY,4,3,4,4,8,8,15,0,27,0.1481481481481481,9,2,7,33,36,3,0.9166666666666666,2,1,0
2025-2026,2025020704,2026-01-11,OTT,OTT vs. FLA,L,HOME,2,3,2,4,6,10,20,0,19,0.1052631578947368,14,5,13,18,21,3,0.8571428571428571,1,2,0
2025-2026,2025020705,2026-01-11,PHI,PHI vs. TBL,L,HOME,2,7,2,3,5,9,32,1,20,0.1,14,5,14,16,23,7,0.6956521739130435,7,0,0
2025-2026,2025020712,2026-01-11,PIT,PIT @ BOS,L,AWAY,0,1,0,0,0,12,18,0,27,0.0,17,3,16,17,18,1,0.9444444444444444,1,0,0
2025-2026,2025020706,2026-01-11,SEA,SEA @ CAR,L,AWAY,2,3,2,1,3,2,25,0,12,0.1666666666666666,12,7,18,33,36,3,0.9166666666666666,3,0,0
2025-2026,2025020710,2026-01-11,STL,STL @ VGK,L,AWAY,2,4,2,4,6,7,30,1,19,0.1052631578947368,17,3,12,21,24,3,0.875,3,0,0
2025-2026,2025020705,2026-01-11,TBL,TBL @ PHI,W,AWAY,7,2,7,12,19,9,18,0,23,0.3043478260869565,6,5,14,18,20,2,0.9,1,1,0
2025-2026,2025020702,2026-01-11,TOR,TOR vs. VAN,W,HOME,5,0,5,6,11,15,15,2,24,0.2083333333333333,20,4,16,29,29,0,1.0,0,0,0
2025-2026,2025020702,2026-01-11,VAN,VAN @ TOR,L,AWAY,0,5,0,0,0,15,19,0,29,0.0,10,7,17,19,24,5,0.7916666666666666,3,2,0
2025-2026,2025020710,2026-01-11,VGK,VGK vs. STL,W,HOME,4,2,4,3,7,7,21,0,25,0.16,9,7,18,17,19,2,0.8947368421052632,1,1,0
2025-2026,2025020711,2026-01-11,WPG,WPG vs. NJD,W,HOME,4,3,4,7,11,2,15,0,22,0.1818181818181818,13,5,21,24,27,3,0.8888888888888888,3,0,0
2025-2026,2025020697,2026-01-10,BOS,BOS vs. NYR,W,HOME,10,2,10,18,28,26,29,1,34,0.2941176470588235,14,4,11,27,29,2,0.9310344827586208,1,1,0
2025-2026,2025020699,2026-01-10,CBJ,CBJ @ COL,L,AWAY,0,4,0,0,0,4,18,0,29,0.0,22,2,14,27,31,4,0.8709677419354839,4,0,0
2025-2026,2025020698,2026-01-10,CGY,CGY @ PIT,W,AWAY,2,1,2,2,4,8,17,0,25,0.08,18,3,14,27,28,1,0.9642857142857144,1,0,0
2025-2026,2025020694,2026-01-10,CHI,CHI vs. WSH,L,HOME,1,5,1,2,3,6,23,1,24,0.0416666666666666,6,5,19,19,24,5,0.7916666666666666,5,0,0
2025-2026,2025020699,2026-01-10,COL,COL vs. CBJ,W,HOME,4,0,4,8,12,4,6,0,31,0.1290322580645161,17,3,10,29,29,0,1.0,0,0,0
2025-2026,2025020700,2026-01-10,DAL,DAL @ SJS,L,AWAY,4,5,4,6,10,12,12,0,20,0.2,14,5,15,26,31,5,0.8387096774193549,1,4,0
2025-2026,2025020695,2026-01-10,LAK,LAK @ WPG,L,AWAY,1,5,1,2,3,4,22,0,24,0.0416666666666666,12,7,8,15,20,5,0.75,4,1,0
2025-2026,2025020697,2026-01-10,NYR,NYR @ BOS,L,AWAY,2,10,2,4,6,18,27,1,29,0.0689655172413793,9,5,20,24,34,10,0.7058823529411765,9,1,0
2025-2026,2025020698,2026-01-10,PIT,PIT vs. CGY,L,HOME,1,2,1,2,3,10,15,0,28,0.0357142857142857,17,1,15,23,25,2,0.92,2,0,0
2025-2026,2025020700,2026-01-10,SJS,SJS vs. DAL,W,HOME,5,4,5,10,15,4,21,4,31,0.1612903225806451,11,4,18,16,20,4,0.8,4,0,0
2025-2026,2025020696,2026-01-10,STL,STL @ UTA,L,AWAY,2,4,2,3,5,20,28,0,28,0.0714285714285714,19,2,14,19,23,4,0.8260869565217391,3,1,0
2025-2026,2025020696,2026-01-10,UTA,UTA vs. STL,W,HOME,4,2,4,8,12,22,14,1,23,0.1739130434782608,15,6,10,26,28,2,0.9285714285714286,2,0,0
2025-2026,2025020695,2026-01-10,WPG,WPG vs. LAK,W,HOME,5,1,5,10,15,4,23,1,20,0.25,22,2,16,23,24,1,0.9583333333333334,1,0,0
2025-2026,2025020694,2026-01-10,WSH,WSH @ CHI,W,AWAY,5,1,5,8,13,8,13,0,24,0.2083333333333333,9,5,16,23,24,1,0.9583333333333334,0,1,0
2025-2026,2025020688,2026-01-09,ANA,ANA @ CAR,L,AWAY,2,5,2,4,6,14,25,0,13,0.1538461538461538,20,4,17,30,34,4,0.8823529411764706,4,0,0
2025-2026,2025020682,2026-01-09,BOS,BOS vs. CGY,W,HOME,4,1,4,8,12,6,23,0,30,0.1333333333333333,17,3,19,28,29,1,0.9655172413793104,1,0,0
2025-2026,2025020685,2026-01-09,BUF,BUF @ NYR,W,AWAY,5,2,5,7,12,6,16,1,21,0.238095238095238,20,9,17,30,32,2,0.9375,2,0,0
2025-2026,2025020688,2026-01-09,CAR,CAR vs. ANA,W,HOME,5,2,5,9,14,6,16,0,35,0.1428571428571428,8,6,21,11,13,2,0.8461538461538461,2,0,0
2025-2026,2025020692,2026-01-09,CBJ,CBJ @ VGK,L,AWAY,3,5,3,6,9,4,28,0,25,0.12,12,4,18,21,26,5,0.8076923076923077,4,1,0
2025-2026,2025020682,2026-01-09,CGY,CGY @ BOS,L,AWAY,1,4,1,2,3,6,27,0,29,0.0344827586206896,19,8,15,26,30,4,0.8666666666666667,4,0,0
2025-2026,2025020691,2026-01-09,COL,COL vs. OTT,W,HOME,8,2,8,16,24,16,12,2,34,0.2352941176470588,21,4,9,29,31,2,0.935483870967742,1,0,0
2025-2026,2025020684,2026-01-09,DET,DET vs. VAN,W,HOME,5,1,5,7,12,4,13,1,25,0.2,27,5,17,23,24,1,0.9583333333333334,0,1,0
2025-2026,2025020690,2026-01-09,EDM,EDM @ WPG,W,AWAY,4,3,4,7,11,9,9,1,30,0.1333333333333333,8,2,16,13,16,3,0.8125,3,0,0
2025-2026,2025020683,2026-01-09,FLA,FLA @ MTL,L,AWAY,2,6,2,2,4,24,18,0,27,0.074074074074074,11,4,18,14,19,5,0.7368421052631579,5,0,0
2025-2026,2025020693,2026-01-09,MIN,MIN @ SEA,W,AWAY,3,2,3,5,8,6,16,0,34,0.088235294117647,9,6,14,26,28,2,0.9285714285714286,1,1,0
2025-2026,2025020683,2026-01-09,MTL,MTL vs. FLA,W,HOME,6,2,6,10,16,22,18,0,19,0.3157894736842105,20,7,9,25,27,2,0.925925925925926,2,0,0
2025-2026,2025020687,2026-01-09,NJD,NJD @ PIT,L,AWAY,1,4,1,2,3,6,25,1,29,0.0344827586206896,19,6,18,25,29,4,0.8620689655172413,3,1,0
2025-2026,2025020689,2026-01-09,NSH,NSH vs. NYI,W,HOME,2,1,1,1,2,10,19,0,27,0.037037037037037,16,8,15,30,31,1,0.967741935483871,1,0,0
2025-2026,2025020689,2026-01-09,NYI,NYI @ NSH,L,AWAY,1,2,1,2,3,8,20,0,31,0.032258064516129,23,4,22,26,27,1,0.9629629629629628,0,0,0
2025-2026,2025020685,2026-01-09,NYR,NYR vs. BUF,L,HOME,2,5,2,3,5,4,32,0,32,0.0625,12,5,13,16,20,4,0.8,2,1,0
2025-2026,2025020691,2026-01-09,OTT,OTT @ COL,L,AWAY,2,8,2,3,5,42,38,0,31,0.064516129032258,14,5,7,26,34,8,0.7647058823529411,6,2,0
2025-2026,2025020686,2026-01-09,PHI,PHI vs. TOR,L,HOME,1,2,1,2,3,4,25,0,23,0.0434782608695652,11,5,8,21,23,2,0.9130434782608696,1,0,0
2025-2026,2025020687,2026-01-09,PIT,PIT vs. NJD,W,HOME,4,1,4,8,12,4,10,1,29,0.1379310344827586,16,5,22,28,29,1,0.9655172413793104,0,1,0
2025-2026,2025020693,2026-01-09,SEA,SEA vs. MIN,L,HOME,2,3,2,3,5,2,13,1,28,0.0714285714285714,19,5,12,31,34,3,0.9117647058823528,3,0,0
2025-2026,2025020686,2026-01-09,TOR,TOR @ PHI,W,AWAY,2,1,2,1,3,6,20,0,23,0.0869565217391304,13,6,16,22,23,1,0.9565217391304348,1,0,0
2025-2026,2025020684,2026-01-09,VAN,VAN @ DET,L,AWAY,1,5,1,2,3,6,24,1,24,0.0416666666666666,14,3,17,20,24,4,0.8333333333333334,3,1,0
