SEASON_YEAR,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,HOME_AWAY,PTS,PTS_AGAINST,GOALS,ASSISTS,POINTS,PIM,HITS,POWER_PLAY_GOALS,SHOTS,SHOOTING_PCT,BLOCKED_SHOTS,TAKEAWAYS,GIVEAWAYS,SAVES,SHOTS_AGAINST,GOALS_AGAINST,SAVE_PCT,EVEN_STRENGTH_GOALS_AGAINST,POWER_PLAY_GOALS_AGAINST,SHORT_HANDED_GOALS_AGAINST
2010-2011,2010020003,2010-10-07,CAR,CAR @ MIN,W,AWAY,4,3,4,8,12,10,14,2,31,0.12903225806451613,19,3,10,26,29,3,0.896551724137931,1,2,0
2010-2011,2010020003,2010-10-07,MIN,MIN vs. CAR,L,HOME,3,4,3,5,8,10,19,2,29,0.10344827586206896,19,8,11,27,31,4,0.8709677419354839,2,2,0
2010-2011,2010020001,2010-10-07,MTL,MTL @ TOR,L,AWAY,2,3,2,2,4,10,34,0,28,0.07142857142857142,21,7,7,21,24,3,0.875,3,0,0
2010-2011,2010020002,2010-10-07,PHI,PHI @ PIT,W,AWAY,3,2,3,4,7,12,34,1,27,0.1111111111111111,16,1,8,29,31,2,0.9354838709677419,1,1,0
2010-2011,2010020002,2010-10-07,PIT,PIT vs. PHI,L,HOME,2,3,2,4,6,10,32,1,31,0.06451612903225806,14,9,11,24,27,3,0.8888888888888888,1,1,0
2010-2011,2010020001,2010-10-07,TOR,TOR vs. MTL,W,HOME,3,2,3,5,8,4,27,0,24,0.125,22,6,12,26,28,2,0.9285714285714286,2,0,0
2010-2011,2010020009,2010-10-08,ANA,ANA @ DET,L,AWAY,0,4,0,0,0,44,26,0,21,0.0,20,13,5,39,43,4,0.9069767441860465,4,0,0
2010-2011,2010020011,2010-10-08,ATL,ATL vs. WSH,W,HOME,4,2,4,3,7,10,20,0,31,0.12903225806451613,23,18,13,29,31,2,0.9354838709677419,2,0,0
2010-2011,2010020010,2010-10-08,BUF,BUF @ OTT,W,AWAY,2,1,2,4,6,12,22,1,36,0.05555555555555555,20,5,7,25,26,1,0.9615384615384616,1,0,0
2010-2011,2010020008,2010-10-08,CAR,CAR vs. MIN,W,HOME,2,1,1,2,3,19,24,0,37,0.02702702702702703,12,4,6,41,42,1,0.9761904761904762,0,1,0
2010-2011,2010020006,2010-10-08,CBJ,CBJ vs. SJS,L,HOME,2,3,2,4,6,26,25,1,32,0.0625,14,4,3,25,28,3,0.8928571428571429,1,2,0
2010-2011,2010020005,2010-10-08,CGY,CGY @ EDM,L,AWAY,0,4,0,0,0,32,22,0,37,0.0,17,6,11,29,33,4,0.8787878787878788,1,2,0
2010-2011,2010020004,2010-10-08,CHI,CHI @ COL,L,AWAY,3,4,3,6,9,6,19,2,38,0.07894736842105263,10,16,3,37,41,4,0.9024390243902439,3,1,0
2010-2011,2010020004,2010-10-08,COL,COL vs. CHI,W,HOME,4,3,4,6,10,14,18,1,41,0.0975609756097561,16,12,11,35,38,3,0.9210526315789473,1,2,0
2010-2011,2010020007,2010-10-08,DAL,DAL @ NJD,W,AWAY,4,3,4,5,9,6,23,0,28,0.14285714285714285,8,3,4,27,30,3,0.9,2,1,0
2010-2011,2010020009,2010-10-08,DET,DET vs. ANA,W,HOME,4,0,4,7,11,26,21,0,43,0.09302325581395349,8,10,7,21,21,0,1.0,0,0,0
2010-2011,2010020005,2010-10-08,EDM,EDM vs. CGY,W,HOME,4,0,4,6,10,28,27,2,33,0.12121212121212122,20,11,14,37,37,0,1.0,0,0,0
2010-2011,2010020008,2010-10-08,MIN,MIN @ CAR,L,AWAY,1,2,1,2,3,19,27,1,42,0.023809523809523808,15,8,11,36,37,1,0.972972972972973,1,0,0
2010-2011,2010020007,2010-10-08,NJD,NJD vs. DAL,L,HOME,3,4,3,6,9,6,16,1,30,0.1,8,1,4,24,28,4,0.8571428571428571,4,0,0
2010-2011,2010020010,2010-10-08,OTT,OTT vs. BUF,L,HOME,1,2,1,2,3,10,26,0,26,0.038461538461538464,7,16,18,34,36,2,0.9444444444444444,1,1,0
2010-2011,2010020006,2010-10-08,SJS,SJS @ CBJ,W,AWAY,3,2,3,5,8,28,14,2,28,0.10714285714285714,21,4,6,30,32,2,0.9375,1,1,0
2010-2011,2010020011,2010-10-08,WSH,WSH @ ATL,L,AWAY,2,4,2,4,6,10,25,0,31,0.06451612903225806,12,12,3,27,31,4,0.8709677419354839,4,0,0
2010-2011,2010020018,2010-10-09,ATL,ATL @ TBL,L,AWAY,3,5,3,4,7,10,16,1,30,0.1,17,5,6,31,36,5,0.8611111111111112,3,2,0
2010-2011,2010020012,2010-10-09,BOS,BOS vs. PHX,L,HOME,2,5,2,4,6,9,23,1,42,0.047619047619047616,11,2,1,32,36,4,0.8888888888888888,3,1,0
2010-2011,2010020013,2010-10-09,BUF,BUF vs. NYR,L,HOME,3,6,3,6,9,18,30,1,36,0.08333333333333333,20,5,14,22,27,5,0.8148148148148148,5,0,0
2010-2011,2010020022,2010-10-09,CBJ,CBJ @ SJS,W,AWAY,3,2,3,5,8,16,30,1,25,0.12,25,11,3,33,35,2,0.9428571428571428,0,2,0
2010-2011,2010020015,2010-10-09,DAL,DAL @ NYI,W,AWAY,5,4,4,7,11,16,21,1,22,0.18181818181818182,13,15,8,43,47,4,0.9148936170212766,1,3,0
2010-2011,2010020016,2010-10-09,MTL,MTL @ PIT,W,AWAY,3,2,3,6,9,15,27,0,27,0.1111111111111111,11,2,6,36,38,2,0.9473684210526315,2,0,0
2010-2011,2010020017,2010-10-09,NJD,NJD @ WSH,L,AWAY,2,7,2,4,6,45,17,0,33,0.06060606060606061,13,3,6,22,29,7,0.7586206896551724,5,1,0
2010-2011,2010020015,2010-10-09,NYI,NYI vs. DAL,L,HOME,4,5,4,8,12,12,42,3,47,0.0851063829787234,16,17,9,18,22,4,0.8181818181818182,3,1,0
2010-2011,2010020013,2010-10-09,NYR,NYR @ BUF,W,AWAY,6,3,6,9,15,10,18,0,28,0.21428571428571427,19,3,5,33,36,3,0.9166666666666666,2,1,0
2010-2011,2010020014,2010-10-09,OTT,OTT @ TOR,L,AWAY,1,5,1,2,3,25,30,0,18,0.05555555555555555,11,6,8,33,38,5,0.868421052631579,4,1,0
2010-2011,2010020012,2010-10-09,PHX,PHX @ BOS,W,AWAY,5,2,5,7,12,13,21,1,37,0.13513513513513514,14,6,2,40,42,2,0.9523809523809523,1,1,0
2010-2011,2010020016,2010-10-09,PIT,PIT vs. MTL,L,HOME,2,3,2,4,6,15,47,0,38,0.05263157894736842,7,5,8,24,27,3,0.8888888888888888,3,0,0
2010-2011,2010020022,2010-10-09,SJS,SJS vs. CBJ,L,HOME,2,3,2,4,6,8,11,2,35,0.05714285714285714,13,3,3,22,25,3,0.88,2,1,0
2010-2011,2010020018,2010-10-09,TBL,TBL vs. ATL,W,HOME,5,3,5,9,14,14,18,2,36,0.1388888888888889,12,7,7,27,30,3,0.9,2,1,0
2010-2011,2010020014,2010-10-09,TOR,TOR vs. OTT,W,HOME,5,1,5,6,11,33,37,1,38,0.13157894736842105,14,10,17,17,18,1,0.9444444444444444,1,0,0
2010-2011,2010020017,2010-10-09,WSH,WSH vs. NJD,W,HOME,7,2,7,7,14,38,18,1,29,0.2413793103448276,13,7,6,31,33,2,0.9393939393939394,1,0,0
2010-2011,2010020020,2010-10-10,ANA,ANA @ NSH,L,AWAY,1,4,1,2,3,19,18,0,37,0.02702702702702703,11,5,3,45,49,4,0.9183673469387755,3,1,0
2010-2011,2010020024,2010-10-10,BOS,BOS @ PHX,W,AWAY,3,0,3,5,8,6,19,0,37,0.08108108108108109,14,5,5,29,29,0,1.0,0,0,0
2010-2011,2010020021,2010-10-10,CHI,CHI vs. DET,L,HOME,2,3,2,4,6,8,32,1,28,0.07142857142857142,16,13,15,23,26,3,0.8846153846153846,2,1,0
2010-2011,2010020021,2010-10-10,DET,DET @ CHI,W,AWAY,3,2,3,6,9,10,27,1,26,0.11538461538461539,14,3,5,26,28,2,0.9285714285714286,1,1,0
2010-2011,2010020023,2010-10-10,LAK,LAK @ VAN,W,AWAY,2,1,1,2,3,10,27,1,32,0.03125,14,4,2,23,24,1,0.9583333333333334,0,1,0
2010-2011,2010020020,2010-10-10,NSH,NSH vs. ANA,W,HOME,4,1,4,8,12,13,13,1,49,0.08163265306122448,14,9,4,36,37,1,0.972972972972973,1,0,0
2010-2011,2010020019,2010-10-10,PHI,PHI @ STL,L,AWAY,1,2,1,2,3,41,13,0,30,0.03333333333333333,15,6,5,23,25,2,0.92,1,1,0
2010-2011,2010020024,2010-10-10,PHX,PHX vs. BOS,L,HOME,0,3,0,0,0,12,17,0,29,0.0,11,3,4,34,37,3,0.918918918918919,3,0,0
2010-2011,2010020019,2010-10-10,STL,STL vs. PHI,W,HOME,2,1,2,4,6,23,22,1,25,0.08,15,7,5,29,30,1,0.9666666666666667,1,0,0
2010-2011,2010020023,2010-10-10,VAN,VAN vs. LAK,L,HOME,1,2,1,2,3,10,34,1,24,0.041666666666666664,13,15,9,31,32,1,0.96875,0,1,0
2010-2011,2010020029,2010-10-11,ANA,ANA @ STL,L,AWAY,1,5,1,0,1,78,17,1,14,0.07142857142857142,15,1,4,48,53,5,0.9056603773584906,3,1,0
