SEASON_YEAR,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,HOME_AWAY,PTS,PTS_AGAINST,GOALS,ASSISTS,POINTS,PIM,HITS,POWER_PLAY_GOALS,SHOTS,SHOOTING_PCT,BLOCKED_SHOTS,TAKEAWAYS,GIVEAWAYS,SAVES,SHOTS_AGAINST,GOALS_AGAINST,SAVE_PCT,EVEN_STRENGTH_GOALS_AGAINST,POWER_PLAY_GOALS_AGAINST,SHORT_HANDED_GOALS_AGAINST
2018-2019,2018020007,2018-10-04,PIT,PIT vs. WSH,W,HOME,7,6,7,14,21,4,21,2,41,0.17073170731707318,12,6,15,30,36,6,0.8333333333333334,6,0,0
2018-2019,2018020004,2018-10-04,SJS,SJS vs. ANA,L,HOME,2,5,2,1,3,6,21,0,33,0.06060606060606061,13,10,8,10,14,4,0.7142857142857143,2,2,0
2018-2019,2018020003,2018-10-04,VAN,VAN vs. CGY,W,HOME,5,2,5,9,14,19,16,0,23,0.21739130434782608,18,7,8,33,35,2,0.9428571428571428,2,0,0
2018-2019,2018020007,2018-10-04,WSH,WSH @ PIT,L,AWAY,6,7,6,6,12,12,32,0,36,0.16666666666666666,18,5,6,34,41,7,0.8292682926829268,5,2,0
2018-2019,2018020012,2018-10-05,ARI,ARI @ DAL,L,AWAY,0,3,0,0,0,8,24,0,30,0.0,14,7,9,22,25,3,0.88,3,0,0
2018-2019,2018020015,2018-10-05,CAR,CAR @ CBJ,W,AWAY,3,1,3,4,7,6,17,0,35,0.08571428571428572,10,11,5,31,32,1,0.96875,1,0,0
2018-2019,2018020015,2018-10-05,CBJ,CBJ vs. CAR,L,HOME,1,3,1,1,2,2,10,0,32,0.03125,14,7,8,32,35,3,0.9142857142857143,3,0,0
2018-2019,2018020013,2018-10-05,COL,COL vs. MIN,W,HOME,4,1,4,6,10,8,20,1,40,0.1,17,5,5,20,21,1,0.9523809523809523,1,0,0
2018-2019,2018020012,2018-10-05,DAL,DAL vs. ARI,W,HOME,3,0,3,6,9,8,31,0,25,0.12,15,5,13,30,30,0,1.0,0,0,0
2018-2019,2018020013,2018-10-05,MIN,MIN @ COL,L,AWAY,1,4,1,2,3,8,26,0,21,0.047619047619047616,13,2,1,36,38,2,0.9473684210526315,2,0,0
2018-2019,2018020014,2018-10-05,PHI,PHI @ VGK,W,AWAY,5,2,5,9,14,8,41,1,25,0.2,12,5,6,23,25,2,0.92,1,0,0
2018-2019,2018020011,2018-10-05,STL,STL vs. WPG,L,HOME,1,5,1,2,3,4,18,0,42,0.023809523809523808,13,7,5,20,25,5,0.8,3,1,0
2018-2019,2018020014,2018-10-05,VGK,VGK vs. PHI,L,HOME,2,5,2,1,3,10,31,0,25,0.08,10,12,10,20,25,5,0.8,4,1,0
2018-2019,2018020011,2018-10-05,WPG,WPG @ STL,W,AWAY,5,1,5,8,13,8,20,1,25,0.2,11,10,4,41,42,1,0.9761904761904762,1,0,0
2018-2019,2018020017,2018-10-06,BUF,BUF vs. NYR,W,HOME,3,1,3,4,7,13,18,2,29,0.10344827586206896,13,5,6,43,44,1,0.9772727272727273,1,0,0
2018-2019,2018020023,2018-10-06,DAL,DAL vs. WPG,W,HOME,5,1,5,9,14,13,22,3,35,0.14285714285714285,15,6,11,32,33,1,0.9696969696969697,1,0,0
2018-2019,2018020020,2018-10-06,EDM,EDM @ NJD,L,AWAY,2,5,2,4,6,4,28,1,19,0.10526315789473684,8,8,4,22,26,4,0.8461538461538461,3,1,0
2018-2019,2018020019,2018-10-06,FLA,FLA @ TBL,L,AWAY,1,2,1,2,3,6,22,0,43,0.023255813953488372,13,8,5,28,29,1,0.9655172413793104,0,0,0
2018-2019,2018020016,2018-10-06,LAK,LAK vs. SJS,L,HOME,2,3,2,3,5,6,34,0,21,0.09523809523809523,12,1,11,30,33,3,0.9090909090909091,3,0,0
2018-2019,2018020022,2018-10-06,MTL,MTL @ PIT,W,AWAY,5,1,5,9,14,6,32,0,29,0.1724137931034483,22,9,2,21,22,1,0.9545454545454546,1,0,0
2018-2019,2018020020,2018-10-06,NJD,NJD vs. EDM,W,HOME,5,2,5,7,12,8,24,1,27,0.18518518518518517,8,10,9,17,19,2,0.8947368421052632,1,1,0
2018-2019,2018020021,2018-10-06,NSH,NSH @ NYI,W,AWAY,4,3,4,8,12,10,28,0,23,0.17391304347826086,16,2,6,26,29,3,0.896551724137931,2,1,0
2018-2019,2018020021,2018-10-06,NYI,NYI vs. NSH,L,HOME,3,4,3,5,8,4,18,1,29,0.10344827586206896,7,6,14,19,23,4,0.8260869565217391,4,0,0
2018-2019,2018020017,2018-10-06,NYR,NYR @ BUF,L,AWAY,1,3,1,2,3,17,18,0,44,0.022727272727272728,13,2,4,26,28,2,0.9285714285714286,0,2,0
2018-2019,2018020018,2018-10-06,OTT,OTT @ TOR,W,AWAY,5,3,5,7,12,4,26,0,24,0.20833333333333334,27,7,12,34,37,3,0.918918918918919,2,1,0
2018-2019,2018020022,2018-10-06,PIT,PIT vs. MTL,L,HOME,1,5,1,2,3,6,24,0,22,0.045454545454545456,7,12,6,24,29,5,0.8275862068965517,4,0,0
2018-2019,2018020016,2018-10-06,SJS,SJS @ LAK,W,AWAY,3,2,3,6,9,10,21,0,33,0.09090909090909091,15,2,9,19,21,2,0.9047619047619048,2,0,0
2018-2019,2018020019,2018-10-06,TBL,TBL vs. FLA,W,HOME,2,1,1,1,2,10,37,0,29,0.034482758620689655,9,5,11,42,43,1,0.9767441860465116,1,0,0
2018-2019,2018020018,2018-10-06,TOR,TOR vs. OTT,L,HOME,3,5,3,6,9,4,30,1,37,0.08108108108108109,8,16,7,19,23,4,0.8260869565217391,4,0,0
2018-2019,2018020023,2018-10-06,WPG,WPG @ DAL,L,AWAY,1,5,1,2,3,17,25,0,33,0.030303030303030304,21,2,9,30,35,5,0.8571428571428571,2,3,0
2018-2019,2018020027,2018-10-07,ANA,ANA @ ARI,W,AWAY,1,0,1,2,3,8,25,0,20,0.05,21,3,3,41,41,0,1.0,0,0,0
2018-2019,2018020027,2018-10-07,ARI,ARI vs. ANA,L,HOME,0,1,0,0,0,4,26,0,41,0.0,5,4,1,19,20,1,0.95,1,0,0
2018-2019,2018020029,2018-10-07,CAR,CAR vs. NYR,W,HOME,8,5,8,15,23,10,30,1,40,0.2,16,13,18,19,24,5,0.7916666666666666,4,1,0
2018-2019,2018020028,2018-10-07,CGY,CGY vs. VAN,W,HOME,7,4,7,12,19,12,18,3,37,0.1891891891891892,13,11,15,16,20,4,0.8,1,2,0
2018-2019,2018020024,2018-10-07,CHI,CHI @ STL,W,AWAY,5,4,5,9,14,12,15,0,30,0.16666666666666666,13,5,2,26,30,4,0.8666666666666667,2,2,0
2018-2019,2018020030,2018-10-07,CHI,CHI vs. TOR,L,HOME,6,7,6,12,18,4,23,0,31,0.1935483870967742,14,8,11,27,34,7,0.7941176470588235,6,1,0
2018-2019,2018020026,2018-10-07,COL,COL vs. PHI,W,HOME,5,2,5,9,14,10,14,1,35,0.14285714285714285,17,9,5,35,37,2,0.9459459459459459,2,0,0
2018-2019,2018020025,2018-10-07,MIN,MIN vs. VGK,L,HOME,1,2,1,1,2,9,18,0,30,0.03333333333333333,18,9,6,41,42,1,0.9761904761904762,1,0,0
2018-2019,2018020029,2018-10-07,NYR,NYR @ CAR,L,AWAY,5,8,5,10,15,8,27,1,24,0.20833333333333334,13,8,11,32,39,7,0.8205128205128205,7,0,0
2018-2019,2018020026,2018-10-07,PHI,PHI @ COL,L,AWAY,2,5,2,2,4,10,17,0,37,0.05405405405405406,23,2,2,30,34,4,0.8823529411764706,3,1,0
2018-2019,2018020024,2018-10-07,STL,STL vs. CHI,L,HOME,4,5,4,7,11,6,26,2,30,0.13333333333333333,11,4,4,25,30,5,0.8333333333333334,5,0,0
2018-2019,2018020030,2018-10-07,TOR,TOR @ CHI,W,AWAY,7,6,7,11,18,6,23,1,34,0.20588235294117646,29,11,8,25,31,6,0.8064516129032258,6,0,0
2018-2019,2018020028,2018-10-07,VAN,VAN @ CGY,L,AWAY,4,7,4,6,10,12,16,2,20,0.2,23,10,8,30,35,5,0.8571428571428571,2,3,0
2018-2019,2018020025,2018-10-07,VGK,VGK @ MIN,W,AWAY,2,1,1,2,3,9,19,0,42,0.023809523809523808,4,2,7,29,30,1,0.9666666666666667,1,0,0
2018-2019,2018020032,2018-10-08,BOS,BOS vs. OTT,W,HOME,6,3,6,11,17,8,18,1,30,0.2,8,8,6,28,31,3,0.9032258064516129,3,0,0
2018-2019,2018020034,2018-10-08,BUF,BUF vs. VGK,W,HOME,4,2,4,8,12,4,17,1,17,0.23529411764705882,14,2,9,35,37,2,0.9459459459459459,2,0,0
2018-2019,2018020031,2018-10-08,DET,DET @ LAK,L,AWAY,2,4,2,4,6,25,20,2,38,0.05263157894736842,14,0,6,21,24,3,0.875,3,0,0
2018-2019,2018020031,2018-10-08,LAK,LAK vs. DET,W,HOME,4,2,4,6,10,27,18,0,25,0.16,18,3,12,36,38,2,0.9473684210526315,0,2,0
2018-2019,2018020033,2018-10-08,NYI,NYI vs. SJS,W,HOME,4,0,4,6,10,8,21,1,30,0.13333333333333333,23,12,10,35,35,0,1.0,0,0,0
2018-2019,2018020032,2018-10-08,OTT,OTT @ BOS,L,AWAY,3,6,3,6,9,6,17,0,31,0.0967741935483871,14,9,8,24,29,5,0.8275862068965517,4,1,0
2018-2019,2018020033,2018-10-08,SJS,SJS @ NYI,L,AWAY,0,4,0,0,0,8,9,0,35,0.0,9,7,7,26,29,3,0.896551724137931,2,1,0
2018-2019,2018020034,2018-10-08,VGK,VGK @ BUF,L,AWAY,2,4,2,3,5,4,29,0,37,0.05405405405405406,6,3,7,13,17,4,0.7647058823529411,3,1,0
2018-2019,2018020035,2018-10-09,ANA,ANA vs. DET,W,HOME,3,2,2,4,6,4,28,0,27,0.07407407407407407,14,7,13,19,21,2,0.9047619047619048,2,0,0
2018-2019,2018020037,2018-10-09,CAR,CAR vs. VAN,W,HOME,5,3,5,8,13,8,33,0,33,0.15151515151515152,11,12,12,22,25,3,0.88,1,2,0
2018-2019,2018020038,2018-10-09,CBJ,CBJ vs. COL,W,HOME,5,2,5,7,12,8,10,1,35,0.14285714285714285,11,8,5,25,27,2,0.9259259259259259,1,1,0
2018-2019,2018020038,2018-10-09,COL,COL @ CBJ,L,AWAY,2,5,2,4,6,12,7,1,27,0.07407407407407407,9,3,6,30,34,4,0.8823529411764706,3,1,0
2018-2019,2018020035,2018-10-09,DET,DET @ ANA,L,AWAY,2,3,2,3,5,6,15,0,21,0.09523809523809523,12,7,15,25,27,2,0.9259259259259259,2,0,0
2018-2019,2018020036,2018-10-09,PHI,PHI vs. SJS,L,HOME,2,8,2,4,6,10,21,2,33,0.06060606060606061,8,4,13,40,48,8,0.8333333333333334,5,2,0
2018-2019,2018020036,2018-10-09,SJS,SJS @ PHI,W,AWAY,8,2,8,12,20,12,15,2,48,0.16666666666666666,8,5,7,31,33,2,0.9393939393939394,0,2,0
2018-2019,2018020037,2018-10-09,VAN,VAN @ CAR,L,AWAY,3,5,3,6,9,6,23,2,25,0.12,16,7,7,28,33,5,0.8484848484848485,5,0,0
2018-2019,2018020039,2018-10-10,CGY,CGY @ NSH,W,AWAY,3,0,3,5,8,8,5,2,27,0.1111111111111111,14,5,3,43,43,0,1.0,0,0,0
2018-2019,2018020041,2018-10-10,DAL,DAL vs. TOR,L,HOME,4,7,4,7,11,6,23,1,34,0.11764705882352941,15,5,16,23,29,6,0.7931034482758621,4,2,0
2018-2019,2018020040,2018-10-10,LAK,LAK @ WPG,L,AWAY,1,2,1,2,3,6,22,0,17,0.058823529411764705,21,5,11,37,39,2,0.9487179487179487,1,1,0
2018-2019,2018020039,2018-10-10,NSH,NSH vs. CGY,L,HOME,0,3,0,0,0,6,13,0,43,0.0,13,9,7,24,27,3,0.8888888888888888,1,2,0
2018-2019,2018020042,2018-10-10,OTT,OTT vs. PHI,L,HOME,4,7,4,8,12,24,24,3,35,0.11428571428571428,12,2,9,38,44,6,0.8636363636363636,4,2,0
2018-2019,2018020042,2018-10-10,PHI,PHI @ OTT,W,AWAY,7,4,7,13,20,24,26,2,45,0.15555555555555556,16,4,6,31,35,4,0.8857142857142857,1,3,0
2018-2019,2018020041,2018-10-10,TOR,TOR @ DAL,W,AWAY,7,4,7,12,19,2,12,2,30,0.23333333333333334,11,11,9,30,34,4,0.8823529411764706,3,1,0
2018-2019,2018020040,2018-10-10,WPG,WPG vs. LAK,W,HOME,2,1,2,4,6,4,18,1,39,0.05128205128205128,15,3,11,16,17,1,0.9411764705882353,1,0,0
2018-2019,2018020044,2018-10-11,ANA,ANA vs. ARI,L,HOME,2,3,2,3,5,6,27,0,25,0.08,19,5,16,37,39,2,0.9487179487179487,0,1,0
2018-2019,2018020044,2018-10-11,ARI,ARI @ ANA,W,AWAY,3,2,2,4,6,6,17,1,39,0.05128205128205128,13,4,12,23,25,2,0.92,2,0,0
2018-2019,2018020045,2018-10-11,BOS,BOS vs. EDM,W,HOME,4,1,4,4,8,11,21,2,32,0.125,11,21,10,25,26,1,0.9615384615384616,1,0,0
2018-2019,2018020046,2018-10-11,BUF,BUF vs. COL,L,HOME,1,6,1,1,2,6,15,0,31,0.03225806451612903,2,1,7,24,30,6,0.8,4,2,0
2018-2019,2018020047,2018-10-11,CBJ,CBJ @ FLA,W,AWAY,5,4,5,9,14,4,7,2,32,0.15625,5,7,14,37,41,4,0.9024390243902439,4,0,0
2018-2019,2018020046,2018-10-11,COL,COL @ BUF,W,AWAY,6,1,6,8,14,12,20,2,30,0.2,10,2,6,30,31,1,0.967741935483871,1,0,0
2018-2019,2018020052,2018-10-11,DET,DET vs. TOR,L,HOME,3,5,3,6,9,15,23,0,29,0.10344827586206896,7,6,11,30,34,4,0.8823529411764706,2,2,0
2018-2019,2018020045,2018-10-11,EDM,EDM @ BOS,L,AWAY,1,4,1,2,3,15,27,0,26,0.038461538461538464,8,12,11,28,31,3,0.9032258064516129,1,2,0
2018-2019,2018020047,2018-10-11,FLA,FLA vs. CBJ,L,HOME,4,5,4,5,9,6,18,0,41,0.0975609756097561,14,12,15,27,32,5,0.84375,3,2,0
2018-2019,2018020051,2018-10-11,LAK,LAK @ MTL,W,AWAY,3,0,3,6,9,8,24,0,29,0.10344827586206896,22,2,19,40,40,0,1.0,0,0,0
2018-2019,2018020051,2018-10-11,MTL,MTL vs. LAK,L,HOME,0,3,0,0,0,16,36,0,40,0.0,11,7,14,26,29,3,0.896551724137931,3,0,0
2018-2019,2018020048,2018-10-11,NJD,NJD vs. WSH,W,HOME,6,0,6,9,15,10,19,1,36,0.16666666666666666,20,20,9,21,21,0,1.0,0,0,0
2018-2019,2018020049,2018-10-11,NYR,NYR vs. SJS,W,HOME,3,2,3,4,7,8,25,0,27,0.1111111111111111,20,8,15,41,43,2,0.9534883720930233,1,0,0
2018-2019,2018020050,2018-10-11,PIT,PIT vs. VGK,W,HOME,4,2,4,7,11,4,33,0,22,0.18181818181818182,27,11,12,35,37,2,0.9459459459459459,2,0,0
2018-2019,2018020049,2018-10-11,SJS,SJS @ NYR,L,AWAY,2,3,2,4,6,4,14,0,43,0.046511627906976744,13,6,12,24,27,3,0.8888888888888888,3,0,0
2018-2019,2018020053,2018-10-11,TBL,TBL vs. VAN,L,HOME,1,4,1,2,3,8,22,0,34,0.029411764705882353,13,10,14,24,26,2,0.9230769230769231,2,0,0
2018-2019,2018020052,2018-10-11,TOR,TOR @ DET,W,AWAY,5,3,5,10,15,13,17,2,35,0.14285714285714285,11,4,6,26,29,3,0.896551724137931,3,0,0
2018-2019,2018020053,2018-10-11,VAN,VAN @ TBL,W,AWAY,4,1,4,3,7,10,18,0,28,0.14285714285714285,22,6,8,33,34,1,0.9705882352941176,1,0,0
2018-2019,2018020050,2018-10-11,VGK,VGK @ PIT,L,AWAY,2,4,2,3,5,2,26,0,37,0.05405405405405406,10,6,4,18,22,4,0.8181818181818182,4,0,0
2018-2019,2018020043,2018-10-11,VGK,VGK @ WSH,L,AWAY,2,5,2,2,4,8,19,0,31,0.06451612903225806,8,3,7,24,28,4,0.8571428571428571,2,2,0
2018-2019,2018020048,2018-10-11,WSH,WSH @ NJD,L,AWAY,0,6,0,0,0,10,30,0,21,0.0,8,10,9,30,36,6,0.8333333333333334,5,1,0
2018-2019,2018020043,2018-10-11,WSH,WSH vs. VGK,W,HOME,5,2,5,10,15,6,31,2,29,0.1724137931034483,20,8,11,29,31,2,0.9354838709677419,2,0,0
2018-2019,2018020054,2018-10-12,CGY,CGY @ STL,L,AWAY,3,5,3,6,9,14,13,0,34,0.08823529411764706,15,5,2,27,32,5,0.84375,3,2,0
2018-2019,2018020056,2018-10-12,CHI,CHI @ MIN,L,AWAY,3,4,3,5,8,4,8,1,30,0.1,12,9,4,42,46,4,0.9130434782608695,3,0,0
2018-2019,2018020056,2018-10-12,MIN,MIN vs. CHI,W,HOME,4,3,4,8,12,8,18,0,46,0.08695652173913043,9,10,3,27,30,3,0.9,2,1,0
2018-2019,2018020055,2018-10-12,NSH,NSH vs. WPG,W,HOME,3,0,3,4,7,16,19,0,30,0.1,6,8,10,29,29,0,1.0,0,0,0
2018-2019,2018020054,2018-10-12,STL,STL vs. CGY,W,HOME,5,3,5,9,14,10,16,2,32,0.15625,11,9,2,31,34,3,0.9117647058823529,3,0,0
2018-2019,2018020055,2018-10-12,WPG,WPG @ NSH,L,AWAY,0,3,0,0,0,60,19,0,29,0.0,6,7,9,27,30,3,0.9,3,0,0
2018-2019,2018020061,2018-10-13,BOS,BOS vs. DET,W,HOME,8,2,8,12,20,14,21,1,39,0.20512820512820512,9,15,9,32,34,2,0.9411764705882353,0,1,0
2018-2019,2018020060,2018-10-13,CAR,CAR @ MIN,W,AWAY,5,4,5,10,15,14,12,1,57,0.08771929824561403,8,5,1,19,23,4,0.8260869565217391,2,2,0
2018-2019,2018020063,2018-10-13,CBJ,CBJ @ TBL,L,AWAY,2,8,2,2,4,16,20,0,32,0.0625,17,6,6,23,31,8,0.7419354838709677,4,4,0
2018-2019,2018020061,2018-10-13,DET,DET @ BOS,L,AWAY,2,8,2,4,6,14,21,1,34,0.058823529411764705,12,14,7,31,39,8,0.7948717948717948,7,1,0
2018-2019,2018020057,2018-10-13,EDM,EDM @ NYR,W,AWAY,2,1,2,4,6,4,31,1,27,0.07407407407407407,14,6,10,23,24,1,0.9583333333333334,1,0,0
2018-2019,2018020064,2018-10-13,FLA,FLA vs. VAN,L,HOME,2,3,2,4,6,8,18,0,26,0.07692307692307693,6,11,13,27,30,3,0.9,2,1,0
2018-2019,2018020059,2018-10-13,LAK,LAK @ OTT,L,AWAY,1,5,1,2,3,2,23,0,37,0.02702702702702703,9,14,14,17,22,5,0.7727272727272727,4,1,0
2018-2019,2018020060,2018-10-13,MIN,MIN vs. CAR,L,HOME,4,5,4,7,11,22,19,2,23,0.17391304347826086,18,7,11,52,57,5,0.9122807017543859,4,1,0
2018-2019,2018020062,2018-10-13,MTL,MTL vs. PIT,W,HOME,4,3,3,6,9,2,26,1,40,0.075,10,8,13,25,28,3,0.8928571428571429,2,1,0
2018-2019,2018020057,2018-10-13,NYR,NYR vs. EDM,L,HOME,1,2,1,2,3,8,23,0,24,0.041666666666666664,15,7,11,25,27,2,0.9259259259259259,1,1,0
2018-2019,2018020059,2018-10-13,OTT,OTT vs. LAK,W,HOME,5,1,5,10,15,10,19,1,22,0.22727272727272727,27,12,6,36,37,1,0.972972972972973,1,0,0
2018-2019,2018020058,2018-10-13,PHI,PHI vs. VGK,L,HOME,0,1,0,0,0,6,26,0,26,0.0,17,3,9,20,21,1,0.9523809523809523,1,0,0
2018-2019,2018020062,2018-10-13,PIT,PIT @ MTL,L,AWAY,3,4,3,6,9,10,32,1,28,0.10714285714285714,25,14,10,37,40,3,0.925,2,1,0
2018-2019,2018020063,2018-10-13,TBL,TBL vs. CBJ,W,HOME,8,2,8,13,21,12,22,4,31,0.25806451612903225,12,11,9,30,32,2,0.9375,2,0,0
2018-2019,2018020065,2018-10-13,TOR,TOR @ WSH,W,AWAY,4,2,4,8,12,6,14,1,28,0.14285714285714285,19,10,0,25,27,2,0.9259259259259259,1,1,0
2018-2019,2018020064,2018-10-13,VAN,VAN @ FLA,W,AWAY,3,2,3,4,7,10,15,1,30,0.1,23,12,13,24,26,2,0.9230769230769231,2,0,0
2018-2019,2018020058,2018-10-13,VGK,VGK @ PHI,W,AWAY,1,0,1,1,2,4,23,0,21,0.047619047619047616,17,7,8,26,26,0,1.0,0,0,0
2018-2019,2018020065,2018-10-13,WSH,WSH vs. TOR,L,HOME,2,4,2,4,6,6,28,1,27,0.07407407407407407,18,2,11,24,28,4,0.8571428571428571,3,1,0
2018-2019,2018020067,2018-10-14,ANA,ANA @ DAL,L,AWAY,3,5,3,6,9,4,16,1,25,0.12,24,6,12,46,50,4,0.92,2,2,0
2018-2019,2018020072,2018-10-14,ANA,ANA @ STL,W,AWAY,3,2,3,6,9,6,18,1,31,0.0967741935483871,18,7,1,29,31,2,0.9354838709677419,1,1,0
2018-2019,2018020069,2018-10-14,ARI,ARI vs. BUF,L,HOME,0,3,0,0,0,8,30,0,36,0.0,12,2,6,20,23,3,0.8695652173913043,2,1,0
2018-2019,2018020069,2018-10-14,BUF,BUF @ ARI,W,AWAY,3,0,3,5,8,8,26,1,23,0.13043478260869565,19,2,5,36,36,0,1.0,0,0,0
2018-2019,2018020073,2018-10-14,CAR,CAR @ WPG,L,AWAY,1,3,1,2,3,4,21,0,43,0.023255813953488372,12,7,12,23,25,2,0.92,1,1,0
2018-2019,2018020070,2018-10-14,CGY,CGY @ COL,W,AWAY,3,2,3,4,7,8,14,0,41,0.07317073170731707,9,9,3,24,26,2,0.9230769230769231,2,0,0
2018-2019,2018020068,2018-10-14,CHI,CHI vs. STL,W,HOME,4,3,4,6,10,8,18,1,50,0.08,14,7,8,35,38,3,0.9210526315789473,1,2,0
2018-2019,2018020070,2018-10-14,COL,COL vs. CGY,L,HOME,2,3,2,4,6,10,17,0,26,0.07692307692307693,19,3,4,38,41,3,0.926829268292683,3,0,0
2018-2019,2018020067,2018-10-14,DAL,DAL vs. ANA,W,HOME,5,3,5,9,14,4,14,2,51,0.09803921568627451,15,10,11,22,25,3,0.88,2,1,0
2018-2019,2018020071,2018-10-14,NJD,NJD vs. SJS,W,HOME,3,2,3,6,9,4,19,1,36,0.08333333333333333,12,14,8,37,39,2,0.9487179487179487,2,0,0
2018-2019,2018020066,2018-10-14,NSH,NSH vs. NYI,W,HOME,5,2,5,8,13,2,13,1,29,0.1724137931034483,11,9,9,20,22,2,0.9090909090909091,2,0,0
2018-2019,2018020066,2018-10-14,NYI,NYI @ NSH,L,AWAY,2,5,2,3,5,4,24,0,22,0.09090909090909091,11,8,7,24,28,4,0.8571428571428571,3,1,0
2018-2019,2018020071,2018-10-14,SJS,SJS @ NJD,L,AWAY,2,3,2,4,6,16,11,0,39,0.05128205128205128,13,17,2,33,36,3,0.9166666666666666,2,1,0
2018-2019,2018020072,2018-10-14,STL,STL vs. ANA,L,HOME,2,3,2,3,5,4,22,1,31,0.06451612903225806,12,10,4,28,31,3,0.9032258064516129,2,1,0
2018-2019,2018020068,2018-10-14,STL,STL @ CHI,L,AWAY,3,4,3,4,7,6,21,2,38,0.07894736842105263,20,6,3,46,50,4,0.92,3,1,0
2018-2019,2018020073,2018-10-14,WPG,WPG vs. CAR,W,HOME,3,1,3,4,7,4,22,1,26,0.11538461538461539,21,3,16,42,43,1,0.9767441860465116,1,0,0
2018-2019,2018020076,2018-10-15,DAL,DAL @ OTT,L,AWAY,1,4,1,2,3,4,19,1,38,0.02631578947368421,12,2,7,20,23,3,0.8695652173913043,3,0,0
2018-2019,2018020075,2018-10-15,DET,DET @ MTL,L,AWAY,3,7,3,5,8,17,39,1,28,0.10714285714285714,20,3,14,28,35,7,0.8,6,1,0
2018-2019,2018020074,2018-10-15,LAK,LAK @ TOR,L,AWAY,1,4,1,2,3,4,29,0,34,0.029411764705882353,21,4,11,21,25,4,0.84,3,1,0
2018-2019,2018020075,2018-10-15,MTL,MTL vs. DET,W,HOME,7,3,7,11,18,11,18,1,35,0.2,20,8,15,25,28,3,0.8928571428571429,2,1,0
2018-2019,2018020076,2018-10-15,OTT,OTT vs. DAL,W,HOME,4,1,4,5,9,8,25,0,24,0.16666666666666666,15,6,13,37,38,1,0.9736842105263158,0,1,0
