SEASON_YEAR,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,HOME_AWAY,PTS,PTS_AGAINST,GOALS,ASSISTS,POINTS,PIM,HITS,POWER_PLAY_GOALS,SHOTS,SHOOTING_PCT,BLOCKED_SHOTS,TAKEAWAYS,GIVEAWAYS,SAVES,SHOTS_AGAINST,GOALS_AGAINST,SAVE_PCT,EVEN_STRENGTH_GOALS_AGAINST,POWER_PLAY_GOALS_AGAINST,SHORT_HANDED_GOALS_AGAINST
2024-2025,2024020340,2024-11-26,CGY,CGY @ OTT,L,AWAY,3,4,3,4,7,18,14,1,27,0.1111111111111111,23,5,16,26,30,4,0.8666666666666667,2,2,0
2024-2025,2024020334,2024-11-26,COL,COL @ TBL,L,AWAY,2,8,2,2,4,4,22,0,25,0.08,13,4,26,25,33,8,0.7575757575757576,5,2,0
2024-2025,2024020339,2024-11-26,DAL,DAL @ CAR,L,AWAY,4,6,4,7,11,4,12,0,19,0.21052631578947367,10,10,9,28,33,5,0.8484848484848485,2,2,0
2024-2025,2024020341,2024-11-26,DET,DET @ NYI,W,AWAY,4,2,4,6,10,10,24,0,21,0.19047619047619047,11,3,12,27,29,2,0.9310344827586207,2,0,0
2024-2025,2024020335,2024-11-26,FLA,FLA vs. WSH,L,HOME,1,4,1,2,3,10,30,0,21,0.047619047619047616,17,5,16,27,29,2,0.9310344827586207,1,1,0
2024-2025,2024020344,2024-11-26,LAK,LAK @ SJS,L,AWAY,2,7,2,4,6,10,18,0,24,0.08333333333333333,6,4,20,14,21,7,0.6666666666666666,5,2,0
2024-2025,2024020342,2024-11-26,MIN,MIN vs. WPG,L,HOME,1,4,1,2,3,8,19,0,44,0.022727272727272728,14,9,17,28,31,3,0.9032258064516129,2,1,0
2024-2025,2024020336,2024-11-26,NJD,NJD vs. NSH,W,HOME,5,2,5,7,12,23,32,1,46,0.10869565217391304,18,3,18,20,22,2,0.9090909090909091,2,0,0
2024-2025,2024020336,2024-11-26,NSH,NSH @ NJD,L,AWAY,2,5,2,1,3,2,30,0,22,0.09090909090909091,11,7,20,41,45,4,0.9111111111111111,3,1,0
2024-2025,2024020341,2024-11-26,NYI,NYI vs. DET,L,HOME,2,4,2,4,6,8,23,0,29,0.06896551724137931,14,4,15,17,20,3,0.85,3,0,0
2024-2025,2024020337,2024-11-26,NYR,NYR vs. STL,L,HOME,2,5,2,4,6,8,23,0,29,0.06896551724137931,14,6,19,39,43,4,0.9069767441860465,4,0,0
2024-2025,2024020340,2024-11-26,OTT,OTT vs. CGY,W,HOME,4,3,4,8,12,6,27,2,30,0.13333333333333333,20,10,10,24,27,3,0.8888888888888888,2,1,0
2024-2025,2024020338,2024-11-26,PHI,PHI vs. VGK,L,HOME,4,5,4,6,10,2,14,0,36,0.1111111111111111,15,6,13,26,30,4,0.8666666666666667,3,1,0
2024-2025,2024020343,2024-11-26,SEA,SEA @ ANA,W,AWAY,3,2,3,5,8,6,15,0,27,0.1111111111111111,13,3,15,21,23,2,0.9130434782608695,2,0,0
2024-2025,2024020344,2024-11-26,SJS,SJS vs. LAK,W,HOME,7,2,7,9,16,4,20,2,21,0.3333333333333333,16,6,15,22,24,2,0.9166666666666666,2,0,0
2024-2025,2024020337,2024-11-26,STL,STL @ NYR,W,AWAY,5,2,5,8,13,8,24,0,44,0.11363636363636363,17,4,18,27,29,2,0.9310344827586207,2,0,0
2024-2025,2024020334,2024-11-26,TBL,TBL vs. COL,W,HOME,8,2,8,10,18,6,11,2,33,0.24242424242424243,17,5,24,23,25,2,0.92,2,0,0
2024-2025,2024020338,2024-11-26,VGK,VGK @ PHI,W,AWAY,5,4,4,6,10,6,28,1,30,0.13333333333333333,14,6,14,32,36,4,0.8888888888888888,4,0,0
2024-2025,2024020342,2024-11-26,WPG,WPG @ MIN,W,AWAY,4,1,4,7,11,6,16,1,32,0.125,17,5,14,43,44,1,0.9772727272727273,1,0,0
2024-2025,2024020335,2024-11-26,WSH,WSH @ FLA,W,AWAY,4,1,4,7,11,10,23,1,31,0.12903225806451613,15,5,16,20,21,1,0.9523809523809523,1,0,0
2024-2025,2024020345,2024-11-27,BOS,BOS vs. VAN,L,HOME,0,2,0,0,0,2,29,0,33,0.0,11,2,12,13,14,1,0.9285714285714286,0,1,0
2024-2025,2024020346,2024-11-27,MTL,MTL vs. UTA,L,HOME,2,3,2,4,6,20,44,0,13,0.15384615384615385,24,8,7,26,29,3,0.896551724137931,3,0,0
2024-2025,2024020346,2024-11-27,UTA,UTA @ MTL,W,AWAY,3,2,3,6,9,8,15,0,29,0.10344827586206896,15,4,11,11,13,2,0.8461538461538461,2,0,0
2024-2025,2024020345,2024-11-27,VAN,VAN @ BOS,W,AWAY,2,0,2,3,5,6,30,1,15,0.13333333333333333,26,2,16,33,33,0,1.0,0,0,0
2024-2025,2024020360,2024-11-28,ANA,ANA @ SEA,W,AWAY,5,2,5,7,12,22,34,1,33,0.15151515151515152,16,3,17,42,44,2,0.9545454545454546,2,0,0
2024-2025,2024020353,2024-11-28,BOS,BOS @ NYI,W,AWAY,6,3,6,11,17,2,35,0,21,0.2857142857142857,15,3,15,21,24,3,0.875,3,0,0
2024-2025,2024020347,2024-11-28,BUF,BUF vs. MIN,L,HOME,0,1,0,0,0,0,15,0,39,0.0,14,3,19,29,30,1,0.9666666666666667,1,0,0
2024-2025,2024020349,2024-11-28,CAR,CAR vs. NYR,W,HOME,4,3,4,8,12,4,17,2,31,0.12903225806451613,8,9,14,19,22,3,0.8636363636363636,3,0,0
2024-2025,2024020355,2024-11-28,CBJ,CBJ vs. MTL,L,HOME,3,4,3,6,9,11,25,0,24,0.125,16,2,14,19,23,4,0.8260869565217391,3,1,0
2024-2025,2024020350,2024-11-28,CGY,CGY @ DET,L,AWAY,1,2,1,2,3,6,11,1,25,0.04,14,5,12,25,27,2,0.9259259259259259,0,2,0
2024-2025,2024020357,2024-11-28,CHI,CHI vs. DAL,W,HOME,6,2,6,9,15,8,14,1,26,0.23076923076923078,28,4,17,25,27,2,0.9259259259259259,1,1,0
2024-2025,2024020358,2024-11-28,COL,COL vs. VGK,W,HOME,2,1,1,0,1,2,10,0,34,0.029411764705882353,11,0,23,18,19,1,0.9473684210526315,1,0,0
2024-2025,2024020357,2024-11-28,DAL,DAL @ CHI,L,AWAY,2,6,2,4,6,4,14,1,27,0.07407407407407407,10,12,18,20,26,6,0.7692307692307693,5,1,0
2024-2025,2024020350,2024-11-28,DET,DET vs. CGY,W,HOME,2,1,2,4,6,8,17,2,27,0.07407407407407407,18,6,21,24,25,1,0.96,0,1,0
2024-2025,2024020352,2024-11-28,FLA,FLA vs. TOR,W,HOME,5,1,5,8,13,6,28,2,24,0.20833333333333334,11,7,14,23,24,1,0.9583333333333334,0,1,0
2024-2025,2024020359,2024-11-28,LAK,LAK vs. WPG,W,HOME,4,1,4,8,12,8,32,1,33,0.12121212121212122,13,7,17,13,14,1,0.9285714285714286,0,1,0
2024-2025,2024020347,2024-11-28,MIN,MIN @ BUF,W,AWAY,1,0,1,2,3,4,22,0,30,0.03333333333333333,32,4,11,39,39,0,1.0,0,0,0
2024-2025,2024020355,2024-11-28,MTL,MTL @ CBJ,W,AWAY,4,3,4,4,8,13,24,1,23,0.17391304347826086,14,5,9,21,24,3,0.875,3,0,0
2024-2025,2024020348,2024-11-28,NJD,NJD vs. STL,L,HOME,0,3,0,0,0,6,21,0,32,0.0,10,6,9,17,20,3,0.85,3,0,0
2024-2025,2024020356,2024-11-28,NSH,NSH vs. PHI,L,HOME,2,3,2,3,5,4,23,0,27,0.07407407407407407,11,4,28,20,23,3,0.8695652173913043,3,0,0
2024-2025,2024020353,2024-11-28,NYI,NYI vs. BOS,L,HOME,3,6,3,5,8,0,36,0,24,0.125,11,2,16,15,20,5,0.75,5,0,0
2024-2025,2024020349,2024-11-28,NYR,NYR @ CAR,L,AWAY,3,4,3,6,9,8,28,0,22,0.13636363636363635,20,6,15,27,31,4,0.8709677419354839,2,2,0
2024-2025,2024020361,2024-11-28,OTT,OTT @ SJS,W,AWAY,4,3,4,7,11,4,30,1,11,0.36363636363636365,24,5,13,36,39,3,0.9230769230769231,2,1,0
2024-2025,2024020356,2024-11-28,PHI,PHI @ NSH,W,AWAY,3,2,3,5,8,6,25,0,23,0.13043478260869565,32,5,37,25,27,2,0.9259259259259259,2,0,0
2024-2025,2024020354,2024-11-28,PIT,PIT vs. VAN,W,HOME,5,4,5,10,15,2,11,1,23,0.21739130434782608,22,6,17,25,29,4,0.8620689655172413,4,0,0
2024-2025,2024020360,2024-11-28,SEA,SEA vs. ANA,L,HOME,2,5,2,3,5,6,21,0,44,0.045454545454545456,17,6,13,28,33,5,0.8484848484848485,4,1,0
2024-2025,2024020361,2024-11-28,SJS,SJS vs. OTT,L,HOME,3,4,3,6,9,4,29,1,39,0.07692307692307693,6,5,19,7,11,4,0.6363636363636364,3,1,0
2024-2025,2024020348,2024-11-28,STL,STL @ NJD,W,AWAY,3,0,3,4,7,8,13,0,20,0.15,24,3,11,32,32,0,1.0,0,0,0
2024-2025,2024020351,2024-11-28,TBL,TBL vs. WSH,L,HOME,4,5,4,4,8,11,26,1,28,0.14285714285714285,11,5,12,27,32,5,0.84375,3,1,0
2024-2025,2024020352,2024-11-28,TOR,TOR @ FLA,L,AWAY,1,5,1,0,1,10,19,1,24,0.041666666666666664,20,7,11,19,23,4,0.8260869565217391,1,2,0
2024-2025,2024020354,2024-11-28,VAN,VAN @ PIT,L,AWAY,4,5,4,6,10,8,32,0,29,0.13793103448275862,10,4,11,18,23,5,0.782608695652174,4,1,0
2024-2025,2024020358,2024-11-28,VGK,VGK @ COL,L,AWAY,1,2,1,2,3,4,10,0,19,0.05263157894736842,28,3,21,33,34,1,0.9705882352941176,1,0,0
2024-2025,2024020359,2024-11-28,WPG,WPG @ LAK,L,AWAY,1,4,1,2,3,6,18,1,14,0.07142857142857142,12,6,15,29,32,3,0.90625,2,1,0
2024-2025,2024020351,2024-11-28,WSH,WSH @ TBL,W,AWAY,5,4,5,7,12,11,24,1,32,0.15625,15,5,17,25,28,4,0.8928571428571429,3,1,0
2024-2025,2024020370,2024-11-29,ANA,ANA vs. LAK,L,HOME,1,2,1,2,3,6,25,0,31,0.03225806451612903,20,5,9,16,18,2,0.8888888888888888,2,0,0
2024-2025,2024020372,2024-11-29,BOS,BOS vs. PIT,L,HOME,1,2,1,2,3,6,25,0,31,0.03225806451612903,12,6,15,34,36,2,0.9444444444444444,2,0,0
2024-2025,2024020364,2024-11-29,BUF,BUF vs. VAN,L,HOME,3,4,3,4,7,8,18,0,34,0.08823529411764706,15,2,18,18,22,4,0.8181818181818182,3,1,0
2024-2025,2024020367,2024-11-29,CAR,CAR vs. FLA,L,HOME,3,6,3,6,9,6,16,1,31,0.0967741935483871,14,3,20,24,29,5,0.8275862068965517,4,0,0
2024-2025,2024020368,2024-11-29,CBJ,CBJ vs. CGY,W,HOME,5,2,5,8,13,19,24,1,34,0.14705882352941177,20,8,27,27,29,2,0.9310344827586207,1,1,0
2024-2025,2024020368,2024-11-29,CGY,CGY @ CBJ,L,AWAY,2,5,2,3,5,19,28,1,29,0.06896551724137931,10,7,34,29,33,4,0.8787878787878788,3,1,0
2024-2025,2024020363,2024-11-29,CHI,CHI @ MIN,L,AWAY,2,3,2,3,5,4,14,1,23,0.08695652173913043,16,10,19,26,29,3,0.896551724137931,3,0,0
2024-2025,2024020365,2024-11-29,DET,DET vs. NJD,L,HOME,4,5,4,8,12,11,19,1,28,0.14285714285714285,26,0,14,24,29,5,0.8275862068965517,2,3,0
2024-2025,2024020367,2024-11-29,FLA,FLA @ CAR,W,AWAY,6,3,6,9,15,10,23,0,30,0.2,14,2,22,28,31,3,0.9032258064516129,2,1,0
2024-2025,2024020370,2024-11-29,LAK,LAK @ ANA,W,AWAY,2,1,2,3,5,8,18,0,18,0.1111111111111111,9,6,11,30,31,1,0.967741935483871,1,0,0
2024-2025,2024020363,2024-11-29,MIN,MIN vs. CHI,W,HOME,3,2,3,6,9,4,17,0,29,0.10344827586206896,4,1,14,21,23,2,0.9130434782608695,1,1,0
2024-2025,2024020365,2024-11-29,NJD,NJD @ DET,W,AWAY,5,4,5,8,13,13,30,3,29,0.1724137931034483,13,5,26,24,28,4,0.8571428571428571,3,1,0
2024-2025,2024020369,2024-11-29,NSH,NSH vs. TBL,L,HOME,2,3,2,3,5,8,39,0,31,0.06451612903225806,20,9,23,25,28,3,0.8928571428571429,1,1,0
2024-2025,2024020366,2024-11-29,NYI,NYI @ WSH,L,AWAY,4,5,4,7,11,8,21,0,24,0.16666666666666666,19,7,10,21,26,5,0.8076923076923077,3,2,0
2024-2025,2024020362,2024-11-29,NYR,NYR @ PHI,L,AWAY,1,3,1,2,3,2,27,0,23,0.043478260869565216,12,3,17,32,34,2,0.9411764705882353,2,0,0
2024-2025,2024020362,2024-11-29,PHI,PHI vs. NYR,W,HOME,3,1,3,4,7,0,8,0,35,0.08571428571428572,21,7,14,22,23,1,0.9565217391304348,1,0,0
2024-2025,2024020372,2024-11-29,PIT,PIT @ BOS,W,AWAY,2,1,2,3,5,8,15,0,36,0.05555555555555555,15,4,14,30,31,1,0.967741935483871,1,0,0
2024-2025,2024020371,2024-11-29,SEA,SEA @ SJS,L,AWAY,5,8,5,8,13,7,26,2,31,0.16129032258064516,15,7,18,19,26,7,0.7307692307692307,7,0,0
2024-2025,2024020371,2024-11-29,SJS,SJS vs. SEA,W,HOME,8,5,8,12,20,17,18,0,27,0.2962962962962963,13,4,17,26,31,5,0.8387096774193549,3,2,0
2024-2025,2024020369,2024-11-29,TBL,TBL @ NSH,W,AWAY,3,2,3,4,7,6,28,1,28,0.10714285714285714,12,3,23,29,31,2,0.9354838709677419,2,0,0
2024-2025,2024020364,2024-11-29,VAN,VAN @ BUF,W,AWAY,4,3,4,7,11,10,24,1,22,0.18181818181818182,17,4,19,31,34,3,0.9117647058823529,3,0,0
2024-2025,2024020366,2024-11-29,WSH,WSH vs. NYI,W,HOME,5,4,5,10,15,4,21,2,26,0.19230769230769232,13,9,8,20,24,4,0.8333333333333334,4,0,0
2024-2025,2024020377,2024-11-30,CAR,CAR @ FLA,L,AWAY,0,6,0,0,0,16,23,0,20,0.0,8,8,16,29,35,6,0.8285714285714286,3,3,0
2024-2025,2024020373,2024-11-30,COL,COL @ DAL,L,AWAY,3,5,3,5,8,6,20,1,32,0.09375,19,2,8,19,23,4,0.8260869565217391,2,2,0
2024-2025,2024020373,2024-11-30,DAL,DAL vs. COL,W,HOME,5,3,5,8,13,10,20,2,24,0.20833333333333334,14,5,11,29,32,3,0.90625,2,1,0
2024-2025,2024020375,2024-11-30,EDM,EDM @ UTA,W,AWAY,4,3,4,6,10,2,8,2,32,0.125,7,12,12,28,31,3,0.9032258064516129,3,0,0
2024-2025,2024020377,2024-11-30,FLA,FLA vs. CAR,W,HOME,6,0,6,9,15,8,25,3,35,0.17142857142857143,15,6,14,20,20,0,1.0,0,0,0
2024-2025,2024020376,2024-11-30,MTL,MTL @ NYR,L,AWAY,3,4,3,5,8,23,23,0,28,0.10714285714285714,18,2,11,24,28,4,0.8571428571428571,1,3,0
2024-2025,2024020376,2024-11-30,NYR,NYR vs. MTL,W,HOME,4,3,4,8,12,15,22,3,28,0.14285714285714285,10,3,10,25,28,3,0.8928571428571429,3,0,0
2024-2025,2024020375,2024-11-30,UTA,UTA vs. EDM,L,HOME,3,4,3,5,8,6,16,0,31,0.0967741935483871,23,8,16,28,32,4,0.875,2,2,0
2024-2025,2024020374,2024-11-30,VGK,VGK vs. WPG,W,HOME,4,3,4,6,10,6,17,0,30,0.13333333333333333,8,4,14,22,25,3,0.88,3,0,0
2024-2025,2024020374,2024-11-30,WPG,WPG @ VGK,L,AWAY,3,4,3,6,9,4,22,0,25,0.12,12,7,18,26,30,4,0.8666666666666667,4,0,0
2024-2025,2024020389,2024-12-01,BOS,BOS vs. MTL,W,HOME,6,3,6,8,14,16,26,0,30,0.2,20,5,10,25,28,3,0.8928571428571429,3,0,0
2024-2025,2024020383,2024-12-01,BUF,BUF @ NYI,L,AWAY,0,3,0,0,0,6,16,0,29,0.0,13,4,12,17,19,2,0.8947368421052632,1,1,0
2024-2025,2024020390,2024-12-01,CBJ,CBJ @ CHI,W,AWAY,6,3,6,9,15,27,30,0,36,0.16666666666666666,11,3,14,28,31,3,0.9032258064516129,0,3,0
2024-2025,2024020380,2024-12-01,CGY,CGY @ PIT,L,AWAY,2,6,2,4,6,20,16,0,32,0.0625,13,14,10,37,43,6,0.8604651162790697,3,3,0
2024-2025,2024020390,2024-12-01,CHI,CHI vs. CBJ,L,HOME,3,6,3,6,9,9,21,3,31,0.0967741935483871,8,4,11,30,35,5,0.8571428571428571,5,0,0
2024-2025,2024020385,2024-12-01,COL,COL vs. EDM,L,HOME,1,4,1,2,3,8,16,1,28,0.03571428571428571,9,9,11,28,31,3,0.9032258064516129,3,0,0
2024-2025,2024020391,2024-12-01,DAL,DAL vs. WPG,W,HOME,3,1,3,4,7,4,18,0,31,0.0967741935483871,13,2,14,26,27,1,0.9629629629629629,1,0,0
2024-2025,2024020388,2024-12-01,DET,DET vs. VAN,L,HOME,4,5,4,8,12,8,27,1,31,0.12903225806451613,17,3,16,27,32,5,0.84375,3,2,0
2024-2025,2024020385,2024-12-01,EDM,EDM @ COL,W,AWAY,4,1,4,8,12,14,9,0,32,0.125,15,3,2,27,28,1,0.9642857142857143,0,1,0
2024-2025,2024020382,2024-12-01,LAK,LAK vs. OTT,W,HOME,5,2,5,8,13,2,36,1,27,0.18518518518518517,20,8,10,20,22,2,0.9090909090909091,2,0,0
2024-2025,2024020384,2024-12-01,MIN,MIN vs. NSH,W,HOME,3,2,3,5,8,11,22,1,28,0.10714285714285714,21,5,18,25,27,2,0.9259259259259259,1,1,0
2024-2025,2024020389,2024-12-01,MTL,MTL @ BOS,L,AWAY,3,6,3,6,9,16,18,0,28,0.10714285714285714,12,4,16,24,29,5,0.8275862068965517,4,0,0
2024-2025,2024020379,2024-12-01,NJD,NJD vs. WSH,L,HOME,5,6,5,9,14,14,25,2,27,0.18518518518518517,11,2,15,26,32,6,0.8125,3,3,0
2024-2025,2024020384,2024-12-01,NSH,NSH @ MIN,L,AWAY,2,3,2,4,6,11,30,1,27,0.07407407407407407,8,4,20,25,28,3,0.8928571428571429,2,1,0
2024-2025,2024020383,2024-12-01,NYI,NYI vs. BUF,W,HOME,3,0,3,3,6,4,30,1,20,0.15,16,5,15,29,29,0,1.0,0,0,0
2024-2025,2024020382,2024-12-01,OTT,OTT @ LAK,L,AWAY,2,5,2,4,6,2,31,0,22,0.09090909090909091,14,3,10,22,26,4,0.8461538461538461,3,1,0
2024-2025,2024020381,2024-12-01,PHI,PHI @ STL,W,AWAY,3,2,3,5,8,6,12,0,31,0.0967741935483871,18,6,11,25,27,2,0.9259259259259259,1,1,0
2024-2025,2024020380,2024-12-01,PIT,PIT vs. CGY,W,HOME,6,2,6,11,17,6,12,3,43,0.13953488372093023,23,4,13,30,32,2,0.9375,2,0,0
2024-2025,2024020387,2024-12-01,SEA,SEA vs. SJS,L,HOME,2,4,2,4,6,2,21,0,38,0.05263157894736842,13,2,15,19,23,4,0.8260869565217391,4,0,0
2024-2025,2024020387,2024-12-01,SJS,SJS @ SEA,W,AWAY,4,2,4,8,12,4,11,0,23,0.17391304347826086,21,3,13,36,38,2,0.9473684210526315,2,0,0
2024-2025,2024020381,2024-12-01,STL,STL vs. PHI,L,HOME,2,3,2,4,6,4,27,1,27,0.07407407407407407,8,7,21,28,31,3,0.9032258064516129,3,0,0
2024-2025,2024020378,2024-12-01,TBL,TBL vs. TOR,L,HOME,3,5,3,5,8,2,20,1,41,0.07317073170731707,12,2,9,24,28,4,0.8571428571428571,4,0,0
2024-2025,2024020378,2024-12-01,TOR,TOR @ TBL,W,AWAY,5,3,5,10,15,4,22,0,29,0.1724137931034483,15,4,10,38,41,3,0.926829268292683,2,1,0
2024-2025,2024020386,2024-12-01,UTA,UTA @ VGK,W,AWAY,6,0,6,9,15,11,5,1,28,0.21428571428571427,20,6,16,29,29,0,1.0,0,0,0
2024-2025,2024020388,2024-12-01,VAN,VAN @ DET,W,AWAY,5,4,5,9,14,6,33,2,32,0.15625,14,4,14,27,31,4,0.8709677419354839,3,1,0
2024-2025,2024020386,2024-12-01,VGK,VGK vs. UTA,L,HOME,0,6,0,0,0,11,14,0,29,0.0,9,6,23,22,28,6,0.7857142857142857,4,1,0
2024-2025,2024020391,2024-12-01,WPG,WPG @ DAL,L,AWAY,1,3,1,2,3,10,31,0,27,0.037037037037037035,16,5,8,28,30,2,0.9333333333333333,2,0,0
2024-2025,2024020379,2024-12-01,WSH,WSH @ NJD,W,AWAY,6,5,6,11,17,10,5,3,32,0.1875,11,5,17,22,27,5,0.8148148148148148,3,2,0
2024-2025,2024020392,2024-12-02,ANA,ANA vs. OTT,W,HOME,4,3,3,6,9,12,32,1,34,0.08823529411764706,17,5,21,28,31,3,0.9032258064516129,2,1,0
2024-2025,2024020392,2024-12-02,OTT,OTT @ ANA,L,AWAY,3,4,3,5,8,10,22,1,31,0.0967741935483871,19,3,16,31,34,3,0.9117647058823529,2,1,0
2024-2025,2024020394,2024-12-03,CHI,CHI @ TOR,L,AWAY,1,4,1,2,3,4,22,0,27,0.037037037037037035,6,5,13,18,21,3,0.8571428571428571,3,0,0
2024-2025,2024020395,2024-12-03,DAL,DAL @ UTA,W,AWAY,2,1,2,3,5,4,11,1,21,0.09523809523809523,21,13,21,36,37,1,0.972972972972973,1,0,0
2024-2025,2024020393,2024-12-03,NJD,NJD @ NYR,W,AWAY,5,1,5,9,14,10,24,2,28,0.17857142857142858,27,4,17,38,39,1,0.9743589743589743,0,1,0
2024-2025,2024020393,2024-12-03,NYR,NYR vs. NJD,L,HOME,1,5,1,2,3,10,25,1,39,0.02564102564102564,14,5,12,23,28,5,0.8214285714285714,3,2,0
2024-2025,2024020394,2024-12-03,TOR,TOR vs. CHI,W,HOME,4,1,4,8,12,8,39,0,22,0.18181818181818182,16,8,18,27,28,1,0.9642857142857143,1,0,0
2024-2025,2024020395,2024-12-03,UTA,UTA vs. DAL,L,HOME,1,2,1,2,3,6,19,0,37,0.02702702702702703,23,4,24,19,21,2,0.9047619047619048,1,1,0
2024-2025,2024020396,2024-12-04,BOS,BOS vs. DET,W,HOME,3,2,3,4,7,12,40,1,35,0.08571428571428572,16,7,15,23,25,2,0.92,2,0,0
2024-2025,2024020397,2024-12-04,BUF,BUF vs. COL,L,HOME,4,5,4,7,11,2,19,0,30,0.13333333333333333,11,9,16,36,41,5,0.8780487804878049,5,0,0
2024-2025,2024020401,2024-12-04,CAR,CAR vs. SEA,L,HOME,2,4,2,3,5,4,26,1,19,0.10526315789473684,11,3,16,24,28,4,0.8571428571428571,4,0,0
2024-2025,2024020404,2024-12-04,CBJ,CBJ @ CGY,L,AWAY,0,3,0,0,0,8,19,0,16,0.0,19,2,12,19,21,2,0.9047619047619048,0,2,0
2024-2025,2024020404,2024-12-04,CGY,CGY vs. CBJ,W,HOME,3,0,3,6,9,2,21,2,22,0.13636363636363635,14,8,12,16,16,0,1.0,0,0,0
2024-2025,2024020397,2024-12-04,COL,COL @ BUF,W,AWAY,5,4,5,7,12,4,24,0,41,0.12195121951219512,13,5,15,26,30,4,0.8666666666666667,4,0,0
2024-2025,2024020396,2024-12-04,DET,DET @ BOS,L,AWAY,2,3,2,3,5,12,14,0,25,0.08,19,8,16,32,35,3,0.9142857142857143,2,1,0
2024-2025,2024020405,2024-12-04,EDM,EDM @ VGK,L,AWAY,0,1,0,0,0,0,12,0,28,0.0,16,8,14,15,16,1,0.9375,1,0,0
2024-2025,2024020399,2024-12-04,FLA,FLA @ PIT,L,AWAY,4,5,4,7,11,4,38,1,41,0.0975609756097561,11,10,13,11,16,5,0.6875,5,0,0
2024-2025,2024020402,2024-12-04,MIN,MIN vs. VAN,W,HOME,3,2,3,3,6,6,20,0,29,0.10344827586206896,7,8,21,30,32,2,0.9375,1,1,0
2024-2025,2024020398,2024-12-04,MTL,MTL vs. NYI,W,HOME,2,1,2,4,6,6,37,1,27,0.07407407407407407,19,4,13,30,31,1,0.967741935483871,1,0,0
2024-2025,2024020398,2024-12-04,NYI,NYI @ MTL,L,AWAY,1,2,1,2,3,4,32,0,31,0.03225806451612903,9,3,10,25,27,2,0.9259259259259259,1,1,0
2024-2025,2024020399,2024-12-04,PIT,PIT vs. FLA,W,HOME,5,4,5,8,13,4,14,0,16,0.3125,21,5,15,37,41,4,0.9024390243902439,3,1,0
2024-2025,2024020401,2024-12-04,SEA,SEA @ CAR,W,AWAY,4,2,4,8,12,2,15,0,28,0.14285714285714285,25,2,17,17,19,2,0.8947368421052632,1,1,0
2024-2025,2024020400,2024-12-04,SJS,SJS @ WSH,W,AWAY,2,1,2,2,4,6,30,1,31,0.06451612903225806,19,1,23,27,28,1,0.9642857142857143,1,0,0
2024-2025,2024020403,2024-12-04,STL,STL @ WPG,W,AWAY,4,1,4,8,12,4,24,0,32,0.125,14,5,17,22,23,1,0.9565217391304348,1,0,0
2024-2025,2024020402,2024-12-04,VAN,VAN @ MIN,L,AWAY,2,3,2,4,6,2,14,1,32,0.0625,16,6,14,26,29,3,0.896551724137931,3,0,0
2024-2025,2024020405,2024-12-04,VGK,VGK vs. EDM,W,HOME,1,0,1,0,1,0,6,0,16,0.0625,22,6,19,28,28,0,1.0,0,0,0
2024-2025,2024020403,2024-12-04,WPG,WPG vs. STL,L,HOME,1,4,1,2,3,6,18,0,23,0.043478260869565216,13,6,13,28,31,3,0.9032258064516129,3,0,0
2024-2025,2024020400,2024-12-04,WSH,WSH vs. SJS,L,HOME,1,2,1,2,3,18,22,0,28,0.03571428571428571,24,0,20,29,31,2,0.9354838709677419,1,1,0
2024-2025,2024020408,2024-12-05,ANA,ANA vs. VGK,L,HOME,1,4,1,2,3,4,17,0,20,0.05,14,5,18,29,32,3,0.90625,3,0,0
2024-2025,2024020407,2024-12-05,BOS,BOS @ CHI,W,AWAY,4,2,4,8,12,4,22,0,27,0.14814814814814814,14,5,20,20,22,2,0.9090909090909091,2,0,0
2024-2025,2024020407,2024-12-05,CHI,CHI vs. BOS,L,HOME,2,4,2,4,6,8,12,0,22,0.09090909090909091,16,6,6,23,27,4,0.8518518518518519,4,0,0
2024-2025,2024020409,2024-12-05,DAL,DAL @ LAK,L,AWAY,2,3,2,3,5,2,8,1,28,0.07142857142857142,13,4,18,14,17,3,0.8235294117647058,3,0,0
2024-2025,2024020409,2024-12-05,LAK,LAK vs. DAL,W,HOME,3,2,3,4,7,2,32,0,17,0.17647058823529413,21,3,13,26,28,2,0.9285714285714286,1,1,0
2024-2025,2024020406,2024-12-05,NSH,NSH @ TOR,L,AWAY,2,3,2,3,5,6,15,0,24,0.08333333333333333,13,3,16,25,28,3,0.8928571428571429,2,1,0
2024-2025,2024020406,2024-12-05,TOR,TOR vs. NSH,W,HOME,3,2,3,5,8,4,32,1,28,0.10714285714285714,18,2,25,22,24,2,0.9166666666666666,2,0,0
2024-2025,2024020408,2024-12-05,VGK,VGK @ ANA,W,AWAY,4,1,4,8,12,2,11,0,33,0.12121212121212122,17,5,17,19,20,1,0.95,1,0,0
2024-2025,2024020410,2024-12-06,BUF,BUF vs. WPG,L,HOME,2,3,2,4,6,25,28,1,30,0.06666666666666667,15,1,16,28,31,3,0.9032258064516129,2,1,0
2024-2025,2024020415,2024-12-06,CAR,CAR vs. COL,W,HOME,5,3,5,10,15,6,13,2,35,0.14285714285714285,11,5,21,16,19,3,0.8421052631578947,3,0,0
