SEASON_YEAR,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,HOME_AWAY,PTS,PTS_AGAINST,GOALS,ASSISTS,POINTS,PIM,HITS,POWER_PLAY_GOALS,SHOTS,SHOOTING_PCT,BLOCKED_SHOTS,TAKEAWAYS,GIVEAWAYS,SAVES,SHOTS_AGAINST,GOALS_AGAINST,SAVE_PCT,EVEN_STRENGTH_GOALS_AGAINST,POWER_PLAY_GOALS_AGAINST,SHORT_HANDED_GOALS_AGAINST
2022-2023,2022020016,2022-10-14,NSH,NSH vs. DAL,L,HOME,1,4,1,1,2,11,45,0,32,0.03125,7,7,7,25,29,4,0.8620689655172413,2,2,0
2022-2023,2022020017,2022-10-14,NYR,NYR @ MIN,W,AWAY,7,3,7,11,18,17,27,1,35,0.2,13,3,1,33,36,3,0.9166666666666666,2,1,0
2022-2023,2022020020,2022-10-14,SEA,SEA @ LAK,W,AWAY,4,1,4,5,9,19,44,1,22,0.18181818181818182,15,2,7,26,27,1,0.9629629629629629,0,1,0
2022-2023,2022020021,2022-10-14,TBL,TBL @ CBJ,W,AWAY,5,2,5,10,15,8,17,1,39,0.1282051282051282,4,2,4,26,28,2,0.9285714285714286,2,0,0
2022-2023,2022020019,2022-10-14,VGK,VGK vs. CHI,W,HOME,1,0,1,1,2,4,20,0,37,0.02702702702702703,19,12,11,27,27,0,1.0,0,0,0
2022-2023,2022020032,2022-10-15,ANA,ANA @ NYI,L,AWAY,1,7,1,0,1,10,14,0,23,0.043478260869565216,14,2,8,31,38,7,0.8157894736842105,7,0,0
2022-2023,2022020027,2022-10-15,ARI,ARI @ BOS,L,AWAY,3,6,3,4,7,11,29,1,24,0.125,18,6,5,37,42,5,0.8809523809523809,4,1,0
2022-2023,2022020027,2022-10-15,BOS,BOS vs. ARI,W,HOME,6,3,6,9,15,13,28,1,43,0.13953488372093023,13,9,7,21,24,3,0.875,1,1,0
2022-2023,2022020025,2022-10-15,BUF,BUF vs. FLA,L,HOME,3,4,3,4,7,16,12,0,27,0.1111111111111111,13,9,3,33,37,4,0.8918918918918919,2,2,0
2022-2023,2022020024,2022-10-15,CAR,CAR @ SJS,W,AWAY,2,1,2,3,5,13,11,0,35,0.05714285714285714,9,17,7,18,19,1,0.9473684210526315,1,0,0
2022-2023,2022020028,2022-10-15,DET,DET @ NJD,W,AWAY,5,2,5,10,15,10,23,0,22,0.22727272727272727,20,2,9,37,39,2,0.9487179487179487,2,0,0
2022-2023,2022020025,2022-10-15,FLA,FLA @ BUF,W,AWAY,4,3,4,7,11,12,11,2,37,0.10810810810810811,10,4,4,24,27,3,0.8888888888888888,3,0,0
2022-2023,2022020029,2022-10-15,MTL,MTL @ WSH,L,AWAY,1,3,1,2,3,13,21,0,22,0.045454545454545456,20,7,14,26,29,3,0.896551724137931,2,1,0
2022-2023,2022020028,2022-10-15,NJD,NJD vs. DET,L,HOME,2,5,2,4,6,12,19,0,39,0.05128205128205128,11,6,13,17,22,5,0.7727272727272727,5,0,0
2022-2023,2022020032,2022-10-15,NYI,NYI vs. ANA,W,HOME,7,1,7,12,19,10,18,0,38,0.18421052631578946,20,6,19,22,23,1,0.9565217391304348,1,0,0
2022-2023,2022020023,2022-10-15,NYR,NYR @ WPG,L,AWAY,1,4,1,2,3,6,25,0,41,0.024390243902439025,18,3,19,30,33,3,0.9090909090909091,2,1,0
2022-2023,2022020030,2022-10-15,OTT,OTT @ TOR,L,AWAY,2,3,2,4,6,4,53,1,28,0.07142857142857142,19,10,7,29,32,3,0.90625,2,1,0
2022-2023,2022020026,2022-10-15,PHI,PHI vs. VAN,W,HOME,3,2,3,4,7,17,23,1,31,0.0967741935483871,14,4,4,28,30,2,0.9333333333333333,2,0,0
2022-2023,2022020031,2022-10-15,PIT,PIT vs. TBL,W,HOME,6,2,6,10,16,6,41,2,45,0.13333333333333333,13,13,12,34,36,2,0.9444444444444444,1,1,0
2022-2023,2022020024,2022-10-15,SJS,SJS vs. CAR,L,HOME,1,2,1,2,3,11,15,0,19,0.05263157894736842,22,11,6,33,35,2,0.9428571428571428,2,0,0
2022-2023,2022020031,2022-10-15,TBL,TBL @ PIT,L,AWAY,2,6,2,4,6,6,21,1,36,0.05555555555555555,14,4,10,39,44,5,0.8863636363636364,3,2,0
2022-2023,2022020030,2022-10-15,TOR,TOR vs. OTT,W,HOME,3,2,3,6,9,4,37,1,32,0.09375,14,11,14,26,28,2,0.9285714285714286,1,1,0
2022-2023,2022020026,2022-10-15,VAN,VAN @ PHI,L,AWAY,2,3,2,4,6,15,20,0,30,0.06666666666666667,8,5,4,28,31,3,0.9032258064516129,1,1,0
2022-2023,2022020023,2022-10-15,WPG,WPG vs. NYR,W,HOME,4,1,4,7,11,4,28,1,34,0.11764705882352941,13,11,17,40,41,1,0.975609756097561,1,0,0
2022-2023,2022020029,2022-10-15,WSH,WSH vs. MTL,W,HOME,3,1,3,6,9,13,26,1,29,0.10344827586206896,15,10,9,21,22,1,0.9545454545454546,1,0,0
2022-2023,2022020033,2022-10-16,CBJ,CBJ @ STL,L,AWAY,2,5,2,4,6,6,14,0,25,0.08,13,11,10,20,25,5,0.8,4,1,0
2022-2023,2022020036,2022-10-16,CGY,CGY @ EDM,W,AWAY,4,3,4,6,10,10,36,1,42,0.09523809523809523,14,10,6,26,29,3,0.896551724137931,2,1,0
2022-2023,2022020038,2022-10-16,CHI,CHI @ SJS,W,AWAY,5,2,5,9,14,16,21,0,25,0.2,17,13,5,24,26,2,0.9230769230769231,2,0,0
2022-2023,2022020035,2022-10-16,DAL,DAL vs. NSH,W,HOME,5,1,5,6,11,10,13,0,22,0.22727272727272727,14,8,10,29,30,1,0.9666666666666667,0,1,0
2022-2023,2022020036,2022-10-16,EDM,EDM vs. CGY,L,HOME,3,4,3,5,8,8,39,1,29,0.10344827586206896,13,4,19,38,42,4,0.9047619047619048,3,1,0
2022-2023,2022020034,2022-10-16,LAK,LAK @ MIN,W,AWAY,7,6,7,14,21,14,5,2,34,0.20588235294117646,20,7,4,29,35,6,0.8285714285714286,3,3,0
2022-2023,2022020034,2022-10-16,MIN,MIN vs. LAK,L,HOME,6,7,6,11,17,14,20,3,35,0.17142857142857143,7,5,6,27,34,7,0.7941176470588235,5,2,0
2022-2023,2022020035,2022-10-16,NSH,NSH @ DAL,L,AWAY,1,5,1,2,3,16,17,1,30,0.03333333333333333,18,10,10,17,21,4,0.8095238095238095,3,0,0
2022-2023,2022020037,2022-10-16,SEA,SEA vs. VGK,L,HOME,2,5,2,4,6,8,26,1,33,0.06060606060606061,9,4,5,25,30,5,0.8333333333333334,3,2,0
2022-2023,2022020038,2022-10-16,SJS,SJS vs. CHI,L,HOME,2,5,2,4,6,6,16,0,26,0.07692307692307693,3,7,5,20,25,5,0.8,3,0,0
2022-2023,2022020033,2022-10-16,STL,STL vs. CBJ,W,HOME,5,2,5,7,12,4,28,1,25,0.2,13,14,5,23,25,2,0.92,2,0,0
2022-2023,2022020037,2022-10-16,VGK,VGK @ SEA,W,AWAY,5,2,5,9,14,4,12,2,30,0.16666666666666666,20,6,4,31,33,2,0.9393939393939394,1,1,0
2022-2023,2022020039,2022-10-17,ANA,ANA @ NYR,L,AWAY,4,6,4,8,12,8,17,0,22,0.18181818181818182,12,4,10,37,43,6,0.8604651162790697,3,3,0
2022-2023,2022020040,2022-10-17,ARI,ARI @ TOR,W,AWAY,4,2,4,6,10,12,23,2,19,0.21052631578947367,18,1,9,26,28,2,0.9285714285714286,1,1,0
2022-2023,2022020041,2022-10-17,BOS,BOS vs. FLA,W,HOME,5,3,5,5,10,12,18,0,34,0.14705882352941177,22,8,11,38,41,3,0.926829268292683,3,0,0
2022-2023,2022020044,2022-10-17,DET,DET vs. LAK,L,HOME,4,5,4,8,12,8,29,1,33,0.12121212121212122,15,4,8,31,36,5,0.8611111111111112,5,0,0
2022-2023,2022020041,2022-10-17,FLA,FLA @ BOS,L,AWAY,3,5,3,6,9,10,22,0,41,0.07317073170731707,19,1,3,29,33,4,0.8787878787878788,4,0,0
2022-2023,2022020044,2022-10-17,LAK,LAK @ DET,W,AWAY,5,4,5,9,14,8,13,0,36,0.1388888888888889,11,7,7,29,33,4,0.8787878787878788,3,1,0
2022-2023,2022020042,2022-10-17,MTL,MTL vs. PIT,W,HOME,3,2,3,6,9,6,19,1,39,0.07692307692307693,16,12,12,26,28,2,0.9285714285714286,2,0,0
2022-2023,2022020039,2022-10-17,NYR,NYR vs. ANA,W,HOME,6,4,6,12,18,2,27,3,43,0.13953488372093023,13,5,5,18,22,4,0.8181818181818182,4,0,0
2022-2023,2022020042,2022-10-17,PIT,PIT @ MTL,L,AWAY,2,3,2,4,6,6,17,0,28,0.07142857142857142,17,2,16,36,39,3,0.9230769230769231,2,1,0
2022-2023,2022020040,2022-10-17,TOR,TOR vs. ARI,L,HOME,2,4,2,2,4,10,25,1,28,0.07142857142857142,7,9,14,15,18,3,0.8333333333333334,1,2,0
2022-2023,2022020043,2022-10-17,VAN,VAN @ WSH,L,AWAY,4,6,4,8,12,6,34,1,30,0.13333333333333333,15,7,8,24,30,6,0.8,4,2,0
2022-2023,2022020043,2022-10-17,WSH,WSH vs. VAN,W,HOME,6,4,6,11,17,4,37,2,30,0.2,14,11,7,26,30,4,0.8666666666666667,3,1,0
2022-2023,2022020048,2022-10-18,ANA,ANA @ NJD,L,AWAY,2,4,2,3,5,23,22,0,20,0.1,13,7,9,37,41,4,0.9024390243902439,4,0,0
2022-2023,2022020049,2022-10-18,BOS,BOS @ OTT,L,AWAY,5,7,5,8,13,13,23,1,34,0.14705882352941177,13,4,10,24,31,7,0.7741935483870968,7,0,0
2022-2023,2022020047,2022-10-18,CAR,CAR @ SEA,W,AWAY,5,1,5,10,15,10,18,2,34,0.14705882352941177,10,4,0,22,23,1,0.9565217391304348,0,1,0
2022-2023,2022020050,2022-10-18,CBJ,CBJ vs. VAN,W,HOME,4,3,4,8,12,11,17,0,33,0.12121212121212122,16,7,9,32,35,3,0.9142857142857143,2,0,0
2022-2023,2022020045,2022-10-18,COL,COL @ MIN,W,AWAY,6,3,6,10,16,14,23,1,38,0.15789473684210525,17,2,4,36,39,3,0.9230769230769231,1,2,0
2022-2023,2022020046,2022-10-18,DAL,DAL vs. WPG,W,HOME,4,1,4,7,11,10,12,1,29,0.13793103448275862,17,5,21,24,25,1,0.96,1,0,0
2022-2023,2022020045,2022-10-18,MIN,MIN vs. COL,L,HOME,3,6,3,6,9,8,20,2,39,0.07692307692307693,11,4,5,32,37,5,0.8648648648648649,4,1,0
2022-2023,2022020048,2022-10-18,NJD,NJD vs. ANA,W,HOME,4,2,4,8,12,15,26,0,41,0.0975609756097561,7,8,5,18,20,2,0.9,2,0,0
2022-2023,2022020051,2022-10-18,NYI,NYI vs. SJS,W,HOME,5,2,5,8,13,6,28,0,46,0.10869565217391304,15,7,13,26,28,2,0.9285714285714286,2,0,0
2022-2023,2022020049,2022-10-18,OTT,OTT vs. BOS,W,HOME,7,5,7,13,20,15,33,0,31,0.22580645161290322,11,6,10,29,34,5,0.8529411764705882,4,1,0
2022-2023,2022020053,2022-10-18,PHI,PHI @ TBL,W,AWAY,3,2,3,4,7,16,27,1,24,0.125,16,6,4,36,38,2,0.9473684210526315,0,2,0
2022-2023,2022020047,2022-10-18,SEA,SEA vs. CAR,L,HOME,1,5,1,2,3,10,18,1,23,0.043478260869565216,15,6,8,29,34,5,0.8529411764705882,3,2,0
2022-2023,2022020051,2022-10-18,SJS,SJS @ NYI,L,AWAY,2,5,2,3,5,6,22,0,28,0.07142857142857142,21,6,15,41,45,4,0.9111111111111111,4,0,0
2022-2023,2022020053,2022-10-18,TBL,TBL vs. PHI,L,HOME,2,3,2,4,6,14,21,2,38,0.05263157894736842,16,14,5,21,24,3,0.875,2,1,0
2022-2023,2022020050,2022-10-18,VAN,VAN @ CBJ,L,AWAY,3,4,3,6,9,9,13,0,35,0.08571428571428572,14,11,2,29,33,4,0.8787878787878788,4,0,0
2022-2023,2022020046,2022-10-18,WPG,WPG @ DAL,L,AWAY,1,4,1,2,3,8,13,0,25,0.04,11,8,11,25,29,4,0.8620689655172413,3,1,0
2022-2023,2022020054,2022-10-19,BUF,BUF @ EDM,W,AWAY,4,2,4,4,8,10,16,1,24,0.16666666666666666,13,12,11,46,48,2,0.9583333333333334,2,0,0
2022-2023,2022020055,2022-10-19,CGY,CGY vs. VGK,W,HOME,3,2,3,6,9,8,21,2,40,0.075,8,14,15,19,21,2,0.9047619047619048,2,0,0
2022-2023,2022020054,2022-10-19,EDM,EDM vs. BUF,L,HOME,2,4,2,3,5,12,28,0,48,0.041666666666666664,11,8,18,20,23,3,0.8695652173913043,2,1,0
2022-2023,2022020056,2022-10-19,FLA,FLA vs. PHI,W,HOME,4,3,4,8,12,12,12,0,36,0.1111111111111111,9,4,8,30,33,3,0.9090909090909091,2,1,0
2022-2023,2022020052,2022-10-19,LAK,LAK @ NSH,W,AWAY,4,3,3,5,8,12,20,1,35,0.08571428571428572,12,5,5,29,32,3,0.90625,3,0,0
2022-2023,2022020052,2022-10-19,NSH,NSH vs. LAK,L,HOME,3,4,3,5,8,18,31,0,32,0.09375,17,10,8,32,35,3,0.9142857142857143,2,1,0
2022-2023,2022020056,2022-10-19,PHI,PHI @ FLA,L,AWAY,3,4,3,6,9,6,18,1,33,0.09090909090909091,14,8,8,32,36,4,0.8888888888888888,4,0,0
2022-2023,2022020055,2022-10-19,VGK,VGK @ CGY,L,AWAY,2,3,2,4,6,12,13,0,21,0.09523809523809523,23,5,8,37,40,3,0.925,1,2,0
2022-2023,2022020059,2022-10-20,ANA,ANA @ BOS,L,AWAY,1,2,1,2,3,10,18,0,31,0.03225806451612903,15,7,6,35,36,1,0.9722222222222222,1,0,0
2022-2023,2022020060,2022-10-20,ARI,ARI @ MTL,L,AWAY,2,6,2,4,6,7,26,0,27,0.07407407407407407,14,10,20,24,29,5,0.8275862068965517,4,0,0
2022-2023,2022020059,2022-10-20,BOS,BOS vs. ANA,W,HOME,2,1,1,2,3,8,23,0,36,0.027777777777777776,10,8,7,30,31,1,0.967741935483871,1,0,0
2022-2023,2022020063,2022-10-20,CBJ,CBJ vs. NSH,W,HOME,5,3,5,8,13,10,28,0,42,0.11904761904761904,20,9,3,23,26,3,0.8846153846153846,3,0,0
2022-2023,2022020057,2022-10-20,COL,COL vs. WPG,L,HOME,3,4,3,6,9,8,26,1,33,0.09090909090909091,13,5,7,24,28,4,0.8571428571428571,3,1,0
2022-2023,2022020061,2022-10-20,DAL,DAL @ TOR,L,AWAY,2,3,2,4,6,16,41,1,28,0.07142857142857142,15,14,13,40,43,3,0.9302325581395349,2,1,0
2022-2023,2022020062,2022-10-20,LAK,LAK @ PIT,L,AWAY,1,6,1,2,3,8,28,1,40,0.025,17,7,12,28,34,6,0.8235294117647058,4,1,0
2022-2023,2022020060,2022-10-20,MTL,MTL vs. ARI,W,HOME,6,2,6,3,9,11,13,0,30,0.2,15,4,10,25,27,2,0.9259259259259259,2,0,0
2022-2023,2022020066,2022-10-20,NJD,NJD @ NYI,W,AWAY,4,1,4,5,9,6,21,0,43,0.09302325581395349,21,4,7,16,17,1,0.9411764705882353,1,0,0
2022-2023,2022020063,2022-10-20,NSH,NSH @ CBJ,L,AWAY,3,5,3,6,9,6,15,0,26,0.11538461538461539,19,6,6,37,41,4,0.9024390243902439,4,0,0
2022-2023,2022020066,2022-10-20,NYI,NYI vs. NJD,L,HOME,1,4,1,2,3,8,39,0,17,0.058823529411764705,19,4,10,39,42,3,0.9285714285714286,3,0,0
2022-2023,2022020064,2022-10-20,NYR,NYR vs. SJS,L,HOME,2,3,2,3,5,6,33,0,23,0.08695652173913043,18,5,8,24,27,3,0.8888888888888888,2,1,0
2022-2023,2022020065,2022-10-20,OTT,OTT vs. WSH,W,HOME,5,2,5,7,12,13,28,2,44,0.11363636363636363,12,4,16,22,24,2,0.9166666666666666,0,2,0
2022-2023,2022020062,2022-10-20,PIT,PIT vs. LAK,W,HOME,6,1,6,9,15,14,35,1,34,0.17647058823529413,20,15,7,39,40,1,0.975,0,1,0
2022-2023,2022020058,2022-10-20,SEA,SEA vs. STL,L,HOME,3,4,3,6,9,10,17,0,35,0.08571428571428572,6,5,11,24,28,4,0.8571428571428571,4,0,0
2022-2023,2022020064,2022-10-20,SJS,SJS @ NYR,W,AWAY,3,2,3,6,9,10,19,1,27,0.1111111111111111,11,5,6,21,23,2,0.9130434782608695,2,0,0
2022-2023,2022020058,2022-10-20,STL,STL @ SEA,W,AWAY,4,3,4,8,12,6,15,0,28,0.14285714285714285,15,9,3,32,35,3,0.9142857142857143,3,0,0
2022-2023,2022020061,2022-10-20,TOR,TOR vs. DAL,W,HOME,3,2,3,6,9,8,31,1,43,0.06976744186046512,21,17,13,26,28,2,0.9285714285714286,1,1,0
2022-2023,2022020057,2022-10-20,WPG,WPG @ COL,W,AWAY,4,3,4,7,11,6,27,1,28,0.14285714285714285,25,6,6,30,33,3,0.9090909090909091,2,1,0
2022-2023,2022020065,2022-10-20,WSH,WSH @ OTT,L,AWAY,2,5,2,4,6,15,24,2,24,0.08333333333333333,21,3,6,39,42,3,0.9285714285714286,1,2,0
2022-2023,2022020068,2022-10-21,BUF,BUF @ CGY,W,AWAY,6,3,6,12,18,2,11,1,32,0.1875,12,8,5,40,43,3,0.9302325581395349,3,0,0
2022-2023,2022020069,2022-10-21,CAR,CAR @ EDM,L,AWAY,4,6,4,8,12,10,18,2,40,0.1,11,9,7,27,32,5,0.84375,2,2,0
2022-2023,2022020068,2022-10-21,CGY,CGY vs. BUF,L,HOME,3,6,3,6,9,8,29,0,43,0.06976744186046512,12,6,4,26,31,5,0.8387096774193549,3,1,0
2022-2023,2022020069,2022-10-21,EDM,EDM vs. CAR,W,HOME,6,4,6,10,16,10,24,2,33,0.18181818181818182,20,17,13,36,40,4,0.9,2,2,0
2022-2023,2022020071,2022-10-21,FLA,FLA vs. TBL,L,HOME,2,3,2,4,6,18,17,0,38,0.05263157894736842,13,14,8,29,32,3,0.90625,1,2,0
2022-2023,2022020067,2022-10-21,MIN,MIN vs. VAN,W,HOME,4,3,4,7,11,11,21,1,37,0.10810810810810811,15,11,6,23,26,3,0.8846153846153846,3,0,0
2022-2023,2022020071,2022-10-21,TBL,TBL @ FLA,W,AWAY,3,2,3,6,9,14,29,2,32,0.09375,15,7,5,36,38,2,0.9473684210526315,2,0,0
2022-2023,2022020067,2022-10-21,VAN,VAN @ MIN,L,AWAY,3,4,3,6,9,13,12,0,26,0.11538461538461539,14,10,0,33,37,4,0.8918918918918919,3,1,0
2022-2023,2022020070,2022-10-21,VGK,VGK vs. WPG,W,HOME,5,2,5,7,12,0,23,0,32,0.15625,10,0,5,26,28,2,0.9285714285714286,2,0,0
2022-2023,2022020070,2022-10-21,WPG,WPG @ VGK,L,AWAY,2,5,2,4,6,6,38,0,28,0.07142857142857142,9,4,4,27,31,4,0.8709677419354839,4,0,0
2022-2023,2022020076,2022-10-22,ARI,ARI @ OTT,L,AWAY,2,6,2,3,5,17,24,1,22,0.09090909090909091,14,3,14,26,32,6,0.8125,5,1,0
2022-2023,2022020074,2022-10-22,BOS,BOS vs. MIN,W,HOME,4,3,4,8,12,10,24,1,43,0.09302325581395349,11,4,7,24,27,3,0.8888888888888888,1,1,0
2022-2023,2022020081,2022-10-22,CBJ,CBJ vs. PIT,L,HOME,3,6,3,2,5,6,31,0,32,0.09375,15,10,5,33,39,6,0.8461538461538461,6,0,0
2022-2023,2022020072,2022-10-22,CHI,CHI vs. DET,W,HOME,4,3,4,3,7,12,27,0,29,0.13793103448275862,17,10,22,25,28,3,0.8928571428571429,2,1,0
2022-2023,2022020073,2022-10-22,COL,COL vs. SEA,L,HOME,2,3,2,4,6,15,37,0,20,0.1,8,12,7,35,38,3,0.9210526315789473,2,1,0
2022-2023,2022020078,2022-10-22,DAL,DAL @ MTL,W,AWAY,5,2,5,8,13,8,16,2,30,0.16666666666666666,13,13,19,32,34,2,0.9411764705882353,2,0,0
2022-2023,2022020072,2022-10-22,DET,DET @ CHI,L,AWAY,3,4,3,5,8,10,13,1,28,0.10714285714285714,14,8,3,25,29,4,0.8620689655172413,3,0,0
