SEASON_ID,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,HOME_AWAY,WL,PTS,PTS_AGAINST
2011-2012,2011020001,2011-10-06,BOS,BOS vs. PHI,HOME,L,1,2
2011-2012,2011020002,2011-10-06,MTL,MTL @ TOR,AWAY,L,0,2
2011-2012,2011020001,2011-10-06,PHI,PHI @ BOS,AWAY,W,2,1
2011-2012,2011020002,2011-10-06,TOR,TOR vs. MTL,HOME,W,2,0
2011-2012,2011020007,2011-10-07,ANA,ANA @ BUF,AWAY,L,1,4
2011-2012,2011020007,2011-10-07,BUF,BUF vs. ANA,HOME,W,4,1
2011-2012,2011020004,2011-10-07,CAR,CAR vs. TBL,HOME,L,1,5
2011-2012,2011020006,2011-10-07,CBJ,CBJ vs. NSH,HOME,L,2,3
2011-2012,2011020005,2011-10-07,DET,DET vs. OTT,HOME,W,5,3
2011-2012,2011020009,2011-10-07,LAK,LAK vs. NYR,HOME,W,3,2
2011-2012,2011020006,2011-10-07,NSH,NSH @ CBJ,AWAY,W,3,2
2011-2012,2011020009,2011-10-07,NYR,NYR @ LAK,AWAY,L,2,3
2011-2012,2011020005,2011-10-07,OTT,OTT @ DET,AWAY,L,3,5
2011-2012,2011020003,2011-10-07,PIT,PIT @ VAN,AWAY,W,4,3
2011-2012,2011020004,2011-10-07,TBL,TBL @ CAR,AWAY,W,5,1
2011-2012,2011020003,2011-10-07,VAN,VAN vs. PIT,HOME,L,3,4
2011-2012,2011020020,2011-10-08,ANA,ANA vs. NYR,HOME,W,2,1
2011-2012,2011020010,2011-10-08,BOS,BOS vs. TBL,HOME,W,4,1
2011-2012,2011020022,2011-10-08,BUF,BUF @ LAK,AWAY,W,4,2
2011-2012,2011020013,2011-10-08,CAR,CAR @ WSH,AWAY,L,3,4
2011-2012,2011020008,2011-10-08,CHI,CHI @ DAL,AWAY,L,1,2
2011-2012,2011020008,2011-10-08,DAL,DAL vs. CHI,HOME,W,2,1
2011-2012,2011020022,2011-10-08,LAK,LAK vs. BUF,HOME,L,2,4
