SEASON_ID,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,HOME_AWAY,WL,PTS,PTS_AGAINST
2019-2020,2019020032,2019-10-06,DAL,DAL @ DET,AWAY,L,3,4
2019-2020,2019020025,2019-10-06,DET,DET @ NSH,AWAY,W,5,3
2019-2020,2019020032,2019-10-06,DET,DET vs. DAL,HOME,W,4,3
2019-2020,2019020029,2019-10-06,EDM,EDM vs. LAK,HOME,W,6,5
2019-2020,2019020029,2019-10-06,LAK,LAK @ EDM,AWAY,L,5,6
2019-2020,2019020026,2019-10-06,MIN,MIN @ COL,AWAY,L,2,4
2019-2020,2019020025,2019-10-06,NSH,NSH vs. DET,HOME,L,3,5
2019-2020,2019020033,2019-10-06,NYI,NYI vs. WPG,HOME,W,4,1
2019-2020,2019020030,2019-10-06,SJS,SJS @ ANA,AWAY,L,1,3
2019-2020,2019020024,2019-10-06,STL,STL vs. DAL,HOME,W,3,2
2019-2020,2019020031,2019-10-06,TBL,TBL @ CAR,AWAY,L,3,4
2019-2020,2019020028,2019-10-06,VAN,VAN @ CGY,AWAY,L,0,3
2019-2020,2019020033,2019-10-06,WPG,WPG @ NYI,AWAY,L,1,4
2019-2020,2019020035,2019-10-07,BUF,BUF @ CBJ,AWAY,L,3,4
2019-2020,2019020035,2019-10-07,CBJ,CBJ vs. BUF,HOME,W,4,3
2019-2020,2019020034,2019-10-07,STL,STL @ TOR,AWAY,W,3,2
2019-2020,2019020034,2019-10-07,TOR,TOR vs. STL,HOME,L,2,3
2019-2020,2019020040,2019-10-08,ANA,ANA @ DET,AWAY,W,3,1
2019-2020,2019020036,2019-10-08,CAR,CAR @ FLA,AWAY,W,6,3
2019-2020,2019020039,2019-10-08,DAL,DAL @ WSH,AWAY,W,4,3
2019-2020,2019020040,2019-10-08,DET,DET vs. ANA,HOME,L,1,3
2019-2020,2019020037,2019-10-08,EDM,EDM @ NYI,AWAY,W,5,2
2019-2020,2019020036,2019-10-08,FLA,FLA vs. CAR,HOME,L,3,6
2019-2020,2019020037,2019-10-08,NYI,NYI vs. EDM,HOME,L,2,5
2019-2020,2019020038,2019-10-08,PIT,PIT vs. WPG,HOME,L,1,4
2019-2020,2019020038,2019-10-08,WPG,WPG @ PIT,AWAY,W,4,1
2019-2020,2019020039,2019-10-08,WSH,WSH vs. DAL,HOME,L,3,4
2019-2020,2019020043,2019-10-09,BOS,BOS @ VGK,AWAY,W,4,3
2019-2020,2019020044,2019-10-09,BUF,BUF vs. MTL,HOME,W,5,4
2019-2020,2019020042,2019-10-09,CGY,CGY vs. LAK,HOME,L,3,4
2019-2020,2019020042,2019-10-09,LAK,LAK @ CGY,AWAY,W,4,3
2019-2020,2019020044,2019-10-09,MTL,MTL @ BUF,AWAY,L,4,5
2019-2020,2019020045,2019-10-09,NJD,NJD @ PHI,AWAY,L,0,4
2019-2020,2019020041,2019-10-09,NSH,NSH vs. SJS,HOME,W,5,2
2019-2020,2019020045,2019-10-09,PHI,PHI vs. NJD,HOME,W,4,0
2019-2020,2019020041,2019-10-09,SJS,SJS @ NSH,AWAY,L,2,5
2019-2020,2019020043,2019-10-09,VGK,VGK vs. BOS,HOME,L,3,4
2019-2020,2019020050,2019-10-10,ANA,ANA @ PIT,AWAY,L,1,2
2019-2020,2019020048,2019-10-10,DET,DET @ MTL,AWAY,W,4,2
2019-2020,2019020049,2019-10-10,EDM,EDM @ NJD,AWAY,W,4,3
2019-2020,2019020046,2019-10-10,LAK,LAK @ VAN,AWAY,L,2,8
2019-2020,2019020048,2019-10-10,MTL,MTL vs. DET,HOME,L,2,4
2019-2020,2019020049,2019-10-10,NJD,NJD vs. EDM,HOME,L,3,4
2019-2020,2019020051,2019-10-10,OTT,OTT vs. STL,HOME,L,4,6
2019-2020,2019020050,2019-10-10,PIT,PIT vs. ANA,HOME,W,2,1
2019-2020,2019020051,2019-10-10,STL,STL @ OTT,AWAY,W,6,4
2019-2020,2019020047,2019-10-10,TBL,TBL @ TOR,AWAY,W,7,3
2019-2020,2019020047,2019-10-10,TOR,TOR vs. TBL,HOME,L,3,7
2019-2020,2019020046,2019-10-10,VAN,VAN vs. LAK,HOME,W,8,2
2019-2020,2019020059,2019-10-11,ANA,ANA @ CBJ,AWAY,W,2,1
2019-2020,2019020057,2019-10-11,ARI,ARI vs. VGK,HOME,W,4,1
2019-2020,2019020056,2019-10-11,BOS,BOS @ COL,AWAY,L,2,4
2019-2020,2019020058,2019-10-11,BUF,BUF vs. FLA,HOME,W,3,2
2019-2020,2019020060,2019-10-11,CAR,CAR vs. NYI,HOME,W,5,2
2019-2020,2019020059,2019-10-11,CBJ,CBJ vs. ANA,HOME,L,1,2
2019-2020,2019020055,2019-10-11,CGY,CGY @ DAL,AWAY,W,3,2
2019-2020,2019020054,2019-10-11,CHI,CHI vs. SJS,HOME,L,4,5
2019-2020,2019020056,2019-10-11,COL,COL vs. BOS,HOME,W,4,2
2019-2020,2019020055,2019-10-11,DAL,DAL vs. CGY,HOME,L,2,3
2019-2020,2019020058,2019-10-11,FLA,FLA @ BUF,AWAY,L,2,3
2019-2020,2019020053,2019-10-11,MIN,MIN @ WPG,AWAY,L,2,5
2019-2020,2019020052,2019-10-11,NSH,NSH vs. WSH,HOME,W,6,5
2019-2020,2019020060,2019-10-11,NYI,NYI @ CAR,AWAY,L,2,5
2019-2020,2019020054,2019-10-11,SJS,SJS @ CHI,AWAY,W,5,4
2019-2020,2019020057,2019-10-11,VGK,VGK @ ARI,AWAY,L,1,4
2019-2020,2019020053,2019-10-11,WPG,WPG vs. MIN,HOME,W,5,2
2019-2020,2019020052,2019-10-11,WSH,WSH @ NSH,AWAY,L,5,6
2019-2020,2019020064,2019-10-12,BOS,BOS vs. NJD,HOME,W,3,0
2019-2020,2019020068,2019-10-12,CAR,CAR vs. CBJ,HOME,L,2,3
2019-2020,2019020068,2019-10-12,CBJ,CBJ @ CAR,AWAY,W,3,2
2019-2020,2019020069,2019-10-12,CHI,CHI vs. WPG,HOME,L,2,3
2019-2020,2019020066,2019-10-12,DET,DET vs. TOR,HOME,L,2,5
2019-2020,2019020061,2019-10-12,EDM,EDM @ NYR,AWAY,W,4,1
2019-2020,2019020067,2019-10-12,FLA,FLA @ NYI,AWAY,L,2,3
2019-2020,2019020063,2019-10-12,LAK,LAK vs. NSH,HOME,W,7,4
2019-2020,2019020065,2019-10-12,MTL,MTL vs. STL,HOME,W,6,3
2019-2020,2019020064,2019-10-12,NJD,NJD @ BOS,AWAY,L,0,3
2019-2020,2019020063,2019-10-12,NSH,NSH @ LAK,AWAY,L,4,7
2019-2020,2019020067,2019-10-12,NYI,NYI vs. FLA,HOME,W,3,2
2019-2020,2019020061,2019-10-12,NYR,NYR vs. EDM,HOME,L,1,4
2019-2020,2019020062,2019-10-12,OTT,OTT vs. TBL,HOME,W,4,2
2019-2020,2019020065,2019-10-12,STL,STL @ MTL,AWAY,L,3,6
2019-2020,2019020062,2019-10-12,TBL,TBL @ OTT,AWAY,L,2,4
2019-2020,2019020066,2019-10-12,TOR,TOR @ DET,AWAY,W,5,2
2019-2020,2019020069,2019-10-12,WPG,WPG @ CHI,AWAY,W,3,2
2019-2020,2019020072,2019-10-13,ARI,ARI @ COL,AWAY,L,2,3
2019-2020,2019020074,2019-10-13,CGY,CGY @ VGK,AWAY,L,2,6
2019-2020,2019020072,2019-10-13,COL,COL vs. ARI,HOME,W,3,2
2019-2020,2019020070,2019-10-13,DAL,DAL vs. WSH,HOME,L,1,4
2019-2020,2019020071,2019-10-13,MIN,MIN vs. PIT,HOME,L,4,7
2019-2020,2019020073,2019-10-13,PHI,PHI @ VAN,AWAY,L,2,3
2019-2020,2019020071,2019-10-13,PIT,PIT @ MIN,AWAY,W,7,4
2019-2020,2019020075,2019-10-13,PIT,PIT @ WPG,AWAY,W,7,2
2019-2020,2019020073,2019-10-13,VAN,VAN vs. PHI,HOME,W,3,2
2019-2020,2019020074,2019-10-13,VGK,VGK vs. CGY,HOME,W,6,2
2019-2020,2019020075,2019-10-13,WPG,WPG vs. PIT,HOME,L,2,7
2019-2020,2019020070,2019-10-13,WSH,WSH @ DAL,AWAY,W,4,1
2019-2020,2019020078,2019-10-14,ANA,ANA @ BOS,AWAY,L,2,4
2019-2020,2019020078,2019-10-14,BOS,BOS vs. ANA,HOME,W,4,2
2019-2020,2019020082,2019-10-14,BUF,BUF vs. DAL,HOME,W,4,0
2019-2020,2019020077,2019-10-14,CGY,CGY @ SJS,AWAY,L,1,3
2019-2020,2019020083,2019-10-14,COL,COL @ WSH,AWAY,W,6,3
2019-2020,2019020082,2019-10-14,DAL,DAL @ BUF,AWAY,L,0,4
2019-2020,2019020080,2019-10-14,FLA,FLA @ NJD,AWAY,W,6,4
2019-2020,2019020076,2019-10-14,LAK,LAK vs. VGK,HOME,L,2,5
2019-2020,2019020079,2019-10-14,MIN,MIN @ OTT,AWAY,W,2,0
2019-2020,2019020080,2019-10-14,NJD,NJD vs. FLA,HOME,L,4,6
2019-2020,2019020081,2019-10-14,NYI,NYI vs. STL,HOME,W,3,2
2019-2020,2019020079,2019-10-14,OTT,OTT vs. MIN,HOME,L,0,2
2019-2020,2019020077,2019-10-14,SJS,SJS vs. CGY,HOME,W,3,1
2019-2020,2019020081,2019-10-14,STL,STL @ NYI,AWAY,L,2,3
2019-2020,2019020076,2019-10-14,VGK,VGK @ LAK,AWAY,W,5,2
2019-2020,2019020083,2019-10-14,WSH,WSH vs. COL,HOME,L,3,6
2019-2020,2019020084,2019-10-15,CHI,CHI vs. EDM,HOME,W,3,1
2019-2020,2019020084,2019-10-15,EDM,EDM @ CHI,AWAY,L,1,3
2019-2020,2019020085,2019-10-15,MIN,MIN @ TOR,AWAY,L,2,4
2019-2020,2019020086,2019-10-15,MTL,MTL vs. TBL,HOME,L,1,3
2019-2020,2019020086,2019-10-15,TBL,TBL @ MTL,AWAY,W,3,1
2019-2020,2019020085,2019-10-15,TOR,TOR vs. MIN,HOME,W,4,2
2019-2020,2019020087,2019-10-16,ARI,ARI @ WPG,AWAY,W,4,2
2019-2020,2019020091,2019-10-16,CAR,CAR @ LAK,AWAY,W,2,0
2019-2020,2019020094,2019-10-16,CBJ,CBJ vs. DAL,HOME,W,3,2
2019-2020,2019020088,2019-10-16,CGY,CGY vs. PHI,HOME,W,3,1
2019-2020,2019020092,2019-10-16,COL,COL @ PIT,AWAY,L,2,3
2019-2020,2019020094,2019-10-16,DAL,DAL @ CBJ,AWAY,L,2,3
2019-2020,2019020089,2019-10-16,DET,DET @ VAN,AWAY,L,1,5
2019-2020,2019020091,2019-10-16,LAK,LAK vs. CAR,HOME,L,0,2
2019-2020,2019020090,2019-10-16,NSH,NSH @ VGK,AWAY,W,5,2
2019-2020,2019020088,2019-10-16,PHI,PHI @ CGY,AWAY,L,1,3
2019-2020,2019020092,2019-10-16,PIT,PIT vs. COL,HOME,W,3,2
2019-2020,2019020093,2019-10-16,TOR,TOR @ WSH,AWAY,L,3,4
2019-2020,2019020089,2019-10-16,VAN,VAN vs. DET,HOME,W,5,1
2019-2020,2019020090,2019-10-16,VGK,VGK vs. NSH,HOME,L,2,5
2019-2020,2019020087,2019-10-16,WPG,WPG vs. ARI,HOME,L,2,4
2019-2020,2019020093,2019-10-16,WSH,WSH vs. TOR,HOME,W,4,3
2019-2020,2019020096,2019-10-17,ANA,ANA vs. BUF,HOME,W,5,2
2019-2020,2019020098,2019-10-17,BOS,BOS vs. TBL,HOME,L,3,4
2019-2020,2019020096,2019-10-17,BUF,BUF @ ANA,AWAY,L,2,5
2019-2020,2019020097,2019-10-17,CAR,CAR @ SJS,AWAY,L,2,5
2019-2020,2019020095,2019-10-17,EDM,EDM vs. PHI,HOME,W,6,3
2019-2020,2019020099,2019-10-17,MIN,MIN @ MTL,AWAY,L,0,4
2019-2020,2019020099,2019-10-17,MTL,MTL vs. MIN,HOME,W,4,0
2019-2020,2019020100,2019-10-17,NJD,NJD vs. NYR,HOME,W,5,2
2019-2020,2019020100,2019-10-17,NYR,NYR @ NJD,AWAY,L,2,5
2019-2020,2019020095,2019-10-17,PHI,PHI @ EDM,AWAY,L,3,6
2019-2020,2019020097,2019-10-17,SJS,SJS vs. CAR,HOME,W,5,2
2019-2020,2019020098,2019-10-17,TBL,TBL @ BOS,AWAY,W,4,3
2019-2020,2019020104,2019-10-18,ARI,ARI vs. NSH,HOME,W,5,2
2019-2020,2019020106,2019-10-18,BUF,BUF @ LAK,AWAY,W,3,0
2019-2020,2019020103,2019-10-18,CGY,CGY vs. DET,HOME,W,5,1
2019-2020,2019020107,2019-10-18,COL,COL @ FLA,AWAY,W,5,4
2019-2020,2019020108,2019-10-18,DAL,DAL @ PIT,AWAY,L,2,4
2019-2020,2019020103,2019-10-18,DET,DET @ CGY,AWAY,L,1,5
2019-2020,2019020107,2019-10-18,FLA,FLA vs. COL,HOME,L,4,5
2019-2020,2019020106,2019-10-18,LAK,LAK vs. BUF,HOME,L,0,3
2019-2020,2019020104,2019-10-18,NSH,NSH @ ARI,AWAY,L,2,5
2019-2020,2019020102,2019-10-18,NYI,NYI @ WPG,AWAY,W,3,1
2019-2020,2019020109,2019-10-18,NYR,NYR @ WSH,AWAY,L,2,5
2019-2020,2019020105,2019-10-18,OTT,OTT @ VGK,AWAY,L,2,3
2019-2020,2019020108,2019-10-18,PIT,PIT vs. DAL,HOME,W,4,2
2019-2020,2019020101,2019-10-18,STL,STL vs. VAN,HOME,L,3,4
2019-2020,2019020101,2019-10-18,VAN,VAN @ STL,AWAY,W,4,3
2019-2020,2019020105,2019-10-18,VGK,VGK vs. OTT,HOME,W,3,2
2019-2020,2019020102,2019-10-18,WPG,WPG vs. NYI,HOME,L,1,3
2019-2020,2019020109,2019-10-18,WSH,WSH vs. NYR,HOME,W,5,2
2019-2020,2019020112,2019-10-19,ANA,ANA vs. CAR,HOME,W,4,2
2019-2020,2019020120,2019-10-19,ARI,ARI vs. OTT,HOME,W,5,2
2019-2020,2019020115,2019-10-19,BOS,BOS @ TOR,AWAY,L,3,4
2019-2020,2019020112,2019-10-19,CAR,CAR @ ANA,AWAY,L,2,4
2019-2020,2019020110,2019-10-19,CBJ,CBJ @ CHI,AWAY,L,2,3
2019-2020,2019020119,2019-10-19,CBJ,CBJ vs. NYI,HOME,L,2,3
2019-2020,2019020110,2019-10-19,CHI,CHI vs. CBJ,HOME,W,3,2
2019-2020,2019020116,2019-10-19,COL,COL @ TBL,AWAY,W,6,2
2019-2020,2019020117,2019-10-19,DAL,DAL @ PHI,AWAY,W,4,1
2019-2020,2019020111,2019-10-19,DET,DET @ EDM,AWAY,L,1,2
2019-2020,2019020111,2019-10-19,EDM,EDM vs. DET,HOME,W,2,1
2019-2020,2019020114,2019-10-19,MTL,MTL @ STL,AWAY,W,5,2
2019-2020,2019020113,2019-10-19,NJD,NJD vs. VAN,HOME,W,1,0
2019-2020,2019020119,2019-10-19,NYI,NYI @ CBJ,AWAY,W,3,2
2019-2020,2019020120,2019-10-19,OTT,OTT @ ARI,AWAY,L,2,5
2019-2020,2019020117,2019-10-19,PHI,PHI vs. DAL,HOME,L,1,4
2019-2020,2019020118,2019-10-19,PIT,PIT vs. VGK,HOME,L,0,3
2019-2020,2019020114,2019-10-19,STL,STL vs. MTL,HOME,L,2,5
2019-2020,2019020116,2019-10-19,TBL,TBL vs. COL,HOME,L,2,6
2019-2020,2019020115,2019-10-19,TOR,TOR vs. BOS,HOME,W,4,3
2019-2020,2019020113,2019-10-19,VAN,VAN @ NJD,AWAY,L,0,1
2019-2020,2019020118,2019-10-19,VGK,VGK @ PIT,AWAY,W,3,0
2019-2020,2019020123,2019-10-20,BUF,BUF @ SJS,AWAY,W,4,3
2019-2020,2019020122,2019-10-20,CGY,CGY @ LAK,AWAY,L,1,4
2019-2020,2019020126,2019-10-20,CHI,CHI vs. WSH,HOME,L,3,5
2019-2020,2019020127,2019-10-20,EDM,EDM @ WPG,AWAY,L,0,1
2019-2020,2019020121,2019-10-20,FLA,FLA @ NSH,AWAY,W,3,2
2019-2020,2019020122,2019-10-20,LAK,LAK vs. CGY,HOME,W,4,1
2019-2020,2019020125,2019-10-20,MIN,MIN vs. MTL,HOME,W,4,3
2019-2020,2019020125,2019-10-20,MTL,MTL @ MIN,AWAY,L,3,4
2019-2020,2019020121,2019-10-20,NSH,NSH vs. FLA,HOME,L,2,3
2019-2020,2019020124,2019-10-20,NYR,NYR vs. VAN,HOME,L,2,3
2019-2020,2019020123,2019-10-20,SJS,SJS vs. BUF,HOME,L,3,4
2019-2020,2019020124,2019-10-20,VAN,VAN @ NYR,AWAY,W,3,2
2019-2020,2019020127,2019-10-20,WPG,WPG vs. EDM,HOME,W,1,0
2019-2020,2019020126,2019-10-20,WSH,WSH @ CHI,AWAY,W,5,3
2019-2020,2019020128,2019-10-21,ANA,ANA vs. CGY,HOME,L,1,2
2019-2020,2019020129,2019-10-21,CBJ,CBJ @ TOR,AWAY,W,4,3
2019-2020,2019020128,2019-10-21,CGY,CGY @ ANA,AWAY,W,2,1
2019-2020,2019020130,2019-10-21,PHI,PHI vs. VGK,HOME,W,6,2
2019-2020,2019020129,2019-10-21,TOR,TOR vs. CBJ,HOME,L,3,4
2019-2020,2019020130,2019-10-21,VGK,VGK @ PHI,AWAY,L,2,6
2019-2020,2019020136,2019-10-22,ARI,ARI @ NYR,AWAY,W,3,2
2019-2020,2019020133,2019-10-22,BOS,BOS vs. TOR,HOME,W,4,2
2019-2020,2019020134,2019-10-22,BUF,BUF vs. SJS,HOME,W,4,3
2019-2020,2019020131,2019-10-22,COL,COL @ STL,AWAY,L,1,3
2019-2020,2019020132,2019-10-22,DAL,DAL vs. OTT,HOME,W,2,1
2019-2020,2019020137,2019-10-22,DET,DET vs. VAN,HOME,L,2,5
2019-2020,2019020135,2019-10-22,FLA,FLA vs. PIT,HOME,W,4,2
2019-2020,2019020136,2019-10-22,NYR,NYR vs. ARI,HOME,L,2,3
2019-2020,2019020132,2019-10-22,OTT,OTT @ DAL,AWAY,L,1,2
2019-2020,2019020135,2019-10-22,PIT,PIT @ FLA,AWAY,L,2,4
2019-2020,2019020134,2019-10-22,SJS,SJS @ BUF,AWAY,L,3,4
2019-2020,2019020131,2019-10-22,STL,STL vs. COL,HOME,W,3,1
2019-2020,2019020133,2019-10-22,TOR,TOR @ BOS,AWAY,L,2,4
2019-2020,2019020137,2019-10-22,VAN,VAN @ DET,AWAY,W,5,2
2019-2020,2019020138,2019-10-23,ANA,ANA @ NSH,AWAY,L,1,6
2019-2020,2019020142,2019-10-23,CGY,CGY vs. WSH,HOME,L,3,5
2019-2020,2019020141,2019-10-23,CHI,CHI vs. VGK,HOME,L,1,2
2019-2020,2019020143,2019-10-23,DET,DET @ OTT,AWAY,L,2,5
2019-2020,2019020139,2019-10-23,EDM,EDM @ MIN,AWAY,L,0,3
2019-2020,2019020140,2019-10-23,LAK,LAK @ WPG,AWAY,W,3,2
2019-2020,2019020139,2019-10-23,MIN,MIN vs. EDM,HOME,W,3,0
2019-2020,2019020138,2019-10-23,NSH,NSH vs. ANA,HOME,W,6,1
2019-2020,2019020143,2019-10-23,OTT,OTT vs. DET,HOME,W,5,2
2019-2020,2019020141,2019-10-23,VGK,VGK @ CHI,AWAY,W,2,1
2019-2020,2019020140,2019-10-23,WPG,WPG vs. LAK,HOME,L,2,3
2019-2020,2019020142,2019-10-23,WSH,WSH @ CGY,AWAY,W,5,3
2019-2020,2019020146,2019-10-24,ARI,ARI @ NYI,AWAY,L,2,4
2019-2020,2019020147,2019-10-24,BUF,BUF @ NYR,AWAY,L,2,6
2019-2020,2019020148,2019-10-24,CAR,CAR @ CBJ,AWAY,L,3,4
2019-2020,2019020148,2019-10-24,CBJ,CBJ vs. CAR,HOME,W,4,3
2019-2020,2019020145,2019-10-24,MTL,MTL vs. SJS,HOME,L,2,4
2019-2020,2019020146,2019-10-24,NYI,NYI vs. ARI,HOME,W,4,2
2019-2020,2019020147,2019-10-24,NYR,NYR vs. BUF,HOME,W,6,2
2019-2020,2019020144,2019-10-24,PIT,PIT @ TBL,AWAY,L,2,3
2019-2020,2019020145,2019-10-24,SJS,SJS @ MTL,AWAY,W,4,2
2019-2020,2019020144,2019-10-24,TBL,TBL vs. PIT,HOME,W,3,2
2019-2020,2019020152,2019-10-25,ANA,ANA @ DAL,AWAY,L,1,2
2019-2020,2019020157,2019-10-25,ARI,ARI @ NJD,AWAY,W,5,3
2019-2020,2019020159,2019-10-25,BUF,BUF @ DET,AWAY,W,2,0
2019-2020,2019020153,2019-10-25,CGY,CGY vs. FLA,HOME,W,6,5
2019-2020,2019020151,2019-10-25,CHI,CHI vs. PHI,HOME,L,1,4
2019-2020,2019020155,2019-10-25,COL,COL @ VGK,AWAY,W,6,1
2019-2020,2019020152,2019-10-25,DAL,DAL vs. ANA,HOME,W,2,1
2019-2020,2019020159,2019-10-25,DET,DET vs. BUF,HOME,L,0,2
2019-2020,2019020154,2019-10-25,EDM,EDM vs. WSH,HOME,W,4,3
2019-2020,2019020153,2019-10-25,FLA,FLA @ CGY,AWAY,L,5,6
2019-2020,2019020149,2019-10-25,LAK,LAK @ STL,AWAY,L,2,5
2019-2020,2019020150,2019-10-25,MIN,MIN @ NSH,AWAY,L,0,4
2019-2020,2019020157,2019-10-25,NJD,NJD vs. ARI,HOME,L,3,5
2019-2020,2019020150,2019-10-25,NSH,NSH vs. MIN,HOME,W,4,0
2019-2020,2019020158,2019-10-25,NYI,NYI @ OTT,AWAY,W,4,2
2019-2020,2019020158,2019-10-25,OTT,OTT vs. NYI,HOME,L,2,4
2019-2020,2019020151,2019-10-25,PHI,PHI @ CHI,AWAY,W,4,1
2019-2020,2019020156,2019-10-25,SJS,SJS @ TOR,AWAY,L,1,4
2019-2020,2019020149,2019-10-25,STL,STL vs. LAK,HOME,W,5,2
2019-2020,2019020156,2019-10-25,TOR,TOR vs. SJS,HOME,W,4,1
2019-2020,2019020155,2019-10-25,VGK,VGK vs. COL,HOME,L,1,6
2019-2020,2019020154,2019-10-25,WSH,WSH @ EDM,AWAY,L,3,4
2019-2020,2019020162,2019-10-26,BOS,BOS vs. STL,HOME,W,3,0
2019-2020,2019020161,2019-10-26,CAR,CAR vs. CHI,HOME,W,4,0
2019-2020,2019020165,2019-10-26,CBJ,CBJ @ PHI,AWAY,L,4,7
2019-2020,2019020161,2019-10-26,CHI,CHI @ CAR,AWAY,L,0,4
2019-2020,2019020163,2019-10-26,MTL,MTL vs. TOR,HOME,W,5,2
2019-2020,2019020164,2019-10-26,NSH,NSH @ TBL,AWAY,W,3,2
2019-2020,2019020165,2019-10-26,PHI,PHI vs. CBJ,HOME,W,7,4
2019-2020,2019020162,2019-10-26,STL,STL @ BOS,AWAY,L,0,3
2019-2020,2019020164,2019-10-26,TBL,TBL vs. NSH,HOME,L,2,3
2019-2020,2019020163,2019-10-26,TOR,TOR @ MTL,AWAY,L,2,5
2019-2020,2019020160,2019-10-26,VAN,VAN vs. WSH,HOME,L,5,6
2019-2020,2019020160,2019-10-26,WSH,WSH @ VAN,AWAY,W,6,5
2019-2020,2019020169,2019-10-27,ANA,ANA @ COL,AWAY,W,5,2
