SEASON_ID,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,HOME_AWAY,WL,PTS,PTS_AGAINST
2015-2016,2015020001,2015-10-07,MTL,MTL @ TOR,AWAY,W,3,1
2015-2016,2015020001,2015-10-07,TOR,TOR vs. MTL,HOME,L,1,3
2015-2016,2015020005,2015-10-08,BOS,BOS vs. WPG,HOME,L,2,6
2015-2016,2015020006,2015-10-08,BUF,BUF vs. OTT,HOME,L,1,3
2015-2016,2015020003,2015-10-08,CGY,CGY vs. VAN,HOME,L,1,5
2015-2016,2015020002,2015-10-08,CHI,CHI vs. NYR,HOME,L,2,3
2015-2016,2015020004,2015-10-08,LAK,LAK vs. SJS,HOME,L,1,5
2015-2016,2015020002,2015-10-08,NYR,NYR @ CHI,AWAY,W,3,2
2015-2016,2015020006,2015-10-08,OTT,OTT @ BUF,AWAY,W,3,1
2015-2016,2015020007,2015-10-08,PHI,PHI @ TBL,AWAY,L,2,3
2015-2016,2015020004,2015-10-08,SJS,SJS @ LAK,AWAY,W,5,1
2015-2016,2015020007,2015-10-08,TBL,TBL vs. PHI,HOME,W,3,2
2015-2016,2015020003,2015-10-08,VAN,VAN @ CGY,AWAY,W,5,1
2015-2016,2015020005,2015-10-08,WPG,WPG @ BOS,AWAY,W,6,2
2015-2016,2015020009,2015-10-09,CAR,CAR @ NSH,AWAY,L,1,2
2015-2016,2015020013,2015-10-09,CBJ,CBJ vs. NYR,HOME,L,2,4
2015-2016,2015020015,2015-10-09,CHI,CHI @ NYI,AWAY,W,3,2
2015-2016,2015020011,2015-10-09,COL,COL vs. MIN,HOME,L,4,5
2015-2016,2015020010,2015-10-09,DAL,DAL vs. PIT,HOME,W,3,0
2015-2016,2015020014,2015-10-09,DET,DET vs. TOR,HOME,W,4,0
2015-2016,2015020008,2015-10-09,EDM,EDM @ STL,AWAY,L,1,3
2015-2016,2015020011,2015-10-09,MIN,MIN @ COL,AWAY,W,5,4
2015-2016,2015020012,2015-10-09,NJD,NJD vs. WPG,HOME,L,1,3
2015-2016,2015020009,2015-10-09,NSH,NSH vs. CAR,HOME,W,2,1
2015-2016,2015020015,2015-10-09,NYI,NYI vs. CHI,HOME,L,2,3
2015-2016,2015020013,2015-10-09,NYR,NYR @ CBJ,AWAY,W,4,2
2015-2016,2015020010,2015-10-09,PIT,PIT @ DAL,AWAY,L,0,3
2015-2016,2015020008,2015-10-09,STL,STL vs. EDM,HOME,W,3,1
2015-2016,2015020014,2015-10-09,TOR,TOR @ DET,AWAY,L,0,4
2015-2016,2015020012,2015-10-09,WPG,WPG @ NJD,AWAY,W,3,1
2015-2016,2015020016,2015-10-10,ARI,ARI @ LAK,AWAY,W,4,1
2015-2016,2015020018,2015-10-10,BOS,BOS vs. MTL,HOME,L,2,4
2015-2016,2015020017,2015-10-10,BUF,BUF vs. TBL,HOME,L,1,4
2015-2016,2015020023,2015-10-10,CAR,CAR vs. DET,HOME,L,3,4
2015-2016,2015020021,2015-10-10,CBJ,CBJ @ NYR,AWAY,L,2,5
2015-2016,2015020023,2015-10-10,DET,DET @ CAR,AWAY,W,4,3
2015-2016,2015020024,2015-10-10,EDM,EDM @ NSH,AWAY,L,0,2
2015-2016,2015020020,2015-10-10,FLA,FLA vs. PHI,HOME,W,7,1
2015-2016,2015020016,2015-10-10,LAK,LAK vs. ARI,HOME,L,1,4
2015-2016,2015020018,2015-10-10,MTL,MTL @ BOS,AWAY,W,4,2
2015-2016,2015020022,2015-10-10,NJD,NJD @ WSH,AWAY,L,3,5
2015-2016,2015020024,2015-10-10,NSH,NSH vs. EDM,HOME,W,2,0
2015-2016,2015020021,2015-10-10,NYR,NYR vs. CBJ,HOME,W,5,2
2015-2016,2015020019,2015-10-10,OTT,OTT @ TOR,AWAY,W,5,4
2015-2016,2015020020,2015-10-10,PHI,PHI @ FLA,AWAY,L,1,7
2015-2016,2015020017,2015-10-10,TBL,TBL @ BUF,AWAY,W,4,1
2015-2016,2015020019,2015-10-10,TOR,TOR vs. OTT,HOME,L,4,5
2015-2016,2015020022,2015-10-10,WSH,WSH vs. NJD,HOME,W,5,3
2015-2016,2015020030,2015-10-11,ANA,ANA @ SJS,AWAY,L,0,2
2015-2016,2015020029,2015-10-11,ARI,ARI vs. PIT,HOME,W,2,1
2015-2016,2015020028,2015-10-11,CGY,CGY @ VAN,AWAY,W,3,2
2015-2016,2015020026,2015-10-11,CHI,CHI vs. NYI,HOME,W,4,1
2015-2016,2015020027,2015-10-11,COL,COL vs. DAL,HOME,W,6,3
2015-2016,2015020027,2015-10-11,DAL,DAL @ COL,AWAY,L,3,6
2015-2016,2015020025,2015-10-11,MIN,MIN vs. STL,HOME,W,3,2
2015-2016,2015020031,2015-10-11,MTL,MTL @ OTT,AWAY,W,3,1
2015-2016,2015020026,2015-10-11,NYI,NYI @ CHI,AWAY,L,1,4
2015-2016,2015020031,2015-10-11,OTT,OTT vs. MTL,HOME,L,1,3
2015-2016,2015020029,2015-10-11,PIT,PIT @ ARI,AWAY,L,1,2
2015-2016,2015020030,2015-10-11,SJS,SJS vs. ANA,HOME,W,2,0
