SEASON_ID,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,HOME_AWAY,WL,PTS,PTS_AGAINST
2016-2017,2016020001,2016-10-12,OTT,OTT vs. TOR,HOME,W,5,4
2016-2017,2016020001,2016-10-12,TOR,TOR @ OTT,AWAY,L,4,5
2016-2017,2016020008,2016-10-13,BOS,BOS @ CBJ,AWAY,W,6,3
2016-2017,2016020005,2016-10-13,BUF,BUF vs. MTL,HOME,L,1,4
2016-2017,2016020008,2016-10-13,CBJ,CBJ vs. BOS,HOME,L,3,6
2016-2017,2016020003,2016-10-13,CGY,CGY @ EDM,AWAY,L,4,7
2016-2017,2016020002,2016-10-13,CHI,CHI vs. STL,HOME,L,2,5
2016-2017,2016020009,2016-10-13,DET,DET @ TBL,AWAY,L,4,6
2016-2017,2016020003,2016-10-13,EDM,EDM vs. CGY,HOME,W,7,4
2016-2017,2016020010,2016-10-13,FLA,FLA vs. NJD,HOME,W,2,1
2016-2017,2016020004,2016-10-13,LAK,LAK @ SJS,AWAY,L,1,2
2016-2017,2016020005,2016-10-13,MTL,MTL @ BUF,AWAY,W,4,1
2016-2017,2016020010,2016-10-13,NJD,NJD @ FLA,AWAY,L,1,2
2016-2017,2016020006,2016-10-13,NYI,NYI @ NYR,AWAY,L,3,5
2016-2017,2016020006,2016-10-13,NYR,NYR vs. NYI,HOME,W,5,3
2016-2017,2016020004,2016-10-13,SJS,SJS vs. LAK,HOME,W,2,1
2016-2017,2016020002,2016-10-13,STL,STL @ CHI,AWAY,W,5,2
2016-2017,2016020009,2016-10-13,TBL,TBL vs. DET,HOME,W,6,4
2016-2017,2016020013,2016-10-14,ANA,ANA @ DAL,AWAY,L,2,4
2016-2017,2016020012,2016-10-14,CAR,CAR @ WPG,AWAY,L,4,5
2016-2017,2016020013,2016-10-14,DAL,DAL vs. ANA,HOME,W,4,2
2016-2017,2016020011,2016-10-14,MIN,MIN @ STL,AWAY,L,2,3
2016-2017,2016020007,2016-10-14,PIT,PIT vs. WSH,HOME,W,3,2
2016-2017,2016020011,2016-10-14,STL,STL vs. MIN,HOME,W,3,2
2016-2017,2016020012,2016-10-14,WPG,WPG vs. CAR,HOME,W,5,4
2016-2017,2016020007,2016-10-14,WSH,WSH @ PIT,AWAY,L,2,3
2016-2017,2016020021,2016-10-15,ANA,ANA @ PIT,AWAY,L,2,3
2016-2017,2016020017,2016-10-15,BOS,BOS @ TOR,AWAY,L,1,4
2016-2017,2016020023,2016-10-15,CBJ,CBJ vs. SJS,HOME,L,2,3
2016-2017,2016020015,2016-10-15,CGY,CGY vs. EDM,HOME,L,3,5
2016-2017,2016020014,2016-10-15,CHI,CHI @ NSH,AWAY,L,2,3
2016-2017,2016020020,2016-10-15,DET,DET @ FLA,AWAY,L,1,4
2016-2017,2016020015,2016-10-15,EDM,EDM @ CGY,AWAY,W,5,3
2016-2017,2016020020,2016-10-15,FLA,FLA vs. DET,HOME,W,4,1
2016-2017,2016020016,2016-10-15,LAK,LAK vs. PHI,HOME,L,2,4
2016-2017,2016020024,2016-10-15,MIN,MIN vs. WPG,HOME,W,4,3
2016-2017,2016020018,2016-10-15,MTL,MTL @ OTT,AWAY,L,3,4
2016-2017,2016020019,2016-10-15,NJD,NJD @ TBL,AWAY,L,2,3
2016-2017,2016020014,2016-10-15,NSH,NSH vs. CHI,HOME,W,3,2
2016-2017,2016020022,2016-10-15,NYI,NYI @ WSH,AWAY,L,1,2
2016-2017,2016020018,2016-10-15,OTT,OTT vs. MTL,HOME,W,4,3
2016-2017,2016020016,2016-10-15,PHI,PHI @ LAK,AWAY,W,4,2
2016-2017,2016020021,2016-10-15,PIT,PIT vs. ANA,HOME,W,3,2
2016-2017,2016020023,2016-10-15,SJS,SJS @ CBJ,AWAY,W,3,2
2016-2017,2016020019,2016-10-15,TBL,TBL vs. NJD,HOME,W,3,2
2016-2017,2016020017,2016-10-15,TOR,TOR vs. BOS,HOME,W,4,1
2016-2017,2016020024,2016-10-15,WPG,WPG @ MIN,AWAY,L,3,4
2016-2017,2016020022,2016-10-15,WSH,WSH vs. NYI,HOME,W,2,1
2016-2017,2016020030,2016-10-16,ANA,ANA @ NYI,AWAY,L,2,3
2016-2017,2016020028,2016-10-16,ARI,ARI vs. PHI,HOME,W,4,3
2016-2017,2016020031,2016-10-16,BUF,BUF @ EDM,AWAY,W,6,2
2016-2017,2016020029,2016-10-16,CGY,CGY @ VAN,AWAY,L,1,2
2016-2017,2016020026,2016-10-16,CHI,CHI vs. NSH,HOME,W,5,3
2016-2017,2016020027,2016-10-16,COL,COL vs. DAL,HOME,W,6,5
2016-2017,2016020027,2016-10-16,DAL,DAL @ COL,AWAY,L,5,6
2016-2017,2016020031,2016-10-16,EDM,EDM vs. BUF,HOME,L,2,6
2016-2017,2016020026,2016-10-16,NSH,NSH @ CHI,AWAY,L,3,5
2016-2017,2016020030,2016-10-16,NYI,NYI vs. ANA,HOME,W,3,2
2016-2017,2016020025,2016-10-16,NYR,NYR @ STL,AWAY,L,2,3
2016-2017,2016020028,2016-10-16,PHI,PHI @ ARI,AWAY,L,3,4
2016-2017,2016020025,2016-10-16,STL,STL vs. NYR,HOME,W,3,2
2016-2017,2016020029,2016-10-16,VAN,VAN vs. CGY,HOME,W,2,1
2016-2017,2016020032,2016-10-17,CAR,CAR @ VAN,AWAY,L,3,4
2016-2017,2016020034,2016-10-17,COL,COL @ PIT,AWAY,W,4,3
2016-2017,2016020035,2016-10-17,DET,DET vs. OTT,HOME,W,5,1
2016-2017,2016020033,2016-10-17,NYR,NYR vs. SJS,HOME,W,7,4
2016-2017,2016020035,2016-10-17,OTT,OTT @ DET,AWAY,L,1,5
2016-2017,2016020034,2016-10-17,PIT,PIT vs. COL,HOME,L,3,4
2016-2017,2016020033,2016-10-17,SJS,SJS @ NYR,AWAY,L,4,7
2016-2017,2016020032,2016-10-17,VAN,VAN vs. CAR,HOME,W,4,3
2016-2017,2016020037,2016-10-18,ANA,ANA @ NJD,AWAY,L,1,2
2016-2017,2016020041,2016-10-18,ARI,ARI @ OTT,AWAY,L,4,7
2016-2017,2016020036,2016-10-18,BOS,BOS @ WPG,AWAY,W,4,1
2016-2017,2016020039,2016-10-18,COL,COL @ WSH,AWAY,L,0,3
2016-2017,2016020042,2016-10-18,FLA,FLA @ TBL,AWAY,L,3,4
2016-2017,2016020040,2016-10-18,MTL,MTL vs. PIT,HOME,W,4,0
2016-2017,2016020037,2016-10-18,NJD,NJD vs. ANA,HOME,W,2,1
2016-2017,2016020038,2016-10-18,NYI,NYI vs. SJS,HOME,L,2,3
2016-2017,2016020041,2016-10-18,OTT,OTT vs. ARI,HOME,W,7,4
2016-2017,2016020040,2016-10-18,PIT,PIT @ MTL,AWAY,L,0,4
2016-2017,2016020038,2016-10-18,SJS,SJS @ NYI,AWAY,W,3,2
2016-2017,2016020042,2016-10-18,TBL,TBL vs. FLA,HOME,W,4,3
2016-2017,2016020036,2016-10-18,WPG,WPG vs. BOS,HOME,L,1,4
2016-2017,2016020039,2016-10-18,WSH,WSH vs. COL,HOME,W,3,0
2016-2017,2016020046,2016-10-19,BUF,BUF @ CGY,AWAY,L,3,4
2016-2017,2016020047,2016-10-19,CAR,CAR @ EDM,AWAY,L,2,3
2016-2017,2016020046,2016-10-19,CGY,CGY vs. BUF,HOME,W,4,3
2016-2017,2016020045,2016-10-19,CHI,CHI vs. PHI,HOME,W,7,4
2016-2017,2016020043,2016-10-19,DAL,DAL @ NSH,AWAY,W,2,1
2016-2017,2016020047,2016-10-19,EDM,EDM vs. CAR,HOME,W,3,2
2016-2017,2016020044,2016-10-19,LAK,LAK @ MIN,AWAY,L,3,6
2016-2017,2016020044,2016-10-19,MIN,MIN vs. LAK,HOME,W,6,3
2016-2017,2016020043,2016-10-19,NSH,NSH vs. DAL,HOME,L,1,2
2016-2017,2016020045,2016-10-19,PHI,PHI @ CHI,AWAY,L,4,7
2016-2017,2016020048,2016-10-19,STL,STL @ VAN,AWAY,L,1,2
2016-2017,2016020048,2016-10-19,VAN,VAN vs. STL,HOME,W,2,1
2016-2017,2016020052,2016-10-20,ANA,ANA @ PHI,AWAY,W,3,2
2016-2017,2016020054,2016-10-20,ARI,ARI @ MTL,AWAY,L,2,5
2016-2017,2016020051,2016-10-20,BOS,BOS vs. NJD,HOME,W,2,1
2016-2017,2016020055,2016-10-20,COL,COL @ TBL,AWAY,W,4,0
2016-2017,2016020049,2016-10-20,DET,DET @ NYR,AWAY,W,2,1
2016-2017,2016020056,2016-10-20,FLA,FLA vs. WSH,HOME,L,2,4
2016-2017,2016020054,2016-10-20,MTL,MTL vs. ARI,HOME,W,5,2
2016-2017,2016020051,2016-10-20,NJD,NJD @ BOS,AWAY,L,1,2
2016-2017,2016020049,2016-10-20,NYR,NYR vs. DET,HOME,L,1,2
2016-2017,2016020052,2016-10-20,PHI,PHI vs. ANA,HOME,L,2,3
2016-2017,2016020053,2016-10-20,PIT,PIT vs. SJS,HOME,W,3,2
2016-2017,2016020053,2016-10-20,SJS,SJS @ PIT,AWAY,L,2,3
2016-2017,2016020055,2016-10-20,TBL,TBL vs. COL,HOME,L,0,4
2016-2017,2016020050,2016-10-20,TOR,TOR @ WPG,AWAY,L,4,5
2016-2017,2016020050,2016-10-20,WPG,WPG vs. TOR,HOME,W,5,4
2016-2017,2016020056,2016-10-20,WSH,WSH @ FLA,AWAY,W,4,2
2016-2017,2016020062,2016-10-21,ARI,ARI @ NYI,AWAY,L,2,3
2016-2017,2016020061,2016-10-21,BUF,BUF @ VAN,AWAY,L,1,2
