SEASON_ID,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,HOME_AWAY,WL,PTS,PTS_AGAINST
2018-2019,2018020002,2018-10-03,BOS,BOS @ WSH,AWAY,L,0,7
2018-2019,2018020001,2018-10-03,MTL,MTL @ TOR,AWAY,L,2,3
2018-2019,2018020001,2018-10-03,TOR,TOR vs. MTL,HOME,W,3,2
2018-2019,2018020002,2018-10-03,WSH,WSH vs. BOS,HOME,W,7,0
2018-2019,2018020004,2018-10-04,ANA,ANA @ SJS,AWAY,W,5,2
2018-2019,2018020005,2018-10-04,BOS,BOS @ BUF,AWAY,W,4,0
2018-2019,2018020005,2018-10-04,BUF,BUF vs. BOS,HOME,L,0,4
2018-2019,2018020008,2018-10-04,CAR,CAR vs. NYI,HOME,L,1,2
2018-2019,2018020010,2018-10-04,CBJ,CBJ @ DET,AWAY,W,3,2
2018-2019,2018020003,2018-10-04,CGY,CGY @ VAN,AWAY,L,2,5
2018-2019,2018020009,2018-10-04,CHI,CHI @ OTT,AWAY,W,4,3
2018-2019,2018020010,2018-10-04,DET,DET vs. CBJ,HOME,L,2,3
2018-2019,2018020006,2018-10-04,NSH,NSH @ NYR,AWAY,W,3,2
2018-2019,2018020008,2018-10-04,NYI,NYI @ CAR,AWAY,W,2,1
2018-2019,2018020006,2018-10-04,NYR,NYR vs. NSH,HOME,L,2,3
2018-2019,2018020009,2018-10-04,OTT,OTT vs. CHI,HOME,L,3,4
2018-2019,2018020007,2018-10-04,PIT,PIT vs. WSH,HOME,W,7,6
2018-2019,2018020004,2018-10-04,SJS,SJS vs. ANA,HOME,L,2,5
2018-2019,2018020003,2018-10-04,VAN,VAN vs. CGY,HOME,W,5,2
2018-2019,2018020007,2018-10-04,WSH,WSH @ PIT,AWAY,L,6,7
2018-2019,2018020012,2018-10-05,ARI,ARI @ DAL,AWAY,L,0,3
2018-2019,2018020015,2018-10-05,CAR,CAR @ CBJ,AWAY,W,3,1
2018-2019,2018020015,2018-10-05,CBJ,CBJ vs. CAR,HOME,L,1,3
2018-2019,2018020013,2018-10-05,COL,COL vs. MIN,HOME,W,4,1
2018-2019,2018020012,2018-10-05,DAL,DAL vs. ARI,HOME,W,3,0
2018-2019,2018020013,2018-10-05,MIN,MIN @ COL,AWAY,L,1,4
2018-2019,2018020014,2018-10-05,PHI,PHI @ VGK,AWAY,W,5,2
2018-2019,2018020011,2018-10-05,STL,STL vs. WPG,HOME,L,1,5
2018-2019,2018020014,2018-10-05,VGK,VGK vs. PHI,HOME,L,2,5
2018-2019,2018020011,2018-10-05,WPG,WPG @ STL,AWAY,W,5,1
2018-2019,2018020017,2018-10-06,BUF,BUF vs. NYR,HOME,W,3,1
2018-2019,2018020023,2018-10-06,DAL,DAL vs. WPG,HOME,W,5,1
2018-2019,2018020020,2018-10-06,EDM,EDM @ NJD,AWAY,L,2,5
2018-2019,2018020019,2018-10-06,FLA,FLA @ TBL,AWAY,L,1,2
2018-2019,2018020016,2018-10-06,LAK,LAK vs. SJS,HOME,L,2,3
2018-2019,2018020022,2018-10-06,MTL,MTL @ PIT,AWAY,W,5,1
2018-2019,2018020020,2018-10-06,NJD,NJD vs. EDM,HOME,W,5,2
2018-2019,2018020021,2018-10-06,NSH,NSH @ NYI,AWAY,W,4,3
2018-2019,2018020021,2018-10-06,NYI,NYI vs. NSH,HOME,L,3,4
2018-2019,2018020017,2018-10-06,NYR,NYR @ BUF,AWAY,L,1,3
2018-2019,2018020018,2018-10-06,OTT,OTT @ TOR,AWAY,W,5,3
2018-2019,2018020022,2018-10-06,PIT,PIT vs. MTL,HOME,L,1,5
2018-2019,2018020016,2018-10-06,SJS,SJS @ LAK,AWAY,W,3,2
2018-2019,2018020019,2018-10-06,TBL,TBL vs. FLA,HOME,W,2,1
2018-2019,2018020018,2018-10-06,TOR,TOR vs. OTT,HOME,L,3,5
2018-2019,2018020023,2018-10-06,WPG,WPG @ DAL,AWAY,L,1,5
2018-2019,2018020027,2018-10-07,ANA,ANA @ ARI,AWAY,W,1,0
2018-2019,2018020027,2018-10-07,ARI,ARI vs. ANA,HOME,L,0,1
2018-2019,2018020029,2018-10-07,CAR,CAR vs. NYR,HOME,W,8,5
2018-2019,2018020028,2018-10-07,CGY,CGY vs. VAN,HOME,W,7,4
2018-2019,2018020024,2018-10-07,CHI,CHI @ STL,AWAY,W,5,4
