SEASON_ID,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,HOME_AWAY,WL,PTS,PTS_AGAINST
2025-2026,2025021307,2026-04-17,ANA,ANA @ NSH,AWAY,L,0,0
2025-2026,2025021310,2026-04-17,CGY,CGY vs. LAK,HOME,L,0,0
2025-2026,2025021312,2026-04-17,COL,COL vs. SEA,HOME,L,0,0
2025-2026,2025021311,2026-04-17,EDM,EDM vs. VAN,HOME,L,0,0
2025-2026,2025021310,2026-04-17,LAK,LAK @ CGY,AWAY,L,0,0
2025-2026,2025021307,2026-04-17,NSH,NSH vs. ANA,HOME,L,0,0
2025-2026,2025021312,2026-04-17,SEA,SEA @ COL,AWAY,L,0,0
2025-2026,2025021308,2026-04-17,SJS,SJS @ WPG,AWAY,L,0,0
2025-2026,2025021309,2026-04-17,STL,STL @ UTA,AWAY,L,0,0
2025-2026,2025021309,2026-04-17,UTA,UTA vs. STL,HOME,L,0,0
2025-2026,2025021311,2026-04-17,VAN,VAN @ EDM,AWAY,L,0,0
2025-2026,2025021308,2026-04-17,WPG,WPG vs. SJS,HOME,L,0,0
2025-2026,2025021305,2026-04-16,CHI,CHI vs. SJS,HOME,L,0,0
2025-2026,2025021306,2026-04-16,SEA,SEA @ VGK,AWAY,L,0,0
2025-2026,2025021305,2026-04-16,SJS,SJS @ CHI,AWAY,L,0,0
2025-2026,2025021306,2026-04-16,VGK,VGK vs. SEA,HOME,L,0,0
2025-2026,2025021296,2026-04-15,ANA,ANA @ MIN,AWAY,L,0,0
2025-2026,2025021301,2026-04-15,BUF,BUF vs. DAL,HOME,L,0,0
2025-2026,2025021298,2026-04-15,CGY,CGY vs. COL,HOME,L,0,0
2025-2026,2025021298,2026-04-15,COL,COL @ CGY,AWAY,L,0,0
2025-2026,2025021301,2026-04-15,DAL,DAL @ BUF,AWAY,L,0,0
2025-2026,2025021303,2026-04-15,DET,DET @ FLA,AWAY,L,0,0
2025-2026,2025021303,2026-04-15,FLA,FLA vs. DET,HOME,L,0,0
2025-2026,2025021300,2026-04-15,LAK,LAK @ VAN,AWAY,L,0,0
2025-2026,2025021296,2026-04-15,MIN,MIN vs. ANA,HOME,L,0,0
2025-2026,2025021302,2026-04-15,NYR,NYR @ TBL,AWAY,L,0,0
2025-2026,2025021304,2026-04-15,OTT,OTT vs. TOR,HOME,L,0,0
2025-2026,2025021299,2026-04-15,PIT,PIT @ STL,AWAY,L,0,0
2025-2026,2025021299,2026-04-15,STL,STL vs. PIT,HOME,L,0,0
2025-2026,2025021302,2026-04-15,TBL,TBL vs. NYR,HOME,L,0,0
2025-2026,2025021304,2026-04-15,TOR,TOR @ OTT,AWAY,L,0,0
2025-2026,2025021297,2026-04-15,UTA,UTA vs. WPG,HOME,L,0,0
2025-2026,2025021300,2026-04-15,VAN,VAN vs. LAK,HOME,L,0,0
2025-2026,2025021297,2026-04-15,WPG,WPG @ UTA,AWAY,L,0,0
2025-2026,2025021292,2026-04-14,BOS,BOS vs. NJD,HOME,L,0,0
2025-2026,2025021288,2026-04-14,BUF,BUF @ CHI,AWAY,L,0,0
2025-2026,2025021293,2026-04-14,CAR,CAR @ NYI,AWAY,L,0,0
2025-2026,2025021295,2026-04-14,CBJ,CBJ vs. WSH,HOME,L,0,0
2025-2026,2025021288,2026-04-14,CHI,CHI vs. BUF,HOME,L,0,0
2025-2026,2025021289,2026-04-14,COL,COL @ EDM,AWAY,L,0,0
2025-2026,2025021289,2026-04-14,EDM,EDM vs. COL,HOME,L,0,0
2025-2026,2025021291,2026-04-14,LAK,LAK @ SEA,AWAY,L,0,0
2025-2026,2025021286,2026-04-14,MIN,MIN @ STL,AWAY,L,0,0
2025-2026,2025021294,2026-04-14,MTL,MTL @ PHI,AWAY,L,0,0
2025-2026,2025021292,2026-04-14,NJD,NJD @ BOS,AWAY,L,0,0
