SEASON_ID,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,HOME_AWAY,WL,PTS,PTS_AGAINST
2024-2025,2024020015,2024-10-10,NJD,NJD vs. TOR,HOME,L,2,4
2024-2025,2024020016,2024-10-10,NYI,NYI vs. UTA,HOME,L,4,5
2024-2025,2024020013,2024-10-10,OTT,OTT vs. FLA,HOME,W,3,1
2024-2025,2024020015,2024-10-10,TOR,TOR @ NJD,AWAY,W,4,2
2024-2025,2024020016,2024-10-10,UTA,UTA @ NYI,AWAY,W,5,4
2024-2025,2024020009,2024-10-10,VAN,VAN vs. CGY,HOME,L,5,6
2024-2025,2024020010,2024-10-10,VGK,VGK vs. COL,HOME,W,8,4
2024-2025,2024020008,2024-10-10,WPG,WPG @ EDM,AWAY,W,6,0
2024-2025,2024020020,2024-10-11,CAR,CAR vs. TBL,HOME,L,1,4
2024-2025,2024020018,2024-10-11,CBJ,CBJ @ MIN,AWAY,L,2,3
2024-2025,2024020017,2024-10-11,DAL,DAL @ NSH,AWAY,W,4,3
2024-2025,2024020014,2024-10-11,DET,DET vs. PIT,HOME,L,3,6
2024-2025,2024020018,2024-10-11,MIN,MIN vs. CBJ,HOME,W,3,2
2024-2025,2024020017,2024-10-11,NSH,NSH vs. DAL,HOME,L,3,4
2024-2025,2024020014,2024-10-11,PIT,PIT @ DET,AWAY,W,6,3
2024-2025,2024020019,2024-10-11,SJS,SJS vs. STL,HOME,L,4,5
2024-2025,2024020019,2024-10-11,STL,STL @ SJS,AWAY,W,5,4
2024-2025,2024020020,2024-10-11,TBL,TBL @ CAR,AWAY,W,4,1
2024-2025,2024020024,2024-10-12,BOS,BOS vs. LAK,HOME,W,2,1
2024-2025,2024020025,2024-10-12,BUF,BUF vs. FLA,HOME,W,5,2
2024-2025,2024020021,2024-10-12,CHI,CHI @ WPG,AWAY,L,1,2
2024-2025,2024020028,2024-10-12,DET,DET vs. NSH,HOME,W,3,0
2024-2025,2024020025,2024-10-12,FLA,FLA @ BUF,AWAY,L,2,5
2024-2025,2024020024,2024-10-12,LAK,LAK @ BOS,AWAY,L,1,2
2024-2025,2024020027,2024-10-12,MTL,MTL vs. OTT,HOME,W,4,1
2024-2025,2024020031,2024-10-12,NJD,NJD @ WSH,AWAY,W,5,3
2024-2025,2024020028,2024-10-12,NSH,NSH @ DET,AWAY,L,0,3
2024-2025,2024020030,2024-10-12,NYR,NYR vs. UTA,HOME,L,5,6
2024-2025,2024020027,2024-10-12,OTT,OTT @ MTL,AWAY,L,1,4
2024-2025,2024020022,2024-10-12,PHI,PHI @ VAN,AWAY,W,3,2
2024-2025,2024020026,2024-10-12,PIT,PIT @ TOR,AWAY,L,2,4
2024-2025,2024020023,2024-10-12,STL,STL @ VGK,AWAY,L,3,4
2024-2025,2024020026,2024-10-12,TOR,TOR vs. PIT,HOME,W,4,2
2024-2025,2024020030,2024-10-12,UTA,UTA @ NYR,AWAY,W,6,5
2024-2025,2024020022,2024-10-12,VAN,VAN vs. PHI,HOME,L,2,3
2024-2025,2024020023,2024-10-12,VGK,VGK vs. STL,HOME,W,4,3
2024-2025,2024020021,2024-10-12,WPG,WPG vs. CHI,HOME,W,2,1
2024-2025,2024020031,2024-10-12,WSH,WSH vs. NJD,HOME,L,3,5
2024-2025,2024020037,2024-10-13,ANA,ANA @ SJS,AWAY,W,2,0
2024-2025,2024020034,2024-10-13,CBJ,CBJ @ COL,AWAY,W,6,4
2024-2025,2024020035,2024-10-13,CGY,CGY vs. PHI,HOME,W,6,3
2024-2025,2024020036,2024-10-13,CHI,CHI @ EDM,AWAY,W,5,2
2024-2025,2024020034,2024-10-13,COL,COL vs. CBJ,HOME,L,4,6
2024-2025,2024020032,2024-10-13,DAL,DAL vs. NYI,HOME,W,3,0
2024-2025,2024020036,2024-10-13,EDM,EDM vs. CHI,HOME,L,2,5
2024-2025,2024020033,2024-10-13,MIN,MIN vs. SEA,HOME,L,4,5
2024-2025,2024020038,2024-10-13,MIN,MIN @ WPG,AWAY,L,1,2
2024-2025,2024020032,2024-10-13,NYI,NYI @ DAL,AWAY,L,0,3
2024-2025,2024020035,2024-10-13,PHI,PHI @ CGY,AWAY,L,3,6
2024-2025,2024020033,2024-10-13,SEA,SEA @ MIN,AWAY,W,5,4
2024-2025,2024020037,2024-10-13,SJS,SJS vs. ANA,HOME,L,0,2
2024-2025,2024020038,2024-10-13,WPG,WPG vs. MIN,HOME,W,2,1
2024-2025,2024020041,2024-10-14,ANA,ANA @ VGK,AWAY,L,1,3
2024-2025,2024020042,2024-10-14,BOS,BOS vs. FLA,HOME,L,3,4
2024-2025,2024020040,2024-10-14,CGY,CGY @ EDM,AWAY,W,4,1
2024-2025,2024020039,2024-10-14,DAL,DAL vs. SEA,HOME,W,2,0
2024-2025,2024020045,2024-10-14,DET,DET @ NYR,AWAY,L,1,4
2024-2025,2024020040,2024-10-14,EDM,EDM vs. CGY,HOME,L,1,4
2024-2025,2024020042,2024-10-14,FLA,FLA @ BOS,AWAY,W,4,3
2024-2025,2024020043,2024-10-14,LAK,LAK @ OTT,AWAY,L,7,8
2024-2025,2024020046,2024-10-14,MTL,MTL vs. PIT,HOME,L,3,6
2024-2025,2024020044,2024-10-14,NJD,NJD vs. UTA,HOME,W,3,0
2024-2025,2024020045,2024-10-14,NYR,NYR vs. DET,HOME,W,4,1
2024-2025,2024020043,2024-10-14,OTT,OTT vs. LAK,HOME,W,8,7
2024-2025,2024020046,2024-10-14,PIT,PIT @ MTL,AWAY,W,6,3
2024-2025,2024020039,2024-10-14,SEA,SEA @ DAL,AWAY,L,0,2
2024-2025,2024020044,2024-10-14,UTA,UTA @ NJD,AWAY,L,0,3
2024-2025,2024020041,2024-10-14,VGK,VGK vs. ANA,HOME,W,3,1
2024-2025,2024020050,2024-10-15,CAR,CAR vs. NJD,HOME,W,4,2
2024-2025,2024020051,2024-10-15,CBJ,CBJ vs. FLA,HOME,L,3,4
2024-2025,2024020047,2024-10-15,COL,COL vs. NYI,HOME,L,2,6
2024-2025,2024020051,2024-10-15,FLA,FLA @ CBJ,AWAY,W,4,3
2024-2025,2024020052,2024-10-15,MIN,MIN @ STL,AWAY,W,4,1
2024-2025,2024020050,2024-10-15,NJD,NJD @ CAR,AWAY,L,2,4
2024-2025,2024020047,2024-10-15,NYI,NYI @ COL,AWAY,W,6,2
2024-2025,2024020052,2024-10-15,STL,STL vs. MIN,HOME,L,1,4
2024-2025,2024020048,2024-10-15,TBL,TBL vs. VAN,HOME,W,4,1
2024-2025,2024020048,2024-10-15,VAN,VAN @ TBL,AWAY,L,1,4
2024-2025,2024020049,2024-10-15,VGK,VGK @ WSH,AWAY,L,2,4
2024-2025,2024020049,2024-10-15,WSH,WSH vs. VGK,HOME,W,4,2
2024-2025,2024020057,2024-10-16,BUF,BUF @ PIT,AWAY,L,5,6
2024-2025,2024020055,2024-10-16,CGY,CGY vs. CHI,HOME,W,3,1
2024-2025,2024020055,2024-10-16,CHI,CHI @ CGY,AWAY,L,1,3
2024-2025,2024020054,2024-10-16,DAL,DAL vs. SJS,HOME,W,3,2
2024-2025,2024020056,2024-10-16,EDM,EDM vs. PHI,HOME,W,4,3
2024-2025,2024020058,2024-10-16,LAK,LAK @ TOR,AWAY,L,2,6
2024-2025,2024020053,2024-10-16,NSH,NSH vs. SEA,HOME,L,3,7
2024-2025,2024020056,2024-10-16,PHI,PHI @ EDM,AWAY,L,3,4
2024-2025,2024020057,2024-10-16,PIT,PIT vs. BUF,HOME,W,6,5
2024-2025,2024020053,2024-10-16,SEA,SEA @ NSH,AWAY,W,7,3
2024-2025,2024020054,2024-10-16,SJS,SJS @ DAL,AWAY,L,2,3
2024-2025,2024020058,2024-10-16,TOR,TOR vs. LAK,HOME,W,6,2
2024-2025,2024020060,2024-10-17,ANA,ANA vs. UTA,HOME,W,5,4
2024-2025,2024020059,2024-10-17,BOS,BOS @ COL,AWAY,W,5,3
2024-2025,2024020067,2024-10-17,BUF,BUF @ CBJ,AWAY,L,4,6
2024-2025,2024020067,2024-10-17,CBJ,CBJ vs. BUF,HOME,W,6,4
2024-2025,2024020059,2024-10-17,COL,COL vs. BOS,HOME,L,3,5
2024-2025,2024020066,2024-10-17,DAL,DAL @ WSH,AWAY,L,2,3
2024-2025,2024020063,2024-10-17,DET,DET vs. NYR,HOME,L,2,5
2024-2025,2024020065,2024-10-17,FLA,FLA vs. VAN,HOME,L,2,3
2024-2025,2024020061,2024-10-17,LAK,LAK @ MTL,AWAY,W,4,1
2024-2025,2024020061,2024-10-17,MTL,MTL vs. LAK,HOME,L,1,4
2024-2025,2024020062,2024-10-17,NJD,NJD @ OTT,AWAY,W,3,1
2024-2025,2024020063,2024-10-17,NYR,NYR @ DET,AWAY,W,5,2
2024-2025,2024020062,2024-10-17,OTT,OTT vs. NJD,HOME,L,1,3
2024-2025,2024020064,2024-10-17,TBL,TBL vs. VGK,HOME,W,4,3
2024-2025,2024020060,2024-10-17,UTA,UTA @ ANA,AWAY,L,4,5
2024-2025,2024020065,2024-10-17,VAN,VAN @ FLA,AWAY,W,3,2
2024-2025,2024020064,2024-10-17,VGK,VGK @ TBL,AWAY,L,3,4
2024-2025,2024020066,2024-10-17,WSH,WSH vs. DAL,HOME,W,3,2
2024-2025,2024020072,2024-10-18,CAR,CAR @ PIT,AWAY,W,4,1
2024-2025,2024020070,2024-10-18,CHI,CHI vs. SJS,HOME,W,4,2
2024-2025,2024020069,2024-10-18,EDM,EDM @ NSH,AWAY,W,4,2
2024-2025,2024020069,2024-10-18,NSH,NSH vs. EDM,HOME,L,2,4
2024-2025,2024020068,2024-10-18,NYI,NYI @ STL,AWAY,L,0,1
2024-2025,2024020071,2024-10-18,PHI,PHI @ SEA,AWAY,L,4,6
2024-2025,2024020072,2024-10-18,PIT,PIT vs. CAR,HOME,L,1,4
2024-2025,2024020071,2024-10-18,SEA,SEA vs. PHI,HOME,W,6,4
2024-2025,2024020070,2024-10-18,SJS,SJS @ CHI,AWAY,L,2,4
2024-2025,2024020068,2024-10-18,STL,STL vs. NYI,HOME,W,1,0
2024-2025,2024020074,2024-10-19,ANA,ANA @ COL,AWAY,L,3,4
2024-2025,2024020084,2024-10-19,CAR,CAR @ STL,AWAY,L,3,4
2024-2025,2024020083,2024-10-19,CBJ,CBJ vs. MIN,HOME,L,1,3
2024-2025,2024020074,2024-10-19,COL,COL vs. ANA,HOME,W,4,3
2024-2025,2024020077,2024-10-19,DAL,DAL vs. EDM,HOME,W,4,1
2024-2025,2024020076,2024-10-19,DET,DET @ NSH,AWAY,W,5,2
2024-2025,2024020077,2024-10-19,EDM,EDM @ DAL,AWAY,L,1,4
2024-2025,2024020078,2024-10-19,FLA,FLA vs. VGK,HOME,W,4,3
2024-2025,2024020083,2024-10-19,MIN,MIN @ CBJ,AWAY,W,3,1
2024-2025,2024020081,2024-10-19,MTL,MTL @ NYI,AWAY,L,3,4
2024-2025,2024020080,2024-10-19,NJD,NJD vs. WSH,HOME,L,5,6
2024-2025,2024020076,2024-10-19,NSH,NSH vs. DET,HOME,L,2,5
2024-2025,2024020081,2024-10-19,NYI,NYI vs. MTL,HOME,W,4,3
2024-2025,2024020079,2024-10-19,NYR,NYR @ TOR,AWAY,W,4,1
2024-2025,2024020075,2024-10-19,OTT,OTT vs. TBL,HOME,W,5,4
2024-2025,2024020082,2024-10-19,PHI,PHI vs. VAN,HOME,L,0,3
2024-2025,2024020073,2024-10-19,SJS,SJS @ WPG,AWAY,L,3,8
2024-2025,2024020084,2024-10-19,STL,STL vs. CAR,HOME,W,4,3
2024-2025,2024020075,2024-10-19,TBL,TBL @ OTT,AWAY,L,4,5
2024-2025,2024020079,2024-10-19,TOR,TOR vs. NYR,HOME,L,1,4
2024-2025,2024020082,2024-10-19,VAN,VAN @ PHI,AWAY,W,3,0
2024-2025,2024020078,2024-10-19,VGK,VGK @ FLA,AWAY,L,3,4
2024-2025,2024020073,2024-10-19,WPG,WPG vs. SJS,HOME,W,8,3
2024-2025,2024020080,2024-10-19,WSH,WSH @ NJD,AWAY,W,6,5
2024-2025,2024020086,2024-10-20,BOS,BOS @ UTA,AWAY,L,1,2
2024-2025,2024020085,2024-10-20,BUF,BUF @ CHI,AWAY,W,4,2
2024-2025,2024020087,2024-10-20,CGY,CGY @ SEA,AWAY,L,1,2
2024-2025,2024020085,2024-10-20,CHI,CHI vs. BUF,HOME,L,2,4
2024-2025,2024020088,2024-10-20,PIT,PIT @ WPG,AWAY,L,3,6
2024-2025,2024020087,2024-10-20,SEA,SEA vs. CGY,HOME,W,2,1
2024-2025,2024020086,2024-10-20,UTA,UTA vs. BOS,HOME,W,2,1
2024-2025,2024020088,2024-10-20,WPG,WPG vs. PIT,HOME,W,6,3
2024-2025,2024020090,2024-10-21,ANA,ANA vs. LAK,HOME,L,1,4
2024-2025,2024020089,2024-10-21,COL,COL @ SJS,AWAY,W,4,1
2024-2025,2024020090,2024-10-21,LAK,LAK @ ANA,AWAY,W,4,1
2024-2025,2024020089,2024-10-21,SJS,SJS vs. COL,HOME,L,1,4
2024-2025,2024020091,2024-10-21,TBL,TBL @ TOR,AWAY,L,2,5
2024-2025,2024020091,2024-10-21,TOR,TOR vs. TBL,HOME,W,5,2
2024-2025,2024020095,2024-10-22,BUF,BUF vs. DAL,HOME,W,4,2
2024-2025,2024020097,2024-10-22,CBJ,CBJ vs. TOR,HOME,W,6,2
2024-2025,2024020095,2024-10-22,DAL,DAL @ BUF,AWAY,L,2,4
2024-2025,2024020098,2024-10-22,DET,DET @ NYI,AWAY,W,1,0
2024-2025,2024020093,2024-10-22,FLA,FLA vs. MIN,HOME,L,1,5
2024-2025,2024020093,2024-10-22,MIN,MIN @ FLA,AWAY,W,5,1
2024-2025,2024020096,2024-10-22,MTL,MTL vs. NYR,HOME,L,2,7
2024-2025,2024020094,2024-10-22,NJD,NJD vs. TBL,HOME,L,5,8
2024-2025,2024020098,2024-10-22,NYI,NYI vs. DET,HOME,L,0,1
2024-2025,2024020096,2024-10-22,NYR,NYR @ MTL,AWAY,W,7,2
2024-2025,2024020092,2024-10-22,PHI,PHI vs. WSH,HOME,L,1,4
2024-2025,2024020094,2024-10-22,TBL,TBL @ NJD,AWAY,W,8,5
2024-2025,2024020097,2024-10-22,TOR,TOR @ CBJ,AWAY,L,2,6
2024-2025,2024020092,2024-10-22,WSH,WSH @ PHI,AWAY,W,4,1
2024-2025,2024020105,2024-10-23,ANA,ANA vs. SJS,HOME,W,3,1
2024-2025,2024020101,2024-10-23,BOS,BOS @ NSH,AWAY,L,0,4
2024-2025,2024020103,2024-10-23,CAR,CAR @ EDM,AWAY,W,3,2
2024-2025,2024020102,2024-10-23,CGY,CGY vs. PIT,HOME,W,4,3
2024-2025,2024020100,2024-10-23,CHI,CHI vs. VAN,HOME,L,3,6
2024-2025,2024020106,2024-10-23,COL,COL @ SEA,AWAY,W,3,2
2024-2025,2024020103,2024-10-23,EDM,EDM vs. CAR,HOME,L,2,3
2024-2025,2024020107,2024-10-23,LAK,LAK @ VGK,AWAY,L,1,6
2024-2025,2024020101,2024-10-23,NSH,NSH vs. BOS,HOME,W,4,0
2024-2025,2024020104,2024-10-23,OTT,OTT @ UTA,AWAY,W,4,0
2024-2025,2024020108,2024-10-23,PHI,PHI @ WSH,AWAY,L,3,6
2024-2025,2024020102,2024-10-23,PIT,PIT @ CGY,AWAY,L,3,4
2024-2025,2024020106,2024-10-23,SEA,SEA vs. COL,HOME,L,2,3
2024-2025,2024020105,2024-10-23,SJS,SJS @ ANA,AWAY,L,1,3
2024-2025,2024020099,2024-10-23,STL,STL vs. WPG,HOME,L,2,3
2024-2025,2024020104,2024-10-23,UTA,UTA vs. OTT,HOME,L,0,4
2024-2025,2024020100,2024-10-23,VAN,VAN @ CHI,AWAY,W,6,3
2024-2025,2024020107,2024-10-23,VGK,VGK vs. LAK,HOME,W,6,1
2024-2025,2024020099,2024-10-23,WPG,WPG @ STL,AWAY,W,3,2
2024-2025,2024020108,2024-10-23,WSH,WSH vs. PHI,HOME,W,6,3
2024-2025,2024020109,2024-10-24,BOS,BOS vs. DAL,HOME,L,2,5
2024-2025,2024020109,2024-10-24,DAL,DAL @ BOS,AWAY,W,5,2
2024-2025,2024020111,2024-10-24,DET,DET vs. NJD,HOME,W,5,3
2024-2025,2024020113,2024-10-24,FLA,FLA @ NYR,AWAY,W,3,1
2024-2025,2024020112,2024-10-24,MIN,MIN @ TBL,AWAY,W,4,2
2024-2025,2024020111,2024-10-24,NJD,NJD @ DET,AWAY,L,3,5
2024-2025,2024020113,2024-10-24,NYR,NYR vs. FLA,HOME,L,1,3
2024-2025,2024020110,2024-10-24,STL,STL @ TOR,AWAY,W,5,1
2024-2025,2024020112,2024-10-24,TBL,TBL vs. MIN,HOME,L,2,4
2024-2025,2024020110,2024-10-24,TOR,TOR vs. STL,HOME,L,1,5
2024-2025,2024020114,2024-10-25,CAR,CAR @ CGY,AWAY,W,4,2
2024-2025,2024020114,2024-10-25,CGY,CGY vs. CAR,HOME,L,2,4
2024-2025,2024020115,2024-10-25,COL,COL @ UTA,AWAY,W,5,1
2024-2025,2024020117,2024-10-25,LAK,LAK vs. SJS,HOME,W,3,2
2024-2025,2024020119,2024-10-25,NJD,NJD vs. NYI,HOME,L,3,4
2024-2025,2024020119,2024-10-25,NYI,NYI @ NJD,AWAY,W,4,3
2024-2025,2024020118,2024-10-25,OTT,OTT @ VGK,AWAY,L,4,6
2024-2025,2024020116,2024-10-25,SEA,SEA vs. WPG,HOME,L,3,4
2024-2025,2024020117,2024-10-25,SJS,SJS @ LAK,AWAY,L,2,3
2024-2025,2024020115,2024-10-25,UTA,UTA vs. COL,HOME,L,1,5
2024-2025,2024020118,2024-10-25,VGK,VGK vs. OTT,HOME,W,6,4
2024-2025,2024020116,2024-10-25,WPG,WPG @ SEA,AWAY,W,4,3
2024-2025,2024020128,2024-10-26,ANA,ANA @ NYR,AWAY,L,1,2
2024-2025,2024020125,2024-10-26,BOS,BOS vs. TOR,HOME,W,4,3
2024-2025,2024020122,2024-10-26,BUF,BUF vs. DET,HOME,W,5,3
2024-2025,2024020129,2024-10-26,CGY,CGY vs. WPG,HOME,L,3,5
2024-2025,2024020120,2024-10-26,CHI,CHI vs. NSH,HOME,L,2,3
2024-2025,2024020122,2024-10-26,DET,DET @ BUF,AWAY,L,3,5
2024-2025,2024020121,2024-10-26,EDM,EDM vs. PIT,HOME,W,4,0
2024-2025,2024020130,2024-10-26,FLA,FLA @ NYI,AWAY,W,6,3
2024-2025,2024020124,2024-10-26,LAK,LAK vs. UTA,HOME,W,3,2
2024-2025,2024020123,2024-10-26,MIN,MIN @ PHI,AWAY,L,5,7
2024-2025,2024020126,2024-10-26,MTL,MTL vs. STL,HOME,W,5,2
2024-2025,2024020120,2024-10-26,NSH,NSH @ CHI,AWAY,W,3,2
2024-2025,2024020130,2024-10-26,NYI,NYI vs. FLA,HOME,L,3,6
2024-2025,2024020128,2024-10-26,NYR,NYR vs. ANA,HOME,W,2,1
2024-2025,2024020123,2024-10-26,PHI,PHI vs. MIN,HOME,W,7,5
2024-2025,2024020121,2024-10-26,PIT,PIT @ EDM,AWAY,L,0,4
2024-2025,2024020126,2024-10-26,STL,STL @ MTL,AWAY,L,2,5
2024-2025,2024020127,2024-10-26,TBL,TBL vs. WSH,HOME,W,3,0
2024-2025,2024020125,2024-10-26,TOR,TOR @ BOS,AWAY,L,3,4
2024-2025,2024020124,2024-10-26,UTA,UTA @ LAK,AWAY,L,2,3
2024-2025,2024020129,2024-10-26,WPG,WPG @ CGY,AWAY,W,5,3
2024-2025,2024020127,2024-10-26,WSH,WSH @ TBL,AWAY,L,0,3
2024-2025,2024020137,2024-10-27,ANA,ANA @ NJD,AWAY,L,2,6
2024-2025,2024020135,2024-10-27,CAR,CAR @ SEA,AWAY,W,4,1
2024-2025,2024020131,2024-10-27,CBJ,CBJ @ NSH,AWAY,L,3,4
2024-2025,2024020132,2024-10-27,CHI,CHI @ DAL,AWAY,L,2,4
2024-2025,2024020132,2024-10-27,DAL,DAL vs. CHI,HOME,W,4,2
2024-2025,2024020136,2024-10-27,DET,DET vs. EDM,HOME,L,2,3
2024-2025,2024020136,2024-10-27,EDM,EDM @ DET,AWAY,W,3,2
2024-2025,2024020138,2024-10-27,MTL,MTL @ PHI,AWAY,W,4,3
2024-2025,2024020137,2024-10-27,NJD,NJD vs. ANA,HOME,W,6,2
2024-2025,2024020131,2024-10-27,NSH,NSH vs. CBJ,HOME,W,4,3
2024-2025,2024020138,2024-10-27,PHI,PHI vs. MTL,HOME,L,3,4
2024-2025,2024020133,2024-10-27,PIT,PIT @ VAN,AWAY,L,3,4
2024-2025,2024020135,2024-10-27,SEA,SEA vs. CAR,HOME,L,1,4
2024-2025,2024020134,2024-10-27,SJS,SJS @ VGK,AWAY,L,3,7
2024-2025,2024020133,2024-10-27,VAN,VAN vs. PIT,HOME,W,4,3
2024-2025,2024020134,2024-10-27,VGK,VGK vs. SJS,HOME,W,7,3
2024-2025,2024020140,2024-10-28,BUF,BUF vs. FLA,HOME,L,2,5
2024-2025,2024020142,2024-10-28,CBJ,CBJ vs. EDM,HOME,W,6,1
2024-2025,2024020139,2024-10-28,COL,COL vs. OTT,HOME,W,5,4
2024-2025,2024020142,2024-10-28,EDM,EDM @ CBJ,AWAY,L,1,6
2024-2025,2024020140,2024-10-28,FLA,FLA @ BUF,AWAY,W,5,2
2024-2025,2024020141,2024-10-28,NSH,NSH @ TBL,AWAY,L,2,3
2024-2025,2024020139,2024-10-28,OTT,OTT @ COL,AWAY,L,4,5
2024-2025,2024020141,2024-10-28,TBL,TBL vs. NSH,HOME,W,3,2
2024-2025,2024020143,2024-10-28,TOR,TOR @ WPG,AWAY,W,6,4
2024-2025,2024020143,2024-10-28,WPG,WPG vs. TOR,HOME,L,4,6
2024-2025,2024020152,2024-10-29,ANA,ANA @ NYI,AWAY,W,3,1
2024-2025,2024020148,2024-10-29,BOS,BOS vs. PHI,HOME,L,0,2
2024-2025,2024020146,2024-10-29,CAR,CAR @ VAN,AWAY,W,4,3
2024-2025,2024020147,2024-10-29,CGY,CGY @ VGK,AWAY,L,0,5
2024-2025,2024020144,2024-10-29,CHI,CHI @ COL,AWAY,W,5,2
2024-2025,2024020144,2024-10-29,COL,COL vs. CHI,HOME,L,2,5
2024-2025,2024020153,2024-10-29,MIN,MIN @ PIT,AWAY,W,5,3
2024-2025,2024020149,2024-10-29,MTL,MTL vs. SEA,HOME,L,2,8
2024-2025,2024020152,2024-10-29,NYI,NYI vs. ANA,HOME,L,1,3
2024-2025,2024020151,2024-10-29,NYR,NYR @ WSH,AWAY,L,3,5
2024-2025,2024020150,2024-10-29,OTT,OTT vs. STL,HOME,W,8,1
2024-2025,2024020148,2024-10-29,PHI,PHI @ BOS,AWAY,W,2,0
2024-2025,2024020153,2024-10-29,PIT,PIT vs. MIN,HOME,L,3,5
2024-2025,2024020149,2024-10-29,SEA,SEA @ MTL,AWAY,W,8,2
2024-2025,2024020145,2024-10-29,SJS,SJS @ UTA,AWAY,W,5,4
2024-2025,2024020150,2024-10-29,STL,STL @ OTT,AWAY,L,1,8
2024-2025,2024020145,2024-10-29,UTA,UTA vs. SJS,HOME,L,4,5
2024-2025,2024020146,2024-10-29,VAN,VAN vs. CAR,HOME,L,3,4
2024-2025,2024020147,2024-10-29,VGK,VGK vs. CGY,HOME,W,5,0
2024-2025,2024020151,2024-10-29,WSH,WSH vs. NYR,HOME,W,5,3
2024-2025,2024020155,2024-10-30,CBJ,CBJ vs. NYI,HOME,W,2,0
2024-2025,2024020156,2024-10-30,DET,DET vs. WPG,HOME,L,2,6
2024-2025,2024020154,2024-10-30,LAK,LAK @ SJS,AWAY,L,2,4
2024-2025,2024020155,2024-10-30,NYI,NYI @ CBJ,AWAY,L,0,2
2024-2025,2024020154,2024-10-30,SJS,SJS vs. LAK,HOME,W,4,2
2024-2025,2024020156,2024-10-30,WPG,WPG @ DET,AWAY,W,6,2
2024-2025,2024020163,2024-10-31,ANA,ANA @ PIT,AWAY,L,1,2
2024-2025,2024020165,2024-10-31,BOS,BOS @ CAR,AWAY,L,2,8
2024-2025,2024020165,2024-10-31,CAR,CAR vs. BOS,HOME,W,8,2
2024-2025,2024020158,2024-10-31,CGY,CGY @ UTA,AWAY,L,1,5
2024-2025,2024020157,2024-10-31,COL,COL vs. TBL,HOME,L,2,5
2024-2025,2024020160,2024-10-31,LAK,LAK vs. VGK,HOME,W,6,3
2024-2025,2024020164,2024-10-31,MTL,MTL @ WSH,AWAY,L,3,6
2024-2025,2024020159,2024-10-31,NJD,NJD @ VAN,AWAY,W,6,0
2024-2025,2024020162,2024-10-31,PHI,PHI vs. STL,HOME,W,2,1
2024-2025,2024020163,2024-10-31,PIT,PIT vs. ANA,HOME,W,2,1
2024-2025,2024020161,2024-10-31,SEA,SEA @ TOR,AWAY,L,1,4
2024-2025,2024020162,2024-10-31,STL,STL @ PHI,AWAY,L,1,2
2024-2025,2024020157,2024-10-31,TBL,TBL @ COL,AWAY,W,5,2
2024-2025,2024020161,2024-10-31,TOR,TOR vs. SEA,HOME,W,4,1
2024-2025,2024020158,2024-10-31,UTA,UTA vs. CGY,HOME,W,5,1
2024-2025,2024020159,2024-10-31,VAN,VAN vs. NJD,HOME,L,0,6
2024-2025,2024020160,2024-10-31,VGK,VGK @ LAK,AWAY,L,3,6
2024-2025,2024020164,2024-10-31,WSH,WSH vs. MTL,HOME,W,6,3
2024-2025,2024020169,2024-11-01,BUF,BUF vs. NYI,HOME,L,3,4
2024-2025,2024020171,2024-11-01,CBJ,CBJ vs. WPG,HOME,L,2,6
2024-2025,2024020167,2024-11-01,CHI,CHI @ SJS,AWAY,L,2,3
