SEASON_ID,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,HOME_AWAY,WL,PTS,PTS_AGAINST
2021-2022,2021020001,2021-10-12,PIT,PIT @ TBL,AWAY,W,6,2
2021-2022,2021020001,2021-10-12,TBL,TBL vs. PIT,HOME,L,2,6
2021-2022,2021020003,2021-10-13,MTL,MTL @ TOR,AWAY,L,1,2
2021-2022,2021020004,2021-10-13,NYR,NYR @ WSH,AWAY,L,1,5
2021-2022,2021020002,2021-10-13,SEA,SEA @ VGK,AWAY,L,3,4
2021-2022,2021020003,2021-10-13,TOR,TOR vs. MTL,HOME,W,2,1
2021-2022,2021020002,2021-10-13,VGK,VGK vs. SEA,HOME,W,4,3
2021-2022,2021020004,2021-10-13,WSH,WSH vs. NYR,HOME,W,5,1
2021-2022,2021020015,2021-10-14,ANA,ANA vs. WPG,HOME,W,4,1
2021-2022,2021020013,2021-10-14,ARI,ARI @ CBJ,AWAY,L,2,8
2021-2022,2021020007,2021-10-14,BUF,BUF vs. MTL,HOME,W,5,1
2021-2022,2021020012,2021-10-14,CAR,CAR vs. NYI,HOME,W,6,3
2021-2022,2021020013,2021-10-14,CBJ,CBJ vs. ARI,HOME,W,8,2
2021-2022,2021020005,2021-10-14,CHI,CHI @ COL,AWAY,L,2,4
2021-2022,2021020005,2021-10-14,COL,COL vs. CHI,HOME,W,4,2
2021-2022,2021020011,2021-10-14,DAL,DAL @ NYR,AWAY,W,3,2
2021-2022,2021020009,2021-10-14,DET,DET vs. TBL,HOME,L,6,7
2021-2022,2021020006,2021-10-14,EDM,EDM vs. VAN,HOME,W,3,2
2021-2022,2021020010,2021-10-14,FLA,FLA vs. PIT,HOME,W,5,4
2021-2022,2021020007,2021-10-14,MTL,MTL @ BUF,AWAY,L,1,5
2021-2022,2021020012,2021-10-14,NYI,NYI @ CAR,AWAY,L,3,6
2021-2022,2021020011,2021-10-14,NYR,NYR vs. DAL,HOME,L,2,3
2021-2022,2021020008,2021-10-14,OTT,OTT vs. TOR,HOME,W,3,2
2021-2022,2021020010,2021-10-14,PIT,PIT @ FLA,AWAY,L,4,5
