SEASON_ID,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,HOME_AWAY,WL,PTS,PTS_AGAINST
2013-2014,2013020001,2013-10-01,MTL,MTL vs. TOR,HOME,L,3,4
2013-2014,2013020001,2013-10-01,TOR,TOR @ MTL,AWAY,W,4,3
2013-2014,2013020002,2013-10-02,CHI,CHI vs. WSH,HOME,W,6,4
2013-2014,2013020003,2013-10-02,EDM,EDM vs. WPG,HOME,L,4,5
2013-2014,2013020004,2013-10-02,PHI,PHI vs. TOR,HOME,L,1,3
2013-2014,2013020004,2013-10-02,TOR,TOR @ PHI,AWAY,W,3,1
2013-2014,2013020003,2013-10-02,WPG,WPG @ EDM,AWAY,W,5,4
2013-2014,2013020002,2013-10-02,WSH,WSH @ CHI,AWAY,L,4,6
2013-2014,2013020006,2013-10-03,ANA,ANA @ COL,AWAY,L,1,6
2013-2014,2013020007,2013-10-03,BOS,BOS vs. TBL,HOME,W,3,1
2013-2014,2013020005,2013-10-03,BUF,BUF @ DET,AWAY,L,1,2
2013-2014,2013020009,2013-10-03,CGY,CGY @ WSH,AWAY,L,4,5
2013-2014,2013020006,2013-10-03,COL,COL vs. ANA,HOME,W,6,1
2013-2014,2013020005,2013-10-03,DET,DET vs. BUF,HOME,W,2,1
2013-2014,2013020008,2013-10-03,NJD,NJD @ PIT,AWAY,L,0,3
2013-2014,2013020008,2013-10-03,PIT,PIT vs. NJD,HOME,W,3,0
2013-2014,2013020007,2013-10-03,TBL,TBL @ BOS,AWAY,L,1,3
2013-2014,2013020009,2013-10-03,WSH,WSH vs. CGY,HOME,W,5,4
2013-2014,2013020015,2013-10-04,BUF,BUF vs. OTT,HOME,L,0,1
2013-2014,2013020017,2013-10-04,CAR,CAR vs. DET,HOME,L,2,3
2013-2014,2013020018,2013-10-04,CBJ,CBJ vs. CGY,HOME,L,3,4
2013-2014,2013020018,2013-10-04,CGY,CGY @ CBJ,AWAY,W,4,3
2013-2014,2013020012,2013-10-04,DAL,DAL vs. FLA,HOME,L,2,4
2013-2014,2013020017,2013-10-04,DET,DET @ CAR,AWAY,W,3,2
2013-2014,2013020012,2013-10-04,FLA,FLA @ DAL,AWAY,W,4,2
2013-2014,2013020011,2013-10-04,LAK,LAK @ MIN,AWAY,W,3,2
2013-2014,2013020011,2013-10-04,MIN,MIN vs. LAK,HOME,L,2,3
2013-2014,2013020016,2013-10-04,NJD,NJD vs. NYI,HOME,L,3,4
2013-2014,2013020010,2013-10-04,NSH,NSH @ STL,AWAY,L,2,4
2013-2014,2013020016,2013-10-04,NYI,NYI @ NJD,AWAY,W,4,3
2013-2014,2013020013,2013-10-04,NYR,NYR @ PHX,AWAY,L,1,4
2013-2014,2013020015,2013-10-04,OTT,OTT @ BUF,AWAY,W,1,0
2013-2014,2013020013,2013-10-04,PHX,PHX vs. NYR,HOME,W,4,1
2013-2014,2013020014,2013-10-04,SJS,SJS vs. VAN,HOME,W,4,1
2013-2014,2013020010,2013-10-04,STL,STL vs. NSH,HOME,W,4,2
2013-2014,2013020014,2013-10-04,VAN,VAN @ SJS,AWAY,L,1,4
2013-2014,2013020021,2013-10-05,BOS,BOS vs. DET,HOME,W,4,1
2013-2014,2013020025,2013-10-05,BUF,BUF @ PIT,AWAY,L,1,4
2013-2014,2013020024,2013-10-05,CBJ,CBJ @ NYI,AWAY,W,3,2
2013-2014,2013020020,2013-10-05,COL,COL vs. NSH,HOME,W,3,1
2013-2014,2013020021,2013-10-05,DET,DET @ BOS,AWAY,L,1,4
2013-2014,2013020019,2013-10-05,LAK,LAK @ WPG,AWAY,L,3,5
2013-2014,2013020023,2013-10-05,MTL,MTL vs. PHI,HOME,W,4,1
2013-2014,2013020020,2013-10-05,NSH,NSH @ COL,AWAY,L,1,3
2013-2014,2013020024,2013-10-05,NYI,NYI vs. CBJ,HOME,L,2,3
2013-2014,2013020022,2013-10-05,OTT,OTT @ TOR,AWAY,L,4,5
2013-2014,2013020023,2013-10-05,PHI,PHI @ MTL,AWAY,L,1,4
2013-2014,2013020025,2013-10-05,PIT,PIT vs. BUF,HOME,W,4,1
2013-2014,2013020022,2013-10-05,TOR,TOR vs. OTT,HOME,W,5,4
2013-2014,2013020019,2013-10-05,WPG,WPG vs. LAK,HOME,W,5,3
2013-2014,2013020029,2013-10-06,ANA,ANA @ MIN,AWAY,W,4,3
2013-2014,2013020032,2013-10-06,CAR,CAR vs. PHI,HOME,W,2,1
2013-2014,2013020026,2013-10-06,CHI,CHI vs. TBL,HOME,L,2,3
2013-2014,2013020028,2013-10-06,DAL,DAL vs. WSH,HOME,W,2,1
2013-2014,2013020030,2013-10-06,EDM,EDM @ VAN,AWAY,L,2,6
2013-2014,2013020027,2013-10-06,FLA,FLA @ STL,AWAY,L,0,7
2013-2014,2013020029,2013-10-06,MIN,MIN vs. ANA,HOME,L,3,4
2013-2014,2013020032,2013-10-06,PHI,PHI @ CAR,AWAY,L,1,2
2013-2014,2013020031,2013-10-06,PHX,PHX @ SJS,AWAY,L,1,4
2013-2014,2013020031,2013-10-06,SJS,SJS vs. PHX,HOME,W,4,1
2013-2014,2013020027,2013-10-06,STL,STL vs. FLA,HOME,W,7,0
2013-2014,2013020026,2013-10-06,TBL,TBL @ CHI,AWAY,W,3,2
2013-2014,2013020030,2013-10-06,VAN,VAN vs. EDM,HOME,W,6,2
2013-2014,2013020028,2013-10-06,WSH,WSH @ DAL,AWAY,L,1,2
2013-2014,2013020033,2013-10-07,ANA,ANA @ WPG,AWAY,W,3,2
2013-2014,2013020034,2013-10-07,CGY,CGY vs. VAN,HOME,L,4,5
2013-2014,2013020034,2013-10-07,VAN,VAN @ CGY,AWAY,W,5,4
2013-2014,2013020033,2013-10-07,WPG,WPG vs. ANA,HOME,L,2,3
2013-2014,2013020041,2013-10-08,BUF,BUF vs. TBL,HOME,L,2,3
2013-2014,2013020040,2013-10-08,CAR,CAR @ PIT,AWAY,L,2,5
2013-2014,2013020037,2013-10-08,COL,COL @ TOR,AWAY,W,2,1
2013-2014,2013020035,2013-10-08,EDM,EDM vs. NJD,HOME,W,5,4
2013-2014,2013020039,2013-10-08,FLA,FLA @ PHI,AWAY,L,1,2
2013-2014,2013020036,2013-10-08,LAK,LAK vs. NYR,HOME,L,1,3
2013-2014,2013020035,2013-10-08,NJD,NJD @ EDM,AWAY,L,4,5
2013-2014,2013020038,2013-10-08,NYI,NYI vs. PHX,HOME,W,6,1
2013-2014,2013020036,2013-10-08,NYR,NYR @ LAK,AWAY,W,3,1
2013-2014,2013020039,2013-10-08,PHI,PHI vs. FLA,HOME,W,2,1
2013-2014,2013020038,2013-10-08,PHX,PHX @ NYI,AWAY,L,1,6
2013-2014,2013020040,2013-10-08,PIT,PIT vs. CAR,HOME,W,5,2
2013-2014,2013020041,2013-10-08,TBL,TBL @ BUF,AWAY,W,3,2
2013-2014,2013020037,2013-10-08,TOR,TOR vs. COL,HOME,L,1,2
2013-2014,2013020042,2013-10-09,MIN,MIN @ NSH,AWAY,L,2,3
2013-2014,2013020043,2013-10-09,NJD,NJD @ VAN,AWAY,L,2,3
2013-2014,2013020042,2013-10-09,NSH,NSH vs. MIN,HOME,W,3,2
2013-2014,2013020044,2013-10-09,NYR,NYR @ SJS,AWAY,L,2,9
2013-2014,2013020044,2013-10-09,SJS,SJS vs. NYR,HOME,W,9,2
2013-2014,2013020043,2013-10-09,VAN,VAN vs. NJD,HOME,W,3,2
2013-2014,2013020048,2013-10-10,BOS,BOS vs. COL,HOME,L,0,2
2013-2014,2013020049,2013-10-10,BUF,BUF vs. CBJ,HOME,L,1,4
2013-2014,2013020050,2013-10-10,CAR,CAR @ WSH,AWAY,W,3,2
2013-2014,2013020049,2013-10-10,CBJ,CBJ @ BUF,AWAY,W,4,1
2013-2014,2013020046,2013-10-10,CGY,CGY vs. MTL,HOME,W,3,2
2013-2014,2013020045,2013-10-10,CHI,CHI @ STL,AWAY,L,2,3
2013-2014,2013020048,2013-10-10,COL,COL @ BOS,AWAY,W,2,0
2013-2014,2013020051,2013-10-10,DET,DET vs. PHX,HOME,L,2,4
2013-2014,2013020052,2013-10-10,FLA,FLA @ TBL,AWAY,L,2,7
2013-2014,2013020047,2013-10-10,LAK,LAK vs. OTT,HOME,W,4,3
2013-2014,2013020046,2013-10-10,MTL,MTL @ CGY,AWAY,L,2,3
2013-2014,2013020047,2013-10-10,OTT,OTT @ LAK,AWAY,L,3,4
2013-2014,2013020051,2013-10-10,PHX,PHX @ DET,AWAY,W,4,2
2013-2014,2013020045,2013-10-10,STL,STL vs. CHI,HOME,W,3,2
2013-2014,2013020052,2013-10-10,TBL,TBL vs. FLA,HOME,W,7,2
2013-2014,2013020050,2013-10-10,WSH,WSH vs. CAR,HOME,L,2,3
2013-2014,2013020057,2013-10-11,ANA,ANA vs. NYR,HOME,W,6,0
2013-2014,2013020059,2013-10-11,CAR,CAR vs. LAK,HOME,L,1,2
2013-2014,2013020055,2013-10-11,EDM,EDM vs. MTL,HOME,L,1,4
2013-2014,2013020060,2013-10-11,FLA,FLA vs. PIT,HOME,W,6,3
2013-2014,2013020059,2013-10-11,LAK,LAK @ CAR,AWAY,W,2,1
2013-2014,2013020054,2013-10-11,MIN,MIN vs. WPG,HOME,W,2,1
2013-2014,2013020055,2013-10-11,MTL,MTL @ EDM,AWAY,W,4,1
2013-2014,2013020053,2013-10-11,NSH,NSH vs. TOR,HOME,L,0,4
2013-2014,2013020057,2013-10-11,NYR,NYR @ ANA,AWAY,L,0,6
2013-2014,2013020058,2013-10-11,PHI,PHI vs. PHX,HOME,L,1,2
2013-2014,2013020058,2013-10-11,PHX,PHX @ PHI,AWAY,W,2,1
2013-2014,2013020060,2013-10-11,PIT,PIT @ FLA,AWAY,L,3,6
2013-2014,2013020056,2013-10-11,SJS,SJS @ VAN,AWAY,W,4,1
2013-2014,2013020053,2013-10-11,TOR,TOR @ NSH,AWAY,W,4,0
2013-2014,2013020056,2013-10-11,VAN,VAN vs. SJS,HOME,L,1,4
2013-2014,2013020054,2013-10-11,WPG,WPG @ MIN,AWAY,L,1,2
2013-2014,2013020068,2013-10-12,BOS,BOS @ CBJ,AWAY,W,3,1
2013-2014,2013020068,2013-10-12,CBJ,CBJ vs. BOS,HOME,L,1,3
2013-2014,2013020063,2013-10-12,CGY,CGY vs. NJD,HOME,W,3,2
2013-2014,2013020061,2013-10-12,CHI,CHI vs. NYI,HOME,W,3,2
2013-2014,2013020067,2013-10-12,COL,COL @ WSH,AWAY,W,5,1
2013-2014,2013020062,2013-10-12,DAL,DAL @ WPG,AWAY,W,4,1
2013-2014,2013020065,2013-10-12,DET,DET vs. PHI,HOME,W,5,2
2013-2014,2013020064,2013-10-12,EDM,EDM @ TOR,AWAY,L,5,6
2013-2014,2013020063,2013-10-12,NJD,NJD @ CGY,AWAY,L,2,3
2013-2014,2013020061,2013-10-12,NYI,NYI @ CHI,AWAY,L,2,3
2013-2014,2013020065,2013-10-12,PHI,PHI @ DET,AWAY,L,2,5
2013-2014,2013020066,2013-10-12,PIT,PIT @ TBL,AWAY,W,5,4
2013-2014,2013020066,2013-10-12,TBL,TBL vs. PIT,HOME,L,4,5
2013-2014,2013020064,2013-10-12,TOR,TOR vs. EDM,HOME,W,6,5
2013-2014,2013020062,2013-10-12,WPG,WPG vs. DAL,HOME,L,1,4
2013-2014,2013020067,2013-10-12,WSH,WSH vs. COL,HOME,L,1,5
2013-2014,2013020069,2013-10-13,BUF,BUF @ CHI,AWAY,L,1,2
2013-2014,2013020075,2013-10-13,CAR,CAR vs. PHX,HOME,L,3,5
2013-2014,2013020069,2013-10-13,CHI,CHI vs. BUF,HOME,W,2,1
2013-2014,2013020072,2013-10-13,DAL,DAL @ MIN,AWAY,L,1,5
2013-2014,2013020076,2013-10-13,FLA,FLA vs. LAK,HOME,L,0,3
2013-2014,2013020076,2013-10-13,LAK,LAK @ FLA,AWAY,W,3,0
2013-2014,2013020072,2013-10-13,MIN,MIN vs. DAL,HOME,W,5,1
2013-2014,2013020073,2013-10-13,MTL,MTL @ VAN,AWAY,W,4,1
2013-2014,2013020071,2013-10-13,NSH,NSH vs. NYI,HOME,W,3,2
2013-2014,2013020071,2013-10-13,NYI,NYI @ NSH,AWAY,L,2,3
2013-2014,2013020070,2013-10-13,NYR,NYR @ STL,AWAY,L,3,5
2013-2014,2013020074,2013-10-13,OTT,OTT @ SJS,AWAY,L,2,3
2013-2014,2013020075,2013-10-13,PHX,PHX @ CAR,AWAY,W,5,3
2013-2014,2013020074,2013-10-13,SJS,SJS vs. OTT,HOME,W,3,2
2013-2014,2013020070,2013-10-13,STL,STL vs. NYR,HOME,W,5,3
2013-2014,2013020073,2013-10-13,VAN,VAN vs. MTL,HOME,L,1,4
2013-2014,2013020078,2013-10-14,ANA,ANA vs. OTT,HOME,W,4,1
2013-2014,2013020079,2013-10-14,BOS,BOS vs. DET,HOME,L,2,3
2013-2014,2013020081,2013-10-14,BUF,BUF vs. MIN,HOME,L,1,2
2013-2014,2013020079,2013-10-14,DET,DET @ BOS,AWAY,W,3,2
2013-2014,2013020080,2013-10-14,EDM,EDM @ WSH,AWAY,L,2,4
2013-2014,2013020081,2013-10-14,MIN,MIN @ BUF,AWAY,W,2,1
2013-2014,2013020077,2013-10-14,NJD,NJD @ WPG,AWAY,L,0,3
2013-2014,2013020078,2013-10-14,OTT,OTT @ ANA,AWAY,L,1,4
2013-2014,2013020077,2013-10-14,WPG,WPG vs. NJD,HOME,W,3,0
2013-2014,2013020080,2013-10-14,WSH,WSH vs. EDM,HOME,W,4,2
