,name,price,commence_time,home_team,away_team,bookmakers_key,bookmakers_markets_key
243,San Francisco Giants,-235,2025-09-27T02:16:00Z,San Francisco Giants,Colorado Rockies,betonlineag,h2h
244,Colorado Rockies,200,2025-09-27T02:16:00Z,San Francisco Giants,Colorado Rockies,draftkings,h2h
245,San Francisco Giants,-250,2025-09-27T02:16:00Z,San Francisco Giants,Colorado Rockies,draftkings,h2h
246,Colorado Rockies,200,2025-09-27T02:16:00Z,San Francisco Giants,Colorado Rockies,betmgm,h2h
247,San Francisco Giants,-250,2025-09-27T02:16:00Z,San Francisco Giants,Colorado Rockies,betmgm,h2h
248,Colorado Rockies,200,2025-09-27T02:16:00Z,San Francisco Giants,Colorado Rockies,bovada,h2h
249,San Francisco Giants,-245,2025-09-27T02:16:00Z,San Francisco Giants,Colorado Rockies,bovada,h2h
250,Colorado Rockies,198,2025-09-27T02:16:00Z,San Francisco Giants,Colorado Rockies,betus,h2h
251,San Francisco Giants,-230,2025-09-27T02:16:00Z,San Francisco Giants,Colorado Rockies,betus,h2h
252,Baltimore Orioles,180,2025-09-27T17:06:00Z,New York Yankees,Baltimore Orioles,fanduel,h2h
253,New York Yankees,-215,2025-09-27T17:06:00Z,New York Yankees,Baltimore Orioles,fanduel,h2h
254,Baltimore Orioles,193,2025-09-27T17:06:00Z,New York Yankees,Baltimore Orioles,lowvig,h2h
255,New York Yankees,-215,2025-09-27T17:06:00Z,New York Yankees,Baltimore Orioles,lowvig,h2h
256,Baltimore Orioles,193,2025-09-27T17:06:00Z,New York Yankees,Baltimore Orioles,betonlineag,h2h
257,New York Yankees,-215,2025-09-27T17:06:00Z,New York Yankees,Baltimore Orioles,betonlineag,h2h
258,Baltimore Orioles,190,2025-09-27T17:06:00Z,New York Yankees,Baltimore Orioles,mybookieag,h2h
259,New York Yankees,-227,2025-09-27T17:06:00Z,New York Yankees,Baltimore Orioles,mybookieag,h2h
260,Baltimore Orioles,188,2025-09-27T17:06:00Z,New York Yankees,Baltimore Orioles,draftkings,h2h
261,New York Yankees,-233,2025-09-27T17:06:00Z,New York Yankees,Baltimore Orioles,draftkings,h2h
262,Chicago Cubs,-168,2025-09-27T18:21:00Z,Chicago Cubs,St. Louis Cardinals,fanduel,h2h
263,St. Louis Cardinals,142,2025-09-27T18:21:00Z,Chicago Cubs,St. Louis Cardinals,fanduel,h2h
264,Chicago Cubs,-167,2025-09-27T18:21:00Z,Chicago Cubs,St. Louis Cardinals,lowvig,h2h
265,St. Louis Cardinals,151,2025-09-27T18:21:00Z,Chicago Cubs,St. Louis Cardinals,lowvig,h2h
266,Chicago Cubs,-167,2025-09-27T18:21:00Z,Chicago Cubs,St. Louis Cardinals,betonlineag,h2h
267,St. Louis Cardinals,151,2025-09-27T18:21:00Z,Chicago Cubs,St. Louis Cardinals,betonlineag,h2h
268,Chicago Cubs,-172,2025-09-27T18:21:00Z,Chicago Cubs,St. Louis Cardinals,mybookieag,h2h
269,St. Louis Cardinals,146,2025-09-27T18:21:00Z,Chicago Cubs,St. Louis Cardinals,mybookieag,h2h
270,Chicago Cubs,-176,2025-09-27T18:21:00Z,Chicago Cubs,St. Louis Cardinals,draftkings,h2h
271,St. Louis Cardinals,144,2025-09-27T18:21:00Z,Chicago Cubs,St. Louis Cardinals,draftkings,h2h
272,Tampa Bay Rays,132,2025-09-27T19:09:00Z,Toronto Blue Jays,Tampa Bay Rays,fanduel,h2h
273,Toronto Blue Jays,-156,2025-09-27T19:09:00Z,Toronto Blue Jays,Tampa Bay Rays,fanduel,h2h
274,Tampa Bay Rays,136,2025-09-27T19:09:00Z,Toronto Blue Jays,Tampa Bay Rays,lowvig,h2h
275,Toronto Blue Jays,-150,2025-09-27T19:09:00Z,Toronto Blue Jays,Tampa Bay Rays,lowvig,h2h
276,Tampa Bay Rays,136,2025-09-27T19:09:00Z,Toronto Blue Jays,Tampa Bay Rays,betonlineag,h2h
277,Toronto Blue Jays,-150,2025-09-27T19:09:00Z,Toronto Blue Jays,Tampa Bay Rays,betonlineag,h2h
278,Tampa Bay Rays,136,2025-09-27T19:09:00Z,Toronto Blue Jays,Tampa Bay Rays,mybookieag,h2h
279,Toronto Blue Jays,-161,2025-09-27T19:09:00Z,Toronto Blue Jays,Tampa Bay Rays,mybookieag,h2h
280,Tampa Bay Rays,134,2025-09-27T19:09:00Z,Toronto Blue Jays,Tampa Bay Rays,draftkings,h2h
281,Toronto Blue Jays,-164,2025-09-27T19:09:00Z,Toronto Blue Jays,Tampa Bay Rays,draftkings,h2h
282,Chicago White Sox,102,2025-09-27T20:06:00Z,Washington Nationals,Chicago White Sox,fanduel,h2h
283,Washington Nationals,-120,2025-09-27T20:06:00Z,Washington Nationals,Chicago White Sox,fanduel,h2h
284,Chicago White Sox,106,2025-09-27T20:06:00Z,Washington Nationals,Chicago White Sox,lowvig,h2h
285,Washington Nationals,-117,2025-09-27T20:06:00Z,Washington Nationals,Chicago White Sox,lowvig,h2h
286,Chicago White Sox,106,2025-09-27T20:06:00Z,Washington Nationals,Chicago White Sox,betonlineag,h2h
287,Washington Nationals,-117,2025-09-27T20:06:00Z,Washington Nationals,Chicago White Sox,betonlineag,h2h
288,Chicago White Sox,-102,2025-09-27T20:06:00Z,Washington Nationals,Chicago White Sox,draftkings,h2h
289,Washington Nationals,-119,2025-09-27T20:06:00Z,Washington Nationals,Chicago White Sox,draftkings,h2h
290,Chicago White Sox,100,2025-09-27T20:06:00Z,Washington Nationals,Chicago White Sox,mybookieag,h2h
291,Washington Nationals,-118,2025-09-27T20:06:00Z,Washington Nationals,Chicago White Sox,mybookieag,h2h
292,Colorado Rockies,198,2025-09-27T20:06:00Z,San Francisco Giants,Colorado Rockies,fanduel,h2h
293,San Francisco Giants,-240,2025-09-27T20:06:00Z,San Francisco Giants,Colorado Rockies,fanduel,h2h
294,Colorado Rockies,206,2025-09-27T20:06:00Z,San Francisco Giants,Colorado Rockies,lowvig,h2h
295,San Francisco Giants,-230,2025-09-27T20:06:00Z,San Francisco Giants,Colorado Rockies,lowvig,h2h
296,Colorado Rockies,206,2025-09-27T20:06:00Z,San Francisco Giants,Colorado Rockies,betonlineag,h2h
297,San Francisco Giants,-230,2025-09-27T20:06:00Z,San Francisco Giants,Colorado Rockies,betonlineag,h2h
298,Colorado Rockies,199,2025-09-27T20:06:00Z,San Francisco Giants,Colorado Rockies,mybookieag,h2h
299,San Francisco Giants,-238,2025-09-27T20:06:00Z,San Francisco Giants,Colorado Rockies,mybookieag,h2h
300,Colorado Rockies,193,2025-09-27T20:06:00Z,San Francisco Giants,Colorado Rockies,draftkings,h2h
301,San Francisco Giants,-241,2025-09-27T20:06:00Z,San Francisco Giants,Colorado Rockies,draftkings,h2h
302,Minnesota Twins,175,2025-09-27T22:05:00Z,Philadelphia Phillies,Minnesota Twins,betonlineag,h2h
303,Philadelphia Phillies,-195,2025-09-27T22:05:00Z,Philadelphia Phillies,Minnesota Twins,betonlineag,h2h
304,Minnesota Twins,175,2025-09-27T22:05:00Z,Philadelphia Phillies,Minnesota Twins,lowvig,h2h
305,Philadelphia Phillies,-195,2025-09-27T22:05:00Z,Philadelphia Phillies,Minnesota Twins,lowvig,h2h
306,Minnesota Twins,172,2025-09-27T22:05:00Z,Philadelphia Phillies,Minnesota Twins,fanduel,h2h
307,Philadelphia Phillies,-205,2025-09-27T22:05:00Z,Philadelphia Phillies,Minnesota Twins,fanduel,h2h
308,Minnesota Twins,168,2025-09-27T22:05:00Z,Philadelphia Phillies,Minnesota Twins,draftkings,h2h
309,Philadelphia Phillies,-208,2025-09-27T22:05:00Z,Philadelphia Phillies,Minnesota Twins,draftkings,h2h
310,Minnesota Twins,167,2025-09-27T22:05:00Z,Philadelphia Phillies,Minnesota Twins,mybookieag,h2h
311,Philadelphia Phillies,-208,2025-09-27T22:05:00Z,Philadelphia Phillies,Minnesota Twins,mybookieag,h2h
312,Atlanta Braves,-160,2025-09-27T23:15:00Z,Atlanta Braves,Pittsburgh Pirates,betonlineag,h2h
313,Pittsburgh Pirates,145,2025-09-27T23:15:00Z,Atlanta Braves,Pittsburgh Pirates,betonlineag,h2h
314,Atlanta Braves,-160,2025-09-27T23:15:00Z,Atlanta Braves,Pittsburgh Pirates,lowvig,h2h
315,Pittsburgh Pirates,145,2025-09-27T23:15:00Z,Atlanta Braves,Pittsburgh Pirates,lowvig,h2h
316,Atlanta Braves,-158,2025-09-27T23:15:00Z,Atlanta Braves,Pittsburgh Pirates,fanduel,h2h
317,Pittsburgh Pirates,134,2025-09-27T23:15:00Z,Atlanta Braves,Pittsburgh Pirates,fanduel,h2h
318,Atlanta Braves,-172,2025-09-27T23:15:00Z,Atlanta Braves,Pittsburgh Pirates,draftkings,h2h
319,Pittsburgh Pirates,140,2025-09-27T23:15:00Z,Atlanta Braves,Pittsburgh Pirates,draftkings,h2h
320,Atlanta Braves,-172,2025-09-27T23:15:00Z,Atlanta Braves,Pittsburgh Pirates,mybookieag,h2h
321,Pittsburgh Pirates,139,2025-09-27T23:15:00Z,Atlanta Braves,Pittsburgh Pirates,mybookieag,h2h
322,Arizona Diamondbacks,125,2025-09-28T00:40:00Z,San Diego Padres,Arizona Diamondbacks,betonlineag,h2h
323,San Diego Padres,-138,2025-09-28T00:40:00Z,San Diego Padres,Arizona Diamondbacks,betonlineag,h2h
324,Arizona Diamondbacks,125,2025-09-28T00:40:00Z,San Diego Padres,Arizona Diamondbacks,lowvig,h2h
325,San Diego Padres,-138,2025-09-28T00:40:00Z,San Diego Padres,Arizona Diamondbacks,lowvig,h2h
326,Arizona Diamondbacks,120,2025-09-28T00:40:00Z,San Diego Padres,Arizona Diamondbacks,fanduel,h2h
327,San Diego Padres,-142,2025-09-28T00:40:00Z,San Diego Padres,Arizona Diamondbacks,fanduel,h2h
328,Arizona Diamondbacks,118,2025-09-28T00:40:00Z,San Diego Padres,Arizona Diamondbacks,mybookieag,h2h
329,San Diego Padres,-145,2025-09-28T00:40:00Z,San Diego Padres,Arizona Diamondbacks,mybookieag,h2h
330,Arizona Diamondbacks,118,2025-09-28T00:40:00Z,San Diego Padres,Arizona Diamondbacks,draftkings,h2h
331,San Diego Padres,-144,2025-09-28T00:40:00Z,San Diego Padres,Arizona Diamondbacks,draftkings,h2h
332,Kansas City Royals,104,2025-09-28T02:05:00Z,Oakland Athletics,Kansas City Royals,betonlineag,h2h
333,Oakland Athletics,-115,2025-09-28T02:05:00Z,Oakland Athletics,Kansas City Royals,betonlineag,h2h
334,Kansas City Royals,104,2025-09-28T02:05:00Z,Oakland Athletics,Kansas City Royals,lowvig,h2h
335,Oakland Athletics,-115,2025-09-28T02:05:00Z,Oakland Athletics,Kansas City Royals,lowvig,h2h
336,Kansas City Royals,101,2025-09-28T02:05:00Z,Oakland Athletics,Kansas City Royals,draftkings,h2h
337,Oakland Athletics,-123,2025-09-28T02:05:00Z,Oakland Athletics,Kansas City Royals,draftkings,h2h
338,Kansas City Royals,101,2025-09-28T02:05:00Z,Oakland Athletics,Kansas City Royals,mybookieag,h2h
339,Oakland Athletics,-123,2025-09-28T02:05:00Z,Oakland Athletics,Kansas City Royals,mybookieag,h2h
340,Kansas City Royals,100,2025-09-28T02:05:00Z,Oakland Athletics,Kansas City Royals,fanduel,h2h
341,Oakland Athletics,-118,2025-09-28T02:05:00Z,Oakland Athletics,Kansas City Royals,fanduel,h2h
