game_id,date,season,home_team,away_team,home_score,away_score,home_won,home_wins_l10,away_wins_l10,home_net_rating_l10,away_net_rating_l10,home_ppg_l10,away_ppg_l10,home_opp_ppg_l10,away_opp_ppg_l10,home_rest_days,away_rest_days,is_back_to_back_home,is_back_to_back_away,home_top3_avg_ppg,away_top3_avg_ppg,home_top5_avg_mpg,away_top5_avg_mpg,home_top6_total_plusminus,away_top6_total_plusminus,home_star_ppg,away_star_ppg,home_6thman_quality,away_6thman_quality,home_depth_variance,away_depth_variance,home_fg_pct_l10,away_fg_pct_l10,home_fg3_pct_l10,away_fg3_pct_l10
12100001,2021-10-03,2021-22,LAL,BKN,97,123,0,4.0,4.0,-4.125,3.0,83.75,94.0,87.875,91.0,3.0,3.0,0.0,0.0,0.0,4.75,0.0,9.193833333333334,0.5714285714285714,1.25,0.0,7.25,7.285714285714286,27.0,2.974380401951002,10.459146714718175,0.39575,0.39349999999999996,0.28800000000000003,0.2866666666666667
12100003,2021-10-04,2021-22,BOS,ORL,98,97,1,5.0,2.0,8.666666666666666,-5.666666666666667,94.16666666666667,85.0,85.5,90.66666666666667,3.0,3.0,0.0,0.0,0.0,2.3333333333333335,5.801666666666668,8.518444444444444,10.5,-23.25,0.0,0.0,0.0,0.0,6.838158865269706,3.7472211926528525,0.44533333333333336,0.38199999999999995,0.36716666666666664,0.3463333333333333
12100009,2021-10-04,2021-22,SAC,PHX,117,106,1,6.0,2.0,10.25,-1.0,89.75,81.5,79.5,82.5,3.0,3.0,0.0,0.0,4.142857142857143,5.416666666666667,5.277809523809524,6.502416666666667,6.285714285714286,5.5,0.0,16.25,0.0,0.0,5.073943038622297,6.634034720037774,0.436125,0.36516666666666664,0.277625,0.2788333333333333
12100002,2021-10-04,2021-22,TOR,PHI,123,107,1,5.0,3.0,8.5,-0.6666666666666666,92.33333333333333,96.16666666666667,83.83333333333333,96.83333333333333,3.0,3.0,0.0,0.0,10.722222222222223,10.466666666666667,15.125,17.2443,14.883333333333336,39.5,15.5,14.0,0.0,0.0,7.907532742523048,11.186003158709848,0.4171666666666667,0.4395,0.33949999999999997,0.26433333333333336
12100010,2021-10-04,2021-22,LAC,DEN,103,102,1,2.0,2.0,-4.833333333333333,-6.833333333333333,86.66666666666667,88.0,91.5,94.83333333333333,3.0,3.0,0.0,0.0,3.8666666666666667,6.583333333333333,10.189266666666665,5.780833333333333,-11.6,-18.583333333333336,11.6,19.75,11.6,21.666666666666668,6.628926509372891,10.710900038261475,0.4073333333333333,0.4246666666666667,0.32516666666666666,0.32383333333333336
12100008,2021-10-04,2021-22,POR,GSW,107,121,0,2.0,4.0,-5.333333333333333,2.375,85.33333333333333,90.625,90.66666666666667,88.25,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43733333333333335,0.412625,0.33216666666666667,0.35162499999999997
12100006,2021-10-04,2021-22,OKC,CHA,97,113,0,2.0,1.0,-7.666666666666667,-4.666666666666667,83.16666666666667,87.83333333333333,90.83333333333333,92.5,3.0,3.0,0.0,0.0,3.6666666666666665,5.583333333333333,6.648333333333333,5.750833333333334,-13.0,-5.0,2.0,0.0,0.0,0.0,3.6009258068817065,6.838158865269706,0.39316666666666666,0.4363333333333333,0.2725,0.308
12100004,2021-10-04,2021-22,MIA,ATL,125,99,1,5.0,2.0,4.25,-8.333333333333334,91.25,88.83333333333333,87.0,97.16666666666667,3.0,3.0,0.0,0.0,7.333333333333333,0.0,6.2379999999999995,0.0,2.2,0.0,0.0,0.0,0.0,0.0,8.981462390204987,0.0,0.445,0.45249999999999996,0.347375,0.3
12100007,2021-10-04,2021-22,SAS,UTA,111,85,1,2.0,3.0,-7.222222222222222,-1.5,86.11111111111111,83.5,93.33333333333333,85.0,3.0,3.0,0.0,0.0,0.0,14.5,4.541916666666667,17.23916666666667,-3.0,25.75,0.0,14.0,0.0,0.0,6.73609679265374,7.971825386948713,0.41444444444444445,0.41616666666666663,0.2767777777777778,0.2935
12100005,2021-10-04,2021-22,MIN,NOP,117,114,1,5.0,5.0,4.333333333333333,11.833333333333334,89.16666666666667,90.33333333333333,84.83333333333333,78.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43133333333333335,0.43166666666666664,0.29433333333333334,0.3095
12100013,2021-10-05,2021-22,HOU,WAS,125,119,1,4.0,1.0,1.3333333333333333,-4.4,94.5,86.6,93.16666666666667,91.0,3.0,3.0,0.0,0.0,6.777777777777778,3.1666666666666665,4.811111111111112,5.3125,8.666666666666666,-7.5,0.0,9.5,0.0,0.0,8.301048572765215,3.8783587594066984,0.41483333333333333,0.38839999999999997,0.30416666666666664,0.25739999999999996
12100014,2021-10-05,2021-22,MEM,MIL,87,77,1,6.0,1.0,4.222222222222222,-9.5,89.77777777777777,80.5,85.55555555555556,90.0,3.0,3.0,0.0,0.0,7.166666666666667,13.205555555555556,5.513333333333333,19.670666666666666,14.0,-14.35,0.0,11.2,0.0,0.0,8.777338244973055,7.6061409157094655,0.42544444444444446,0.3955,0.30633333333333335,0.24949999999999997
12100011,2021-10-05,2021-22,NYK,IND,125,104,1,5.0,3.0,7.142857142857143,7.666666666666667,97.57142857142857,89.83333333333333,90.42857142857143,82.16666666666667,3.0,3.0,0.0,0.0,0.0,6.083333333333333,12.3012,5.3925,17.0,13.0,0.0,0.0,0.0,0.0,8.25655295305896,7.4505313009655,0.4441428571428571,0.4335,0.36842857142857144,0.3473333333333333
12100012,2021-10-05,2021-22,CHI,CLE,131,95,1,3.0,2.0,3.8333333333333335,-8.833333333333334,91.5,86.83333333333333,87.66666666666667,95.66666666666667,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.587388888888889,0.0,-6.333333333333334,0.0,0.0,0.0,0.0,0.0,7.210075255167951,0.38866666666666666,0.403,0.2836666666666667,0.31483333333333335
12100020,2021-10-06,2021-22,PHX,LAL,117,105,1,3.0,4.0,0.8571428571428571,-5.0,86.57142857142857,86.11111111111111,85.71428571428571,91.11111111111111,1.0,2.0,0.0,0.0,5.0,8.333333333333334,9.103333333333333,20.603,-21.8,-18.75,13.0,9.0,15.6,6.75,6.812243878977519,3.247114103323134,0.3764285714285714,0.4033333333333333,0.2951428571428571,0.2952222222222222
12100017,2021-10-06,2021-22,NOP,ORL,104,86,1,6.0,2.0,12.714285714285714,-7.428571428571429,92.28571428571429,85.14285714285714,79.57142857142857,92.57142857142857,1.0,1.0,0.0,0.0,17.833333333333332,10.983333333333334,24.110722222222222,21.483416666666663,42.5,-25.05,21.0,13.75,0.0,0.0,8.695092272634582,5.603012582530937,0.425,0.3788571428571429,0.3387142857142857,0.34314285714285714
12100016,2021-10-06,2021-22,ATL,CLE,96,99,0,2.0,3.0,-7.571428571428571,-7.142857142857143,89.85714285714286,88.57142857142857,97.42857142857143,95.71428571428571,1.0,0.0,0.0,1.0,2.0,11.0,11.63,25.615777777777776,-40.6,-138.16666666666669,0.0,8.0,16.0,10.0,7.37563556583431,2.2746591116196013,0.44442857142857145,0.40857142857142853,0.3152857142857143,0.3127142857142857
12100018,2021-10-06,2021-22,DAL,UTA,111,101,1,2.0,3.0,-5.333333333333333,-2.7142857142857144,83.5,86.0,88.83333333333333,88.71428571428571,3.0,1.0,0.0,0.0,0.0,11.799999999999999,0.0,21.21333333333333,0.0,-16.8,0.0,6.0,0.0,1.0,0.0,5.531003525581954,0.4123333333333334,0.416,0.2758333333333333,0.29557142857142854
12100015,2021-10-06,2021-22,DET,SAS,115,105,1,4.0,2.0,1.6666666666666667,-7.5,92.16666666666667,88.0,90.5,95.5,3.0,1.0,0.0,0.0,0.0,6.333333333333333,6.182499999999999,21.32353333333333,-1.4000000000000004,55.2,0.0,3.0,15.6,0.0,7.5428774350376395,5.344779384283945,0.44333333333333336,0.4149,0.32166666666666666,0.2834
12100021,2021-10-06,2021-22,LAC,SAC,98,113,0,2.0,7.0,-6.285714285714286,10.777777777777779,88.28571428571429,92.33333333333333,94.57142857142857,81.55555555555556,1.0,1.0,0.0,0.0,10.722222222222221,13.583333333333334,27.190222222222225,24.1935,-30.833333333333336,53.0,12.5,11.0,4.0,15.0,3.4859506381834855,4.091912755668185,0.4034285714285714,0.4375555555555556,0.31542857142857145,0.28300000000000003
12100019,2021-10-06,2021-22,GSW,DEN,118,116,1,5.0,2.0,2.3333333333333335,-6.142857142857143,93.66666666666667,92.0,91.33333333333333,98.14285714285714,1.0,1.0,0.0,0.0,12.0,10.533333333333333,19.006666666666668,21.967333333333332,55.0,9.4,30.0,19.6,5.0,4.0,11.707547423208101,7.288346863315439,0.4196666666666667,0.43314285714285716,0.36333333333333334,0.33257142857142863
12100022,2021-10-07,2021-22,CHA,MEM,98,128,0,1.0,7.0,-8.285714285714286,6.8,89.28571428571429,93.6,97.57142857142857,86.8,2.0,1.0,0.0,0.0,13.799999999999999,16.266666666666666,22.216,26.323333333333334,51.4,37.6,13.0,27.0,15.0,5.0,2.2861904265976323,8.277841908774693,0.42600000000000005,0.43289999999999995,0.2988571428571429,0.31070000000000003
12100023,2021-10-07,2021-22,PHI,TOR,125,113,1,4.0,5.0,1.1428571428571428,5.571428571428571,100.28571428571429,95.28571428571429,99.14285714285714,89.71428571428571,2.0,2.0,0.0,0.0,5.933333333333334,14.666666666666666,18.157555555555554,23.677111111111113,-4.733333333333333,33.65,3.0,21.0,13.0,8.0,7.820959494039552,5.3907714352091265,0.45385714285714285,0.42657142857142855,0.296,0.33342857142857146
12100024,2021-10-07,2021-22,HOU,MIA,106,113,0,4.0,6.0,0.14285714285714285,4.555555555555555,96.14285714285714,93.66666666666667,96.0,89.11111111111111,1.0,2.0,0.0,0.0,17.416666666666668,14.666666666666666,22.446833333333338,22.99877777777778,12.25,48.166666666666664,18.25,26.0,11.6,5.0,7.361414039888441,9.14249337900691,0.41400000000000003,0.44911111111111107,0.3031428571428571,0.3421111111111111
12100027,2021-10-08,2021-22,CHI,NOP,121,85,1,4.0,6.0,8.428571428571429,6.625,95.71428571428571,91.375,87.28571428571429,84.75,2.0,1.0,0.0,0.0,16.0,18.0,23.896666666666665,22.72,210.0,11.0,13.0,20.5,13.0,12.714285714285714,6.112828041640519,6.278404840955924,0.40314285714285714,0.4135,0.29214285714285715,0.322
12100028,2021-10-08,2021-22,DAL,LAC,122,114,1,3.0,2.0,-3.4285714285714284,-6.5,89.0,91.5,92.42857142857143,98.0,1.0,1.0,0.0,0.0,6.466666666666666,10.595238095238095,15.083333333333334,22.17419047619047,4.199999999999999,-20.0,0.0,10.285714285714286,0.0,9.0,7.974960814950754,2.8751811537130436,0.42042857142857143,0.407375,0.26671428571428574,0.32525
12100030,2021-10-08,2021-22,DEN,MIN,112,114,0,2.0,6.0,-5.625,4.0,94.5,92.71428571428571,100.125,88.71428571428571,1.0,3.0,0.0,0.0,19.38888888888889,10.666666666666666,21.354444444444443,19.174666666666667,10.5,71.4,18.166666666666668,3.0,12.5,6.0,6.518066061738343,5.89915248150105,0.430625,0.4317142857142858,0.33625,0.288
12100026,2021-10-08,2021-22,BKN,MIL,119,115,1,5.0,1.0,3.142857142857143,-8.714285714285714,97.57142857142857,85.42857142857143,94.42857142857143,94.14285714285714,4.0,2.0,0.0,0.0,0.0,9.299999999999999,5.124666666666666,22.96688888888889,12.0,-34.733333333333334,0.0,19.4,6.0,3.6666666666666665,3.669695718539436,6.615973935189823,0.4095714285714286,0.4095714285714286,0.3007142857142857,0.283
12100031,2021-10-08,2021-22,GSW,LAL,121,114,1,6.0,4.0,2.8,-5.2,96.4,88.9,93.6,94.1,1.0,1.0,0.0,0.0,14.833333333333334,8.833333333333334,17.793333333333333,19.28166666666667,27.0,-49.0,13.5,10.0,2.0,10.5,8.250757540977677,3.8987177379235853,0.4231,0.40590000000000004,0.36269999999999997,0.30179999999999996
12100025,2021-10-08,2021-22,CLE,IND,100,109,0,3.0,4.0,-7.375,7.857142857142857,90.0,92.57142857142857,97.375,84.71428571428571,1.0,2.0,0.0,0.0,7.966666666666666,7.0,25.28483333333333,19.948,-57.8,-44.0,10.4,6.0,12.0,5.0,4.740780526453424,4.835976288885903,0.4105,0.4438571428571429,0.325125,0.3417142857142857
12100029,2021-10-08,2021-22,SAS,MIA,105,109,0,2.0,7.0,-5.0,4.5,92.7,95.2,97.7,90.7,1.0,0.0,0.0,1.0,12.666666666666666,7.214285714285714,23.084999999999997,17.759077380952384,18.0,25.5,17.0,3.5,6.0,16.5,4.355073669487885,9.963137841376003,0.4262,0.44989999999999997,0.3024,0.3412
12100034,2021-10-09,2021-22,MEM,ATL,87,91,0,6.0,3.0,2.5,-6.125,91.9,90.0,89.4,96.125,1.0,2.0,0.0,0.0,6.888888888888888,13.0,20.736944444444443,24.259999999999998,12.533333333333331,-29.166666666666668,6.0,10.0,6.0,14.0,2.4517567397911058,1.8816856115570262,0.4208,0.437375,0.29440000000000005,0.325875
12100032,2021-10-09,2021-22,BOS,TOR,113,111,1,6.0,5.0,7.714285714285714,4.625,96.85714285714286,97.25,89.14285714285714,92.625,4.0,1.0,0.0,0.0,9.0,15.944444444444445,22.28,25.392666666666667,2.25,-10.5,18.0,13.833333333333334,10.0,12.0,6.377042156569663,3.630452476646015,0.44871428571428573,0.424,0.38257142857142856,0.33525
12100033,2021-10-09,2021-22,WAS,NYK,99,117,0,1.0,6.0,-6.666666666666667,8.5,88.66666666666667,100.0,95.33333333333333,91.5,3.0,3.0,0.0,0.0,14.333333333333334,14.865079365079366,20.596666666666668,25.960015873015873,14.0,73.97619047619048,18.0,17.0,0.0,14.0,6.022181221672648,4.639581669181369,0.3873333333333333,0.445125,0.24133333333333332,0.380125
12100038,2021-10-10,2021-22,LAL,PHX,94,123,0,4.0,4.0,-7.9,4.375,90.5,91.125,98.4,86.75,1.0,3.0,0.0,0.0,6.444444444444444,10.333333333333334,19.946555555555555,20.895,-38.46666666666667,41.0,10.0,8.5,11.0,10.0,3.1623069403815287,1.816590212458495,0.4058,0.394625,0.3125,0.297
12100035,2021-10-10,2021-22,ORL,SAS,100,101,0,2.0,3.0,-6.625,-2.5,87.0,97.4,93.625,99.9,3.0,1.0,0.0,0.0,9.388888888888888,12.285714285714286,18.922222222222224,21.58407936507937,-30.56666666666667,5.642857142857142,11.5,9.0,11.4,6.0,1.8074434574425424,5.702428173579211,0.389375,0.44279999999999997,0.35575,0.32599999999999996
12100037,2021-10-10,2021-22,MIL,OKC,130,110,1,2.0,2.0,-5.125,-9.428571428571429,91.0,87.0,96.125,96.42857142857143,1.0,5.0,0.0,0.0,15.436507936507937,6.222222222222221,23.5620873015873,19.880555555555553,-21.077380952380953,-57.333333333333336,13.0,10.0,7.0,9.0,5.0735190424695205,4.0588266868732,0.42625,0.39671428571428574,0.31525000000000003,0.28385714285714286
12100036,2021-10-10,2021-22,CLE,CHI,101,102,0,3.0,5.0,-6.666666666666667,7.5,91.22222222222223,96.5,97.88888888888889,89.0,1.0,1.0,0.0,0.0,9.444444444444443,13.0,20.415555555555557,24.945,-26.5,159.66666666666666,9.666666666666666,13.5,5.5,9.666666666666666,2.564176280991617,4.865601101002226,0.4178888888888889,0.405,0.3214444444444444,0.286875
12100044,2021-10-11,2021-22,POR,SAC,93,107,0,2.0,8.0,-6.571428571428571,11.1,86.42857142857143,93.8,93.0,82.7,6.0,4.0,0.0,0.0,9.166666666666666,7.62962962962963,16.767777777777773,19.104592592592592,-24.333333333333332,51.333333333333336,10.0,11.88888888888889,0.0,14.5,5.103103630798288,4.439534324743546,0.44328571428571434,0.43760000000000004,0.31428571428571433,0.2925
12100039,2021-10-11,2021-22,TOR,HOU,107,92,1,6.0,4.0,5.777777777777778,-1.75,98.33333333333333,95.625,92.55555555555556,97.375,1.0,3.0,0.0,0.0,13.158730158730158,16.033333333333335,19.4872619047619,22.551300000000005,-3.547619047619048,-3.866666666666666,13.142857142857142,18.5,20.0,12.0,6.568299231893874,5.4320039273427145,0.4275555555555555,0.41675,0.3376666666666666,0.30274999999999996
12100041,2021-10-11,2021-22,PHI,BKN,115,104,1,5.0,5.0,2.375,1.375,102.125,98.375,99.75,97.0,3.0,2.0,0.0,0.0,8.5,13.666666666666666,18.526380952380954,22.3615,11.047619047619051,20.0,9.0,8.0,10.5,10.0,4.793127796551441,5.2701992372205435,0.45887500000000003,0.421625,0.304125,0.31525
12100042,2021-10-11,2021-22,MEM,DET,127,92,1,7.0,4.0,7.9,-3.5714285714285716,97.1,92.14285714285714,89.2,95.71428571428571,1.0,4.0,0.0,0.0,15.333333333333334,14.666666666666666,23.575555555555553,17.96666666666667,78.57142857142857,36.666666666666664,21.5,16.0,19.0,6.333333333333333,5.5731665312625625,6.817189602326906,0.43130000000000007,0.44,0.29860000000000003,0.31142857142857144
12100045,2021-10-11,2021-22,LAC,MIN,100,128,0,2.0,7.0,-8.88888888888889,7.0,92.44444444444444,97.125,101.33333333333333,90.125,2.0,2.0,0.0,0.0,9.333333333333334,11.222222222222221,18.267888888888884,21.14055555555555,-12.666666666666668,24.5,3.0,9.0,13.125,17.833333333333332,5.099592621710817,3.3082388735465345,0.40855555555555556,0.44225000000000003,0.31833333333333336,0.302
12100043,2021-10-11,2021-22,UTA,NOP,127,96,1,4.0,6.0,1.5,2.4444444444444446,91.125,91.88888888888889,89.625,89.44444444444444,4.0,2.0,0.0,0.0,5.833333333333333,12.986111111111109,10.874999999999998,24.082874999999998,-20.0,1.7916666666666652,10.0,13.125,0.0,9.625,4.401704215414752,4.539079283372426,0.427875,0.4161111111111111,0.30625,0.32455555555555554
