game_id,date,season,home_team,away_team,home_score,away_score,total_score,goal_diff,home_won,home_rest_days,away_rest_days,rest_days_diff,is_back_to_back_home,is_back_to_back_away,home_streak,away_streak,streak_diff,home_wins_l10,away_wins_l10,home_goals_l10,away_goals_l10,goals_diff_l10,home_goals_against_l10,away_goals_against_l10,goals_against_diff_l10,home_total_goals_l10,away_total_goals_l10,home_shots_l10,away_shots_l10,home_shots_against_l10,away_shots_against_l10,home_shooting_pct_l10,away_shooting_pct_l10,home_save_pct_l10,away_save_pct_l10,home_pp_goals_l10,away_pp_goals_l10,home_pp_goals_against_l10,away_pp_goals_against_l10,home_hits_l10,away_hits_l10,home_pim_l10,away_pim_l10,home_blocked_shots_l10,away_blocked_shots_l10,home_takeaways_l10,away_takeaways_l10,home_giveaways_l10,away_giveaways_l10,home_home_wins_l10,away_away_wins_l10,home_home_games_l10,away_home_games_l10,home_goals_std_l10,away_goals_std_l10,home_goals_against_std_l10,away_goals_against_std_l10,home_goals_trend_l10,away_goals_trend_l10,home_goals_against_trend_l10,away_goals_against_trend_l10,home_top3_avg_goals,away_top3_avg_goals,home_top6_avg_goals,away_top6_avg_goals,home_top3_avg_assists,away_top3_avg_assists,home_top6_avg_assists,away_top6_avg_assists,home_top3_avg_points,away_top3_avg_points,home_top6_avg_points,away_top6_avg_points,home_top6_total_plusminus,away_top6_total_plusminus,home_goalie_save_pct,home_goalie_goals_against,home_goalie_saves,home_goalie_shots_against,away_goalie_save_pct,away_goalie_goals_against,away_goalie_saves,away_goalie_shots_against,goalie_save_pct_diff,goalie_goals_against_diff
2010020142,2010-10-30,2010-2011,ANA,NJD,1,2,3,-1,0,2.0,1.0,1.0,0,0,1.0,-3.0,4.0,4.0,2.0,2.6,1.7,0.9000000000000001,3.3,3.3,0.0,5.9,5.0,28.5,30.8,39.6,29.8,0.0926652188450968,0.0590914021593296,0.9161375274977356,0.8902739788946686,0.7,0.3,0.9,0.6,21.9,20.6,20.8,16.2,14.2,11.4,5.1,4.2,6.1,8.4,2.0,2.0,3.0,5.0,1.7126976771553504,0.8232726023485646,1.2516655570345725,2.359378449224852,1.4,-0.3666666666666667,-0.2999999999999998,1.0333333333333332,0.2333333333333333,0.1333333333333333,0.1907407407407407,0.0999999999999999,0.2333333333333333,0.3,0.1907407407407407,0.2666666666666666,0.4666666666666667,0.4333333333333333,0.3814814814814815,0.3666666666666667,-0.388888888888889,-3.9,0.2777797999999999,0.8,9.4,10.2,0.8958157999999999,2.7,24.7,27.4,-0.618036,-1.9
2010020146,2010-10-30,2010-2011,PHI,NYI,6,1,7,5,1,0.0,0.0,0.0,1,1,2.0,-3.0,5.0,5.0,4.0,2.8,3.0,-0.2000000000000001,2.5,2.9,-0.3999999999999999,5.3,5.9,32.0,28.2,26.2,29.0,0.0868536407070622,0.1083630681261086,0.9011013902465516,0.8983566669976406,0.7,1.3,0.7,0.7,20.1,21.6,18.4,12.1,14.7,15.1,6.0,8.4,6.8,7.1,3.0,2.0,6.0,4.0,1.7511900715418265,1.6329931618554523,0.7071067811865476,1.100504934614612,0.5333333333333337,-0.6666666666666665,-0.1666666666666665,0.7666666666666666,0.0,0.0666666666666666,0.1333333333333333,0.0333333333333333,0.1166666666666666,0.3333333333333333,0.1416666666666667,0.2142857142857142,0.1166666666666666,0.3999999999999999,0.2749999999999999,0.2476190476190476,1.325,-1.1111111111111112,0.3572143,0.9,7.9,8.8,0.4590045,1.2,13.4,14.6,-0.1017902,-0.2999999999999999
2010020154,2010-10-31,2010-2011,CGY,WSH,2,7,9,-5,0,1.0,1.0,0.0,0,0,-1.0,-1.0,0.0,6.0,6.0,3.0,2.7,0.2999999999999998,2.7,2.3,0.4000000000000003,5.7,5.0,32.4,32.0,28.4,29.1,0.1046497532152566,0.0867129956493955,0.9050757575757576,0.9180995573844246,0.6,0.4,0.5,0.5,20.3,23.2,14.1,13.9,13.9,14.6,7.2,8.2,8.8,7.8,4.0,2.0,6.0,5.0,2.160246899469287,1.8287822299126937,1.9465068427541912,1.2516655570345725,1.333333333333333,-0.0333333333333336,0.6333333333333333,-0.6333333333333331,0.2407407407407407,0.1,0.2037037037037037,0.0666666666666666,0.3666666666666667,0.1333333333333333,0.3880952380952381,0.1166666666666666,0.6074074074074074,0.2333333333333333,0.5917989417989418,0.1833333333333333,0.8825396825396825,-2.3,0.7308333,1.9,20.7,22.6,0.8155785999999999,1.8,22.5,24.3,-0.0847452999999999,0.0999999999999998
2010020155,2010-10-31,2010-2011,LAK,NJD,3,1,4,2,1,1.0,0.0,1.0,0,1,1.0,1.0,0.0,7.0,3.0,2.9,1.6,1.2999999999999998,2.2,3.0,-0.7999999999999998,5.1,4.6,28.7,30.5,28.3,29.8,0.1084328589224099,0.056498809566737,0.9223169102402974,0.9009882646089542,0.6,0.2,0.4,0.7,25.1,20.7,13.1,16.4,13.3,11.1,6.4,4.5,6.9,8.3,3.0,3.0,3.0,4.0,1.7919573407620817,0.699205898780101,1.0327955589886444,2.449489742783178,-0.2333333333333334,0.0666666666666666,0.1333333333333333,-0.3333333333333335,0.1666666666666666,0.1818181818181818,0.1833333333333333,0.1212121212121212,0.3333333333333333,0.2727272727272727,0.3,0.2424242424242424,0.5,0.4545454545454545,0.4833333333333333,0.3636363636363636,1.3,-3.090909090909091,0.6494827,1.4,18.0,19.4,0.9020403636363636,2.5454545454545454,24.90909090909091,27.454545454545453,-0.2525576636363636,-1.1454545454545455
2010020157,2010-11-01,2010-2011,NYR,CHI,3,2,5,1,1,1.0,0.0,1.0,0,1,1.0,1.0,0.0,5.0,6.0,3.1,2.9,0.2000000000000001,2.8,2.6,0.1999999999999997,5.9,5.5,30.8,30.9,32.8,32.0,0.1038441047666423,0.0958589114137894,0.9126846394410562,0.909592286900393,0.6,0.7,1.0,0.4,29.2,21.7,14.3,8.2,19.0,15.4,7.0,10.2,6.4,7.9,1.0,2.0,5.0,7.0,1.3703203194062976,1.1972189997378648,1.7511900715418265,1.577621275493231,-0.1,0.4333333333333335,0.2000000000000001,0.0666666666666664,0.1666666666666666,0.0,0.1333333333333333,0.1655982905982906,0.3,0.1367521367521367,0.3208333333333333,0.3504273504273504,0.4666666666666666,0.1367521367521367,0.4541666666666666,0.516025641025641,0.35,-0.4871794871794871,0.176,0.6,4.4,5.0,0.693959076923077,1.9230769230769231,22.0,23.923076923076923,-0.5179590769230771,-1.3230769230769233
2010020158,2010-11-01,2010-2011,PHI,CAR,3,2,5,1,1,1.0,1.0,0.0,0,0,3.0,-1.0,4.0,5.0,5.0,3.1,2.4,0.7000000000000002,2.4,2.9,-0.5,5.5,5.3,32.2,32.7,26.2,35.3,0.0964321847683649,0.0733810104813044,0.9043271966981644,0.9116623206446848,0.8,0.6,0.6,0.9,17.6,21.5,21.9,10.2,14.3,16.2,6.7,6.6,6.8,6.8,4.0,4.0,7.0,3.0,2.024845673131659,1.837873166945363,0.8432740427115678,1.100504934614612,1.9,-1.0666666666666669,-0.3999999999999999,-0.2333333333333334,0.1043771043771043,0.1111111111111111,0.1127946127946128,0.1222222222222222,0.1649831649831649,0.1333333333333333,0.1885521885521885,0.2166666666666666,0.2693602693602693,0.2444444444444444,0.3013468013468013,0.3388888888888888,1.4646464646464643,-0.9333333333333336,0.3247402727272727,0.8181818181818182,7.181818181818182,8.0,0.8264772,2.5,30.1,32.6,-0.5017369272727272,-1.6818181818181817
2010020161,2010-11-02,2010-2011,CBJ,MTL,3,0,3,3,1,1.0,2.0,-1.0,0,0,-1.0,-1.0,0.0,6.0,7.0,2.3,2.7,-0.4000000000000003,2.9,2.2,0.6999999999999997,5.2,4.9,29.8,31.6,30.0,27.9,0.0825464979783487,0.0867966365774706,0.8999291043482355,0.9171807171844588,0.5,0.3,0.8,0.5,22.6,19.1,14.1,11.6,15.2,15.1,7.5,5.3,3.4,5.5,3.0,4.0,6.0,6.0,0.674948557710553,1.4181364924121764,1.7919573407620817,1.2292725943057186,-0.6333333333333331,0.2999999999999998,-0.2333333333333334,0.1333333333333333,0.1,0.0303030303030303,0.1333333333333333,0.0303030303030303,0.3166666666666666,0.239057239057239,0.2583333333333333,0.1801346801346801,0.4166666666666667,0.2693602693602693,0.3916666666666666,0.2104377104377104,0.975,0.3131313131313131,0.2795227,0.4,6.0,6.4,0.0879765454545454,0.0909090909090909,2.727272727272727,2.8181818181818183,0.1915461545454545,0.3090909090909091
2010020160,2010-11-02,2010-2011,TOR,OTT,2,3,5,-1,0,2.0,2.0,0.0,0,0,-2.0,-1.0,-1.0,5.0,4.0,2.3,2.5,-0.2000000000000001,2.3,3.3,-1.0,4.6,5.8,26.6,28.5,26.5,31.3,0.097485797827903,0.0856173345225077,0.9149227994227994,0.8930057600921926,0.5,0.6,0.5,0.6,27.6,20.1,12.9,16.6,14.2,13.8,7.0,6.8,9.8,7.0,3.0,1.0,6.0,5.0,1.766981104093143,1.8408935028645437,1.1595018087284057,1.1595018087284057,-1.2999999999999998,0.8333333333333335,-0.6333333333333331,-0.2999999999999998,0.1,0.2727272727272727,0.1,0.1969696969696969,0.1666666666666666,0.4242424242424242,0.1666666666666666,0.303030303030303,0.2666666666666666,0.6969696969696969,0.2666666666666667,0.5,0.6,-1.818181818181818,0.6394227,1.6,16.0,17.6,0.92437,2.5,23.25,25.75,-0.2849473,-0.8999999999999999
2010020166,2010-11-03,2010-2011,CAR,NYI,7,2,9,5,1,1.0,3.0,-2.0,0,0,-2.0,-4.0,2.0,4.0,4.0,2.2,2.7,-0.5,2.9,3.1,-0.2000000000000001,5.1,5.8,32.4,26.6,36.1,29.7,0.0676206418177099,0.1030782362798491,0.9138990401227836,0.895848830007045,0.4,1.0,0.8,0.8,21.9,18.9,10.2,17.6,15.9,15.0,6.8,7.4,6.5,6.8,1.0,2.0,3.0,3.0,1.7511900715418265,1.7029386365926404,1.100504934614612,1.4491376746189435,-0.2000000000000001,-1.0333333333333334,0.1,1.233333333333333,0.1255411255411255,0.0606060606060606,0.1233766233766234,0.0757575757575757,0.1212121212121212,0.356060606060606,0.2121212121212121,0.284090909090909,0.2467532467532467,0.4166666666666667,0.3354978354978354,0.3598484848484848,-0.4675324675324674,-1.2159090909090908,0.7513429090909092,2.272727272727273,27.363636363636363,29.63636363636364,0.4172768181818181,1.0909090909090908,12.181818181818182,13.272727272727272,0.334066090909091,1.181818181818182
2010020165,2010-11-03,2010-2011,WSH,TOR,5,4,9,1,1,2.0,0.0,2.0,0,1,1.0,-3.0,4.0,7.0,4.0,3.2,2.2,1.0,2.1,2.4,-0.2999999999999998,5.3,4.6,31.7,27.7,28.9,26.1,0.1052613827461697,0.0907000835421887,0.9241062314667384,0.9095656565656564,0.7,0.6,0.5,0.7,22.5,27.3,14.6,13.3,15.2,12.9,7.5,7.0,8.9,10.3,4.0,2.0,5.0,6.0,2.250925735484551,1.7511900715418265,1.100504934614612,1.1737877907772671,0.4666666666666663,-1.5333333333333337,-0.7666666666666668,-0.0666666666666664,0.1464646464646464,0.0909090909090909,0.0917508417508417,0.0909090909090909,0.1515151515151515,0.1818181818181818,0.1094276094276094,0.1666666666666666,0.2979797979797979,0.2727272727272727,0.2011784511784512,0.2575757575757575,-1.6010101010101012,0.7272727272727272,0.8260745454545454,1.818181818181818,22.90909090909091,24.727272727272727,0.6608388181818182,1.7272727272727273,16.454545454545453,18.181818181818183,0.1652357272727271,0.0909090909090908
