game_id,date,season,home_team,away_team,home_score,away_score,home_won,home_wins_l10,away_wins_l10,home_plus_minus_l10,away_plus_minus_l10,home_opp_ppg_l10,away_opp_ppg_l10,home_tov_l10,away_tov_l10,home_rest_days,away_rest_days,is_back_to_back_home,is_back_to_back_away,home_top3_avg_ppg,away_top3_avg_ppg,home_top5_avg_ppg,away_top5_avg_ppg,home_top6_avg_ppg,away_top6_avg_ppg,home_top5_avg_mpg,away_top5_avg_mpg,home_top6_avg_mpg,away_top6_avg_mpg,home_top3_avg_apg,away_top3_avg_apg,home_top5_avg_apg,away_top5_avg_apg,home_top6_avg_apg,away_top6_avg_apg,home_top3_avg_rpg,away_top3_avg_rpg,home_top5_avg_rpg,away_top5_avg_rpg,home_top6_avg_rpg,away_top6_avg_rpg,home_top3_avg_blk,away_top3_avg_blk,home_top5_avg_blk,away_top5_avg_blk,home_top6_avg_blk,away_top6_avg_blk,home_top3_avg_stl,away_top3_avg_stl,home_top5_avg_stl,away_top5_avg_stl,home_top6_avg_stl,away_top6_avg_stl,home_top3_avg_tov,away_top3_avg_tov,home_top5_avg_tov,away_top5_avg_tov,home_top6_avg_tov,away_top6_avg_tov,home_top6_total_plusminus,away_top6_total_plusminus,home_depth_variance,away_depth_variance
21300036,2013-11-02,2013-14,DAL,MEM,111,99,1,5.0,5.0,-0.7,-2.0,96.2,95.2,17.3,18.6,0.0,0.0,1,1,10.566666666666665,10.88425925925926,10.97111111111111,10.735555555555555,10.846296296296297,10.261111111111111,25.7976,25.52540833333333,24.946425925925926,25.209753858024687,3.988888888888889,2.847222222222222,2.98,2.388333333333333,2.687037037037037,2.2680555555555553,3.8333333333333335,4.592592592592593,4.455555555555556,3.840555555555556,4.083333333333333,3.7375000000000003,0.24074074074074073,0.3287037037037037,0.7266666666666668,0.26722222222222225,0.6240740740740741,0.24120370370370373,1.3777777777777775,0.9999999999999999,1.0799999999999998,1.265,0.9925925925925925,1.0912037037037037,1.974074074074074,2.236111111111111,1.7,2.0766666666666667,1.6574074074074074,1.9527777777777777,14.499999999999998,-19.655555555555555,3.8139990138129636,2.4392526936961048
21300033,2013-11-02,2013-14,IND,CLE,89,74,1,5.0,5.0,3.0,-3.5,92.2,95.3,16.9,20.0,2.0,0.0,0,1,12.274074074074074,13.161904761904763,12.031111111111112,10.574920634920636,10.840740740740742,11.034656084656085,25.92841111111111,23.965779894179896,23.686052469135802,23.443057319223986,2.8074074074074074,2.8380952380952382,2.2844444444444445,2.8473015873015877,1.9592592592592595,2.5671957671957673,4.233333333333333,4.70952380952381,4.695555555555555,4.814603174603175,4.246296296296296,4.401058201058201,0.2851851851851852,0.5619047619047618,1.06,0.4038095238095238,0.8833333333333333,0.3365079365079365,0.7444444444444445,1.0,0.8022222222222222,0.8444444444444444,0.687037037037037,0.8703703703703703,1.9962962962962962,2.4,2.0644444444444447,2.017777777777778,1.8500000000000003,1.8759259259259258,17.27777777777778,8.428571428571429,5.535223535547355,4.080428175560742
21300035,2013-11-02,2013-14,NOP,CHA,105,84,1,7.0,6.0,2.7,4.0,96.1,85.1,18.1,14.8,0.0,0.0,1,1,12.75,11.299999999999999,10.135,9.995555555555555,10.379166666666666,8.7,23.746533333333332,26.454211111111114,23.37433333333333,24.418663580246914,3.0666666666666664,3.3666666666666667,2.325,2.2177777777777776,2.004166666666667,1.9407407407407407,4.283333333333333,2.3000000000000003,4.315,3.9577777777777774,4.029166666666668,3.7796296296296297,0.7666666666666667,0.26666666666666666,0.6500000000000001,0.5422222222222223,0.5583333333333335,0.48888888888888893,1.0999999999999999,1.1333333333333335,1.14,0.8311111111111111,0.9999999999999999,0.7666666666666667,2.8000000000000003,2.033333333333333,2.27,1.7044444444444444,1.9583333333333333,1.55,13.750000000000002,16.07777777777778,6.109672999978531,3.9724856167528966
21300041,2013-11-03,2013-14,DET,BOS,87,77,1,5.0,2.0,1.2,-1.9,95.5,95.8,19.7,17.4,1.0,1.0,0,0,14.02962962962963,10.25,13.817777777777778,9.261111111111111,12.998148148148148,8.78425925925926,29.34596296296296,24.53842222222222,28.163330246913578,24.36249074074074,2.074074074074074,2.4416666666666664,2.344444444444444,2.318333333333333,2.1037037037037036,2.281944444444444,8.14074074074074,4.441666666666667,5.684444444444444,4.025,5.2370370370370365,3.8041666666666667,1.0407407407407407,0.16666666666666666,0.6244444444444445,0.2,0.5370370370370371,0.18333333333333335,1.3962962962962961,1.25,2.0377777777777775,1.001111111111111,1.8314814814814815,1.0842592592592593,2.788888888888889,1.7833333333333332,2.4733333333333336,1.7188888888888887,2.277777777777778,1.5824074074074073,33.43333333333334,-12.588888888888889,2.481938874374566,1.7117041420639396
21300047,2013-11-04,2013-14,CLE,MIN,93,92,1,4.0,7.0,-6.2,8.2,95.5,97.6,19.0,14.6,1.0,0.0,0,1,11.166666666666666,13.674074074074072,9.554285714285715,13.394444444444442,9.670238095238096,13.032407407407405,23.792160281385282,26.516181481481482,23.605723845598845,25.24268209876543,2.628787878787879,1.4592592592592595,2.6601298701298703,2.6305555555555555,2.4667748917748917,2.6921296296296298,4.8522727272727275,6.077777777777778,4.8599350649350646,4.886666666666667,4.299945887445888,4.405555555555556,0.5492424242424242,0.25555555555555554,0.38954545454545453,0.1933333333333333,0.3662878787878787,0.1611111111111111,0.9810606060606061,0.8148148148148148,0.9229220779220778,1.1288888888888888,0.9982683982683982,1.0518518518518518,1.928030303030303,1.4370370370370373,1.8539610389610388,1.6122222222222224,1.8783008658008657,1.5287037037037037,3.396753246753247,43.96944444444444,4.303603757179992,4.686263636675597
21300050,2013-11-04,2013-14,LAC,HOU,137,118,1,6.0,9.0,2.5,10.5,101.5,95.5,16.9,18.6,2.0,1.0,0,0,14.503703703703701,15.262962962962964,13.431313131313129,14.120000000000001,13.426094276094275,12.405555555555557,28.3349936026936,26.83660370370371,27.988494668911333,26.16707716049383,4.637037037037037,3.7407407407407405,3.431313131313131,2.8377777777777777,3.1594276094276093,2.4203703703703705,4.955555555555556,3.9518518518518513,5.175151515151515,5.624444444444444,4.579292929292929,6.214814814814814,0.2888888888888889,0.2888888888888889,0.8096969696969698,0.58,0.7080808080808082,0.5944444444444444,1.3296296296296297,1.3407407407407408,1.1432323232323234,1.011111111111111,1.0193602693602695,0.9259259259259259,2.3444444444444446,2.555555555555556,2.0539393939393937,2.3177777777777777,1.8116161616161615,2.1814814814814816,33.08383838383838,48.67777777777778,5.020882112203096,5.4116962950745355
21300049,2013-11-04,2013-14,MEM,BOS,95,88,1,5.0,2.0,-1.3,-2.1,95.7,94.8,18.4,18.4,1.0,0.0,0,1,12.096296296296297,10.0,10.646666666666667,9.74949494949495,10.614646464646464,9.474579124579126,25.92263333333333,24.91151178451178,25.63807828282828,24.200370931537595,2.918518518518518,1.6060606060606057,2.3777777777777778,1.8545454545454543,2.2996632996632997,1.962121212121212,4.896296296296296,4.03030303030303,4.308888888888889,3.921212121212121,3.9695286195286204,3.7676767676767677,0.3259259259259259,0.9090909090909092,0.26,0.6363636363636365,0.2318181818181818,0.5303030303030304,1.0296296296296295,1.0,1.1466666666666667,1.0747474747474748,1.0616161616161617,0.9956228956228955,2.140740740740741,2.0303030303030307,1.94,2.044444444444445,1.9348484848484848,1.9703703703703708,-19.64040404040404,-10.632323232323232,2.764045819245529,1.3266992006363585
21300048,2013-11-04,2013-14,PHI,GSW,90,110,0,5.0,5.0,-6.6,2.6,107.4,95.8,20.2,18.3,1.0,1.0,0,0,12.42962962962963,15.4,14.346666666666668,13.98,13.822222222222223,12.416666666666666,29.551422222222225,28.5957962962963,28.184351851851854,27.232691358024695,3.303703703703704,4.233333333333333,3.137777777777778,3.4333333333333327,2.9814814814814814,3.0444444444444443,5.622222222222223,3.4333333333333336,5.706666666666666,4.977777777777778,5.2555555555555555,4.964814814814815,0.5111111111111112,0.3333333333333333,0.4177777777777778,0.5444444444444445,0.38148148148148153,0.5703703703703704,1.6296296296296295,1.4333333333333336,1.4666666666666666,1.1111111111111112,1.4222222222222223,1.125925925925926,1.5777777777777777,2.1999999999999997,2.1466666666666665,1.853333333333333,2.3055555555555554,1.811111111111111,-2.855555555555556,29.055555555555557,3.1076727031059157,6.471913678863977
21300051,2013-11-05,2013-14,TOR,MIA,95,104,0,8.0,5.0,5.9,0.3,94.6,96.3,19.2,17.5,2.0,1.0,0,0,13.666666666666666,14.716666666666667,11.24,11.579494949494949,10.966666666666667,10.578150553150552,24.10266666666667,25.474442676767676,23.33027777777778,23.89933715127465,2.466666666666667,4.1759259259259265,2.04,3.4409090909090905,1.8,3.2245670995670994,4.033333333333334,3.827777777777778,4.720000000000001,3.4239393939393943,4.316666666666667,3.162806637806638,0.3333333333333333,0.26203703703703707,0.4800000000000001,0.17944444444444446,0.4000000000000001,0.14953703703703705,1.0,1.1351851851851853,0.8,1.343737373737374,0.8166666666666668,1.21501924001924,2.4,2.408333333333333,1.9999999999999996,2.2126767676767676,1.933333333333333,2.010563973063973,19.8,8.370815295815296,3.92767955244145,5.665508542495404
21300059,2013-11-05,2013-14,SAC,ATL,100,105,0,6.0,2.0,2.2,-7.7,95.3,100.1,15.7,18.7,2.0,1.0,0,0,11.992592592592594,12.63425925925926,12.420555555555556,12.822222222222223,11.533796296296297,11.99074074074074,26.283573148148143,29.098583333333334,25.72153317901234,28.199050925925928,1.7592592592592593,3.689814814814815,2.1955555555555555,3.191666666666667,2.0296296296296297,2.9097222222222228,5.874074074074073,5.180555555555555,4.674444444444444,4.977777777777777,5.012037037037037,4.592592592592593,0.3962962962962963,0.5,0.23777777777777778,0.5833333333333333,0.3148148148148148,0.5138888888888888,1.277777777777778,1.5972222222222223,1.1166666666666667,1.4277777777777778,0.9805555555555556,1.3287037037037037,1.7074074074074073,2.3518518518518516,1.6894444444444445,2.261111111111111,1.7078703703703706,2.0231481481481484,-4.847222222222222,-14.48611111111111,5.300761771677945,2.409915004563046
