game_id,date,season,home_team,away_team,home_score,away_score,total_score,point_diff,home_won,home_wins_l10,away_wins_l10,home_total_l10,away_total_l10,home_plus_minus_l10,away_plus_minus_l10,plus_minus_diff,home_ppg_l10,away_ppg_l10,ppg_diff,home_opp_ppg_l10,away_opp_ppg_l10,opp_ppg_diff,home_tov_l10,away_tov_l10,home_blk_l10,away_blk_l10,home_stl_l10,away_stl_l10,home_rest_days,away_rest_days,rest_days_diff,is_back_to_back_home,is_back_to_back_away,home_top3_avg_ppg,away_top3_avg_ppg,home_top5_avg_ppg,away_top5_avg_ppg,home_top6_avg_ppg,away_top6_avg_ppg,home_top5_avg_mpg,away_top5_avg_mpg,home_top6_avg_mpg,away_top6_avg_mpg,home_top3_avg_apg,away_top3_avg_apg,home_top5_avg_apg,away_top5_avg_apg,home_top6_avg_apg,away_top6_avg_apg,home_top3_avg_rpg,away_top3_avg_rpg,home_top5_avg_rpg,away_top5_avg_rpg,home_top6_avg_rpg,away_top6_avg_rpg,home_top3_avg_blk,away_top3_avg_blk,home_top5_avg_blk,away_top5_avg_blk,home_top6_avg_blk,away_top6_avg_blk,home_top3_avg_stl,away_top3_avg_stl,home_top5_avg_stl,away_top5_avg_stl,home_top6_avg_stl,away_top6_avg_stl,home_top3_avg_tov,away_top3_avg_tov,home_top5_avg_tov,away_top5_avg_tov,home_top6_avg_tov,away_top6_avg_tov,home_top6_total_plusminus,away_top6_total_plusminus,home_depth_variance,away_depth_variance,home_fg_pct_l10,away_fg_pct_l10,home_fg3_pct_l10,away_fg3_pct_l10
21600049,2016-11-01,2016-17,MIA,SAC,108,96,204,12.0,1,4.0,5.0,202.3,207.6,3.3,2.8,0.5,102.8,105.2,-2.4000000000000057,99.5,102.4,-2.9000000000000057,15.6,19.1,6.5,4.0,7.4,10.2,1.0,0.0,1.0,0,1,12.344444444444443,10.537037037037036,13.162222222222221,12.033333333333335,12.30185185185185,11.027777777777779,25.639437037037037,25.117518518518516,24.637110229276896,23.94704320987654,4.274074074074074,3.277777777777778,3.12,3.0944444444444446,2.766666666666667,2.728703703703704,3.603703703703703,3.5462962962962963,5.095555555555555,4.058333333333334,4.746296296296296,4.148611111111111,0.39999999999999997,0.49074074074074076,0.8399999999999999,0.45833333333333337,0.6999999999999998,0.43194444444444446,0.6074074074074074,1.3935185185185184,0.6088888888888888,1.0611111111111111,0.555026455026455,0.9675925925925926,2.425925925925926,1.5925925925925926,1.922222222222222,1.8666666666666665,1.7447089947089947,1.7722222222222221,16.155555555555555,23.17222222222222,3.3050684359412505,6.0864210834396175,0.45549999999999996,0.491,0.34959999999999997,0.39380000000000004
21600054,2016-11-01,2016-17,POR,GSW,104,127,231,-23.0,0,6.0,8.0,208.7,217.1,0.3,6.3,-6.0,104.5,111.7,-7.200000000000003,104.2,105.4,-1.2000000000000028,15.8,17.4,4.1,6.5,6.8,10.0,2.0,1.0,1.0,0,0,15.566666666666668,16.41111111111111,12.620000000000001,15.466666666666665,11.816666666666668,13.685185185185183,25.54356666666667,25.40239259259259,25.40838888888889,24.97082098765432,2.966666666666667,3.8407407407407406,2.7,3.3644444444444446,2.6833333333333336,3.174074074074074,4.566666666666666,5.8,4.68,4.4,4.583333333333333,4.166666666666667,0.39999999999999997,0.7851851851851852,0.48,0.611111111111111,0.43333333333333335,0.5833333333333334,0.8333333333333334,1.2925925925925925,0.8,1.0755555555555554,0.8333333333333334,1.0444444444444443,2.1,1.885185185185185,1.7600000000000002,1.6711111111111108,1.7833333333333334,1.5777777777777775,-5.1,34.46666666666666,6.801298895554191,8.427564024731376,0.454,0.46399999999999997,0.3872,0.36560000000000004
21600063,2016-11-02,2016-17,PHX,POR,118,115,233,3.0,1,4.0,5.0,208.7,213.1,-4.1,-2.9,-1.1999999999999997,102.3,105.1,-2.799999999999997,106.4,108.0,-1.5999999999999943,17.8,16.1,4.3,3.7,10.6,6.8,1.0,0.0,1.0,0,1,15.5,16.454545454545457,13.4,12.433333333333334,12.611111111111112,11.755050505050505,27.729429629629628,24.56111616161616,26.623413580246915,24.532369528619526,2.7583333333333333,3.0909090909090913,2.3105555555555553,2.254545454545455,2.073611111111111,2.303030303030303,4.4750000000000005,3.121212121212121,5.37388888888889,3.254545454545455,5.459722222222223,3.348484848484849,0.20833333333333334,0.30303030303030304,0.18055555555555555,0.37575757575757573,0.33564814814814814,0.3434343434343434,1.2333333333333334,0.8181818181818182,0.9844444444444443,0.6,0.9314814814814815,0.6666666666666666,1.95,1.9393939393939394,1.981111111111111,1.4424242424242426,1.8916666666666666,1.5353535353535355,-18.055555555555557,-12.257575757575758,4.0588266868732,7.240321849450074,0.4213,0.44889999999999997,0.2928,0.38489999999999996
21600060,2016-11-02,2016-17,MEM,NOP,89,83,172,6.0,1,6.0,1.0,208.2,214.9,0.2,-6.7,6.9,104.2,104.1,0.10000000000000853,104.0,110.8,-6.799999999999997,14.8,14.5,4.7,4.6,10.6,8.2,0.0,0.0,0.0,1,1,12.800925925925926,12.555555555555557,10.885555555555555,10.693333333333333,9.737962962962962,10.95873015873016,23.742917592592594,21.59513333333333,22.89409799382716,21.509992063492064,2.8333333333333335,2.2037037037037037,2.0100000000000002,2.022222222222222,1.675,1.9232804232804233,3.768518518518519,6.092592592592593,4.096111111111112,4.615555555555556,4.080092592592593,4.48915343915344,0.4537037037037037,0.7851851851851852,0.46722222222222226,0.5111111111111112,0.3893518518518519,0.544973544973545,0.9351851851851851,0.6481481481481483,0.8761111111111111,0.668888888888889,1.063425925925926,0.7002645502645503,1.3611111111111114,1.351851851851852,1.0016666666666667,1.4111111111111114,1.0013888888888889,1.2949735449735453,-4.022222222222223,-19.51746031746032,4.601548540566905,7.684451224867139,0.4213,0.43999999999999995,0.3436,0.315
21600056,2016-11-02,2016-17,CHA,PHI,109,93,202,16.0,1,5.0,2.0,192.8,200.5,-4.0,-11.5,7.5,94.4,94.5,-0.09999999999999432,98.4,106.0,-7.599999999999994,13.7,19.4,6.0,6.3,7.3,7.6,3.0,0.0,3.0,0,1,11.447222222222223,7.569312169312169,10.887380952380953,6.861587301587301,11.010317460317461,6.829100529100528,24.867785978835975,22.130332275132275,24.9864188712522,20.580832451499116,2.642592592592593,2.8740740740740747,2.0141269841269844,2.0844444444444448,1.9076058201058201,1.8481481481481483,4.75462962962963,3.1661375661375657,5.052777777777778,3.0396825396825395,5.127314814814815,2.9775132275132274,0.549074074074074,0.1693121693121693,0.777063492063492,0.2215873015873016,0.7308862433862434,0.29576719576719573,1.1268518518518518,0.4873015873015873,0.9237301587301587,0.6923809523809524,0.8322751322751323,0.6325396825396826,1.5287037037037037,2.2328042328042326,1.3172222222222223,1.7796825396825398,1.1810185185185185,1.7052910052910055,-14.547222222222222,-34.13492063492064,2.0625496168932846,2.0988537025884875,0.39089999999999997,0.40800000000000003,0.24380000000000002,0.2862
21600062,2016-11-02,2016-17,UTA,DAL,97,81,178,16.0,1,5.0,2.0,191.7,201.8,1.9,-8.0,9.9,96.8,96.9,-0.10000000000000853,94.9,104.9,-10.0,16.9,14.4,5.2,4.6,8.0,7.5,0.0,2.0,-2.0,1,0,12.023809523809524,11.516666666666666,10.354285714285714,11.709999999999999,10.761904761904761,11.191666666666665,23.91390952380952,25.85442738095238,24.55478571428571,24.533161706349205,2.1476190476190475,1.8666666666666665,1.8685714285714288,1.9828571428571429,1.723809523809524,1.8523809523809522,3.3285714285714287,2.9416666666666664,4.047142857142857,3.3364285714285713,5.022619047619048,3.4136904761904763,0.18095238095238098,0.15833333333333333,0.37857142857142856,0.20357142857142857,0.6654761904761904,0.25297619047619047,0.9047619047619048,0.7583333333333333,1.0228571428571427,0.6892857142857143,0.919047619047619,0.6910714285714286,1.114285714285714,1.6833333333333333,1.1685714285714286,1.5357142857142858,1.357142857142857,1.3964285714285714,5.064285714285714,-31.339285714285715,3.248756957469654,1.359105097726687,0.45010000000000006,0.40780000000000005,0.3337,0.3295
21600061,2016-11-02,2016-17,BOS,CHI,107,100,207,7.0,1,7.0,6.0,207.4,207.1,4.6,7.1,-2.5,106.0,107.1,-1.0999999999999943,101.4,100.0,1.4000000000000057,16.9,16.5,5.2,6.8,9.2,7.1,3.0,1.0,2.0,0,0,13.297619047619046,12.699074074074074,9.96968253968254,11.966666666666665,9.091402116402117,11.322222222222221,20.98901574074074,24.172898148148146,20.216040895061727,23.10213734567901,3.369047619047619,2.8981481481481484,2.5658730158730156,3.3944444444444444,2.30489417989418,3.178703703703704,3.3630952380952386,4.3657407407407405,3.731190476190476,5.361111111111112,3.5426587301587307,4.767592592592593,0.22023809523809523,0.6712962962962963,0.3765873015873016,0.5888888888888889,0.36382275132275127,0.5240740740740741,1.0238095238095237,0.8888888888888888,0.7676190476190475,0.888888888888889,0.7396825396825396,0.8074074074074075,1.892857142857143,1.587962962962963,1.5757142857142858,2.0333333333333337,1.479761904761905,1.7111111111111112,17.664285714285715,35.355555555555554,5.5251976092244215,3.4341804959862468,0.473,0.45359999999999995,0.3585,0.3508
21600059,2016-11-02,2016-17,ATL,LAL,116,123,239,-7.0,0,8.0,2.0,192.1,217.1,9.9,-5.1,15.0,101.0,106.0,-5.0,91.1,111.1,-20.0,16.1,17.3,6.0,3.5,8.7,9.6,1.0,0.0,1.0,0,1,12.680555555555555,11.680555555555555,12.158333333333333,10.775,11.6875,11.229166666666666,25.14923611111111,24.06034974747475,24.165597993827163,24.163948863636364,2.9722222222222228,2.7222222222222228,3.4333333333333336,1.9969696969696973,3.0833333333333335,1.9002525252525253,7.305555555555556,5.0,5.333333333333334,4.292424242424243,4.740740740740741,4.021464646464647,0.9861111111111112,0.2222222222222222,0.6416666666666667,0.30454545454545456,0.5532407407407408,0.2676767676767677,1.0,1.0416666666666667,0.95,1.121969696969697,0.8287037037037037,1.1433080808080809,2.125,2.236111111111111,2.1,1.6325757575757578,1.9166666666666667,1.6660353535353538,39.513888888888886,-23.314393939393938,2.4051088563953007,3.8300484113563544,0.4495,0.4443,0.32189999999999996,0.3357
21600057,2016-11-02,2016-17,BKN,DET,109,101,210,8.0,1,2.0,6.0,213.3,186.5,-8.9,6.3,-15.2,102.2,96.4,5.799999999999997,111.1,90.1,21.0,17.3,15.4,2.6,3.3,9.4,8.0,1.0,0.0,1.0,0,1,10.24537037037037,14.52857142857143,10.282777777777778,12.197142857142858,10.050462962962962,12.553174603174604,20.909208333333332,28.45102380952381,21.208969907407408,28.595174162257496,0.9444444444444445,2.119047619047619,0.9488888888888891,2.8514285714285714,0.901851851851852,2.5798941798941795,4.75,4.571428571428572,3.9233333333333333,4.3828571428571435,4.19537037037037,6.152380952380953,0.3148148148148148,0.06666666666666667,0.25555555555555554,0.3,0.3055555555555555,0.39814814814814814,0.8055555555555557,0.9761904761904762,0.7411111111111112,0.8257142857142856,0.7101851851851851,0.8917989417989417,1.5185185185185184,1.9142857142857144,1.3755555555555554,1.7285714285714284,1.2388888888888887,1.6812169312169312,-20.244444444444444,25.088888888888892,1.9907272824695814,3.428787581369792,0.4164,0.4506,0.3268,0.32189999999999996
21600068,2016-11-03,2016-17,CLE,BOS,128,122,250,6.0,1,6.0,8.0,209.2,210.0,1.8,5.6,-3.8,105.5,107.8,-2.299999999999997,103.7,102.2,1.5,14.7,16.5,4.1,5.2,8.3,9.1,1.0,0.0,1.0,0,1,15.638095238095238,13.831649831649832,13.882857142857143,11.262626262626263,12.423214285714286,10.302188552188552,26.77555476190476,22.774263047138046,25.5010873015873,21.927969205948372,4.0,3.03030303030303,2.8916666666666666,2.715909090909091,2.7847222222222228,2.496590909090909,3.9428571428571426,3.2323232323232323,5.265714285714286,3.3212121212121213,4.867261904761905,3.5676767676767676,0.3523809523809524,0.23905723905723905,0.4530952380952381,0.40025252525252525,0.44007936507936507,0.4002104377104377,0.9047619047619048,0.8282828282828283,0.7595238095238096,0.8333333333333334,0.8829365079365079,0.8444444444444446,1.7523809523809524,1.8316498316498315,1.5347619047619048,1.717171717171717,1.6123015873015873,1.580976430976431,23.589285714285715,21.643181818181816,5.970460341018393,4.7725433310358,0.44989999999999997,0.4800999999999999,0.36819999999999997,0.3765
