game_id,date,season,home_team,away_team,home_score,away_score,point_diff,home_won,home_wins_l10,away_wins_l10,home_plus_minus_l10,away_plus_minus_l10,plus_minus_diff,home_ppg_l10,away_ppg_l10,ppg_diff,home_opp_ppg_l10,away_opp_ppg_l10,opp_ppg_diff,home_tov_l10,away_tov_l10,home_blk_l10,away_blk_l10,home_stl_l10,away_stl_l10,home_rest_days,away_rest_days,rest_days_diff,is_back_to_back_home,is_back_to_back_away,home_top3_avg_ppg,away_top3_avg_ppg,home_top5_avg_ppg,away_top5_avg_ppg,home_top6_avg_ppg,away_top6_avg_ppg,home_top5_avg_mpg,away_top5_avg_mpg,home_top6_avg_mpg,away_top6_avg_mpg,home_top3_avg_apg,away_top3_avg_apg,home_top5_avg_apg,away_top5_avg_apg,home_top6_avg_apg,away_top6_avg_apg,home_top3_avg_rpg,away_top3_avg_rpg,home_top5_avg_rpg,away_top5_avg_rpg,home_top6_avg_rpg,away_top6_avg_rpg,home_top3_avg_blk,away_top3_avg_blk,home_top5_avg_blk,away_top5_avg_blk,home_top6_avg_blk,away_top6_avg_blk,home_top3_avg_stl,away_top3_avg_stl,home_top5_avg_stl,away_top5_avg_stl,home_top6_avg_stl,away_top6_avg_stl,home_top3_avg_tov,away_top3_avg_tov,home_top5_avg_tov,away_top5_avg_tov,home_top6_avg_tov,away_top6_avg_tov,home_top6_total_plusminus,away_top6_total_plusminus,home_depth_variance,away_depth_variance,home_fg_pct_l10,away_fg_pct_l10,home_fg3_pct_l10,away_fg3_pct_l10
21200036,2012-11-03,2012-13,LAC,GSW,110,114,-4.0,0,7.0,7.0,4.2,3.6,0.6000000000000001,96.7,95.7,1.0,92.5,92.1,0.4000000000000057,17.8,18.0,7.3,4.7,11.5,8.1,0.0,0.0,0.0,1,1,14.232804232804233,11.680952380952382,12.717460317460318,12.966349206349207,12.497883597883598,11.705291005291008,26.79516931216931,27.32203439153439,26.714085537918866,26.012084215167548,5.3809523809523805,4.147619047619048,3.6507936507936507,3.410793650793651,3.1589947089947086,2.9423280423280427,4.153439153439154,4.076190476190476,4.025396825396825,4.936825396825396,4.704497354497355,4.914021164021164,0.2804232804232804,0.10000000000000002,0.346031746031746,0.24222222222222226,0.5883597883597883,0.4351851851851852,1.6402116402116402,0.8476190476190476,1.5396825396825398,0.8419047619047617,1.3830687830687831,0.8682539682539682,2.021164021164021,2.0571428571428574,1.8349206349206348,2.072063492063492,1.8457671957671957,1.9600529100529103,25.993650793650794,14.639682539682541,2.5782550317969535,3.9831760917571475,0.4711,0.47119999999999995,0.2794,0.414
21200041,2012-11-04,2012-13,LAL,DET,108,79,29.0,1,0.0,4.0,-12.3,-3.3,-9.0,89.6,90.7,-1.1000000000000085,101.9,94.0,7.900000000000006,19.2,17.6,5.3,4.5,6.8,7.8,1.0,1.0,0.0,0,0,18.783333333333335,8.848148148148148,13.926363636363636,8.815555555555555,12.799747474747475,8.92037037037037,28.934659090909086,21.490285185185186,26.946289983164977,22.416780864197534,2.5749999999999997,1.1037037037037039,2.5413636363636365,1.8022222222222222,2.36780303030303,1.8537037037037036,7.541666666666667,3.9555555555555557,5.505,3.2555555555555555,5.420833333333333,3.2870370370370368,1.3166666666666667,0.3222222222222222,0.9027272727272727,0.2333333333333333,0.8356060606060606,0.24999999999999997,0.7000000000000001,0.8185185185185184,0.8836363636363636,0.7577777777777778,0.7363636363636363,0.7611111111111111,3.2416666666666667,1.2703703703703704,2.6595454545454547,1.517777777777778,2.4940656565656565,1.3944444444444446,-32.31287878787879,-13.055555555555554,7.559737875498752,2.8089663901638193,0.44559999999999994,0.4208,0.34059999999999996,0.2706
21200046,2012-11-05,2012-13,DAL,POR,114,91,23.0,1,5.0,5.0,1.7,0.9,0.7999999999999999,97.7,99.4,-1.7000000000000028,96.0,98.5,-2.5,16.6,17.8,6.1,4.7,9.3,8.1,1.0,1.0,0.0,0,0,11.013468013468014,16.0962962962963,11.328080808080808,15.213333333333333,10.64006734006734,13.56111111111111,25.39548787878788,30.11769259259259,25.28360101010101,27.844049382716047,3.2828282828282824,3.7962962962962963,2.6496969696969694,2.9444444444444446,2.4747474747474745,2.503703703703704,3.3602693602693603,3.3333333333333335,4.976161616161616,5.066666666666667,5.08013468013468,4.872222222222223,0.6599326599326599,0.2333333333333333,0.815959595959596,0.6511111111111111,0.7799663299663299,0.6759259259259259,0.8383838383838383,1.285185185185185,0.7430303030303029,0.971111111111111,0.7691919191919192,0.8592592592592592,1.7575757575757576,2.1925925925925926,1.9745454545454542,2.248888888888889,1.8287878787878784,2.090740740740741,19.306060606060605,6.455555555555556,2.3034309120531593,4.962445384841113,0.4372,0.4404,0.3539,0.35459999999999997
21200049,2012-11-05,2012-13,LAC,CLE,101,108,-7.0,0,7.0,4.0,4.0,-6.3,10.3,97.3,92.9,4.3999999999999915,93.3,99.2,-5.900000000000006,17.0,18.7,7.0,3.1,10.6,8.8,1.0,1.0,0.0,0,0,13.284090909090908,11.833333333333334,13.73409090909091,10.72,13.295075757575757,10.166666666666666,27.733352272727274,25.492,27.162515782828283,24.73175,4.653787878787878,2.6666666666666665,4.077727272727272,2.1799999999999997,3.564772727272727,1.9666666666666666,6.488636363636364,5.199999999999999,5.009545454545455,4.8,4.507954545454545,4.733333333333333,0.8227272727272728,0.26666666666666666,0.5863636363636364,0.38,0.5219696969696971,0.3833333333333333,1.3151515151515152,0.9333333333333332,1.523636363636364,0.86,1.4530303030303031,0.8333333333333334,1.9893939393939395,1.9000000000000001,2.1790909090909087,1.8,1.9825757575757574,1.7166666666666668,19.688636363636366,-5.0,2.6330662830555913,3.869194575963667,0.4628,0.4288,0.3003,0.3776
21200045,2012-11-05,2012-13,MEM,UTA,103,94,9.0,1,5.0,6.0,1.1,7.6,-6.5,99.9,101.3,-1.3999999999999915,98.8,93.7,5.099999999999994,17.2,16.4,4.4,6.6,8.1,10.9,2.0,1.0,1.0,0,0,14.532407407407407,12.745791245791246,13.219444444444445,12.065656565656566,12.331018518518519,11.421380471380472,28.140748015873015,25.188827441077443,27.164080136684305,24.635411756453422,2.847222222222222,3.189814814814815,2.951190476190476,2.5138888888888893,2.6815476190476186,2.211574074074074,7.208333333333333,4.247895622895623,5.514285714285714,4.657828282828282,4.984126984126984,4.798190235690235,0.7175925925925926,0.47053872053872053,0.5662698412698413,0.555050505050505,0.5089285714285714,0.7458754208754209,0.8472222222222223,1.325757575757576,1.0797619047619047,1.231818181818182,1.029431216931217,1.1931818181818181,2.0787037037037037,2.029882154882155,1.8936507936507936,1.6724747474747474,1.7447089947089947,1.710395622895623,19.51388888888889,6.336363636363636,3.934439744210482,2.3398544945954765,0.4444,0.45570000000000005,0.3646,0.41240000000000004
21200044,2012-11-05,2012-13,MIA,PHX,124,99,25.0,1,6.0,5.0,2.2,-0.3,2.5,99.6,95.1,4.5,97.4,95.4,2.0,16.5,17.4,4.6,7.1,9.6,7.9,1.0,0.0,1.0,0,1,14.78956228956229,11.9,13.655555555555557,11.0,12.334175084175087,10.6,27.382220875420877,24.400133333333333,26.67728002244669,24.23261111111111,3.8451178451178447,3.5,3.6416161616161618,2.48,3.1710437710437707,2.3666666666666667,4.083838383838384,4.166666666666667,4.1012121212121215,5.34,3.826767676767677,4.883333333333334,0.5939393939393939,0.6,0.5599999999999999,0.9400000000000001,0.5121212121212121,0.8166666666666668,1.334680134680135,0.8333333333333334,1.3244444444444445,0.76,1.2552188552188552,0.75,2.2387205387205387,2.1,1.9359595959595957,1.92,1.689057239057239,1.7333333333333334,9.919191919191919,22.7,5.368878733771109,1.7492855684535904,0.46550000000000014,0.4434,0.39699999999999996,0.3384
21200048,2012-11-05,2012-13,SAC,GSW,94,92,2.0,1,5.0,7.0,-0.4,1.3,-1.7000000000000002,95.6,96.1,-0.5,96.0,94.8,1.2000000000000028,15.8,17.9,6.1,4.4,10.1,8.3,1.0,1.0,0.0,0,0,14.1,14.552272727272728,11.32,13.567727272727273,9.983333333333333,12.306439393939394,25.578233333333333,27.326560606060603,25.01886111111111,25.812689393939394,1.9000000000000001,3.2818181818181817,1.7,2.3509090909090906,1.75,2.1257575757575755,5.466666666666666,5.557575757575758,5.1,5.098181818181818,5.266666666666667,4.998484848484848,0.6333333333333333,0.27575757575757576,0.8,0.2381818181818182,0.7999999999999999,0.36515151515151517,1.5333333333333332,0.9916666666666667,1.22,0.7586363636363637,1.1333333333333333,0.6321969696969697,1.8333333333333333,2.315909090909091,1.58,2.025909090909091,1.4833333333333334,1.8549242424242423,5.6000000000000005,0.24545454545454604,5.051897333345826,3.650687814924548,0.4096,0.4638,0.312,0.38270000000000004
21200047,2012-11-05,2012-13,SAS,IND,101,79,22.0,1,7.0,6.0,5.8,0.2,5.6,101.0,92.2,8.799999999999997,95.2,92.0,3.200000000000003,17.1,18.2,5.0,6.6,9.4,6.5,1.0,1.0,0.0,0,0,11.019444444444446,12.277777777777779,10.678333333333333,12.711666666666668,10.361574074074074,12.130092592592595,21.765433333333334,30.526991666666664,21.460885802469136,28.717894290123454,1.3472222222222223,2.896296296296296,2.2305555555555556,2.2327777777777778,2.118055555555556,1.934722222222222,4.688888888888889,6.833333333333333,4.3022222222222215,5.955,4.177777777777777,5.9624999999999995,0.8629629629629628,1.448148148148148,0.6955555555555555,1.0038888888888888,0.6166666666666666,0.8921296296296295,0.7138888888888889,0.8962962962962964,0.8727777777777778,0.7877777777777778,0.9125,0.712037037037037,1.275925925925926,2.711111111111111,1.41,2.1866666666666665,1.3601851851851852,1.988888888888889,20.736111111111114,6.980555555555555,3.043354639020523,2.2465339673050004,0.4814,0.418,0.323,0.29359999999999997
21200050,2012-11-06,2012-13,CHI,ORL,99,93,6.0,1,7.0,4.0,5.1,-1.8,6.8999999999999995,92.3,99.7,-7.400000000000006,87.2,101.5,-14.299999999999997,17.0,16.2,6.3,4.8,10.3,6.8,2.0,1.0,1.0,0,0,12.74074074074074,14.513888888888891,12.01388888888889,13.438333333333336,12.07824074074074,11.531944444444447,28.646472222222222,26.710949074074072,28.07428240740741,23.772087191358025,2.096296296296296,2.4537037037037037,2.871666666666667,2.742222222222222,3.176388888888889,2.396296296296296,7.348148148148148,5.703703703703703,5.411666666666667,4.692222222222222,5.093055555555556,4.243518518518519,0.6777777777777777,0.5277777777777778,0.6038888888888889,0.3866666666666667,0.5032407407407408,0.32222222222222224,1.2296296296296296,0.5324074074074073,1.3322222222222222,0.5794444444444444,1.326851851851852,0.48287037037037034,1.848148148148148,1.513888888888889,1.9338888888888888,1.6083333333333336,1.9949074074074076,1.451388888888889,42.2,20.88888888888889,2.3441840407426264,5.820497451800813,0.4223,0.46900000000000003,0.2806,0.3893
21200052,2012-11-06,2012-13,DEN,DET,109,97,12.0,1,3.0,3.0,-6.3,-6.4,0.10000000000000053,93.4,88.5,4.900000000000006,99.7,94.9,4.799999999999997,19.4,17.7,4.6,4.5,8.0,7.5,2.0,1.0,1.0,0,0,12.333333333333334,10.909090909090908,10.3,10.045454545454545,10.316666666666666,9.604545454545454,28.33050211640212,25.454618181818184,27.808223985890653,24.857848484848486,4.407407407407407,3.272727272727273,3.684444444444444,2.503636363636364,3.1203703703703702,2.1196969696969696,4.138888888888889,4.121212121212121,4.826190476190477,3.752727272727273,5.1718253968253975,4.027272727272727,0.4212962962962963,0.1818181818181818,0.37277777777777776,0.24909090909090909,0.3606481481481481,0.3409090909090909,1.2222222222222223,0.8181818181818182,1.1333333333333333,0.8109090909090909,1.0444444444444445,0.7590909090909091,2.3379629629629632,2.393939393939394,1.9942063492063493,1.6763636363636363,2.0118386243386244,1.6136363636363635,-26.287301587301588,-23.963636363636365,3.234640820024366,1.832126073831499,0.42380000000000007,0.4056,0.2975,0.3014
